首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：人
地    区,15岁及以上人口,,,未婚,,,有配偶,,,离婚,,,丧偶,,,15-64岁妇女,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,"平均活产
子女数","平均存活
子女数"
  东川区,21365,10846,10519,3814,2470,1344,15659,7724,7935,457,251,206,1435,401,1034,1.64,1.61
  呈贡县,22439,11599,10840,7356,4119,3237,14107,7178,6929,277,135,142,699,167,532,0.99,0.98
  晋宁县,21640,10892,10748,2902,1749,1153,17056,8519,8537,409,237,172,1273,387,886,1.34,1.32
  富民县,11377,5653,5724,1741,1047,694,8767,4328,4439,162,94,68,707,184,523,1.47,1.45
  宜良县,32650,16336,16314,5059,3154,1905,24943,12273,12670,602,337,265,2046,572,1474,1.48,1.46
  石林彝族自治县,18537,9355,9182,3271,2002,1269,13947,6912,7035,245,136,109,1074,305,769,1.59,1.56
  嵩明县,21563,10689,10874,4033,2344,1689,16029,7845,8184,295,161,134,1206,339,867,1.50,1.47
  禄劝彝族苗族自治县,30484,15114,15370,4686,2899,1787,23175,11341,11834,251,164,87,2372,710,1662,1.73,1.71
  寻甸回族彝族自治县,35412,17781,17631,6422,3861,2561,26582,13051,13531,252,164,88,2156,705,1451,1.70,1.67
  安宁巿,24694,12910,11784,4184,2771,1413,18608,9468,9140,720,368,352,1182,303,879,1.26,1.24
曲靖市,443265,227351,215914,93617,57449,36168,323008,159877,163131,3745,2132,1613,22895,7893,15002,1.76,1.73
  麒麟区,67411,33950,33461,15441,8602,6839,48288,24090,24198,1014,464,550,2668,794,1874,1.33,1.30
  马龙县,14401,7261,7140,2214,1347,867,11344,5601,5743,68,38,30,775,275,500,1.77,1.74
  陆良县,46098,23287,22811,9217,5443,3774,34502,16956,17546,317,188,129,2062,700,1362,1.76,1.73
  师宗县,28504,14648,13856,5260,3271,1989,21594,10730,10864,183,112,71,1467,535,932,1.90,1.86
  罗平县,40997,21082,19915,7785,5018,2767,30783,15168,15615,242,159,83,2187,737,1450,1.94,1.89
  富源县,50730,26266,24464,11064,6762,4302,36718,18377,18341,265,169,96,2683,958,1725,2.04,2.02
  会泽县,65006,33795,31211,12987,8612,4375,47507,23460,24047,591,384,207,3921,1339,2582,1.81,1.78
  沾益县,32698,16633,16065,6776,4074,2702,23910,11842,12068,291,156,135,1721,561,1160,1.60,1.58
  宣威市,97420,50429,46991,22873,14320,8553,68362,33653,34709,774,462,312,5411,1994,3417,1.82,1.80
玉溪市,185153,93563,91590,36200,21830,14370,135565,67401,68164,2805,1493,1312,10583,2839,7744,1.49,1.46
  红塔区,40886,20286,20600,9166,4987,4179,29059,14513,14546,762,368,394,1899,418,1481,1.25,1.23
  江川县,22198,11122,11076,4470,2606,1864,16273,8016,8257,297,155,142,1158,345,813,1.52,1.49
  澄江县,13132,6606,6526,2340,1437,903,9823,4856,4967,233,112,121,736,201,535,1.54,1.52
  通海县,23711,11834,11877,4239,2524,1715,17772,8840,8932,352,192,160,1348,278,1070,1.52,1.49
  华宁县,16375,8444,7931,2713,1776,937,12481,6214,6267,239,143,96,942,311,631,1.68,1.64
  易门县,14294,7276,7018,2946,1825,1121,10269,5087,5182,152,94,58,927,270,657,1.48,1.46
  峨山彝族自治县,13539,6816,6723,2712,1623,1089,9776,4856,4920,183,100,83,868,237,631,1.45,1.43
  新平彝族傣族自治县,24486,12804,11682,4478,3061,1417,18150,9122,9028,291,168,123,1567,453,1114,1.64,1.59
  元江哈尼族彝族傣族自治县,16532,8375,8157,3136,1991,1145,11962,5897,6065,296,161,135,1138,326,812,1.63,1.59
保山市,198271,100202,98069,34784,21527,13257,148237,73456,74781,1992,1141,851,13258,4078,9180,1.60,1.56
  隆阳区,73983,36552,37431,14109,8025,6084,54095,26572,27523,1002,551,451,4777,1404,3373,1.44,1.42
  施甸县,23750,11946,11804,3625,2359,1266,18172,8963,9209,178,113,65,1775,511,1264,1.71,1.64
  腾冲县,51571,26495,25076,8829,5653,3176,38972,19472,19500,443,264,179,3327,1106,2221,1.74,1.69
  龙陵县,22120,11539,10581,3540,2483,1057,16933,8461,8472,150,90,60,1497,505,992,1.79,1.72
  昌宁县,26847,13670,13177,4681,3007,1674,20065,9988,10077,219,123,96,1882,552,1330,1.56,1.52
昭通市,376672,195645,181027,101548,62299,39249,247190,122353,124837,4734,3073,1661,23200,7920,15280,1.98,1.93
  昭阳区,54323,27418,26905,13195,7771,5424,37378,18397,18981,710,382,328,3040,868,2172,1.90,1.85
  鲁甸县,26928,13842,13086,8227,4788,3439,17064,8458,8606,175,115,60,1462,481,981,2.07,2.03
  巧家县,37583,20111,17472,8770,6156,2614,25762,12709,13053,497,301,196,2554,945,1609,1.91,1.87
  盐津县,27070,14181,12889,7185,4498,2687,17703,8753,8950,404,300,104,1778,630,1148,1.94,1.87
  大关县,19800,10413,9387,5739,3653,2086,12554,6121,6433,259,194,65,1248,445,803,1.90,1.84
  永善县,29392,15515,13877,7205,4664,2541,19713,9856,9857,451,272,179,2023,723,1300,1.93,1.87
  绥江县,11620,5945,5675,2610,1593,1017,8029,3969,4060,201,114,87,780,269,511,1.75,1.69
  镇雄县,96148,50030,46118,30338,17797,12541,59140,29564,29576,1061,758,303,5609,1911,3698,2.11,2.07
  彝良县,40523,21078,19445,10052,6435,3617,27385,13403,13982,470,322,148,2616,918,1698,2.05,2.00
  威信县,25752,13219,12533,6659,3988,2671,17125,8434,8691,324,213,111,1644,584,1060,1.96,1.92
  水富县,7533,3893,3640,1568,956,612,5337,2689,2648,182,102,80,446,146,300,1.59,1.53
丽江市,99183,50611,48572,22364,13592,8772,69130,34394,34736,1299,667,632,6390,1958,4432,1.48,1.45
  古城区,17846,8961,8885,4509,2464,2045,12288,6152,6136,244,110,134,805,235,570,1.13,1.11
  玉龙纳西族自治县,17942,9266,8676,4067,2627,1440,12246,6074,6172,204,120,84,1425,445,980,1.51,1.47
  永胜县,31830,16073,15757,6705,4087,2618,22399,11067,11332,485,248,237,2241,671,1570,1.49,1.46
  华坪县,12905,6782,6123,2599,1695,904,9233,4676,4557,225,128,97,848,283,565,1.51,1.49
  宁蒗彝族自治县,18660,9529,9131,4484,2719,1765,12964,6425,6539,141,61,80,1071,324,747,1.76,1.73
普洱市,207192,108442,98750,49748,33372,16376,141559,69622,71937,2807,1549,1258,13078,3899,9179,1.59,1.52
  思茅区,24014,12349,11665,5892,3453,2439,16759,8443,8316,371,171,200,992,282,710,1.23,1.22
  宁洱哈尼族彝族自治县,15124,7855,7269,3133,2134,999,10736,5298,5438,253,148,105,1002,275,727,1.54,1.50
  墨江哈尼族自治县,29566,15763,13803,8242,5713,2529,19032,9242,9790,267,166,101,2025,642,1383,1.71,1.63
  景东彝族自治县,29059,15044,14015,6302,4382,1920,20404,9960,10444,280,140,140,2073,562,1511,1.60,1.57
  景谷傣族彝族自治县,23396,12527,10869,4696,3465,1231,16904,8436,8468,235,140,95,1561,486,1075,1.75,1.69
  镇沅彝族哈尼族拉祜族自治县,17136,9038,8098,4000,2810,1190,11894,5782,6112,162,86,76,1080,360,720,1.63,1.58
  江城哈尼族彝族自治县,9622,5002,4620,2210,1447,763,6769,3312,3457,157,88,69,486,155,331,1.64,1.59
  孟连傣族拉祜族佤族自治县,10950,5615,5335,2083,1337,746,8016,3971,4045,250,136,114,601,171,430,1.57,1.49
  澜沧拉祜族自治县,41171,21550,19621,11110,7305,3805,26546,12991,13555,708,409,299,2807,845,1962,1.61,1.49
  西盟佤族自治县,7154,3699,3455,2080,1326,754,4499,2187,2312,124,65,59,451,121,330,1.59,1.51
临沧市,174787,90815,83972,38147,25590,12557,122798,60509,62289,1727,995,732,12115,3721,8394,1.74,1.68
  临翔区,21623,11182,10441,4221,2872,1349,15442,7633,7809,332,183,149,1628,494,1134,1.66,1.62
  凤庆县,33644,17259,16385,6831,4554,2277,23868,11670,12198,235,131,104,2710,904,1806,1.68,1.63
  云县,31156,16135,15021,6635,4566,2069,22101,10712,11389,202,121,81,2218,736,1482,1.75,1.71
  永德县,26007,13701,12306,5570,3831,1739,18501,9192,9309,247,161,86,1689,517,1172,1.73,1.68
  镇康县,12895,6955,5940,3057,2096,961,9002,4555,4447,104,64,40,732,240,492,1.83,1.78
  双江拉祜族佤族布朗族傣族自治县,13290,6957,6333,3505,2334,1171,8753,4297,4456,137,83,54,895,243,652,1.70,1.65
  耿马傣族佤族自治县,21684,11118,10566,4357,2830,1527,15717,7784,7933,280,148,132,1330,356,974,1.82,1.75
  沧源佤族自治县,14488,7508,6980,3971,2507,1464,9414,4666,4748,190,104,86,913,231,682,1.80,1.61
楚雄彝族自治州,216674,110298,106376,42950,26792,16158,156523,77307,79216,3099,1744,1355,14102,4455,9647,1.48,1.45
  楚雄市,46829,23772,23057,10438,6125,4313,32977,16433,16544,763,374,389,2651,840,1811,1.29,1.27
  双柏县,12882,6788,6094,2929,2014,915,8910,4388,4522,140,85,55,903,301,602,1.55,1.51
  牟定县,17637,8965,8672,3702,2244,1458,12522,6169,6353,267,145,122,1146,407,739,1.45,1.42
  南华县,19322,9733,9589,3239,2014,1225,14500,7139,7361,179,107,72,1404,473,931,1.56,1.53
  姚安县,15964,8037,7927,3201,1905,1296,11474,5633,5841,213,126,87,1076,373,703,1.44,1.40
  大姚县,22043,11367,10676,4403,2936,1467,15670,7702,7968,344,201,143,1626,528,1098,1.50,1.47
  永仁县,8890,4562,4328,1791,1179,612,6322,3092,3230,165,107,58,612,184,428,1.49,1.46
  元谋县,16691,8463,8228,2998,1922,1076,12319,6078,6241,260,156,104,1114,307,807,1.58,1.55
  武定县,21767,11035,10732,4415,2757,1658,15679,7728,7951,252,140,112,1421,410,1011,1.57,1.54
  禄丰县,34649,17576,17073,5834,3696,2138,26150,12945,13205,516,303,213,2149,632,1517,1.57,1.54
红河哈尼族彝族自治州,349301,178730,170571,69018,44391,24627,253204,125273,127931,5990,3365,2625,21089,5701,15388,1.62,1.58
  个旧市,37152,19210,17942,7662,4902,2760,26173,13233,12940,1228,612,616,2089,463,1626,1.32,1.29
  开远市,26044,13143,12901,5188,3244,1944,18703,9246,9457,747,348,399,1406,305,1101,1.38,1.36
  蒙自县,34210,17515,16695,7295,4567,2728,24549,12195,12354,592,321,271,1774,432,1342,1.47,1.45
  屏边苗族自治县,11739,6187,5552,2950,1921,1029,7839,3901,3938,194,126,68,756,239,517,1.57,1.55
  建水县,40547,20409,20138,6942,4366,2576,30563,15060,15503,574,333,241,2468,650,1818,1.55,1.53
  石屏县,23560,11805,11755,4180,2784,1396,17534,8476,9058,286,161,125,1560,384,1176,1.62,1.60
  弥勒县,44167,22494,21673,9339,5806,3533,31735,15646,16089,657,381,276,2436,661,1775,1.54,1.52
  泸西县,29708,15333,14375,5700,3657,2043,22151,10970,11181,301,172,129,1556,534,1022,1.77,1.74
  元阳县,28577,14785,13792,5300,3664,1636,20751,10214,10537,357,238,119,2169,669,1500,1.89,1.80
  红河县,21389,10936,10453,4256,2746,1510,15302,7544,7758,265,189,76,1566,457,1109,2.00,1.90
  金平苗族瑶族傣族自治县,27009,13903,13106,4716,3196,1520,20063,9947,10116,419,268,151,1811,492,1319,1.82,1.75
  绿春县,16819,8687,8132,3824,2464,1360,11779,5796,5983,158,105,53,1058,322,736,1.85,1.79
  河口瑶族自治县,8380,4323,4057,1666,1074,592,6062,3045,3017,212,111,101,440,93,347,1.53,1.50
文山壮族苗族自治州,243296,125380,117916,48694,31108,17586,175424,86975,88449,2836,1856,980,16342,5441,10901,1.78,1.74
  文山县,31885,16539,15346,6807,4178,2629,22647,11525,11122,594,335,259,1837,501,1336,1.60,1.58
  砚山县,30913,15903,15010,5831,3557,2274,22746,11462,11284,396,254,142,1940,630,1310,1.85,1.81
  西畴县,19409,10070,9339,4106,2635,1471,13745,6815,6930,286,203,83,1272,417,855,1.60,1.57
  麻栗坡县,20580,10572,10008,3974,2555,1419,14852,7329,7523,259,180,79,1495,508,987,1.66,1.63
  马关县,24562,12811,11751,4447,3130,1317,18091,8922,9169,345,232,113,1679,527,1152,1.82,1.76
  丘北县,33867,17592,16275,7828,4964,2864,23973,11864,12109,242,159,83,1824,605,1219,1.99,1.95
  广南县,55468,28680,26788,11343,7275,4068,39821,19648,20173,457,323,134,3847,1434,2413,1.81,1.77
  富宁县,26612,13213,13399,4358,2814,1544,19549,9410,10139,257,170,87,2448,819,1629,1.75,1.71
西双版纳傣族自治州,86305,44454,41851,15780,10410,5370,63903,31778,32125,2081,1060,1021,4541,1206,3335,1.54,1.48
  景洪市,37751,19346,18405,6827,4421,2406,28016,13977,14039,1022,489,533,1886,459,1427,1.43,1.39
  勐海县,27730,14288,13442,5330,3537,1793,20114,9950,10164,649,350,299,1637,451,1186,1.66,1.57
  勐腊县,20824,10820,10004,3623,2452,1171,15773,7851,7922,410,221,189,1018,296,722,1.58,1.54
大理白族自治州,267907,134357,133550,48566,29311,19255,199098,98143,100955,3403,1837,1566,16840,5066,11774,1.57,1.53
  大理市,52447,25755,26692,10811,5789,5022,37962,18838,19124,942,408,534,2732,720,2012,1.27,1.25
  漾濞彝族自治县,8484,4378,4106,1773,1131,642,6111,3047,3064,89,46,43,511,154,357,1.62,1.59
  祥云县,34420,17296,17124,5360,3303,2057,26570,13090,13480,391,232,159,2099,671,1428,1.66,1.59
  宾川县,27532,14088,13444,5066,3190,1876,20500,10138,10362,396,235,161,1570,525,1045,1.60,1.57
  弥渡县,22867,11433,11434,3736,2315,1421,17414,8518,8896,251,152,99,1466,448,1018,1.61,1.57
  南涧彝族自治县,15920,8039,7881,2616,1714,902,11956,5899,6057,126,84,42,1222,342,880,1.70,1.64
  巍山彝族回族自治县,22628,11296,11332,3791,2352,1439,17014,8335,8679,250,133,117,1573,476,1097,1.65,1.60
  永平县,14043,7156,6887,2679,1711,968,10209,5033,5176,198,104,94,957,308,649,1.57,1.54
  云龙县,15678,8214,7464,3481,2375,1106,10893,5400,5493,180,102,78,1124,337,787,1.72,1.66
  洱源县,20504,10173,10331,3397,1955,1442,15478,7625,7853,245,151,94,1384,442,942,1.70,1.67
  剑川县,13154,6516,6638,2593,1528,1065,9679,4699,4980,83,45,38,799,244,555,1.66,1.63
  鹤庆县,20230,10013,10217,3263,1948,1315,15312,7521,7791,252,145,107,1403,399,1004,1.64,1.61
德宏傣族景颇族自治州,93913,47430,46483,17965,11059,6906,69046,34341,34705,1625,766,859,5277,1264,4013,1.66,1.61
  瑞丽市,14770,7468,7302,2906,1754,1152,10702,5390,5312,433,196,237,729,128,601,1.37,1.33
  潞西市,30816,15521,15295,6011,3603,2408,22716,11313,11403,499,212,287,1590,393,1197,1.58,1.53
  梁河县,12367,6297,6070,2411,1515,896,9107,4498,4609,134,72,62,715,212,503,1.80,1.76
  盈江县,22895,11563,11332,4385,2714,1671,16807,8353,8454,315,166,149,1388,330,1058,1.80,1.74
  陇川县,13065,6581,6484,2252,1473,779,9714,4787,4927,244,120,124,855,201,654,1.84,1.76
怒江傈僳族自治州,40226,20886,19340,9252,5875,3377,27492,13676,13816,821,455,366,2661,880,1781,1.75,1.66
  泸水县,13118,6806,6312,3091,1940,1151,8881,4408,4473,305,168,137,841,290,551,1.61,1.57
  福贡县,7434,3804,3630,1804,1085,719,4968,2470,2498,191,104,87,471,145,326,1.95,1.76
  贡山独龙族怒族自治县,3131,1652,1479,812,545,267,1967,967,1000,103,59,44,249,81,168,1.69,1.50
  兰坪白族普米族自治县,16543,8624,7919,3545,2305,1240,11676,5831,5845,222,124,98,1100,364,736,1.79,1.73
迪庆藏族自治州,31826,16548,15278,8055,5030,3025,21108,10646,10462,449,233,216,2214,639,1575,1.54,1.49
  香格里拉县,13985,7268,6717,3441,2078,1363,9478,4861,4617,166,78,88,900,251,649,1.45,1.42
  德钦县,5569,2857,2712,1453,905,548,3545,1791,1754,83,38,45,488,123,365,1.46,1.43
  维西傈僳族自治县,12272,6423,5849,3161,2047,1114,8085,3994,4091,200,117,83,826,265,561,1.67,1.60
,,,,,,,,,,,,,,,,,
西藏自治区,199755,100229,99526,68184,37547,30637,113521,56917,56604,4644,1449,3195,13406,4316,9090,1.38,1.33
拉萨市,42740,21577,21163,13334,7272,6062,26571,13434,13137,791,274,517,2044,597,1447,1.21,1.18
  城关区,21915,11146,10769,6437,3398,3039,14409,7412,6997,404,165,239,665,171,494,0.91,0.89
  林周县,3459,1684,1775,1152,635,517,2010,963,1047,59,17,42,238,69,169,1.70,1.66
  当雄县,3355,1677,1678,1216,705,511,1794,886,908,117,28,89,228,58,170,1.82,1.79
  尼木县,2134,1052,1082,701,347,354,1259,643,616,39,13,26,135,49,86,1.48,1.44
  曲水县,2378,1132,1246,702,368,334,1459,694,765,44,13,31,173,57,116,1.52,1.44
  堆龙德庆县,3755,1886,1869,1029,569,460,2462,1242,1220,46,12,34,218,63,155,1.43,1.37
  达孜县,2198,1138,1060,765,458,307,1248,619,629,50,13,37,135,48,87,1.54,1.47
  墨竹工卡县,3546,1862,1684,1332,792,540,1930,975,955,32,13,19,252,82,170,1.24,1.21
昌都地区,35088,17282,17806,14182,7539,6643,16757,8421,8336,911,264,647,3238,1058,2180,1.25,1.23
  昌都县,5381,2635,2746,1758,965,793,3032,1516,1516,201,59,142,390,95,295,1.02,1.00
  江达县,4414,2202,2212,1950,1054,896,1897,960,937,84,27,57,483,161,322,1.39,1.36
  贡觉县,1653,794,859,699,330,369,670,366,304,17,7,10,267,91,176,0.89,0.87
  类乌齐县,2017,923,1094,935,458,477,849,413,436,108,16,92,125,36,89,1.02,1.00
  丁青县,3123,1558,1565,1434,760,674,1425,722,703,59,11,48,205,65,140,1.16,1.13
  察雅县,3412,1692,1720,1665,870,795,1401,704,697,41,12,29,305,106,199,1.11,1.10
  八宿县,2862,1430,1432,1144,605,539,1355,677,678,85,33,52,278,115,163,1.30,1.29
  左贡县,2513,1225,1288,849,448,401,1324,667,657,56,14,42,284,96,188,1.09,1.07
  芒康县,5477,2740,2737,2215,1210,1005,2646,1322,1324,104,48,56,512,160,352,1.66,1.61
  洛隆县,2367,1160,1207,883,470,413,1152,574,578,106,28,78,226,88,138,1.49,1.48
  边坝县,1869,923,946,650,369,281,1006,500,506,50,9,41,163,45,118,1.39,1.35
山南地区,25211,12514,12697,8512,4801,3711,14361,6965,7396,576,173,403,1762,575,1187,1.32,1.27
  乃东县,4627,2293,2334,1393,760,633,2866,1406,1460,103,41,62,265,86,179,1.12,1.11
  扎囊县,2724,1302,1422,1052,553,499,1354,638,716,84,29,55,234,82,152,1.21,1.19
  贡嘎县,3479,1743,1736,1385,794,591,1759,835,924,63,17,46,272,97,175,1.43,1.40
  桑日县,1311,620,691,535,275,260,719,332,387,13,2,11,44,11,33,1.20,1.17
  琼结县,1317,623,694,462,253,209,743,343,400,32,6,26,80,21,59,1.31,1.27
  曲松县,1139,570,569,357,219,138,652,308,344,23,7,16,107,36,71,1.57,1.52
  措美县,1029,517,512,323,195,128,598,293,305,33,9,24,75,20,55,1.26,1.22
  洛扎县,1436,708,728,418,246,172,869,418,451,37,10,27,112,34,78,1.50,1.39
  加查县,1858,994,864,490,292,198,1219,656,563,19,7,12,130,39,91,1.39,1.37
  隆子县,2832,1428,1404,895,539,356,1648,806,842,76,21,55,213,62,151,1.54,1.34
  错那县,1010,487,523,270,146,124,649,310,339,27,6,21,64,25,39,1.20,1.15
  浪卡子县,2449,1229,1220,932,529,403,1285,620,665,66,18,48,166,62,104,1.32,1.29
日喀则地区,48263,24159,24104,15897,8624,7273,28065,14224,13841,1009,267,742,3292,1044,2248,1.58,1.50
  日喀则市,8579,4268,4311,2569,1346,1223,5440,2748,2692,113,32,81,457,142,315,1.36,1.33
  南木林县,4743,2404,2339,1785,1036,749,2550,1272,1278,100,18,82,308,78,230,1.78,1.68
  江孜县,4645,2282,2363,1243,630,613,3060,1557,1503,61,11,50,281,84,197,1.59,1.52
  定日县,3220,1584,1636,1171,637,534,1665,832,833,99,32,67,285,83,202,1.78,1.56
  萨迦县,3889,2013,1876,1299,689,610,2239,1172,1067,72,29,43,279,123,156,1.70,1.64
  拉孜县,2870,1351,1519,1043,544,499,1480,721,759,107,24,83,240,62,178,1.56,1.49
  昂仁县,3115,1562,1553,1018,558,460,1764,904,860,111,31,80,222,69,153,1.54,1.35
  谢通门县,2446,1189,1257,794,441,353,1353,674,679,96,12,84,203,62,141,1.58,1.46
  白朗县,4102,2274,1828,1790,1051,739,2077,1114,963,21,8,13,214,101,113,1.83,1.79
  仁布县,1934,939,995,644,331,313,1112,545,567,36,9,27,142,54,88,1.45,1.41
  康马县,1411,661,750,327,155,172,956,476,480,23,1,22,105,29,76,1.61,1.43
  定结县,1108,518,590,331,179,152,636,310,326,31,3,28,110,26,84,1.47,1.37
  仲巴县,1288,633,655,374,195,179,788,396,392,29,12,17,97,30,67,1.60,1.54
  亚东县,852,396,456,174,85,89,613,299,314,12,4,8,53,8,45,1.27,1.21
  吉隆县,1124,589,535,413,236,177,580,301,279,33,15,18,98,37,61,1.58,1.56
  聂拉木县,1083,582,501,355,210,145,652,346,306,10,7,3,66,19,47,1.66,1.61
  萨嘎县,1277,661,616,444,250,194,717,367,350,30,14,16,86,30,56,1.46,1.44
  岗巴县,577,253,324,123,51,72,383,190,193,25,5,20,46,7,39,1.35,1.18
那曲地区,27810,14324,13486,10129,5860,4269,14982,7505,7477,924,312,612,1775,647,1128,1.53,1.48
  那曲县,7577,3975,3602,2823,1650,1173,4135,2070,2065,189,80,109,430,175,255,1.40,1.38
  嘉黎县,1684,849,835,557,319,238,900,459,441,61,20,41,166,51,115,1.55,1.53
  比如县,3090,1628,1462,1211,707,504,1647,827,820,75,35,40,157,59,98,1.52,1.51
  聂荣县,2089,1032,1057,738,378,360,1161,587,574,36,11,25,154,56,98,1.48,1.37
  安多县,2372,1211,1161,847,496,351,1213,599,614,121,48,73,191,68,123,1.56,1.48
  申扎县,1123,583,540,412,247,165,574,290,284,55,16,39,82,30,52,1.36,1.30
  索县,1903,913,990,804,429,375,844,422,422,123,30,93,132,32,100,1.32,1.27
  班嘎县,2049,993,1056,638,333,305,1144,564,580,114,35,79,153,61,92,1.50,1.39
  巴青县,3153,1743,1410,1124,742,382,1861,940,921,38,8,30,130,53,77,2.13,2.10
  尼玛县,2770,1397,1373,975,559,416,1503,747,756,112,29,83,180,62,118,1.44,1.37
阿里地区,6077,3028,3049,1744,960,784,3800,1904,1896,160,56,104,373,108,265,1.54,1.47
  普兰县,651,317,334,187,104,83,406,200,206,14,3,11,44,10,34,1.46,1.43
  札达县,449,214,235,142,72,70,247,126,121,23,8,15,37,8,29,1.41,1.40
  噶尔县,991,495,496,186,94,92,744,379,365,18,8,10,43,14,29,1.38,1.26
  日土县,665,331,334,153,90,63,464,228,236,14,3,11,34,10,24,1.83,1.72
  革吉县,1060,541,519,377,216,161,583,292,291,26,7,19,74,26,48,1.44,1.40
  改则县,1399,684,715,423,220,203,861,429,432,38,14,24,77,21,56,1.81,1.70
  措勤县,862,446,416,276,164,112,495,250,245,27,13,14,64,19,45,1.28,1.25
林芝地区,14566,7345,7221,4386,2491,1895,8985,4464,4521,273,103,170,922,287,635,1.33,1.28
  林芝县,4201,2157,2044,1267,727,540,2736,1368,1368,47,15,32,151,47,104,1.08,1.08
