表9—10  全国镇1989年育龄妇女分年龄、文化程度和孩次的生育状况,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率
    21,    190 514,    13 737,    72.10,    13 130,    68.92,    562,    2.95,    41,    0.22,    3,    0.02,    1,    0.01
    22,    166 401,    21 507,    129.25,    20 367,    122.40,    1 052,    6.32,    79,    0.47,    8,    0.05,    1,    0．01
    23,    198 478,    36 752,    185.17,    34 210,    172.36,    2 322,    11．70,    197,    0.99,    20,    0.10,    3,    0.02
    24,    241 871,    47 477,    196.29,    42 958,    177.61,    4 083,    16.88,    391,    1.62,    42,    0.17,    3,    0.01
  25—29岁,    1 406 756,    142 745,    101.47,    98 140,    69.76,    38 179,    27.14,    5 410,    3.85,    875,    0.62,    141,    0.10
    25,    314 286,    49 521,    157.57,    41 619,    132.42,    7 003,    22.28,    792,    2.52,    94,    0.30,    13,    0.04
    26,    388 291,    44 818,    115.42,    33 018,    85.03,    10 218,    26.32,    1 370,    3.53,    188,    0.48,    24,    0.06
    27,    249 328,    21 712,    87.08,    12 915,    51.80,    7 441,    29.84,    1149,    4.61,        177,    0.71,    30,    0.12
    28,    210 234,    13 446,    63.96,    6 175,    29.37,    6 150,    29.25,    901,    4.29,    191,    0.91,    29,    0.14
    29,    244 617,    13 248,    54.16,    4 413,    18.04,    7 367,    30.12,    1 198,    4.90,    225,    0.92,    45,    0.18
  30—34岁,    896 340,    34 250,    38.21,    6 021,    6.72,    23 514,    26.23,    3 618,    4.04,    878,    0.98,    219,    0.24
    30,    211 088,    9 844,    46.63,    2 288,    10.84,    6 314,    29.91,    974,    4.61,    229,    1.08,    39,    0．18
    31,    236 246,    9 627,    40.75,    1 702,    7.20,    6 598,    27.93,    1 011,    4.28,    259,    1.10,    57,    0.24
    32,    185 952,    6 695,    36.00,    1 053,    5.66,    4 683,    25.18,    735,    3.95,    178,    0.96,    46,    0.25
    33,    144 365,    4 658,    32.27,    573,    3.97,    3 374,    23.37,    548,    3.80,    125,    0.87,    38,    0.26
    34,    118 689,    3 426,    28.87,    405,    3.41,    2 545,    21.44,    350,    2.95,    87,    0.73,    39,0.33
  35—39岁,    252 012,    4 176,    16.57,    420,    1.67,    2 909,    11.54,    554,    2.20,    173,    0.69,    120,    0.48
    35,    84 771,    1 926,    22.72,    175,    2.06,    1 415,    16.69,    228,    2.69,    70,    0.83,    38,    0.45
    36,    56 591,    1 090,    19.26,    117,    2.07,    750,    13.25,    151,    2.67,    46,    0.81,    26,    0.46
    37,    42 090,    609,    14.47,    62,    1.47,    409,    9.72,    80,    1.90,    32,    0.76,    26,    0.62
    38,    32 773,    326,    9.95,    38,    1.16,    211,    6.44,    49,    1.50,    11,    0.34,    17,    0.52
    39,    35 787,    225,    6.29,    28,    0．78,    124,    3.46,    46,    1.29,    14,    0.39,    13,    0.36
  40—44岁,    130 923,    280,    2.14,    49,    0.37,    122,    0．93,    55,    0．42,    31,    0．24,    23,    0．18
    40,    31 890,    114,    3.57,    13,    0.41,    64,    2.01,    19,    0.60,    13,    0.41,      5,    0.16
    41,    28 853,    70,    2.43,    9,    0．31,    28,    0.97,    21,    0.73,    7,    0.24,    5,    0.17
    42,    26 007,    42,    1.61,    15,    0．58,    11,    0．42,    6,    0.23,    4,    0.15,    6,    0.23
    43,    22 377,    36,    1.61,    9,    0.40,    12,    0.54,    5,    0.22,    5,    0.22,    5,    0.22
    44,    21 796,    18,    0.83,    3,    0．14,    7,    0.32,    4,    0.18,    2,    0.09,    2,    0.09
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  45—49岁,    103 297,    78,    0.76,    14,    0．14,    21,    0.20,    16,    0．15,    17,    0．16,    10,    0．10
    45,    22 638,    24,    1.06,    4,    0.18,    8,    0.35,    2,    0.09,    6,    0.27,    4,    0.18
    46,    23 945,    20,    0.84,    2,    0.08,    3,    0.13,    8,    0.33,    6,    0.25,    1,    0.04
    47,    21 914,    13,    0.59,    4,    0.18,    4,    0.18,    3,    0.14,     -, -,    2,    0.09
    48,    19 182,    10,    0.52,    1,    0.05,    5,    0.26,    1,    0.05,    2,    0．10,    1,    0.05
    49,    15 618,    11,    0.70,    3,    0.19,    1,    0.06,    2,    0.13,    3,    0.19,    2,    0.13
中专,    1 685 826,    94 453,    56.03,    78 185,    46.38,    14 582,    8.65,    1 295,    0.77,    251,    0.15,    140,    0.08
  15—19岁,    380 160,    466,    1.23,    455,    1.20,    10,    0.03,    1,    0.00,-,-,-,-
    15,    42 397,    3,    0.07,    3,    0．07,-,-,-,-,-,-,-,-
    16,    80 765,    3,    0.04,    3,      0.04,-,-,-,-,-,-,-,-
    17,    92 264,    11,    0.12,    10,    0.11,    1,    0.01,-,-,-,-,-,-
    18,    87 947,    55,    0．63,    55,    0.63,-,-,-,-,-,-,-,-
    19,    76 787,    394,    5.13,    384,    5.00,    9,    0.12,    1,    0.01,-,-,-,-
  20—24岁,    349 545,    45 000,    128.74,    43 480,    124.39,    1 399,    4.00,    105,    0.30,    14,    0.04,     2,     0.01
    20,    71 927,    1 912,    26.58,    1 870,    26.00,    39,      0.54,    1,    0.01,    1,    0.01,    1,    0.01
    21,    62 912,    4 243,    67.44,    4 141,    65.82,    97,    1.54,    4,    0．06,    1,    0．02,-,-
    22,    61 602,    7 866,    127.69,    7 647,    124.14,    209,    3.39,    10,    0.16,-,-,-,-
    23,    73 881,    13 903,    188.18,    13 474,    182.37,    394,    5.33,    33,    0.45,    2,    0.03,-,-
    24,    79 223,    17 076,    215.54,    16 348,    206.35,    660,    8.33,    57,    0.72,    10,    0.13,    1,    0.01
  25 29岁,    273 497,    37 834,    138.33,    32 403,    118.48,    4 871,    17.81,    452,    1.65,    86,    0.31,    22,    0．08
    25,    87 231,    16 705,    191.50,    15 541,    178.16,    1 055,    12.09,    94,    1.08,    12,    0.14,    3,    0.03
    26,    82 831,    12 365,    149.28,    10 869,    131.22,    1 352,    16.32,    122,    1.47,    20,    0.24,    2,    0.02
    27,    41 876,    4 534,    108.27,    3 611,    86.23,    821,    19.61,    81,    1.93,    16,    0.38,    5,    0.12
    28,    28 936,    2 187,    75.58,    1 363,    47.10,    737,    25.47,    70,    2.42,    13,    0.45,    4,    0.14
    29,    32 623,    2 043,    62.62,    1 019,    31.24,    906,    27.77,    85,    2.61,    25,    0.77,    8,    0.25
  30—34岁,    221 879,    8 125,    36.62,    1 575,    7.10,    5 935,    26.75,    464,    2.09,    89,    0.40,    62,    0.28
    30,    32 376,    1 570,    48.49,    531,    16.40,    937,    28.94,    70,    2.16,    20,    0.62,    12,    0.37
    31,    44 504,    1 897,    42.63,    442,    9.93,    1 317,    29.59,    105,    2.36,    21,    0.47,    12,    0.27
    32,    45 402,    1 701,    37.47,    269,    5.92,    1 302,    28.68,    102,    2.25,    13,    0.29,    15,    0.33
    33,    46 909,    1 536,    32.74,    189,    4.03,    1 226,    26.14,    92,    1.96,    18,    0.38,    11,    0.23
    34,    52 688,    1 421,    26.97,    144,    2.73,    1 153,    21.88,    95,    1.80,    17,    0．32,    12,    0．23
  35—39岁,    186 346,    2 740,    14.70,    231,    1.24,    2 224,    11.93,    219,    1.18,    36,    0.19,    30,    0.16
    35,    49 059,    1 086,    22.14,    88,    1.79,    901,    18.37,    77,    1.57,    9,    0.18,    1 1,    0.22
    36,    41 739,    768,    18.40,    72,    1.73,    627,    15.02,    57,    1.37,    9,    0.22,    3,    0.07
    37,    36 601,    475,    12.98,    33,    0．90,    392,    10.71,    36,    0．98,    10,    0.27, 4, 0.11
    38,    28 631,    252,    8.80,    22,    0．77,    189,    6.60,    32,    1.12,    3,    0.10,    6,    0.21
    39,    30 316,    159,    5.24,    16,    0.53,    1 15,    3.79,    17,    0.56,    5,    0.16,6,0.2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,  第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生率,  生育率,  出生数,  生育率,  出生数,  生育率
  40—44岁,    137 852,    209,    1.52,    31,    0.22,    115,    0.83,    36,    0.26,    13,    0.09,    14,    0.10
    40,    31 010,    87,    2.81,    12,    0.39,    49,    1.58,    12,    0.39,    7,    0.23,    7,    0.23
    41,    31 298,    58,    1.85,    7,    0.22,    38,    1.21,    10,    0．32,    1,    0.03,    2,    0．06
    42,    29 061,    29,    1.00,    4,    0.14,    16,    0.55,    6,    0.21, 2,    0.07,    1,    0.03
    43,    23 745,    18,    0.76,    4,    0.17,    7,    0．29,    4,    0.17,    2,    0.08,    1,    0.04
    44,    22 738,    17,    0．75,    4,    0.18,    5,    0.22,    4,    0．18,    1,    0.04,    3,    0.13
  45—49岁,    136 547,    79,    0.58,    10,    0.07,    28,    0.21,    18,    0．13,    13,    0．10,    10,    0.07
    45,    24 947,    17,    0.68,    4,    0.16,    6,    0.24,    2,    0．08,    2,    0．08,    3,    0.12
    46,    28 571,    16,    0．56,    1,    0.04,    8,    0.28,    4,    0.14,    2,    0.07,    1,    0.04
    47,    29 063,    18,    0.62,    1,    0.03,    7,    0.24,    6,    0.21,    1,    0.03,    3,    0.10
    48,    28 341,    14,    0.49,    2,    0.07,    3,    0.11,    5,    0.18,    3,    0．11,    1,    0.04
    49,    25 625,    14,    0.55,    2,    0.08,    4,    0.16,    1,    0.04,    5,    0.20,    2,    0.08
大学专科,    451 849,    36 021,    79.72,    32 618,    72.19,    3 166,    7.01,    197,    0.44,    27,    0.06,    13,    0.03
  15-19岁,    36 481,    31,    0.85,    29,    0.79,    1,    0．03,-,-,    1,    0.03,-,-
    15,    321,-,-,-,-,-,-,-,-,-,-,-,-
    16,    1 309,-,-,-,-,-,-,-,-,-,-,-,-
    17,    4 714,    2,    0.42,    1,    0.21,-,-,-,-,    1,    0.21,-,-
    18,    11 246,    6,    0.53,    6,    0.53,-,-,-,-,-,-,-,-
    19,    18 891,    23,    1.22,    22,    1.16,    1,    0．05,-,-,-,-,-,-
  20—24岁,    153 327,    14 252,    92.95,    13 971,    91.12,    269,    1.75,    12,    0．08,-,-,-,-
    20,    27 545,    175,    6.35,    173,    6.28,    2,    0.07,-,-,-,-,-,-
    21,    29 169,    643,    22.04,    634,    21.74,    8,    0．27,    1,    0.03,-,-,-,-
    22,    28 720,    1 851,    64.45,    1 818,    63.30,    32,    1.11,    1,    0.03,-,-,-,-
    23,    33 834,    4 627,    136.76,    4 529,    133.86,    93,    2.75,   5,    0.15,-,-,-,-
    24,    34 059,    6 956,    204.23,    6 817,    200.15,    134,    3.93,    5,    0．15,-,-,-,-
  25—29岁,    103 223,    18 673,    180.90,    17 745,    171.91,    871,    8.44,    50,    0.48,    5,    0.05,    2,    0.02
    25,    35 807,    7 947,    221.94,    7 731,    215.91,    206,    5.75,    9,    0.25,    1,    0.03,-,-
    26,    32 868,    6 543,    199.07,    6 292,    191.43,    239,    7.27,    12,    0．37,-,-,-,-
    27,    15 669,    2 401,    153.23,    2 239,    142.89,    150,    9.57,    10,    0.64,    1,    0.06,    1,    0.06
    28,    9 738,    1 097,    112.65,    964,    98.99,    123,    12.63,    9,    0.92,    1,    0.10,-,-
    29,    9 141,    685,    74.94,    519,    56.78,    153,    16.74,    10,    1.09,    2,    0.22,    1,    0.11
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,    出生,    生育率,,,,,,,,,,
    和年龄别,  妇女人数,    人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  30—34岁,    57 804,    2 098,    36.30,    763,    1 3.20,    1 258,    21.76,    68,    1.18,    5,    0．09,    4,    0．07
    30,    7 802,    415,    53.19,    264,    33.84,    135,    17.30,    14,    1.79,    2,    0.26,-,-
    31,    11 007,    477,    43.34,    236,    21.44,    229,    20.80,    10,    0.91,    1,    0.09,    1,    0.09
    32,    11 840,    412,    34.80,    122,    10.30,    272,    22.97,    16,    1.35,    1,    0.08,    1,    0.08
    33,    12 890,    396,    30.72,    85,    6.59,    297,    23.04,    12,    0.93,-,-,    2,    0.16
    34,    14 265,    398,    27.90,    56,    3.93,    325,    22.78,    16,    1.12,    1,    0.07,-,-
  35—39岁,    53 528,    883,    16.50,    94,    1.76,    717,    13.39,    61,    1.14,    8,    0.1 5,    3,    0.06
    35,    13 265,    321,    24.20,    28,    2.11,    265,    19.98,    24,    1.81,    3,    0.23,    1,    0.08
    36,    10 988,    205,    18.66,    26,    2.37,    173,    15.74,    5,    0.46,    1,    0.09,-,-
    37,    10 410,    172,    16.52,    14,    1.34,    140,    13.45,    1 5,    1.44,    3,    0.29,-,-
    38,    9 278,    111,    11.96,    12,    1.29,    92,    9.92,    6,    0.65,-,-,    1,    0.11
    39,    9 587,    74,    7.72,    14,    1.46,    47,    4 90,    11,    1.15,    1,    0.10,    1,    0.10
  40-44岁,    28 223,    75,    2.66,    15,    0.53,    48,    1.70,    6,    0.21,5,    0.18,    1,    0.04
    40,    7 747,    29,    3.74,    2,    0．26,    23,    2.97,    3,    0.39,    1,    0.13,-,-
    41,    6 597,    21,    3.18,    6,    0．91,    11,    1.67,-,-,3,    0．45,    1,    0．15
    42,    5 419,    12,    2.21,  5,    0.92,    6,    1.11,    1,    0.18,-,-,-,-
    43,    4 532,    7,    1.54,    1,    0.22,    5,    1.10,-,-,    1,    0.22,-,-
    44,    3 928,    6,    1.53,    1,    0.25,    3,    0.76,    2,    0.51,-,-,-,-
  45—49岁,    19 263,    9,    0.47,    1,    0.05,      2,    0.10,-,-,    3,    0．16,    3,    0.16
    45,    3 487,    1,    0.29,    1,    0.29,-,-,-,-,-,-,-,-
    46,    3 672,    3,    0.82,-,-,    1,    0.27,-,-,2,    0.54,-,-
    47,    3 832,    2,    0.52,-,-,    1,    0.26,-,-,-,-,    1,    0.26
    48,    4 027,    3,    0.74,-,-,-,-,-,-,    1,    0.25,    2,    0.50
    49,    4 245,-,-,-,-,-,-,-,-,-,-,-,-
大学本科,    108 991,    6 858,    62.92,    6 277,    57.59,    531,    4.87,    36,    0.33,8,    0.07,    6,    0.06
  15—19岁,    4 811,-,-,-,-,-,-,-,-,-,-,-,-
    15,    39,-,-,-,-,-,-,-,-,-,-,-,-
    16,    121,-,-,-,-,-,-,-,-,-,-,-,-
    17,    700,-,-,-,-,-,-,-,-,-,-,-,-
    18,    1 607,-,-,-,-,-,-,-,-,-,-,-,-
    19,    2 344,-,-,-,-,-,-,-,-,-,-,-,-
  20—24岁,    35 612,    2 636,    74.02,    2 593,    72.81,    40,    1.12,    3,    0．08,-,-,-,-
    20,    3 192,    10,    3.13,    9,    2.82,    1,    0.31,-,-,-,-,-,-
    21,    4 993,    26,    5.21,    26,    5.21,     -,      -,-,-,-,-,-,-
    22,    7 635,    194,    25.41,    189,    24.75,    4,    0.52,    1,    0．13,-,-,-,-
    23,    10 371,    857,    82.63,    845,    81.48,    12,    1.16,   -,    -,-,-,-,-
    24,    9 421,    1 549,    164.42,    1 524,    161.77,    23,    2.44,    2,    0.21,-,-,-,-
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    .和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  25-29岁,    20 697,    3 721,    179.78,    3 536,    170.85,    170,    8.21,    12,    0.58,    1,    0．05,    2,    0．10
    25,    7 836,    1 715,    218.86,    1 674,    213.63,    41,    5.23,-,-,-,-,-,-
    26,    6 250,    1 219,    195.04,    1 177,    188.32,    41,    6.56,    1,    0．16,-,-,-,-
    27,    3 095,    451,    145.72,    418,    135.06,    28,    9.05,    5,    1．62,-,-,-,-
    28,    1 878,    227,    120.87,    192,    102.24,    32,    17.04,    3,    1.60,-,-,-,-
    29,    1 638,    109,    66.54,    75,    45.79,    28,    17.09,    3,    1.83,    1,    0．61,    2,    1.22
  30-34岁,    8 404,    317,    37.72,    122,    14.52,    181,    21.54,    9,    1．07,    5,    0.59,-,-
    30,    1 260,    88,    69.84,    48,    38.10,    36,    28.57,    3,    2.38,    1,    0.79,-,-
    31,    1 601,    65,    40.60,    34,    21.24,    31,19.36,-,-,-,-,-,-
    32,    1 805,    49,    27.15,    17,    9.42,    29,    16.07,    2,    1.11,    1,    0．55,-,-
    33,    1 834,    52,    28.35,    16,    8.72,    31,    16.90,    3,    1.64,    2,    1.09,-,-
    34,    1 904,    63,    33.09,    7,    3.68,    54,    28.36,    1,    0．53,    1,    0．53,-,-
  35-39岁,    7 568,    153,    20.22,    19,    2.51,    126,    16.65,    5,    0.66,    1,    0．13,2,    0．26
    35,    1 658,    47,    28.35,    8,    4.83,    38,    22.92,    1,    0.60,-,-,-,-
    36,    1 509,    31,    20.54,    1,    0．66,    28,18.56,2,    1.33,-,-,-,-
    37,    1 519,    30,    19.75,3,    1.97,    24,    15.80,    1,    0．66,    1,    0.66,    1,    0.66
    38,    1 358,    27,    19.88,    3,    2.21,    22,    16.20,    1,0.74,-,-,    1,    0．74
    39,    1 524,    18,    11.81,    4,    2.62,    14,    9.19,-,-,-,-,-,-
  40—44岁,    14 895,    25,    1.68,    6,    0．40,    13,0.87,    4,    0.27,-,-,    2,    0．13
    40,    1 234,    9,    7.29,    2,    1.62,    6,    4.86,-,-,-,-,    1,    0．81
    41,    1 344,        6,    4.46,    3,    2.23,    3,    2.23,-,-,-,-,-,-
    42,    2 990,    4,    1.34,-,-,    3,    1.00,    1,    0．33,-,-,-,-
    43,    4 865,    2,    0.41,-,-,    1,    0.21,    1,    0．21,-,-,-,-
    44,    4 462,    4,    0.90,    1,    0.22,-,-,    2,    0.45,-,-,    1,    0.22
  45-49岁,    17 004,    6,    0.35,    1,    0.06,    1,    0.06,    3,    0.18,    1,    0．06,-,-
    45,    3 589,    1,    0.28,    1,    0.28,-,-,    -,-,-,-,-,-
    46,    3 163,    2,    0.63,-,-,-,-,    1,0.32,    1,    0.32,-,-
    47,    3 267,    2,    0．61,-,-,    1,    0.31,    1,    0．31,-,-,-,-
    48,    3 403,    1,    0．29,-,-,-,-,    1,    0.29,-,-,-,-
    49,    3 582,     -,-,-,-,-,-,-,-,-,-,-,-
