表9—16  全国1989年育龄妇女分年龄、行业门类和孩次的生育状况,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
    24,    80 275,    14 694,    183.05,    13 826,    172.23,    761,    9.48,    98,    1.22,    8,    0.10,    1,    0.01
  25—29岁,    389 631,    37 914,    97.31,    33 278,    85.41,    3 911,    10.04,    580,    1.49,    123,    0.32,    22,    0.06
    25,    97 927,    14 974,    152.91,    13 827,    141.20,    1 003,    10.24,    117,    1.19,    25,    0.26,    2,    0.02
    26,    102 923,    12 192,    118.46,    10 973,    106.61,    1 031,    10.02,    161,    1.56,    23,    0.22,    4,    0．04
    27,    57 347,    4 846,    84.50,    4 083,    71.20,    614,    10.71,    122,    2.13,    24,    0.42,    3,    0.05
    28,    58 506,    3 154,    53.91,    2 520,    43.07,    522,    8.92,    90,    1.54,    19,    0.32,    3,    0.05
    29,    72 928,    2 748,    37.68,    1 875,    25.71,    741,    10.16,    90,    1.23,    32,    0.44,    10,    0.14
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
    行业和,1989年年中,  出生,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    年龄别,妇女人数,  人数,  生育率,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  30-34岁,    401 880,    7 291,    1 8.14,    3 400,    8.46,    3 246,    8.08,    483,    1.20,    115,    0.29,    47,    0．12
    30,    69 976,    1 817,    25.97,    1 034,    14.78,    657,    9.39,    103,    1.47,    16,    0．23,    7,    0.10
    31,    90 967,    1 989,    21.87,    995,    10.94,    840,    9.23,      114,    1.25,    30,    0.33,    10,    0.11
    32,    84 640,    1 423,    16.81,    618,    7.30,    687,    8.12,    91,    1.08,    17,    0．20,    10,    0.12
    33,    78 475,    1 137,    14.49,    449,    5.72,    563,    7.17,    90,    1．15,    24,    0.31,    11,    0.14
    34,    77 822,    925,    11.89,    304,    3.91,    499,    6.41,    85,    1.09,    28,    0.36,    9,    0.12
  35—39岁,    293 700,    1 756,    5.98,    497,    1.69,    929,    3.16,    210,    0.72,    82,    0.28,    38,    0.13
    35,    69 994,    705,10.07,    200,    2.86,    393,    5.61,    82,    1.17,    26,    0.37,    4,    0.06
    36,    61 786,    416,    6.73,    128,    2.07,    224,    3.63,    42,    0．68,    15,    0．24,    7,    0.1 1
    37,    59 332,    299,    5.04,    77,    1.30,    161,    2.71,    32,    0.54,    18,    0．30,    11,    0.19
    38,    51 165,    194,    3.79,    59,    1.1 5,    88,    1.72,    28,    0.55,    9,    0.18,    10,    0.20
    39,    51 423,    142,    2.76,    33,    0.64,    63,    1.23,    26,    0.51,    14,    0.27,    6,    0．12
  40-44岁,    171 964,    189,    1.10,    61,    0.35,    60,0.35,    36,    0.21,    20,    0.12,    12,    0.07
    40,    40 836,    62,    1.52,    25,    0.61,    22,    0.54,    10,    0.24,    4,    0.10,    1,    0.02
    41,    37 815,    49,    1.30,    18,    0.48,    15,    0.40,    10,    0.26,    3,    0.08,    3,    0.08
    42,    35 204,    33,    0.94,    7,    0.20,    13,    0.37,        4,    0.11,    6,    0．17,    3,    0.09
    43,    31 075,    26,    0.84,    6,    0.19,     5,    0.16,    8,    0.26,    6,    0．19,    1,    0.03
    44,    27 034,    19,    0.70,       5,    0.18,    5,    0．18,    4,    0．15,    1,    0.04,    4,    0.15
  45—49岁,    107 040,    46,    0.43,       5,    0．05,    8,    0.07,    18,    0．17,    12,    0.11,    3,    0.03
    45,    23 981,       7,    0.29,-,-,    2,    0.08,      2,    0.08,    2,    0.08,    1,    0.04
    46,    23 055,    16,    0.69,      2,    0.09,    4,    0．17,       7,    0.30,    3,    0.13,-,-
    47,    22 550,    6,    0.27,-,-,    1,    0.04,        2,    0.09,     2,    0.09,    1,    0．04
    48,    21 568,     5,    0.23,-,-,-,-,         2,    0.09,    2,    0.09,    1,    0.05
    49,    15 886,    12,    0.76,    3,    0.19,    1,    0.06,          5,    0．31,    3,    0.19,-,-
交通运输、邮电通讯业,    2 117 471,    1 17 610,    55.54,    95 580,    45.14,    17 021,    8.04,    3 555,    1.68,    1 048,    0.49,    406,    0.19
  15-19岁,    171 269,    2 026,    11.83,    1 904,    11.12,    118,    0.69,    4,    0.02,-,-,-,-
    15,    8 558,    6,    0.70,    6,    0.70,-,-,-,-,-,-,-,-
    16,    18 990,    25,    1.32,    24,    1.26,    1,    0.05,-,-,-,-,-,-
    17,    31 603,    133,    4.21,    126,    3.99,     7,    0.22,-,-,-,-,-,-
    18,    48 752,    462,    9.48,    436,    8.94,    24,    0.49,      2,    0.04,-,-,-,-
    19,    63 366,    1 400,    22.09,    1 312,    20.71,    86,    1．36,    2,    0.03,-,-,-,-
  20-24岁,    409 564,    54 348,    132.70,    49 563,    121.01,    4 138,    10.10,    586,    1.43,    54,    0.13,    7,    0.02
    20,    77 073,    3 926,50.94,    3 647,    47.32,    259,    3.36,    17,    0.22,   2,    0.03,    1,    0.01
    21,    73 544,    6 271,    85.27,    5 774,    78.51,    448,    6.09,    45,    0.61,    4,    0.05,-,-
    22,    70 773,    8 958,    126.57,    8 153,    115.20,    699,    9.88,    97,    1.37,    8,    0.11,    1,    0.01
    23,    88 455,    15 924,    180.02,    14 494,    163.86,    1 243,14.05,    171,    1.93,    15,    0.17,    1,    0.01
    24,    99 719,    19 269,    193.23,    17 495,    175.44,    1 489,    14.93,    256,    2.57,    25,    0.25,    4,    0.04
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
    行业和,1989年年中,  出生,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    年龄别,妇女人数,  人数,  生育率,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  25-29岁,    469 885,    48 166,    102.51,    39 561,    84.19,    6 645,    14.14,    1 531,    3.26,    376,    0.80,    53,    0.1 1
    25,    120 808,    18 937,    156.75,    16 745,    138.61,    1 751,    14.49,    380,    3.15,    56,    0.46,    5,    0.04
    26,    127 398,    15 272,    119.88,    12 948,    101.63,    1 867,    14.65,    369,    2.90,    77,    0.60,    11,    0.09
    27,    71 999,    6 489,    90.13,    4 915,    68.26,    1 129,    15.68,    346,    4.81,    87,    1.21,    12,    0.17
    28,    67 720,    3 944,    58.24,    2 831,    41.80,    826,    12.20,    200,    2.95,    71,    1.05,    16,    0.24
    29,    81 960,    3 524,    43.00,    2 122,    25.89,    1 072,    13.08,    236,    2.88,    85,    1.04,    9,    0.11
  30—34岁,    449 000,    10 285,    22.91,    3 885,    8.65,    4 756,    10.59,    1 053,    2.35,    404,    0.90,    187,    0.42
    30,    78 841,    2 609,    33.09,    1 297,    16.45,    992,    12.58,    220,    2.79,    70,    0.89,    30,    0.38
    31,    100 665,    2 647,    26.30,    1 049,    10.42,    1 214,    12.06,    257,    2.55,    91,    0.90,    36,    0.36
    32,    93 300,    2 125,    22.78,    731,    7.83,    1 021,    10.94,    232,    2.49,    102,    1.09,    39,    0.42
    33,    87 193,    1 619,    18.57,    475,    5.45,    845,    9.69,    187,    2.14,    65,    0.75,    47,    0.54
    34,    89 001,    1 285,    14.44,    333,    3.74,    684,    7.69,    157,    1.76,    76,    0.85,    35,    0.39
  35-39岁,    327 892,    2 504,    7.64,    611,    1.86,    1 295,    3.95,    332,    1.01,    154,    0.47,    112,    0.34
    35,    80 606,    921,    11.43,    228,    2.83,    509,    6.31,    100,    1.24,    51,    0.63,    33,    0.41
    36,    71 209,    669,    9.39,    162,    2.27,    347,    4.87,    97,    1.36,    38,    0.53,    25,    0.35
    37,    66 584,    451,    6.77,    95,    1.43,    234,    3.51,    67,    1.01,    33,    0.50,    22,    0.33
    38,    56 047,    280,    5.00,    77,    1.37,    128,    2.28,    36,    0.64,    23,    0.41,    16,    0.29
    39,    53 446,    183,    3.42,    49,    0.92,    77,    1.44,    32,    0.60,    9,    0.17,    16,    0.30
  40—44岁,    165 555,    221,    1.33,    48,    0.29,    58,    0.35,    37,    0.22,    41,    0.25,    37,    0.22
    40,    40 868,    86,    2.10,    16,    0.39,    29,    0.71,    14,    0.34,    17,    0.42,    10,    0.24
    41,    36 345,    57,    1.57,    14,    0.39,    14,    0．39,    11,    0.30,    10,    0.28,    8,    0.22
    42,    32 727,    39,    1.19,    10,    0.31,    8,    0.24,    6,    0.18,    5,    0.15,    10,    0.31
    43,    28 578,    19,    0.66,    4,    0.14,    5,    0.17,    3,    0.10,    4,    0.14,    3,    0.10
    44,    27 037,    20,    0.74,    4,    0．15,    2,    0.07,    3,    0．11,    5,    0.18,    6,    0.22
  45-49岁,    124 306,    60,    0.48,    8,    0.06,    11,    0.09,    12,    0.10,    19,    0.1 5,    10,    0.08
    45,    26 154,    19,    0.73,    5,    0.19,    3,    0.11,    3,    0.1 1,    7,    0.27,    1,    0.04
    46,    27 021,    6,    0.22,-,-,    1,    0.04,    2,    0.07,-,-,    3,    0.11
    47,    27 234,    17,    0.62,    2,    0.07,    5,    0.18,     2,    0.07,     5,    0.18,     3,    0.11
    48,    25 609,    8,    0.31,    1,    0.04,-,-,    3,    0.12,    3,    0.12,    1,    0.04
    49,    18 288,    10,    0.55,-,-,      2,    0．11,     2,    0.11,    4,    0.22,    2,    0．11
商业、饮食业、物资供销和仓储业,    1 1 297 882,    616 702,    54.59,    445 212,39.41,    134 756,    11.93,    27 376,    2.42,    6 671,    0.59,    2 687,    0.24
  15-19岁,    1 171 438,    17 004,    14.52,    1 5 958,    13.62,    991,    0.85,    47,    0.04,    6,    0.01,    2,    0.00
    15,    80 246,    41,    0.51,    40,    0.50,-,-,-,-,    1,    0.01,-,-
    16,    158 720,    280,    1.76,    268,    1.69,    12,    0.08,-,-,-,-,-,-
    17,    234 261,    1 120,    4.78,    1 076,    4.59,    40,    0.17,    3,    0.01,    1,    0.00,-,-
    18,    319 611,    3 982,    12.46,    3 788,    11.85,    188,    0.59,    5,    0.02,-,-,    1,    0.00
    19,    378 600,    11 581,    30.59,    10 786,    28.49,    751,    1.98,    39,    0.10,    4,    0.01,    1,    0.00
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
表9--16全国1989年育龄妇女分年龄、行业门类和孩次的生育状况(续07),,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  20-24岁,    2148 915,    297 078,    138.25,    256 865,    119.53,    35 399,    16.47,    4 336,    2.02,    433,    0.20,    45,    0.02
    20,    434 839,    29 435,    67.69,    27 108,    62.34,    2 182,    5.02,    134,    0.31,    10,    0.02,    1,    0.00
    21,    398 695,    43 532,    109.19,    39 303,    98.58,    3 889,    9.75,    319,    0.80,    19,    0．05,    2,    0．01
    22,    368 351,    54 811,    148.80,    47 806,    129.78,    6 348,    17.23,    612,    1.66,    41,    0.11,    4,    0.01
    23,    447 842,    80 929,    180.71,    69 157,    154.42,    10 377,    23.17,    1 268,    2.83,    115,    0.26,    12,    0.03
    24,    499 188,    88 371,    177.03,    73 491,    147.22,    12 603,    25.25,    2 003,    4.01,    248,    0．50,    26,    0．05
  25—29岁,    2 346 326,    226 163,    96.39,    154 274,    65.75,    56 879,    24.24,    12 101,    5.16,    2 426,    1.03,    483,    0.21
    25,    590 854,    84 491,    143.00,    66 429,    112.43,    14 863,    25.16,    2 776,    4.70,    372,    0.63,    51,    0.09
    26,    646 351,    71 026,    109.89,    50 068,    77.46,    16 643,    25.75,    3 588,    5.55,    642,    0.99,    85,    0.13
    27,    383 423,    32 314,    84.28,    19 425,    50.66,    9 815,    25.60,    2 437,    6.36,    537,    1.40,    100,    0.26
    28,    327 724,    19 583,    59.75,    10 412,    31.77,    7 178,    21.90,    1 516,    4.63,    387,    1.18,    90,    0.27
    29,    397 974,    18 749,    47.11,    7 940,    19.95,    8 380,    21.06,    1 784,    4.48,    488,    1.23,    157,    0.39
  30—34岁,    2 181 070,    59 271,    27.18,    15 247,    6.99,    32 744,    15.01,    7 803,    3.58,    2 420,    1.11,    1 057,    0.48
    30,    383 486,    14 760,    38.49,    4 866,    12.69,    7 494,    19.54,    1 758,    4.58,    480,    1.25,    162,    0.42
    31,    492 967,    15 579,    31.60,    4 213,    8.55,    8 626,    17.50,    1 899,    3.85,    615,    1．25,    226,    0.46
    32,    448 128,    11 988,    26.75,    2 769,    6.18,    6 863,    15.31,    1 638,    3.66,    501,    1.12,    217,    0.48
    33,    419 238,    9178,    21.89,    1 960,    4.68,    5 312,    12.67,    1 271,    3.03,    412,    0．98,    223,    0．53
    34,    437 251,    7 766,    17.76,    1 439,    3.29,    4 449,    10.17,    1 237,    2.83,    412,    0.94,    229,    0.52
  35—39岁,    1 727 495,    15 161,    8.78,    2 575,    1.49,    8 177,    4.73,    2 612,    1.51,    1 050,    0.61,    747,    0.43
    35,    408 133,    5 676,    13.91,    928,    2.27,    3 295,    8.07,    915,    2.24,    321,    0．79,    217,    0．53
    36,    365 251,    3 903,    10.69,    650,    1.78,    2 190,    6.00,    642,    1.76,    247,    0.68,    174,    0.48
    37,    346 306,    2 690,    7.77,    464,    1.34,    1 41 1,    4.07,    490,    1.41,    194,    0.56,    131,    0.38
    38,    300 958,    1 742,    5.79,    332,    1.10,    793,    2.63,    349,    1.16,    158,    0.52,    110,    0.37
    39,    306 847,    1 150,    3.75,    201,    0.66,    488,    1.59,    216,    0.70,    130,    0.42,    115,    0.37
  40—44岁,    1 046 127,    1 606,    1.54,    248,    0.24,    496,    0.47,    378,    0.36,    241,    0.23,    243,    0.23
    40,    245 816,    552,    2.25,    98,    0．40,    190,    0.77,    121,    0.49,    83,    0.34,    60,    0.24
    41,    225 008,    377,    1.68,    60,    0.27,    113,    0.50,    96,    0.43,    56,    0.25,    52,    0.23
    42,    213 022,    312,    1.46,    47,    0.22,    96,    0.45,    85,    0.40,    37,    0.17,    47,    0.22
    43,    189 462,    213,    1.12,    27,    0.14,    56,    0.30,    48,    0.25,    36,    0.19,    46,    0.24
    44,    172 819,    152,    0.88,    16,    0.09,    41,    0.24,    28,    0.16,    29,    0.17,    38,    0．22
  45—49岁,    676 511,    419,    0.62,    45,    0.07,    70,    0.10,    99,    0.15,    95,    0.14,    110,    0.16
    45,    156 267,    120,    0.77,    10,    0.06,    23,    0.15,    26,    0.17,    27,    0.17,    34,    0.22
    46,    144 216,    94,    0.65,    14,    0.10,    15,    0.10,    17,    0.12,    25,    0.17,    23,    0.16
    47,    138 673,    98,    0.71,    11,    0.08,    18,    0.13,    31,    0．22,    12,    0.09,    26,    0.19
    48,    130 740,    57,    0.44,    4,    0.03,    9,    0.07,    13,    0.10,    17,    0．13,    14,    0.11
    49,    106 615,    50,    0.47,    6,    0.06,    5,    0．05,    12,    0.11,    14,    0.13,    1 3,    0.12
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
房地产管理、居民服务和咨询服务业,    2 603 073,    112 245,    43.12,    94 045,    36.13,    15 287,    5.87,    2 236,    0.86,    505,    0.19,    172,    0．07
  15-19岁,    460 420,    3 051,    6.63,    2 942,    6.39,    101,    0．22,    8,    0.02,-,-,-,-
    15,    39 511,    7,    0.18,    6,    0.15,    1,    0.03,-,-,-,-,-,-
    16,    69 905,    48,    0.69,    46,    0.66,    2,    0.03,-,-,-,-,-,-
    17,    95 093,    191,    2.01,    187,    1.97,    3,    0.03,    1,    0．01,-,-,-,-
    18,    122 176,    675,    5.52,    657,    5.38,    17,    0.14,    1,    0.01,-,-,-,-
    19,    133 735,    2 130,    15.93,    2 046,    15.30,    78,    0.58,    6,    0.04,-,-,-,-
  20—24岁,    547 949,    55 109,    100.57,    50 707,    92.54,    3 964,    7.23,    402,    0.73,    30,    0.05,    6,    0.01
    20,    139 245,    5 277,    37.90,    5 015,    36.02,    252,    1.81,    10,    0.07,-,-,-,-
    21,    115 166,    7 919,    68.76,    7 429,    64.51,    462,    4.01,    27,    0.23,-,-,    1,    0.01
    22,    91 752,    9 762,    106.40,    8 964,    97.70,    731,    7.97,    62,    0.68,    4,    0.04,    1,    0.01
    23,    100 741,    15 321,    152.08,    14 018,    139.15,    1 171,    11.62,    120,    1.19,    11,    0.11,    1,    0．01
    24,    101 045,    16 830,    166.56,    15 281,    151.23,    1 348,    13.34,    183,    1.81,    15,    0．15,    3,    0.03
  25—29岁,    452 029,    42 239,    93.44,    34 963,    77.35,    6 129,    13.56,    932,    2.06,    179,    0.40,    36,    0.08
    25,    116 663,    16 437,    140.89,    14 515,    124.42,    1673,    14.34,    216,    1.85,    26,    0.22,    7,    0.06
    26,    120 347,    13 310,    110.60,    11 225,    93.27,    1 766,    14.67,    265,    2.20,    46,    0.38,    8,    0.07
    27,    69 609,    5 682,    81.63,    4 472,    64.24,    981,    14.09,    172,    2.47,    48,    0．69,    9,    0.13
    28,    65 736,    3 648,    55.49,    2 719,    41.36,    781,    11.88,    126,    1.92,    19,    0.29,    3,    0.05
    29,    79 674,    3 162,    39.69,    2 032,    25.50,    928,    11.65,    153,    1.92,    40,    0.50,    9,    0.11
  30-34岁,    443 097,    9 406,21.23,    4 659,    10.51,    3 955,    8.93,    574,    1.30,    158,    0.36,    60,    0.14
    30,    76 749,    2 339,    30.48,    1 340,    17.46,    843,    10.98,    122,    1.59,    28,    0.36,    6,    0.08
    31,    98 711,    2 432,    24.64,    1 244,    12.60,    1 008,    10.21,    134,    1.36,    35,    0.35,    11,    0.11
    32,    91 252,    1 883,    20.64,    937,    10.27,    789,    8.65,    112,    1.23,    35,    0.38,    10,    0．11
    33,    86 104,    1 514,    17.58,    663,    7.70,    705,    8.19,    105,    1.22,    24,    0.28,    17,    0.20
    34,    90 281,    1 238,    13.71,    475,    5.26,    610,    6.76,    101,    1.12,    36,    0.40,    16,    0.18
  35—39岁,    347 572,    2 162,    6.22,    701,    2.02,    1 065,    3.06,    253,    0．73,    100,    0.29,    43,    0.12
    35,    83 034,    838,    10.09,    282,    3.40,    442,    5.32,    73,    0.88,    29,    0.35,    12,    0.14
    36,    73 315,    541,    7.38,    173,    2.36,    271,    3.70,    69,    0.94,    19,    0.26,    9,    0.12
    37,    69 188,    373,    5.39,    113,    1.63,    174,    2.51,    57,    0．82,    22,    0．32,   7,    0.10
    38,    60 706,    222,    3.66,    76,    1.25,    108,    1.78,    24,    0.40,    10,    0.16,    4,    0.07
    39,    61 329,    188,    3.07,    57,    0．93,    70,    1.14,    30,    0.49,    20,    0.33,    11,    0.18
  40-44岁,    212 714,    220,    1.03,    65,    0.31,    64,    0.30,    50,    0.24,    25,    0.12,    16,    0.08
    40,    49 559,    73,    1.47,    27,    0.54,    20,    0.40,    13,    0.26,    9,    0.18,    4,    0.08
    41,    45 148,    60,    1.33,    19,    0.42,    21,    0.47,    13,    0.29,    6,    0.13,    1,    0．02
    42,    43 525,    35,    0.80,    6,    0.14,    10,    0.23,    11,    0.25,    7,    0.16,    1,    0.02
    43,    38 897,    30,    0.77,    10,    0.26,    5,    0.13,    8,    0.21,    2,    0.05,    5,    0.13
    44,    35 585,    22,    0.62,    3,    0.08,    8,    0.22,    5,    0.14,    1,    0.03,    5,    0.14
  45—49岁,    139 292,    58,    0.42,    8,    0.06,    9,    0．06,    17,    0.12,    13,    0.09,    11,    0.08
    45,    31 861,    15,    0.47,    4,    0．13,    2,    0.06,    5,    0.16, 2,    0.06,    2,    0.06
    46,    30 1 13,    12,    0.40,-,-,    2,    0.07,    4,    0.13,    5,    0.17,    1,    0．03
    47,    28 940,    9,    0.31,    1,    0.03,    1,    0.03,    2,    0.07,-,-,     5,    0．17
    48,    27 367,    12,    0.44,    2,    0.07,    1,    0.04,    4,    0.15,    4,    0.15,    1,    0．04
    49,    21 011,    10,    0.48,    1,    0.05,    3,    0.14,    2,    0.10,    2,    0．10,    2,    0.10
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
    行业和,1989年年中,  出生,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    年龄别,妇女人数,  人数,  生育率,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
卫生、体育和社会福利事业,    2 537 484,    134 571,    53.03,    108 924,    42.93,    21 805,    8.59,    2 821,    1.11,    668,    0.26,    353,    0．14
  15—19岁,    191 260,    1 060,    5.54,    1 006,    5.26,    52,    0.27,    1,    0．01,-,-,    1,    0.01
    15,    6 616,    2,    0.30,    1,0.15,-,-,-,-,-,-,    1,    0.15
    16,    15 270,    8,    0.52,    8,    0．52,-,-,-,-,-,-,-,-
    17,    31 994,    50,    1.56,    48,    1.50,    2,    0.06,-,-,-,-,-,-
    18,    58 524,    201,    3.43,    195,    3.33,    6,    0.10,-,-,-,-,-,-
    19,    78 856,    799,    10.13,    754,    9.56,    44,    0.56,    1,    0．01,-,-,-,-
  20-24岁,    432 212,    48 820,    112.95,    46 253,    107.01,    2 323,    5.37,    21 3,    0．49,    27,    0．06,    4,    0.01
    20,    87 033,    2 460,    28.27,    2 368,    27.21,    89,    1.02,    3,    0.03,-,-,-,-
    21,    75 338,    4 467,    59.29,    4 242,    56.31,    206,    2.73,    16,    0.21,    3,    0.04,-,-
    22,    71 114,    7 060,    99.28,    6 692,    94.10,    342,    4.81,    25,    0.35,    1,    0.01,-,-
    23,    90 753,    13 847,    152.58,    13 174,    145.16,    597,    6.58,    68,    0.75,    6,    0.07,    2,    0.02
    24,    107 974,    20 986,    194.36,    19 777,    183.16,    1089,    10.09,    101,    0.94,    17,    0.16,    2,    0.02
  25—29岁,    502 792,    64 263,    127.81,    55 570,    110.52,    7 547,    15.01,    919,    1.83,    174,    0.35,    53,    0.11
    25,    135 770,    24 668,    181.69,    22 868,    168.43,    1 608,    11.84,    161,    1.19,    29,    0.21,    2,    0.01
    26,    142 209,    20 809,    146.33,    18 543,    130.39,    1 996,    14.04,    225,    1.58,    39,    0.27,    6,    0.04
    27,    80 609,    9 039,    112．13,    7 527,    93.38,    1 310,    16.25,    167,    2.07,    27,    0.33,    8,    0.10
    28,    67 159,    5 271,    78.49,    3 895,    58.00,    1 167,17.38,    165,    2.46,    29,    0．43,    15,    0.22
    29,    77 045,    4 476,    58.10,    2 737,    35.52,    1 466,    19.03,    201,    2.61,    50,    0．65,    22,    0.29
  30—34岁,    496 819,    15 114,    30.42,    5 046,    10.16,    8 524,    17.16,    1 110,    2.23,    296,    0．60,    138,    0.28
    30,    75 262,    3 334,    44.30,    1 546,    20.54,    1 505,    20.00,    209,    2.78,    54,    0.72,    20,    0.27
    31,    101 241,    3 651,    36.06,    1 387,    13.70,    1 903,    18.80,    270,    2.67,    67,    0.66,    24,    0.24
    32,    100 302,    3 037,    30.28,    916,    9.13,    1 806,    18.01,    230,    2.29,    48,    0.48,    37,    0.37
    33,    103 179,    2 583,    25.03,    647,    6.27,    1 642,    15.91,    209,    2.03,    55,    0.53,    30,    0.29
    34,    116 835,    2 509,    21.47,    550,    4.71,    1 668,    14.28,    192,    1.64,    72,    0.62,    27,    0.23
  35—39岁,    408 463,    4 735,    11.59,    919,    2.25,    3 123,    7.65,    481,    1.18,    104,    0.25,    108,    0.26
    35,    108 046,    1 841,    17.04,    343,    3.17,    1 287,    11．91,    158,    1.46,    24,    0.22,    29,    0.27
    36,    91 461,    1 264,    13.82,    252,    2.76,    823,    9．00,    131,    1.43,    34,    0.37,    24,    0.26
    37,    81 859,    844,    10.31,    165,    2.02,    551,    6.73,    85,    1.04,    23,    0．28,    20,    0.24
    38,    64 467,    455,    7.06,    96,    1.49,    270,    4.19,    60,    0．93,        14,    0．22,    15,    0.23
    39,    62 630,    331,    5.29,    63,    1.01,    192,    3.07,    47,    0.75,    9,    0.14,    20,    0.32
  40—44岁,    255 576,    456,    1.78,    111,    0.43,    200,    0.78,    66,    0.26,    43,    0．17,    36,    0.14
    40,    54 143,    179,    3.31,    44,    0.81,    86,    1.59,    24,    0.44,    15,    0.28,    10,    0．18
    41,    52 832,    106,    2.01,    21,    0.40,    46,    0.87,    18,    0.34,    10,    0.19,    11,    0.21
    42,    51 654,    82,    1.59,    28,    0.54,    32,    0.62,    12,    0.23,    9,    0.17,    1,    0.02
    43,    48 657,    49,    1.01,    9,    0.18,    24,    0.49,      5,    0.10,    6,    0.12,    5,    0.10
    44,    48 290,    40,    0.83,9,    0.19,    12,    0.25,     7,    0．14,    3,    0.06,    9,    0．19
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
   45-49岁,    250 362,    123,    0.49,    19,    0.08,    36,    0.14,    31,    0．12,    24,    0.10,    13,    0.05
     45,    48 595,    26,    0.54,    6,    0.12,    8,    0．16,    6,    0.12,    5,    0.10,    1,    0.02
     46,    51 363,    33,    0.64,    2,    0.04,    11,    0.21,    13,    0.25,    2,    0.04,    5,    0.10
     47,    52 159,    28,    0.54,    4,    0.08,    8,    0.15,    6,    0.12,    7,    0.13,    3,    0.06
     48,    51 190,    20,    0.39,    6,    0.12,    2,    0.04,    4,    0.08,    6,    0.12,    2,    0.04
     49,    47 055,    16,    0.34,    1,    0.02,    7,    0.15,2,    0.04,    4,    0.09,    2,    0.04
教育、文化艺术和广播电视事业,    5 856 472,    336 377,    57.44,  253 404,    43.27,    68 234,    11．65,    11 122,    1.90,    2 400,    0.41,    1 217,    0.21
   15-19岁,    470 892,    3 232,      6.86,    3 045,    6.47,    175,    0.37,    8,    0.02,    3,    0.01,    1,    0.00
     15,    17 864,    3,    0.17,    3,    0.17,-,-,-,-,-,-,-,-
     16,    41 781,    34,    0.81,    34,    0.81,-,-,-,-,-,-,-,-
     17,    78 689,    141,    1.79,    130,    1.65,    10,    0.13,    1,    0.01,-,-,-,-
     18,    138 872,    585,    4.21,    555,    4.00,    28,    0.20,-,-,    1,    0.01,    1,    0.01
     19,    193 686,    2 469,    12.75,    2 323,    11.99,    137,    0.71,      7,    0.04,    2,    0.01,-,-
