表9—11  全国县1989年育龄妇女分年龄、文化程度和孩次的生育状况,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生率,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
高中,    9 554 234,    898 572,    94.05,    360 713,    37.75,    356 033,    37.26,    135 923,    14.23,    35 899,    3.76,    10 004,    1.05
  15-19岁,    1 973 846,    8 382,    4.25,    7 707,    3.90,    594,    0．30,    63,    0．03,    15,    0.01,    3,    0.00
    15,    213 074,    19,    0.09,    15,    0.07,    3,    0.01,    1,    0.00,-,-,-,-
    16,    378 855,    90,    0.24,    85,    0.22,    3,    0.01,   -,        -,    2,    0．01,-,-
    17,    450 356,    492,    1．09,    448,    0.99,    36,    0.08,    5,    0.01,     2,    0.00,    1,    0.00
    18,    480 563,    1 772,    3.69,    1 676,    3.49,    92,    0.19,    3,    0.01,    1,    0.00,-,-
    19,    450 998,    6 009,    13.32,    5 483,    12.16,    460,    1.02,    54,    0.12,    10,    0.02,      2,    0.00
  20-24岁,    1 908 751,    264 771,    138.71,    200 098,    104.83,    55 557,    29.11,    8 109,    4.25,    886,    0．46,    121,    0.06
    20,    420 440,    16 404,    39.02,    14 917,    35.48,    1 339,    3.18,    130,    0.31,    15,    0.04,    3,    0.01
    21,    344 971,    27 954,    81.03,    24 631,    71.40,    2 988,    8.66,    292,    0．85,    35,    0．10,    8,    0．02
    22,    309 415,    44 201,    142.85,    36 812,    118.97,    6 617,    21.39,    685,    2.21,    77,    0．25,    10,    0.03
    23,    373 549,    75 202,    201.32,    57 674,    154.39,    15 383,    41.18,    1 934,    5.18,    185,    0.50,    26,    0.07
    24,    460 376,    101 010,    219.41,    66 064,    143.50,    29 230,    63.49,    5 068,    11.01,    574,    1.25,    74,    0.16
  25—29岁,    3 132 591,    472 097,    150.70,    144 491,    46.13,    225 322,    71.93,    82 589,    26.36,    16 899,    5.39,    2 796,    0.89
    25,    635 808,    124 544,    195.88,    60 928,    95.83,    49 988,    78.62,    1 1 935,    18.77,    1 531,    2.41,    162,    0.25
    26,    899 662,    149 459,    166.13,    50 364,    55.98,    71 81 1,    79.82,    23 083,    25.66,    3 756,    4.17,    445,    0.49
    27,    606 589,    86 674,    142.89,    19 446,    32.06,    44 367,    73.14,    18 434,    30.39,    3 829,    6.31,    598,    0.99
    28,    448 566,    53 161,    118.51,    7 953,    17.73,    28 104,    62.65,    13 236,    29.51,    3 259,    7.27,    609,    1.36
    29,    541 966,    58 259,    107.50,    5 800,    10.70,    31 052,    57.30,    15 901,    29.34,    4 524,    8.35,    982,    1.81
  30—34岁,    1 821 948,    137 267,    75.34,    7 645,    4.20,    68 509,    37.60,    40 502,    22.23,    15 510,    8.51,    5 101,    2.80
    30,    458 401,    43 908,    95.79,    3 036,    6.62,    22 742,    49.61,    12 832,    27.99,    4 238,    9.25,    1 060,    2.31
    31,    481 819,    39 531,    82.05,    2 084,    4.33,    20 033,    41.58,    11 692,    24.27,    4 418,    9.17,    1 304,    2.71
    32,    372 422,    26 232,    70.44,    1 249,    3.35,    12 824,    34.43,    7 826,    21.01,    3 228,    8.67,    1 105,    2.97
    33,    278 055,    16 237,    58.39,    786,    2.83,    7 704,    27.71,    4 795,    17.24,    2 080,    7.48,    872,    3.14
    34,    231 251,    11359,    49.12,    490,    2.12,    5 206,    22.51,    3 357,    14.52,    1 546,    6.69,    760,    3.29
  35—39岁,    444 021,    14 796,    33.32,    677,    1.52,    5 785,    13.03,    4 340,    9.77,    2 353,    5.30,    1 641,    3.70
    35,    160 535,    6 691,    41.68,    308,    1.92,    2 860,    17.82,    1 947,    12.13,    1 006,    6.27,    570,    3.55
    36,    107 203,    3 772,    35.19,    165,    1.54,    1 478,    13.79,    1 138,    10.62,    596,    5.56,    395,    3.68
    37,    75 382,    2 214,    29.37,    103,    1.37,    786,    10.43,    639,    8.48,    387,    5.13,    299,    3.97
    38,    52 111,    1 255,    24.08,    62,    1.19,    426,    8.17,    378,    7.25,    209,    4.01,    180,    3.45
    39,    48 790,    864,    17.71,    39,    0.80,    235,    4.82,    238,    4.88,    1 55,    3.18,    197,    4.04
  40-44岁,    152 856,    1 063,    6.95,    81,    0.53,    233,    1.52,    271,    1.77,    189,    1.24,    289,    1.89
    40,    37 088,    385,    10.38,    25,    0.67,    96,    2.59,    110,    2.97,    59,    1.59,    95,    2.56
    41,    32 781,    269,    8.21,    16,    0．49,    57,    1.74,    81,    2.47,    58,    1.77,    57,    1.74
    42,    29 278,    171,    5.84,    15,    0.51,    45,    1.54,    38,    1.30,    33,    1.1 3,    40,    1.37
    43,    27 148,    131,    4.83,    15,    0.55,    21,    0.77,    26,    0.96,    22,    0.81,    47,    1.73
    44,    26 561,    107,    4.03,    10,    0.38,    14,    0.53,    16,    0.60,    17,    0.64,    50,    1.88
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  45—49岁,    120 221,    196,    1.63,    14,    0.12,    33,    0.27,    49,    0.41,    47,    0.39,    53,    0.44
    45,    26 374,    67,    2.54,    3,    0.11,    13,    0．49,    13,    0.49,    14,    0.53,    24,    0.91
    46,    26 953,    33,    1.22,    4,    0.15,   7,    0.26,    11,    0.41,    7,    0.26,    4,    0．15
    47,    26 283,    42,    1.60,     2,    0.08,    8,    0.30,    10,    0．38,    8,    0.30,    14,    0．53
    48,    22 822,    36,    1.58,    3,    0.13,    5,    0.22,    9,    0.39,    13,    0.57,    6,    0.26
    49,    17 789,    18,    1.01,    2,    0．11,        -,        -,    6,    0.34,    5,    0.28,    5,    0.28
中专,    1 015 988,    59 050,    58.12,    45 837,    45.12,    10 497,    10.33,    1 722,    1.69,    559,    0.55,    435,    0.43
  15—19岁,    236 346,    509,    2.15,    483,    2.04,    24,    0.10,    1,    0.00,-,-,    1,    0．00
    15,    19 241,-,-,-,-,-,-,-,-,-,-,-,-
    16,    38 009,        1,    0．03,    1,    0.03,-,-,-,-,-,-,-,-
    17,    49 335,    8,    0.16,    7,    0.14,    1,    0.02,-,-,-,-,-,-
    18,    61 028,    54,    0.88,    50,    0.82,    3,    0.05,-,-,-,-,    1,    0.02
    19,    68 733,    446,    6.49,    425,    6.18,    20,    0.29,    1,    0.01,-,-,  -,        -
  20-24岁,    271 522,    29 767,    109.63,    28 102,    103.50,    1 494,    5.50,    134,    0.49,    30,    0.11,    7,    0.03
    20,    68 394,    1 826,    26.70,    1 779,    26.01,    44,    0.64,    2,    0.03,-,-,    1,    0.01
    21,    55 730,    3 773,    67.70,    3 655,    65.58,    107,    1.92,    8,    0.14,    3,    0.05,-,-
    22,    49 467,    6 153,    124.39,    5 896,    119.19,    243,    4.91,    12,    0.24,    2,    0.04,-,-
    23,    50 593,    8 654,    171.05,    8 193,    161.94,    412,    8.14,    34,    0.67,    12,    0.24,    3,    0.06
    24,    47 338,    9 361,    197.75,    8 579,    181.23,    688,    14.53,    78,    1.65,    13,    0.27,    3,    0.06
  25—29岁,    149 832,    21 420,    142.96,    16 195,    108.09,    4 245,    28.33,    693,    4.63,    217,    1.45,    70,    0.47
    25,    46 444,    8 547,    184.03,    7 457,    160.56,    942,    20.28,    117,    2.52,    26,    0.56,    5,    0.11
    26,    45 122,    6 894,    152.79,    5 409,    119.88,    1 253,    27.77,    167,    3.70,    53,1.17,    12,    0．27
    27,    23 506,    2 891,    122.99,    1 946,        82.79,    738,    31.40,    145,    6.17,    47,    2.00,    15,    0.64
    28,    16 089,    1 565,    97.27,    813,    50.53,    595,    36.98,    110,    6.84,    36,    2.24,    11,    0.68
    29,    18 671,    1 523,    81.57,    570,    30.53,    717,    38.40,    154,    8.25,    55,    2.95,    27,    1.45
  30—34岁,    121 767,    5 450,    44.76,    873,    7.17,    3 597,    29.54,    608,    4.99,    207,    1.70,    165,    1.36
    30,    17 854,    1 175,    65.81,    299,    16.75,    686,    38.42,    106,    5.94,    54,    3.02,    30,    1.68
    31,    24 785,    1 271,    51.28,    249,    10.05,    805,    32.48,    140,    5.65,    48,    1.94,    29,    1.17
    32,    25 923,    1 148,    44.28,    148,    5.71,    787,    30.36,    135,    5.21,    38,    1.47,    40,    1.54
    33,    25 581,    955,    37.33,    105,    4.10,    677,    26.46,    113,    4.42,    34,    1.33,    26,    1.02
    34,    27 624,    901,    32.62,    72,    2.61,    642,    23.24,    114,    4.13,    33,    1.19,    40,    1.45
  35—39岁,    94 301,    1 657,    17.57,    157,    1.66,    1 064,    11.28,    236,    2.50,    66,    0.70,    134,    1.42
    35,    24 614,    671,    27.26,    68,    2.76,    471,    19.14,    81,    3.29,    19,    0.77,    32,    1.30
    36,    20 227,    422,    20.86,    32,    1.58,    273,    13.50,    62,    3.07,    25,    1.24,    30,    1.48
    37,    18 178,    268,    14.74,    21,    1.16,    166,    9.13,    43,    2.37,    9,    0.50,    29,    1.60
    38,    15 002,    163,    10.87,    20,    1.33,    96,    6.40,    26,    1.73,    8,    0.53,    13,    0.87
    39,    16 280,    133,    8.17,    16,    0.98,    58,    3.56,    24,    1.47,    5,    0.31,    30,    1.84
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
表9--11全国县1989年育龄妇女分年龄、文化程度和孩次的生育状况(续07),,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  40—44岁,    67 238,    180,    2.68,    20,    0.30,    62,    0．92,    38,    0.57,    23,    0.34,    37,    0.55
    40,    14 534,    64,    4.40,    11,    0．76,    27,    1.86,    11,    0．76,    5,    0.34,    10,    0.69
    41,    14 396,    42,    2.92,    2,    0.14,    16,    1.11,    12,    0.83,    9,    0.63,    3,    0．21
    42,    13 942,    28,    2.01,     3,    0.22,    11,    0．79,    6,    0.43,    2,    0.14,    6,    0.43
    43,    12 306,    22,    1.79,    3,    0.24,    4,    0.33,    4,    0．33,    4,    0.33,    7,    0.57
    44,    12 060,    24,    1.99,    1,    0.08,    4,    0.33,    5,    0.41,    3,    0.25,    11,    0.91
  45—49岁,    74 982,    67,    0.89,    7,    0．09,    11,    0.15,    12,    0．16,    16,    0.21,    21,    0.28
    45,    13 422,    21,    1.56,    4,    0．30,    3,    0.22,    4,    0．30,    4,    0.30,    6,    0．45
    46,    15 345,    11,    0.72,-,-,    1,    0．07,    3,    0．20,    2,    0．13,    5,    0.33
    47,    16 525,    18,    1.09,      2,    0.12,    5,    0.30,    3,    0.18,    3,    0.18,    5,    0．30
    48,    15 835,    11,    0.69,-,-,    1,    0.06,    1,    0.06,    6,    0.38,    3,    0.19
    49,    13 855,    6,    0.43,    1,    0.07,    1,    0.07,    1,    0．07,    1,    0.07,    2,    0.14
大学专科,    205 290,    15 348,    74.76,    13 800,    67.22,    1 340,    6.53,    155,    0．76,    34,    0.17,    19,    0．09
  15-19岁,    20 391,    22,    1．08,    20,    0.98,       2,    0.10,-,-,-,-,-,-
    15,    235,-,-,-,-,-,-,-,-,-,-,-,-
    16,    798,    1,    1.25,    1,    1.25,-,-,-,-,-,-,-,-
    17,    2 41 5,-,-,-,-,-,-,-,-,-,-,-,-
    18,    5 819,-,-,-,-,-,-,-,-,-,-,-,-
    19,    11124,    21,    1.89,    19,    1.71,    2,    0．18,-,-,-,-,-,-
  20—24岁,    98 470,    7 370,    74.85,    7 164,    72.75,    196,    1.99,    8,    0.08,    1,    0.01,    1,    0.01
    20,    18 529,    105,    5.67,    101,    5.45,    4,    0.22,-,-,-,-,-,-
    21,    20 818,    379,    18.21,    374,    17.97,    5,    0.24,-,-,-,-,-,-
    22,    20 661,    1 149,    55.61,    1 121,    54.26,    28,    1.36,-,-,-,-,-,-
    23,    21 416,    2 642,    123.37,    2 558,    119.44,    80,    3.74,    2,    0.09,    1,    0.05,    1,    0.05
    24,    17 046,    3 095,    181.57,    3 010,    176.58,    79,    4.63,    6,    0.35,-,-,-,-
  25—29岁,    38 642,    6 910,    178.82,    6 361,    164.61,    484,    12.53,    51,    1.32,    10,    0.26,    4,    0.10
    25,    14 946,    3 100,    207.41,    2 972,    198.85,    116,    7.76,    11,    0.74,    1,    0．07,-,-
    26,    12 375,    2 389,    193.05,    2 218,    179.23,    154,    12.44,    13,    1.05,    3,    0．24,    1,    0.08
    27,    5 376,    811,    150.86,    719,    133.74,    79,    14.69,    9,    1.67,   2,    0．37,   2,    0.37
    28,    3 065,    351,    114.52,    289,    94.29,    55,    17.94,    5,    1.63,    1,    0．33,    1,    0.33
    29,    2 880,    259,    89.93,    163,    56.60,    80,    27.78,    13,    4.51,    3,    1.04,-,-
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  30-34岁,    17 616,    729,    41.38,    210,    11.92,    442,    25.09,    58,    3.29,    14,    0.79,    5,    0.28
    30,    2 413,    144,    59.68,    68,    28.18,    59,    24.45,    13,    5.39,    2,    0.83,    2,    0.83
    31,    3 272,    121,    36.98,    46,    14.06,    64,    19.56,    10,    3.06,    1,    0.31,    -,     -
    32,    3 608,    175,    48.50,    48,    13.30,    109,    30.21,    11,    3.05,    6,    1.66,    1,    0.28
    33,    3 881,    162,    41.74,    32,    8.25,    113,    29.12,    14,    3.61,    3,    0.77,     -,     -
    34,    4 442,    127,    28.59,    16,    3.60,    97,    21.84,    10,    2.25,    2,    0.45,    2,    0.45
  35-39岁,    15 822,    282,    17.82,    35,    2.21,    201,    12.70,    33,    2.09,    8,    0.51,    5,    0.32
    35,    4 051,    94,    23.20,    11,    2.72,    70,    17.28,    8,    1.97,    2,    0.49,    3,    0.74
    36,    3 295,    79,23.98,    10,    3.03,    57,    17.30,    10,    3.03,    2,    0．61,-,-
    37,    3 052,    50,    16.38,    3,    0.98,    33,    10.81,    11,    3.60,    2,    0.66,    1,    0.33
    38,    2 596,    35,13.48,    8,    3.08,    23,    8.86,    3,    1.16,-,-,    1,    0.39
    39,    2 828,    24,    8.49,    3,    1.06,    18,    6.36,    1,    0.35,    2,    0.71,-,-
  40-44岁,    8 536,    30,    3.51,    7,    0.82,    14,    1.64,    5,    0.59,    1,    0.12,    3,    0.35
    40,    2 228,    17,    7.63,    4,    1.80,    9,    4.04,    2,    0.90,    1,    0.45,    1,    0.45
    41,    2 015,    7,    3.47,    2,    0.99,    3,    1.49,    2,    0.99,-,-,-,-
    42,    1 720,    5,    2.91,    1,    0.58,    2,    1.16,    1,    0.58,-,-,    1,    0.58
    43,    1 370,-,-,-,-,-,-,-,-,-,-,-,-
    44,    1 203,    1,    0.83,-,-,-,-,-,-,-,-,    1,    0.83
  45-49岁,    5 813,    5,    0.86,    3,    0.52,    1,    0.17,-,-,-,-,    1,    0.17
    45,    1 113,    2,    1.80,    1,    0.90,    1,    0.90,-,-,-,-,-,-
    46,    1 085,    1,    0.92,    1,    0.92,-,-,-,-,-,-,-,-
    47,    1 219,    2,    1.64,    1,    0.82,-,-,-,-,-,-,    1,    0.82
    48,    1 241,-,-,-,-,-,-,-,-,-,-,-,-
    49,    1 155,-,-,-,-,-,-,-,-,-,-,-,-
大学本科,    31 479,    2 072,    65.82,    1871,    59.44,    157,    4.99,    29,    0.92,    8,    0.25,    7,    0.22
  15-19岁,    2 102,    3,    1.43,    3,    1.43,-,-,-,-,-,-,-,-
    15,    20,-,-,-,-,-,-,-,-,-,-,-,-
    16,    69,-,-,-,-,-,-,-,-,-,-,-,-
    17,    270,-,-,-,-,-,-,-,-,-,-,-,-
    18,    715,    2,    2.80,    2,    2.80,-,-,-,-,-,-,-,-
    19,    1 028,    1,    0.97,    1,    0.97,-,-,-,-,-,-,-,-
  20-24岁,    13 264,    873,    65.82,    847,    63.86,    22,    1.66,    3,    0.23,    1,    0.08,-,-
    20,    1 527,    11,    7.20,    11,    7.20,-,-,-,-,-,-,-,-
    21,    2 121,    22,    10.37,    22,    10.37,-,-,-,-,-,-,-,-
    22,    2 936,    91,    30.99,    89,    30.31,    2,    0.68,-,-,-,-,-,-
    23,    3 648,    262,    71.82,    255,69.9,    5,    1.37,    1,    0.27,    1,    0.27,-,-
    24,    3 032,    487,    160.62,    470,    155.01,    15,    4.95,    2,    0.66,-,-,-,-
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    文化程度,  1989年年中,  出生,  生育率,,,,,,,,,,
    和年龄别,  妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率
  25—29岁,    5 768,    1 047,    181.52,    972,    168.52,    63,    10.92,    10,    1.73,    2,    0.35,-,-
    25,    2 298,    500,    217.58,    480,    208.88,    18,    7.83,2,    0.87,-,-,-,-
    26,    1 705,    309,    181.23,    291,    170.67,    16,    9.38,2,    1.17,-,-,-,-
    27,    842,    135,    160.33,    118,    140.14,    15,    17.81,    2,    2.38,-,-,-,-
    28,    480,    56,    116.67,    47,    97.92,    6,    12.50,     2,    4．17,    1,    2.08,-,-
    29,    443,    47,    106.09,    36,    81.26,    8,    18.06,    2,    4.51,    1,    2.26,-,-
  30—34岁,    2 006,    89,    44.37,    34,    16.95,    40,    19.94,    9,    4.49,    4,    1.99,    2,    1.00
    30,    322,    20,    62.11,    10,    31.06,       7,    21.74,    3,    9.32,-,-,-,-
    31,    374,    15,    40.11,    8,    21.39,    6,    16.04,    1,    2.67,-,-,-,-
    32,    433,    20,    46.19,    8,    18.48,    8,    18.48,   2,    4.62,   2,    4.62,-,-
    33,    430,    20,    46.51,    4,    9.30,    10,    23.26,    3,    6.98,    2,    4.65,    1,    2.33
    34,    447,    14,    31.32,    4,    8.95,    9,    20.13,-,-,-,-,    1,    2.24
  35—39岁,    1 724,    48,    27.84,    12,    6.96,    29,    16.82,     5,    2.90,-,-,    2,    1．16
    35,    442,    12,    27.15,    3,    6.79,    7,    1 5.84,    2,    4.52,-,-,-,-
    36,    353,    12,    33.99,    3,    8.50,    6,    17.00,   2,    5.67,-,-,    1,    2.83
    37,    332,    11,    33.13,    4,    12.05,    7,    21.08,-,-,-,-,-,-
    38,    287,    6,    20.91,-,-,    4,    13.94,    1,    3.48,-,-,    1,    3.48
    39,    310,    7,    22.58,    2,    6.45,       5,    16.13,-,-,-,-,-,-
  40—44岁,    2 957,    12,    4.06,    3,    1.01,    3,    1.01,    2,    0.68,    1,    0.34,    3,    1.01
    40,    275,    3,    10.91,-,       -,     2,    7.27,-,-,-,-,    1,    3.64
    41,    306,    3,    9.80,    1,    3.27,    1,    3.27,    1,    3.27,-,-,-,-
    42,    613,    4,    6.53,    1,    1.63,-,-,    1,    1.63,    1,    1.63,    1,    1.63
    43,    907,    1,    1.10,    1,    1.10,-,-,-,-,-,-,-,-
    44,    856,    1,    1.17,-,-,-,-,-,-,-,-,    1,    1.17
  45—49岁,    3 658,-,-,-,-,-,-,-,-,-,-,-,-
    45,    745,-,-,-,-,-,-,-,-,-,-,-,-
    46,    685,-,-,-,-,-,-,-,-,-,-,-,-
    47,    726,-,-,-,-,-,-,-,-,-,-,-,-
    48,    755,-,-,-,-,-,-,-,-,-,-,-,-
    49,    747,-,-,-,-,-,-,-,-,-,-,-,-
