表9—13  全国市1989年育龄妇女分年龄、职业大类和孩次的生育状况,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    职业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率
,,,,  出生数,    生育率,,,,,,,,
    职业和,1989年年中,  出生,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    年龄别,妇女人数,  人数,  生育率,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  35—39岁,    615 625,    4 149,    6.74,    1 188,    1.93,    2 112,    3.43,    559,    0.91,    190,    0.31,    100,    0.16
    35,    150 369,    1 565,    10.41,    447,    2.97,    858,    5.71,    179,    1．19,    57,    0.38,    24,    0.16
    36,    131 059,    1 122,    8.56,    322,    2.46,    586,    4.47,    134,    1.02,    53,    0.40,    27,    0.21
    37,    121 855,    693,    5.69,    196,    1.61,    348,    2.86,    105,    0.86,    23,    0.19,    21,    0.17
    38,    106 407,    480,    4.51,    141,    1.33,    199,    1.87,    90,    0.85,    32,    0.30,    18,    0.17
    39,    105 935,    289,    2.73,    82,    0.77,    121,    1.14,    51,    0.48,    25,    0.24,    10,    0.09
  40—44岁,    349 407,    417,    1.19,    113,    0.32,    138,    0.39,    88,    0.25,    47,    0.13,    31,    0.09
    40,    82 436,    146,    1.77,    57,    0.69,    54,    0.66,    21,    0.25,    10,    0.12,    4,    0.05
    41,    74 862,    102,    1.36,    27,    0.36,    28,    0．37,    25,    0.33,    15,    0.20,  7,    0.09
    42,    71 419,    70,    0.98,    14,    0.20,    26,    0．36,    19,    0．27,5,    0.07,    6,    0．08
    43,    63 406,    54,    0.85,    7,    0.1 1,    14,    0.22,    15,    0.24,      7,    0.11,    11,    0.17
    44,    57 284,    45,    0．79,    8,    0．14,    16,    0.28,    8,    0.14,    10,    0.17,    3,    0.05
  45—49岁,    219 896,    101,    0.46,    13,    0.06,    21,    0.10,    29,    0.13,    21,    0.10,    17,    0.08
    45,    50 546,    23,    0.46,    2,    0.04,    7,    0．14,    7,    0.14,     2,    0.04,    5,    0.10
    46,    47 396,    25,    0．53,    6,    0.13,    6,    0.13,    6,    0.13,    5,    0.1 1,     2,    0.04
    47,    45 308,    21,    0.46,    3,    0．07,    3,    0．07,    8,    0.18,    3,    0．07,    4,    0．09
    48,    43 167,    10,    0.23,    2,    0．05,    1,    0.02,    2,    0.05,    3,    0．07,    2,    0.05
    49,    33 479,    22,    0.66,-,-,    4,    0.12,    6,    0.18,    8,      0.24,    4,    0.12
服务性工作人员,    4 430 593,    159 055,    35.90,    138 113,    31.17,    18 106,    4.09,    2 183,    0.49,    484,    0.11,    169,    0．04
  15-19岁,    483 481,    2 345,    4.85,    2 277,    4.71,    65,    0.13,    3,    0.01,-,-,-,-
    15,    31 815,    8,    0.25,    8,    0.25,-,-,-,-,-,-,-,-
    16,    67 467,    33,    0.49,    31,    0.46,    2,    0.03,-,-,-,-,-,-
    17,    99 707,    135,    1.35,    132,    1.32,    3,    0.03,-,-,-,-,-,-
    18,    133 719,    530,    3.96,    513,    3.84,    17,    0.13,-,-,-,-,-,-
    19,    150 773,    1 639,    10.87,    1 593,    10.57,    43,    0.29,    3,    0.02,-,-,-,-
  20—24岁,    693 872,    74 665,    107.61,    71 151,    102.54,    3 221,    4.64,    262,    0.38,    28,    0.04,    3,    0.00
    20,    161 781,    5 313,    32.84,    5 130,    31.71,    174,    1.08,    9,    0.06,-,-,-,-
    21,    136 833,    8 898,    65.03,    8 557,    62.54,    312,    2.28,    25,    0.18,    3,    0.02,      1,    0.01
    22,    113 881,    12 163,    106.80,    11 536,    101.30,    578,    5.08,    44,    0.39,    4,    0.04,    1,    0.01
    23,    134 612,    21 969,    163.20,    20 958,    155.69,    929,    6.90,    73,    0.54,    9,    0.07,-,-
    24,    146 765,    26 322,    179.35,    24 970,    170.14,    1 228,    8.37,    111,    0.76,    12,    0.08,    1,    0.01
  25—29岁,    750 391,    62 850,    83.76,    55 515,    73.98,    6 435,    8.58,    756,    1.01,    123,    0.16,    21,    0.03
    25,    180 895,    24 929,    137.81,    23 295,    128.78,    1 447,    8.00,    170,    0．94,    15,    0.08,    2,    0.01
    26,    193 197,    19 477,    100.81,    17 522,    90.69,    1 725,    8.93,    201,    1.04,    28,    0.14,    1,    0．01
    27,    112 103,    8 126,    72.49,    6 916,    61.69,    1 017,    9.07,    153,    1.36,    31,    0.28,    9,    0.08
    28,    117 007,    5 448,    46.56,    4 398,    37.59,    925,    7.91,    99,    0.85,    23,    0.20,    3,    0.03
    29,    147 189,    4 870,    33.09,    3 384,    22.99,    1 321,    8.97,    133,    0.90,    26,    0.18,    6,    0.04
  30—34岁,    840 135,    14 891,    17.72,    7 755,    9.23,    6 204,    7.38,    698,    0.83,    167,    0．20,    67,    0.08
    30,    145 311,    3 737,    25.72,    2 246,    15.46,    1 316,    9.06,    143,    0.98,    28,    0.19,    4,    0.03
    31,    185 170,    3 826,    20.66,    2 051,    11．08,    1 538,    8.31,    171,    0.92,    53,    0.29,    1 3,    0.07
    32,    170 860,    3 000,    17.56,    1 530,    8.95,    1 294,    7.57,    135,    0.79,    28,    0.16,    13,    0.08
    33,    163 901,    2 372,    14.47,    1 080,    6.59,    1 114,    6.80,    128,    0.78,    29,    0.18,    21,    0.13
    34,    174 893,    1 956,    11.18,    848,    4.85,    942,    5.39,    121,    0.69,    29,    0.17,    16,    0.09
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    职业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率,    出生数,    生育率
  35—39岁,    760 947,    3 813,    5.01,    1 300,    1.71,    2 031,    2.67,    332,    0.44,    103,    0.14,    47,    0．06
    35,    166 976,    1 397,    8.37,    478,    2.86,    786,    4.71,    97,    0.58,    25,    0.15,    11,    0.07
    36,    157 090,    975,    6.21,    322,    2.05,    539,    3.43,    85,    0.54,    13,    0.08,    16,    0．10
    37,    153 599,    699,    4.55,    249,    1.62,    354,    2.30,    64,    0.42,    24,    0．16,    8,    0.05
    38,    139 028,    436,    3.14,    150,    1.08,    219,    1.58,    46,    0.33,    17,    0.12,    4,    0.03
    39,    144 254,    306,    2.12,    101,    0.70,    133,    0.92,    40,    0.28,    24,    0.17,    8,    0．06
  40-44岁,    525 545,    370,    0．70,    106,    0.20,    130,    0.25,    82,    0.16,    37,    0.07,    15,    0.03
    40,    118 559,    147,    1.24,    44,    0.37,    63,    0．53,    29,    0.24,    10,    0.08,    1,    0．01
    41,    11 1 309,    84,    0．75,    27,    0．24,    29,    0.26,    17,    0.15,    7,    0.06,    4,    0.04
    42,    108 325,    61,    0.56,    16,    0.15,    18,    0.17,    13,    0.12,    11,    0.10,    3,    0.03
    43,    97 723,    41,    0.42,    12,    0.12,    8,    0.08,    14,    0.14,    6,    0．06,    1,    0．01
    44,    89 629,    37,    0．41,    7,    0.08,    12,    0.13,    9,    0.10,    3,    0.03,    6,    0.07
  45—49岁,    376 222,    121,    0．32,    9,    0．02,    20,    0．05,    50,    0．13,    26,    0.07,    16,    0．04
    45,    81 490,    26,    0.32,    6,    0.07,    2,    0.02,    1 1,    0.13,    6,    0.07,    1,    0.01
    46,    80 027,    31,    0.39,    1,0.01,    6,    0．07,    15,    0.19,    4,    0.05,    5,    0.06
    47,    82 663,    18,    0.22,    2,    0.02,     2,    0.02,    6,    0.07,    5,    0.06,    3,    0.04
    48,    80 607,    30,    0.37,-,-,    7,    0.09,    13,    0.16,    4,    0.05,    6,    0．07
    49,    51 435,    16,    0.31,-,-,    3,    0.06,    5,    0.10,    7,    0.14,    1,    0．02
农、林、牧、渔业劳动者,    13 550 915,    1 133 594,    83.65,    539 860,    39.84,    402 781,    29.72,    130 069,    9.60,    40 003,    2.95,    20 881,    1.54
  15—19岁,    2 071 838,    55 829,    26.95,    50 272,    24.26,    5 273,    2.55,    265,    0.13,    16,    0.01,    3,    0．00
    15,    294 761,    245,    0.83,    230,    0.78,    12,    0.04,    2,    0.01,    1,    0.00,-,-
    16,    385 015,    1 165,    3.03,    1 113,    2.89,    51,    0.13,    1,    0.00,-,-,-,-
    17,    423 409,    4 521,    10.68,    4 293,    10.14,    219,    0.52,    7,    0.02,    2,    0.00,-,-
    18,    476 380,    14 224,    29.86,    13 064,    27.42,    1 114,    2.34,    45,    0.09,-,-,    1,    0．00
    19,    492 273,    35 674,    72.47,    31 572,    64.14,    3 877,    7.88,    210,    0.43,    13,    0.03,    2,    0.00
  20—24岁,    2 655 729,    581 286,    218.88,    399 527,    150.44,    155 274,    58.47,    23 596,    8.88,    2 605,    0．98,    284,    0.11
    20,    538 634,    79 706,    147.98,    68 088,    126.41,    10 795,    20.04,    757,    1.41,    60,    0.11,    6,    0．01
    21,    500 574,    106 038,    211.83,    85 077,    169.96,    19 074,    38.10,    1 726,    3.45,    149,    0．30,    12,    0.02
    22,    490 799,    121 428,    247.41,    86 660,    176.57,    30 758,    62.67,    3 667,    7.47,    318,    0.65,    25,    0．05
    23,    567 378,    145 379,    256.23,    92 300,    162.68,    45 209,    79.68,    7 040,    12.41,    758,    1.34,    72,    0.13
    24,    558 344,    128 735,    230.57,    67 402,    120.72,    49 438,    88.54,    10 406,    18.64,    1 320,    2.36,    169,    0.30
  25—29岁,    2 163 772,    323 062,    149.31,    83 047,    38.38,    161 610,    74.69,    60 571,    27.99,    14 675,    6.78,    3 159,    1.46
    25,    573 791,    108 762,    189.55,    41 233,    71.86,    50 818,    88.57,    14 082,    24.54,    2 322,    4.05,    307,    0．54
    26,    627 218,    99 222,    158.19,    25 997,    41.45,    50 912,    81.17,    18 025,    28.74,    3 665,    5.84,    623,    0.99
    27,    358 714,    50 419,    140.55,    8 912,    24.84,    25 909,    72.23,  11 955,    33.33,    2 993,    8.34,    650,    1.81
    28,    262 477,    30 086,    114.62,    3 969,    15.12,    15 357,    58.51,    7 653,    29.16,    2 501,    9.53,    606,    2.31
    29,    341 572,    34 573,    101.22,    2 936,    8.60,    18 614,    54.50,    8 856,    25.93,    3 194,    9.35,    973,    2.85
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    职业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  30—34岁,    2141 161,    131 554,    61.44,    5 519,    2.58,    67 864,    31.69,    34 463,    16.10,    15 226,    7.11,    8 482,    3.96
    30,    341 989,    31 445,    91.95,    1 723,    5.04,    17 197,    50.29,    8 087,    23.65,    3 164,    9.25,    1 274,    3.73
    31,    450 187,    34 598,    76.85,    1 477,    3.28,    18 831,    41.83,    8 809,    19.57,    3 768,    8.37,    1 713,    3.81
    32,    441 383,    27 411,    62.10,    995,    2.25,        14 230,    32.24,    7 120,    16.13,    3 273,    7.42,    1 793,    4.06
    33,    431 949,    20 751,    48.04,    756,    1.75,    10 010,    23.17,    5 605,    12.98,    2 613,    6.05,    1 767,    4.09
    34,    475 653,    17 349,    36.47,    568,    1.19,    7 596,    15.97,    4 842,    10.18,    2 408,    5.06,    1 935,    4.07
  35—39岁,    2 081 009,    35 349,    16.99,    1 194,    0.57,    11 897,    5.72,    9 916,    4.76,    5 967,    2.87,    6 375,    3.06
    35,    458 636,    12 364,    26.96,    407,    0.89,    4 910,    10.71,    3 498,    7.63,    1 850,    4.03,    1 699,    3.70
    36,    437 709,8 944,    20.43,    295,    0．67,    3 1 50,    7.20,    2 559,    5.85,    1 448,    3.31,    1 492,    3.41
    37,    434 175,    6 603,    15.21,    211,    0.49,    2 047,    4.71,    1901,    4.38,    1 178,    2.71,    1 266,    2.92
    38,    373 792,    4 361,    11.67,    160,    0．43,    1 164,    3.11,    1 182,    3.16,    861,    2.30,    994,    2.66
    39,    376 697,    3 077,    8.17,    121,    0.32,    626,    1.66,    776,    2.06,    630,    1.67,    924,    2.45
  40—44岁,    1 423 584,    5 339,    3.75,    243,    0.17,    747,    0.52,    1 089,    0．76,    1 222,    0.86,    2 038,    1.43
    40,    319 265,    1 769,    5.54,    72,    0.23,    287,    0.90,    427,    1.34,    390,    1.22,    593,    1.86
    41,    300 815,    1 354,    4.50,    52,    0.17,    199,    0.66,    276,    0.92,    325,    1.08,    502,    1.67
    42,    289 902,    971,    3.35,    41,    0.14,    114,    0.39,    193,    0.67,    237,    0.82,    386,    1.33
    43,    266 574,    747,    2.80,    44,    0.17,    95,    0.36,    126,    0.47,    163,    0.61,    319,    1.20
    44,    247 028,    498,    2.02,    34,    0.14,    52,    0.21,    67,    0.27,    107,    0.43,    238,    0.96
  45—49岁,    1 013 822,    1 175,    1.16,    58,    0.06,    116,    0.11,    169,    0．17,    292,    0.29,    540,    0.53
    45,    227 874,    370,    1.62,    20,    0.09,    41,    0.18,    41,    0.18,    94,    0.41,    174,    0.76
    46,    210 011,    291,    1.39,    12,    0.06,    28,    0.13,    56,    0.27,    54,    0.26,    141,    0.67
    47,    207 586,    204,    0.98,    11,    0.05,    21,    0.10,    30,    0.14,    50,    0.24,    92,    0．44
    48,    196 240,    174,    0.89,    8,    0.04,    13,    0.07,    33,    0.17,    51,    0.26,    69,    0．35
    49,    172 11 1,    136,    0.79,    7,    0.04,    13,    0.08,    9,    0.05,    43,    0.25,    64,    0.37
生产工人、运输工人和有关人员,    17 271 715,    818 436,    47.39,    739 033,    42.79,    69 600,    4.03,    7 611,    0.44,    1 586,    0.09,    606,    0.04
  15-19岁,    2 350 411,    9 207,    3.92,    8 879,    3.78,    316,    0.13,    10,    0.00,    1,    0.00,    1,    0.00
    15,    137 304,    26,    0.19,    25,    0．18,-,-,    1,    0．01,-,-,-,-
    16,    310 179,    120,    0.39,    114,    0.37,    6,    0.02,-,-,-,-,-,-
    17,    480 570,    514,    1.07,    502,    1.04,    12,    0.02,-,-,-,-,-,-
    18,    662 929,    1 950,    2.94,    1 865,    2.81,    81,    0.12,    3,    0.00,-,-,    1,    0.00
    19,    759 429,    6 597,    8.69,    6 373,    8.39,    217,    0.29,    6,    0.01,    1,    0.00,-,-
  20-24岁,    3 574 442,    390 260,    109.18,    376 216,    105.25,    12 760,    3.57,    1 141,0.32,    126,    0.04,    17,    0.00
    20,    833 283,    23 116,    27.74,    22 341,    26.81,    729,    0.87,    44,    0.05,    2,    0.00,-,-
    21,    712 568,    41 399,    58.10,    40 056,    56.21,    1 258,    1.77,    78,    0.11,    6,    0．01,    1,    0.00
    22,    594 838,    59 268,    99.64,    57 044,    95.90,    2 039,    3.43,    167,    0.28,    16,    0.03,    2,    0.00
    23,    693 766,    119 124,    171.71,    114 879,    165.59,    3 871,    5.58,    340,    0.49,    30,    0.04,    4,    0.01
    24,    739 987,    147 353,    199.13,    141 896,    191.75,    4 863,    6.57,    512,    0.69,    72,    0.10,    10,    0.01
  25—29岁,    3 572 264,    345 485,    96.71,    316 008,    88.46,    25 943,    7.26,    2 917,    0.82,    520,    0.15,    97,    0.03
    25,    901 310,    139 642,    154.93,    132 812,    147.35,    6 069,    6.73,    653,    0.72,    90,    0.10,    18,    0.02
    26,    951 207,    109 343,    114.95,    101 478,    106.68,    6 917,    7.27,    799,    0.84,    134,    0.14,    15,    0.02
    27,    521 581,    43 969,    84.30,    39 110,    74.98,    4 173,    8.00,    558,    1.07,    111,    0.21,    17,    0.03
    28,    540 933,    28 612,    52.89,    24 516,    45.32,    3 615,    6.68,    380,    0.70,    77,    0.14,    24,    0.04
    29,    657 233,    23 919,    36.39,    18 092,    27.53,    5 169,    7.86,    527,    0.80,    108,    0.16,    23,    0.03
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    职业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生率,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  30—34岁,    3 299 624,    58 650,    17.77,    32 174,    9.75,    23 341,    7.07,    2 345,    0.71,    551,    0.17,    239,    0.07
    30,    610 310,    16 472,    26.99,    10 673,    17.49,    5 164,    8.46,    486,    0．80,    115,    0．19,    34,    0.06
    31,    756 943,    15 723,    20.77,    8 847,    11.69,    6 087,    8.04,    586,    0.77,    151,    0.20,    52,    0.07
    32,    671 635,    11 280,    16.79,    5 821,    8.67,    4 832,    7.19,    470,    0.70,    116,    0.17,    41,    0．06
    33,    622 083,    8 377,    13.47,    3 917,    6.30,    3 914,    6.29,    411,    0．66,    83,    0．13,    52,    0.08
    34,    638 653,    6 798,    10.64,    2 916,    4.57,    3 344,    5.24,    392,    0.61,    86,    0．13,    60,    0.09
  35—39岁,    2 437 503,    13 305,    5.46,    5 220,    2.14,    6 754,    2.77,    935,    0.38,    237,    0．10,    159,    0.07
    35,    589 387,    4 951,    8.40,    1974,    3.35,    2 569,    4.36,    288,    0.49,    82,    0.14,    38,    0.06
    36,    522 743,    3 412,6.53,    1 311,    2.51,    1 772,    3.39,    227,0.43,    58,    0.11,    44,    0.08
    37,    485 312,    2 404,    4.95,    949,    1.96,    1 211,    2.50,    168,    0.35,    46,    0.09,    30,    0.06
    38,    422 680,    1 510,    3.57,    572,    1.35,    746,    1.76,    1 34,    0.32,    33,    0.08,    25,    0.06
    39,    417 381,    1 028,    2.46,    414,    0.99,    456,    1.09,    1 18,    0.28,    18,    0．04,    22,    0.05
  40-44岁,    1 315 602,    1 264,    0.96,    494,    0.38,    425,    0．32,    184,    0．14,    99,    0.08,    62,    0.05
    40,    330 128,    499,    1.51,    218,    0.66,    175,    0.53,    61,    0.18,    27,    0.08,    18,    0.05
    41,    296 141,    320,    1.08,    132,    0.45,    119,    0.40,    40,    0.14,    18,    0.06,    11,    0.04
    42,    268 498,    229,    0.85,    82,    0.31,    85,    0.32,    36,    0.13,    14,    0.05,    12,    0.04
    43,    226 389,    140,    0.62,    40,    0.18,    37,    0.16,    30,    0.13,    22,    0.10,    11,    0.05
    44,    194446,    76,    0.39,    22,    0.11,    9,    0.05,    17,    0．09,    18,    0．09,    10,    0.05
  45—49岁,    721 869,    265,    0.37,    42,    0.06,    61,    0.08,    79,    0.1 1,    52,    0.07,    31,    0.04
    45,    170 153,    69,    0.41,    15,    0.09,    17,    0.10,    20,    0.12,    12,    0.07,    5,    0.03
    46,    162 605,    64,    0.39,    9,    0.06,    16,    0．10,    20,    0.12,    11,    0.07,    8,    0.05
    47,    159 777,    63,    0.39,    6,    0.04,    18,    0.11,    19,    0.12,    13,    0.08,    7,    0.04
    48,    148 705,    35,    0.24,    8,    0.05,    6,    0.04,    10,    0．07,    5,    0.03,    6,    0.04
    49,    80 629,    34,    0.42,    4,    0.05,    4,    0.05,    10,    0.12,    11,    0.14,    5,    0．06
不便分类的其他劳动者,    84 308,    5 193,    61.60,    4 621,    54.81,    517,    6.13,    47,    0.56,    7,    0.08,    1,    0．01
  15—19岁,    21 551,    101,    4.69,    99,    4.59,         2,    0.09,-,-,-,-,-,-
    15,    1 195,    1,    0．84,    1,    0.84,-,-,-,-,-,-,-,-
    16,    2 973,-,-,-,-,-,-,-,-,-,-,-,-
    17,    5 048,    5,    0.99,    5,    0.99,-,-,-,-,-,-,-,-
    18,    6 289,    25,    3.98,    25,    3.98,-,-,-,-,-,-,-,-
    19,    6 046,    70,    11.58,    68,    11.25,     2,    0.33,-,-,-,-,-,-
  20—24岁,    26 411,    2 806,    106.24,    2 690,    101.85,    114,    4.32,   2,    0.08,-,-,-,-
    20,    6 519,    247,    37.89,    243,    37.28,    4,    0.61,-,-,-,-,-,-
    21,    5 914,    350,    59.18,    337,    56.98,    12,    2.03,    1,    0．17,-,-,-,-
    22,    4 756,    511,    107.44,    489,    102.82,    22,    4.63,-,-,-,-,-,-
    23,    4 703,    807,    171.59,    776,    165.00,    31,    6.59,-,-,-,-,-,-
    24,    4 519,    891,    197.17,    845,    186.99,    45,    9.96,    1,    0.22,-,-,-,-
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    职业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  25-29岁,    15 685,    1 918,    122.28,    1 685,    107.43,    210,    13.39,    19,    1．21,    4,    0.26,-,-
    25,    4 655,    805,    172.93,    756,    162.41,    45,    9.67,    4,    0.86,-,-,-,-
    26,    4 557,    614,    134.74,    561,    123.11,    45,    9.87,    5,    1.10,    3,    0.66,-,-
    27,    2 135,    215,    100.70,    179,    83.84,    34,    15.93,   2,    0.94,-,-,-,-
    28,    2 087,    159,    76.19,    110,    52.71,    44,    21.08,    5,    2.40,-,-,-,-
    29,    2 251,    125,    55.53,    79,    35.10,    42,    18.66,    3,    1.33,    1,    0.44,-,-
  30-34岁,    10 140,    280,    27.61,    117,    11.54,    146,    14.40,    17,    1.68,-,-,-,-
    30,    2 115,    78,    36.88,    36,    17.02,    38,    17.97,    4,    1.89,-,-,-,-
    31,    2 327,    61,    26.21,    24,    10.31,    33,    14.18,    4,    1.72,-,-,-,-
    32,    2 053,    58,    28.25,    25,    12.18,    31,    15.10,      2,    0.97,-,-,-,-
    33,    1 81 1,    48,    26.50,    22,    12.15,    23,    12.70,    3,    1.66,-,-,-,-
    34,    1 834,    35,    19.08,    10,    5.45,    21,    11.45,    4,    2.18,-,-,-,-
  35—39岁,    6 245,    79,    12.65,    28,    4.48,    43,    6.89,     7,    1.12,    1,    0．16,-,-
    35,    1 591,    30,    1 8.86,    12,    7.54,    14,    8.80,    4,    2.51,-,-,-,-
    36,    1 31 1,    18,    13.73,    4,    3.05,    13,    9.92,-,-,    1,    0.76,-,-
    37,    1 275,    18,    14.12,    7,    5.49,    10,    7.84,    1,    0.78,-,-,-,-
    38,    1 062,    8,    7.53,    3,    2.82,    3,    2.82,     2,    1.88,-,-,-,-
    39,    1 006,     5,    4.97,  2,    1.99,     3,    2.98,-,-,-,-,-,-
  40-44岁,    2 908,    7,    2.41,   2,    0.69,     2,    0.69,    1,    0.34,    1,    0.34,    1,    0.34
    40,    718,    1,    1.39,-,-,-,-,-,-,    1,    1.39,-,-
    41,    684,-,-,-,-,-,-,-,-,-,-,-,-
    42,    568,    4,    7.04,      2,        3.52,-,-,    1,    1.76,-,-,    1,    1.76
    43,    528,-,-,-,-,-,-,-,-,-,-,-,-
    44,    410,     2,    4.88,-,-,    2,    4.88,-,-,-,-,-,-
  45—49岁,    1 368,    2,    1.46,-,-,-,-,    1,    0.73,    1,    0.73,-,-
    45,    356,    2,    5.62,-,-,-,-,    1,    2.81,    1,    2.81,-,-
    46,    339,-,-,-,-,-,-,-,-,-,-,-,-
    47,    282,-,-,-,-,-,-,-,-,-,-,-,-
    48,    217,-,-,-,-,-,-,-,-,-,-,-,-
    49,    174,-,-,-,-,-,-,-,-,-,-,-,-
