44.1981年全国县(不含镇)死亡人口的年龄状况,,,,,,
,,,,,,
,,,,,,
4 8,"    40,369","    23,588","    16,781",    0.77,    0.45,    0．32
4 9,"    38,971","      22,623","    16,348",    0.74,    0.43,    0.31
5 0,"    45,554",26734,"    18,820",    0.87,    0．51,    0.36
5 1,"    45,877","    26,882","    18,995",    0.87,    0.51,    0．36
5 2,"    48,743","    29,088","    19,655",    0．93,    0.55,    0.37
5 3,"    53,289","    31,516","    21,773",    1.01,    0.60,    0.41
5 4,"    53,957","    32,074","    21,883",    1.03,    0.61,    0.42
5 5,"    58,659","    34,803","    23,856",    1.12,    0.66,    0.45
5 6,"    64,646","    38,766","    25,880",    1.23,    0．74,    0．49
5 7,"    67,670","    40,311","    27,359",    1.29,    0.77,    0．52
5 8,"    71,640","    42,723","    28,917",    1.36,    0．81,    0.55
5 9,"    74,812","    44,142","    30,670",    1.42,    0.84,    0．58
6 0,"    88,184",51634,"    36,550",    1.68,    0．98,    0．70
6 1,"    84,282","    49,747","    34,535",    1.61,    0.95,    0．66
6 2,"    90,635","    52,564","    38,071",    1.73,    1.00,    0．73
6 3,"    93,300","    53,832","    39,468",    1.78,    1.03,    0.75
6 4,"    99,437","    57,222","    42,215",    1.89,    1.09,    0．80
6 5,"    102,257","    58,288","    43,969",    1.95,    1.11,    0．84
6 6,"    106,011","    60,034","    45,977",    2.02,    1.14,    0．88
6 7,"    113,688","    64,037","    49,651",    2.17,    1.22,    0.95
6 8,    112，316,"    62,440","    49,876",    2.14,    1.19,    0.95
6 9,"    109,353","    60,074","    49,279",    2.08,    1.14,0.94
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,    死亡人数,,,占死亡人口总合计数的百分比(％),,
    年龄别,,,,,,
,    合计,    男,    女,  合计,    男,    女
(续),,,,,,
7 0,"    124,200","    66,920","    57,280",    2.37,    1.27,    1.09
7 1,"    121,894","    64,717","    57,1 77",    2.32,    1.23,    1.09
7 2,"    133,138","    69,433","    63,705",    2．54,    1.32,    1.21
7 3,122880,"    63,018","    59,862",    2.34,    1.20,    1.14
7 4,"    119,450","    60,251","    59,199",    2.28,    1.1 5,    1.13
7 5,"    120,477","    59,726","    60,751",    2.29,    1.1 4,    1.16
7 6,"    113,962","    55,617","    58,345",    2.17,    1.06,    1.11
7 7,"    109,638",52423,"    57,215",    2.09,    1.00,    1.09
7 8,"    110,422","    51,611","    58,811",    2.10,    0.98,    1.12
7 9,"    96,045","    43,771","    52,274",    1.83,    0．83,    1.00
8 0,"    98,528","    43,687","    54,841",    1.88,    0．83,    1.04
8 1,"    80,324","    34,697","    45,627",    1.53,    0．66,    0.87
8 2,"    70,840","    30,026","    40,814",    1.35,    0.57,    0.78
8 3,"    64,419","    26,634","    37,785",    1.23,    0．51,    0.72
8 4,"    54,585","    21,575","    33,010",    1.04,    0．41,    0.63
8 5,"    45,166","    1 7,381","    27,785",    0.86,    0．33,    0.53
8 6,"    38,246","    14,294","    23,952",    0.73,    0.27,    0.46
8 7,"    29,705","    10,763","    18,942",    0．57,    0．20,    0．36
8 8,"    24,187","    8,327","    15,860",    0.46,    0．16,    0．30
8 9,"    18,773","    6,122","    12,651",    0.36,    0.12,    0.24
9 0,"    14,839","    4,746","    10,093",    0.28,    0.09,    0．19
9 1,"    10,306",3129,"    7,1 77",    0.20,    0.06,    0.14
9 2,"    7,641","    2,231","    5,410",    0.15,    0.04,    0.10
9 3,"    5,513","    1,448","    4,065",    0．11,    0.03,    0．08
9 4,"    3,919","    1,064","    2,855",    0．07,    0．02,    0．05
9 5,"    2,916",    768,"    2,148",    0.06,    0.01,    0.04
9 6,"    2,197",    582,"    1,615",    0．04,    0.01,    0．03
9 7,"    1,494",    371,"    1,123",    0.03,    0．01,    0.02
9 8,"    1,084",    293,    791,    0．02,    0．01,    0.02
9 9,    564,    130,    434,    0．01,-,    0.01
1 0 0,    468,    153,    315,    0．01,-,    0．01
1 0 1,    183,    53,    130,-,-,-
1 0 2,    158,    45,    113,-,-,-
1 0 3,    92,    37,    55,-,-,-
1 0 4,    80,    27,    53,-,-,-
