,,,,,,,,,,,,,,,,,,
表7-9全国各职业大类人口分年龄、性别的婚姻状况,,,,,,,,,,,,,,,表7-9全国各职业大类人口分年龄、性别的婚姻状况(续16),,,
,,,,,,,,,,,,,,,    单位：人,,,
单位：人,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,    职业和,    离婚,,
    职业和,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    年龄别,,,
    年龄别,,,,,,,,,,,,,,,,    小计,    男,    女
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,总计,    3 904 193,    2 900 789,    1 003 404
    18,    239 332,    80 621,    158 711,    234 516,    78 633,    155 883,    4 765,    1 959,    2 806,    9,    7,    2,,,    19,    102,    46,    56
    19,    450 651,    157 355,    293 296,    432 947,    150 522,    282 425,    17 587,    6 780,    10 807,    15,    7,    8,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,表7-9全国各职业大类人口分年龄、性别的婚姻状况(续18),,,
单位：人,,,,,,,,,,,,,,,    单位：人,,,
,,,,,,,,,,,,,,,,,,
    职业和,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    职业和,    离婚,,
    年龄别,,,,,,,,,,,,,,,    年龄别,,,
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,,    小计,    男,    女
  20—24岁,    5 163 608,    2 434 840,    2 728 768,    3 341 107,    1 697 432,    1 643 675,    1 814 542,    734 389,    1 080 153,    1 412,    584,    828,,,  20-24岁,    6 547,    2 435,    4 112
    20,    683 097,    260 524,    422 573,    619 112,    240 158,    378 954,    63 658,    20 241,    43 417,    48,    21,    27,,,    20,    279,    104,    175
    21,    937 250,    393 401,    543 849,    772 316,    341 175,    431 141,    164 229,    51 967,    112 262,    150,    58,    92,,,    21,    555,    201,    354
    22,    1 024 767,    477 187,    547 580,    731 515,    368 225,    363 290,    291 977,    108 533,    183 444,    215,    77,    138,,,    22,    1 060,    352,    708
    23,    1 106 205,    562 815,    543 390,    623 957,    365 916,    258 041,    480 278,    196 150,    284 128,    346,    137,    209,,,    23,    1 624,    612,    1 012
    24,    1 412 289,    740 913,    671 376,    594 207,    381 958,    212 249,    814 400,    357 498,    456 902,    653,    291,    362,,,    24,    3 029,    1 166,    1 863
  25—29岁,    7 1 19 386,    3 704 343,    3 415 043,    1 071 227,    727 901,    343 326,    6 004 856,    2 959 763,    3 045 093,    7 369,    2 643,    4 726,,,  25—29岁,    35 934,    14 036,    21 898
    25,    1 557 802,    827 651,    730 151,    434 058,    296 284,    137 774,    1 117 685,    528 998,    588 687,    1 094,    446,    648,,,    25,    4 965,    1 923,    3 042
    26,    1 785 039,    929 356,    855 683,    306 108,    211 056,    95 052,    1 469 631,    714 678,    754 953,    1 549,    574,    975,,,    26,    7 751,    3 048,    4 703
    27,    1 897 422,    994 855,    902 567,    204 999,    139 476,    65 523,    1 680 367,    850 639,    829 728,    2 048,    746,    1 302,,,    27,    10 008,    3 994,    6 014
    28,    1 062 356,    552 995,    509 361,    81 399,    53 577,    27 822,    972 670,    496 190,    476 480,    1 441,    501,    940,,,    28,    6 846,    2 727,    4 1 19
    29,    816 767,    399 486,    417 281,    44 663,    27 508,    17 1 55,    764 503,    369 258,    395 245,    1 237,    376,    861,,,    29,    6 364,    2 344,    4 020
  30—34岁,    5 208 420,    2 626 067,    2 582 353,    111 740,    60 885,    50 855,    5 039 875,    2 545 110,    2 494 765,    11 880,    3 827,    8 053,,,  30—34岁,    44 925,    16 245,    28 680
    30,    933 393,    462 189,    471 204,    33 408,    19 766,    1 3 642,    890 521,    439 120,    451 401,    1 680,    523,    1 157,,,    30,    7 784,    2 780,    5 004
    31,    872 004,    435 335,    436 669,    22 958,    12 885,    10 073,    839 442,    418 988,    420 454,    1 809,    570,    1 239,,,    31,    7 795,    2 892,    4 903
    32,    1 167 282,    591380,    575 902,    22 450,    12 062,    10 388,    1 132 403,    574 855,    557 548,    2 568,    828,    1 740,,,    32,    9 861,    3 635,    6 226
    33,    1 140 604,    582 427,    558 177,    17 981,    9 058,    8 923,    1 109 808,    568 830,    540 978,    2 802,    918,    1 884,,,    33,    10 013,    3 621,    6 392
    34,    1 095 137,    554 736,    540 401,    14 943,    7 114,        7 829,    1 067 701,    543 317,    524 384,    3 021,    988,    2 033,,,    34,    9 472,    3 317,    6 155
  35-39岁,    4 702 370,    2 401 590,    2 300 780,    47 355,    21 994,    25 361,    4 594 031,    2 359 103,    2 234 928,    20 204,    6 389,    13 815,,,  35-39岁,    40 780,    14 104,    26 676
    35,    1 148 540,    583 298,    565 242,    13 451,    6 215,    7 236,    1 121 183,    572 283,    548 900,    3 662,    1 196,    2 466,,,    35,    10 244,    3 604,    6 640
    36,    1 034 911,    517 207,517 704,    11 027,    5 093,    5 934,    1 010 864,    507 789,    503 075,    3 854,    1 161,    2 693,,,    36,    9 166,    3 164,    6 002
    37,    895 821,    454 421,    441 400,    8 661,    3 995,    4 666,    875 257,    446 436,    428 821,    4 006,    1 310,    2 696,,,    37,    7 897,    2 680,    5 217
    38,    858 069,    443 172,    414 897,    7 795,    3 611,    4 184,    838 818,    435 834,    402 984,    4 261,    1 301,    2 960,,,    38,    7 195,    2 426,    4 769
    39,    765 029,    403 492,    361 537,    6 421,    3 080,    3 341,    747 909,    396 761,    351 148,    4 421,    1 421,    3 000,,,    39,    6 278,    2 230,    4 048
  40-44岁,    3 731 432,    2 110 568,  1 620 864,    26 663,    14 759,    11 904,    3 641 583,    2 072 001,    1 569 582,    32 876,    11 622,    21 254,,,  40—44岁,    30 310,    12 186,    18 124
    40,    842 539,    465 327,    377 212,    6 621,    3 296,    3 325,    823 557,    457 452,    366 105,    5 605,    1 984,    3 621,,,    40,    6 756,    2 595,    4 161
    41,    741 297,    415 469,    325 828,    5 731,    2 983,    2 748,    723 585,    408 112,    31 5 473,    5 819,    2 009,    3 810,,,    41,    6 162,    2 365,    3 797
    42,    730 81 1,    415 249,    315 562,    5 182,    2 855,    2 327,    713 146,    407 657,    305 489,    6 483,    2 337,    4 146,,,    42,    6 000,    2 400,    3 600
    43,    728 535,    417 657,    310 878,    4 772,    2 820,    1 952,    710 647,    409 881,    300 766,    7 255,    2 537,    4 718,,,    43,    5 861,    2 419,    3 442
    44,    688 250,    396 866,    291 384,    4 357,    2 805,    1 552,    670 648,    388 899,    281 749,    7 714,    2 755,    4 959,,,    44,    5 531,    2 407,    3 124
  45—49岁,    3 260 520,    1 938 583,    1 321 937,    18 027,    13 283,    4 744,    3 163 508,    1 893 145,    1 270 363,    53 932,    20 120,    33 812,,,  45—49岁,    25 053,    12 035,    13 018
    45,    658 021,    381 998,    276 023,    4 073,    2 736,    1 337,    639 827,    373 749,    266 078,    8 783,    3 142,    5 641,,,    45,    5 338,    2 371,    2 967
