表7—14  全国市按丈夫年龄和夫妻年龄差分的妻子人数(第二口径),,,,,,,,,,,,,,,,,,,,,,,,
  21,-,-,-,-,    17,    102,    522,    1 947,    6 168,    14 195,    21 569,,,  22,    27 389,    18 668,    8 651,    3 541,    1 640,    517,    229,    146,    64,    483
  22,-,-,-,    11,    104,    490,    1 855,    6 407,    19 732,    36 507,    39084,,,  23,    54 198,    28 402,    12 629,    5 436,    1 306,    572,    299,    120,    95,    462
  23,-,-,    17,    90,    394,    1 580,    5 592,    19 002,    45 736,    60 776,    65 978,,,  24,    88 748,    45 502,    20 176,    4 521,    1 598,    881,    393,    285,    165,    631
  24,-,    12,    71,    338,    1 417,    5 121,    18 227,    50 285,    78 849,    105 212,    13 1 146,,,  25-29岁,    576 958,    223 891,    83 733,    31 827,    12 508,    5 467,    2 989,    1 710,    1 185,    4 955
25-29岁,    1 676,    3 551,    11 071,    27 972,    66 701,    150 906,    305 275,    564 026,    913 037,    1 140 659,    1 081 433,,,  25,    121 100,      60 748,    14 688,    4 721,    2 275,    874,    547,    342,    264,    1 014
  25,    13,    54,    274,    1 040,    3 720,    13 848,    40 521,    71 469,    1 12 421,    176 925,    188 283,,,  26,    182 583,    48 771,    16 513,    7 661,    2 407,    1 236,    647,    372,    267,    1 317
  26,    67,    215,    781,    2 656,    9 806,    30 083,    56 698,    99 556,    182 553,    242 546,    269 750,,,  27,    126 779,    47 790,    24 139,    7 721,    3 682,    1 436,    793,444,    292,    1 261
  27,    264,    628,    2 127,    7 158,    21 103,    41 530,    78 002,    154 129,    236 709,    351 381,    370 356,,,  28,    62 159,    33 946,    12 193,    5 732,    2 026,    917,    511,    278,    168,    760
  28,    474,    954,    3 257,    8 598,    16 321,    30 865,    62 324,    108 179,    181 819,    235 846,    130 996,,,  29,    84 337,    32 636,    16 200,    5 992,    2 118,    1 004,    491,    274,    194,    603
  29,    858,    1 700,    4 632,    8 520,    15 751,    34 580,    67 730,    130 693,    199 535,    133 961,    122 048,,,30-34岁,    684 034,    308 203,    123 950,    44 999,    18 040,    8 271,    4 026,    2 263,    1 232,    4138
30-34岁,    42 509,    38 892,    73 391,    140 707,    237 791,    380004,    578 831,    799 827,    1 006 938,    1 215 335,    1195 520,,,  30,    99 439,    54 851,    21 284,    7 429,    3 207,    1 443,    688,    448,    299,    837
  30,    2 535,    4 048,    7 384,    13 597,    29 475,        59 445,    123 855,    209 025,    159 081,    177 398,    195 566,,,  31,    130 081,    55 032,    22 249,    8 734,    3 491,    1 546,    840,    514,    279,    842
  31,    4 696,    4 977,    9 020,    18 456,    35 940,    76 605,    139 630,    119 325,    151 693,    212 319,    186 781,,,  32,    160 071,    66 974,    29 362,    10 492,    4 056,    2 054,    1 063,    569,    245,    884
  32,    9 167,    7 997,    15 847,    30 524,    63 637,    119 164,    110 789,    151 729,    239 622,    250 682,    294 420,,,  33,    143 677,    67 345,    26 595,    9 156,    3 896,    1 771,    825,    397,    205,    824
  33,    11121,    9 997,    18 418,    37 022,    69 144,    67 344,    97 196,    167 747,    204 783,    299 255,    267 111,,,  34,    150 766,    64 001,    24 460,    9 188,    3 390,    1 457,    610,    335,    204,    751
  34,    14 990,    1 1 873,    22 722,    41 108,    39 595,    57 446,    107 361,    1 52 001,    251 759,    275 681,    251 642,,,35-39岁,    645 353,    279 195,    107 307,    36 297,    12 636,    4 994,    2 524,    1 611,    1 051,    3 994
35-39岁,    116 951,    59 461,    85 307,    124 767,    211 110,    366 153,    601 615,    910 680,    1 164 703,    1314 477,    1 167 081,,,  35,    158 267,    67 069,    27 394,    9 104,    3 506,    1 176,    627,    400,    258,    974
  35,    20 674,    15 916,    28 003,    26 318,    36 764,    72 095,    110 869,    206 711,    256 647,    291 435,    287 681,,,  36,    141 488,    64 754,    23 484,    8 333,    2 616,    1 126,    559,    330,    226,    900
  36,    24 471,    17 140,    15 825,    21 715,    42 396,    67 148,    134 969,    183 316,    239 892,    298 304,    263 660,,,  37,    129 462,    53 258,    22 195,    6 898,    2 395,    1 004,    457,    328,    190,    880
  37,    26 660,    9 683,    12 353,    23 938,    38 309,    79 597,    115 143,    166 870,    239 739,    266 807,    224 704,,,  38,    112 573,    54 191,    18 367,    6 341,    2 161,    877,    457,    287,    186,    673
  38,    24 739,    7 758,    15 003,    24 074,    49 667,    75 273,    117 222,    185 938,    233 984,    241 741,    214 012,,,  39,    103 563,    39 923,    15 867,    5 621,    1 958,    811,    424,    266,    191,    567
  39,    20 407,    8 964,    14 123,    28 722,    43 974,    72 040,    123 412,    167 845,    194 441,    216 190,    177 024,,,40-44岁,    323 188,    145 388,    59 884,    23 513,    10 192,    5 092,    2 873,    1 848,    1 053,    2 463
40-44岁,    114 169,    60 221,    104 061,    169 550,    273 962,    421 593,    585 725,    717 573,    797 939,    772 300,    626 690,,,  40,    87 561,    40 178,    17 049,    6 313,    2 432,    1075,    624,    465,    332,    656
  40,    22 929,    10 331,    20 823,    31 241,    51 174,    93 089,    134 573,    171 458,    211 195,    207 007,    185 658,,,  41,    68 721,    32 262,    12 967,    4 861,    1 944,    982,    642,    511,    228,    510
  41,    20 259,    11 516,    17 595,    28 572,    52 987,    83 260,    114 977,    147 200,    157 635,    170 655,    124 154,,,  42,    63 978,    28 032,    10 906,    4 097,    1 843,    1 056,    680,    356,    182,    463
  42,    21 712,    11 230,    18 464,    34 538,    55 400,    82 261,    113 920,    133 103,    163 428,    140 889,    115 001,,,  43,    55 335,    23 857,    9 680,    4 063,    1 937,    1 141,    550,    262,    163,    440
  43,    23 963,    12 428,    23 468,    37 955,    58 260,    85 579,    108 597,    146 399,    140 019,    134 568,    110 400,,,  44,    47 593,    21 059,    9 282,    4 179,    2 036,    838,    377,    254,    148,    394
  44,    25 306,    14 716,    23 711,    37 244,    56 141,    77 404,    113 658,    119 413,    125 662,    119 181,    91 477,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
表7-14全国市按丈夫年龄和夫妻年龄差分的妻子人数(第二口径)(续01),,,,,,,,,,,,,,  表7-14全国市按丈夫年龄和夫妻年龄差分的妻子人数(第二口径)(续04),,,,,,,,,,
    单位：人,,,,,,,,,,,,,,    单位：人,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,    丈夫年龄与 妻子年龄之差,,,,,,,,,,,,,,    丈夫年龄与 妻子年龄之差,,,,,,,,,
    丈夫年龄别,,,,,,,,,,,,,,    丈夫年龄别,,,,,,,,,,
,  10岁及以上,    9岁,    8岁,    7岁,    6岁,    5岁,    4岁,    3岁,    2岁,    1岁,    0岁,,,,    -1岁,    -2岁,    -3岁,    -4岁,    -5岁,    -6岁,    -7岁,    -8岁,    -9岁,  -10岁及以上
45-49岁,    168 460,    89 968,    139 770,    211 449,    302 251,    407 088,    477 554,    517 984,    514 155,    467 358,    366 983,,,45-49岁,    203 860,    102 463,    47 764,    21 010,    9 557,    4 630,    2 686,    1 661,    1 058,    2 410
  45,    28 048,    15 941,    24 831,    38 264,    53 919,    86 652,    98 079,    110 494,    114 794,    103 117,    77 987,,,  45,    40 389,    19 713,    9 263,    4 138,    1 787,    699,    407,    270,    162,    439
  46,    31 150,    16 643,    26 054,    38 061,    63 256,    77 179,    92 971,    106 311,    103 361,    90 970,    69 216,,,  46,    37 244,    19 445,    9 409,    3 838,    1 515,    791,    446,    301,    216,    430
  47,    33 441,    17 138,    25 527,    44 349,    57 229,    76 313,    94 772,    100 987,    99 541,    87 451,    70 294,,,  47,    41 773,    21 834,    9 570,    3 757,    1 804,    876,    554,    350,    221,    506
  48,    36 542,    17 564,    31 506,    43 276,    61 100,    82 988,    96 119,    101 438,    97 490,    90 638,    74 456,,,  48,    43 650,    21 595,    9 346,    4 263,    2 085,    1 069,    591,    358,    227,    507
  49,    39 279,    22 682,    31 852,    47 499,    66 747,    83 956,    95 613,    98 754,    98 969,    95 182,    75 030,,,  49,    40 804,    19 876,    10 176,    5 014,    2 366,    1 195,    688,    382,    232,    528
50-54岁,    245 714,    116 230,    169 561,    238 598,    313 851,    392 186,    454 365,    483 844,    481 017,    434 332,    348 835,,,50-54岁,    206 969,    118 802,    65 488,    33 624,    17 841,    9 122,    4 949,    2 995,    1 826,    3 599
  50,    44 172,    21 992,    33 522,    49 063,    63 644,    79 555,    88 533,    95 964,    100 269,    90 443,    69 193,,,  50,    38 649,    21 465,    11 041,    5 524,    2 889,    1 414,    806,    485,    368,    630
  51,    45 655,    22 246,    33 494,    46 289,    61 350,    74 658,    88 287,    96 744,    95 382,    86 566,    67 991,,,  51,    40 471,    22 015,    12 130,    6 080,    3 220,    1 710,    889,    580,    378,    663
  52,    50 633,    24 900,    35 064,    48 933,    63 521,    78 870,    94 305,    100 852,    98 677,    86 446,    69 816,,,  52,    40 574,    24 414,    13 239,    7 087,      3 679,    1 806,    1 055,    631,    371,    787
  53,    52 467,    23 837,    34 369,    47 762,    62 447,    80 779,    94 150,    98 032,    92 877,    85 714,    69 090,,,  53,    43 452,    25 031,    14 207,    7 771,    3 699,    1818,    1 096,    613,    381,    795
  54,    52 787,    23 255,    33 112,    46 551,    62 889,    78 324,    89 090,    92 252,    93 812,    85 163,    72 745,,,  54,    43 823,    25 877,    14 871,    7 162,    4 354,    2 374,    1 103,    686,    328,    724
55-59岁,    257 110,    1 18 789,    171 425,    230 361,    289 698,    347 825,    391 71 1,    413 298,    406 541,    369 138,    304 220,,,55--59岁,    201 243,    134 341,    82 362,    43 851,    20 979,    9 786,    5 381,    3 019,    1 983,    3 767
  55,    51 411,    22 132,    32 264,    45 440,    59 749,    74 119,    83 528,    90 398,    90 381,    85 960,    71 004,,,  55,    42 184,    26 322,    15 512,    8 751,    4 647,    2 077,    1 121,    536,    376,    695
  56,    51 095,   22 480,    33 688,    46 542,    60 636,    73 001,    84 184,    88 747,    91 371,    81 241,    66 010,,,  56,    44 530,    28 413,    16 721,    9 593,    4 384,    2 094,    1 082,    643,    391,    845
  57,    50 999,    23 544,    34 699,    47 421,    60 019,    72 391,    81 396,    86 653,    82 023,    75 783,    65 058,,,  57,    40 664,    27 766,    18 562,    8 784,    4 373,    1 950,    1 095,    653,    449,    815
  58,    49 272,    23 431,    34 095,    44 803,    55 752,    63 938,    72 065,    75 604,    74 982,    69 009,    53 151,,,  58,    36 980,    27 829,    15 212,    8 633,    3 845,    1 794,    1 058,    630,    371,    738
  59,    54 333,    27 202,    36 679,    46 155,    53 542,    64 376,    70 538,    71 896,    67 784,    57 145,    48 997,,,  59,    36 885,    24 011,    16 355,    8 090,    3 730,    1 871,    1 025,    557,    396,    674
60-64岁,    286 852,    128 002,    162 764,    196 004,    221 123,    244 196,    255 898,    249 938,    240 103,    227 903,    199 455,,,60-64岁,    138 011,    99 683,    60 323,    33 395,    18 474,    9 752,    5 071,    2 714,    1 661,    2 983
  60,    57 800,    28 304,    36 872,    45 059,    54 996,    63 704,    67 040,    67 441,    59 030,    54 673,    51 847,,,,,,,,,,,,,
  61,    53 223,    25 883,    32 825,    41 017,    48 433,    54 058,    57 085,    52 006,    49 534,    53 015,    43 578,,,  60,    35 534,    26 611,    13 463,    6 764,    4 142,    2 343,    1 132,    614,    437,    683
  62,    59 971,    25 903,    33 875,    41 331,    45 980,    51 268,    50 815,    49 977,    53 171,    43 800,    37 873,,,  61,    29 076,    17 849,    12 692,    7 971,    4 109,    2 059,    1 136,    664,    366,    626
  63,    57 242,    24 175,    30 486,    35 208,    38 387,    39 605,    43 675,    42 875,    37 640,    41 098,    35 296,,,  62,    27 184,    21 193,    13 192,    6 816,    3 561,    1 840,    1 116,    558,    319,    601
  64,    58 616,    23 737,    28 706,    33 389,    33 327,    35 561,    37 283,    37 639,    40 728,    35 317,    30 861,,,  63,    23 986,    17 275,    10 464,    5 434,    3 500,    2 058,    995,    462,    264,    555
65-69岁,    268 488,    91 982,    106 988,    116 800,    122 599,    134 110,    139 818,    139 764,    135 731,    130 795,    114 886,,,  64,    22 231,    16 755,    10 512,    6 410,    3 162,    1 452,    692,    416,    275,    518
  65,    59 271,    22 530,    27 560,    27 705,    27 941,    33 444,    35 394,    36 485,    32 665,    33 435,    30 620,,,65-69岁,    83 794,    61 968,    37 294,    19 220,    10 314,    5 399,    3 083,    1 740,    1 043,    1 803
  66,    56 516,    20 409,    21 839,    24 367,    28 368,    30 727,    32 225,    29 796,    30 583,    31 372,    27 457,,,  65,    22 571,    16 407,    10 201,    4 899,    2 365,    1 071,    717,    423,    264,    433
  67,    50 998,    16 379,    19 290,    23 089,    23 749,    26 704,    24 935,    25 998,    27 784,    26 263,    20 407,,,  66,    18 491,    14 467,    8 202,    3 952,    2 273,    1 254,    656,    359,    224,    427
  68,    51 895,    16 532,    20 344,    21 789,    23 615,    22 810,    24 882,    26 204,    26 270,    20 309,    18 518,,,  67,    14 747,    1 1 061,    6 646,    3 587,    2 027,    1 021,    580,    359,    197,    344
  69,    49 808,    16 132,    17 955,    19 850,    18 926,    20 425,    22 382,    21 281,    18 429,    19 416,    17 884,,,  68,    15 030,    10 922,    6 682,    3 718,    1 767,    1 013,    571,    319,    189,    331
,,,,,,,,,,,,,,  69,    12 955,    9 11 1,    5 563,    3 064,    1 882,    1 040,    559,    280,    169,    268
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
    单位：人,,,,,,,,,,,,,,    单位：人,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,    丈夫年龄与 妻子年龄之差,,,,,,,,,,,,,,    丈夫年龄与 妻子年龄之差,,,,,,,,,
    丈夫年龄别,,,,,,,,,,,,,,    丈夫年龄别,,,,,,,,,,
,  10岁及以上,    9岁,    8岁,    7岁,    6岁,    5岁,    4岁,    3岁,    2岁,    1岁,    0岁,,,,  -1岁,  -2岁,  -3岁,  -4岁,    -5岁,    -6岁,    -7岁,    -8岁,    -9岁,  -10岁及以上
70-74岁,    197 953,    53 256,    57 644,    59 476,    60 978,    65 803,    67 699,    66 086,    66 280,    61 442,    52 159,,,70-74岁,    37 038,    27 911,    17 556,    9 926,    5 534,    2 946,    1 484,    835,    475,    856
  70,    47 295,    14 032,    16 019,    15 823,    16 617,    17 757,    18 412,    17 301,    18 427,    17 699,    14 908,,,  70,    10 112,    7 805,    5 522,    3 109,    1 632,    926,    426,    258,    152,    267
  71,    41 107,    12 151,    12 346,    12 777,    12 773,    14 554,    14 742,    15 670,    14 858,    13 792,    11 245,,,  71,    8 716,    6 935,    4 074,    2 130,    1 292,    630,    313,    185,    115,    197
  72,    39 794,    9 921,    10 342,    11 610,    12 132,    12 455,    13 691,    13 027,    12 859,    11 575,    10 414,,,  72,    7 600,    5 244,    2 782,    1 700,    1 050,    567,    311,    186,    80,    162
  73,    36 650,    8 934,    9 977,    10 509,    10 319,    11 498,    11 460,    11 109,    11 057,    10 442,    8 958,,,  73,    5 686,    3 587,    2 820,    1 721,    820,    465,    254,    114,    74,    128
  74,    33 107,    8 218,    8 960,    8 757,    9 137,    9 539,    9 394,    8 979,    9 079,    7 934,    6 634,,,  74,    4 924,    4 340,    2 358,    1 266,    740,    358,    180,    92,    54,    102
75-79岁,    121 549,    25 092,    26 864,    27 044,    26 159,    26 455,    26 866,    25 997,    24487,    24 018,    20 750,,,75-79岁,    14 931,    10 083,    6 630,    3 755,    1 836,    817,    400,    246,    142,    221
  75,    30 176,    7 150,    7 262,    7 866,    7 688,    7 735,    7 743,    7 099,    6 003,    6 649,    6 037,,,  75,    4 866,    2 967,    2 048,    1 236,    607,    264,    132,    76,    36,    77
  76,    29 461,    6 165,    7 148,    7 296,    6 993,    6 672,    6 243,    6 258,    6 709,    6 139,    5 546,,,  76,    3 840,    2 655,    1 789,    1 035,    500,    237,    101,    69,    41,    61
  77,    23 589,    5 047,    5 326,    4 820,    4 494,    4 797,    5 166,    5 177,    4 912,    5 048,    3 933,,,  77,    2 685,    1 839,    1 251,    701,    261,    128,    89,    44,    24,    34
  78,    20 543,    3 693,    3 850,    3 822,    3 782,    3 867,    4 293,    4 042,    4 026,    3 437,    2 930,,,  78,    2 050,    1 527,    859,    439,    247,    123,    47,    30,    24,    31
  79,    17 780,    3 037,    3 278,    3 240,    3 202,    3 384,    3 421,    3 421,    2 837,    2 745,    2 304,,,  79,    1 490,    1 095,    683,    344,    221,    65,    31,    27,    17,    18
80-84岁,    49 857,    8 141,    8 290,    8 012,    7 509,    7 874,    7 769,    6 940,    6 555,    5 836,    5 084,,,80-84岁,    3 484,    2 462,    1 408,    783,    417,    173,    83,    51,    25,    19
  80,    14 781,    2 507,    2 650,    2 736,    2 453,    2 686,    2 913,    2 364,    2 235,    1 850,    1 595,,,  80,    1 309,    912,    490,    290,    145,    67,    34,    29,        17,    8
  81,    11 667,    2 012,    2 063,    1 905,    1 840,    2 111,    1 888,    1 639,    1 593,    1 586,    1 455,,,  81,    861,    559,    345,    192,    117,    47,    26,    7,    4,    3
  82,    9 437,    1 595,    1 527,    1 406,    1 552,    1 288,    1 188,    1 293,    1 257,    1 078,    905,,,  82,    586,    472,    285,    138,    74,    36,    15,    9,    2,    5
  83,    7 541,    1 176,    1 136,    1 157,      920,    1 010,    1 041,    963,    846,    781,    665,,,  83,    435,    322,    176,    107,    54,    14,    6,    2,2,    1
  84,    6 431,    851,    914,    808,    744,    779,    739,    681,    624,    541,    464,,,  84,    293,    197,    112,    56,    27,    9,     2,    4,-,    2
85-89岁,    1 5 140,    1 778,    1 738,    1 542,    1 489,    1 475,    1 443,    1 208,    1 101,    960,    796,,,85-89岁,    461,    326,    158,    72,    29,    10,    4,    2,-,    3
  85,    4 875,    716,    634,    554,    542,    585,    571,    441,    418,    398,    337,,,  85,    173,    133,    70,    36,    14,    2,    1,    1,-,    1
  86,    3 630,    416,    398,    432,    392,    387,    346,    336,    315,    244,    163,,,  86,    122,    86,    52,    23,    10,    3,    1,    1,-,    1
  87,    2 860,    281,    313,    253,    294,    231,    267,    223,    174,    149,    130,,,  87,    74,    55,    20,    8,    2,    1,    2,-,-,    1
  88,    2 213,    212,    252,    204,    169,    154,    165,    124,    117,    106,    118,,,  88,    66,    33,    12,    4,    2,    3,-,-,-,-
  89,    1 562,    153,    141,    99,    92,    118,    94,    84,    77,    63,    48,,,  89,    26,    19,    4,    1,    1,    1,-,-,-,-
90-94岁,    2 183,    175,    155,    138,    157,    148,    118,    91,    77,    69,    47,,,90-94岁,    20,    13,    6,    3,    7,    1,-,-,-,-
  90,    931,    78,    72,    62,    82,    64,    51,    46,    41,    31,    25,,,  90,    10,    4,    3,    1,    4,-,-,-,-,-
  91,    488,    40,    33,    37,    31,    35,    32,    23,    19,    20,    14,,,  91,    5,    2,    1,    1,    1,-,-,-,-,-
  92,    381,    35,    22,    24,    25,    26,    22,    12,    9,    11,    3,,,  92,    2,    4,    1,-,    2,-,-,-,-,-
  93,    228,    12,    20,    10,    11,    16,    9,    7,    6,    3,    3,,,  93,    1,    2,-,-,-,    1,-,-,-,-
  94,    155,    10,    8,    5,    8,    7,    4,    3,    2,    4,    2,,,  94,    2,    1,    1,    1,-,-,-,-,-,-
95-99岁,    279,    18,    9,    11,    4,    6,    8,    5,    3,    4,    2,,,95-99岁,    1,    2,-,-,-,-,-,-,-,-
  95,    104,    6,    1,    3,   -,    3,    2,    -,    1,    1,-,,,  95,    1,    1,-,-,-,-,-,-,-,-
  96,    75,    7,    2,    4,    3,    1,    2,    3,-,-,-,,,  96,-,    1,-,-,-,-,-,-,-,-
  97,    37,    2,    1,    1,    1,    1,    1,-,    1,-,-,,,  97,-,-,-,-,-,-,-,-,-,-
  98,    35,    3,2,2,-,1,-,-,1,3,2,,,  98,-,-,-,-,-,-,-,-,-,-
  99,    28,-,    3,    1,-,-,    3,    2,-,-,-,,,  99,-,-,-,-,-,-,-,-,-,-
100岁及以上,    9,-,-,-,-,-,    1,-,    2,-,    1,,,100岁及以上,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
