表7—7  全国镇15岁及15岁以上人口分年龄和文化程度的婚姻状况(第二口径),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,表7-7全国镇15岁及15岁以上人口分年龄和文化程度的,,,
        单位：人,,,,,,,,,,,,,,,    婚姻状况(第二口径)(续13)单位：人,,,
,,,,,,,,,,,,,,,,,,
    文化程度,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    文化程度,    离婚,,
    和年龄别,,,,,,,,,,,,,,,    和年龄别,,,
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,,    小计,    男,    女
  25—29岁,    203 860,    53 971,    149 889,    30 395,    23 596,    6 799,    170 473,    29 058,    141 415,    804,    191,    613,,,  25—29岁,    2 188,    1 126,    1 062
    25,    39 519,    11 939,    27 580,    8 603,    6 306,    2 297,    30 402,    5 416,    24 986,    107,    34,    73,,,    25,    407,    183,    224
    26,    42 046,    11 854,    30 192,    7 455,    5 733,    1 722,    33 986,    5 867,    28 119,    148,    36,    1 12,,,    26,    457,    218,    239
    27,    50 494,    12 966,    37 528,    6 961,    5 498,    1 463,    42 798,    7 137,    35 661,    197,    50,    147,,,    27,    538,    281,    257
    28,    38 915,    9 226,    29 689,    4 197,    3 402,    795,    34 089,    5 538,    28 551,    181,    36,    145,,,    28,    448,    250,      198
    29,    32 886,    7 986,    24 900,    3 179,    2 657,    522,    29 198,    5 100,    24 098,    171,    35,    136,,,    29,    338,    194,    144
  30—34岁,    361 312,    85 519,    275 793,    21 819,    19 379,    2 440,    333 006,    63 353,    269 653,    2 641,    536,    2 105,,,  30-34岁,    3 846,    2 251,    1 595
    30,    48 872,    12 411,    36 461,    4 179,    3 575,    604,    43 732,    8 392,    35 340,    284,    66,    218,,,    30,     677,    378,    299
    31,    56 623,    14 263,        42 360,    4 109,    3 600,    509,    51 516,    10 183,    41 333,    361,    85,    276,,,    31,    637,    395,    242
    32,    82 141,    20 092,    62 049,    4 945,    4 418,    527,    75 714,    15 019,    60 695,    570,    120,    450,,,    32,    912,    535,    377
    33,    85 126,    19 095,    66 031,    4 384,    3 959,    425,    79 284,    14 536,    64 748,    669,    135,    534,,,    33,    789,    465,    324
    34,    88 550,    19 658,    68 892,    4 202,    3 827,    375,    82 760,    15 223,    67 537,    757,    130,    627,,,    34,    831,    478,    353
  35—39岁,    522 309,    122 805,    399 504,    22 225,    20 514,    1 711,    488 031,    98 196,    389 835,    7 019,    1 229,    5 790,,,  35—39岁,    5 034,    2 866,    2 168
    35,    104 579,    23 338,    81 241,    4 947,    4 521,    426,    97 541,    18 065,    79 476,    1 052,    193,    859,,,    35,    1 039,    559,    480
    36,    105 863,    23 573,    82 290,    4 555,    4 159,    396,    99 096,    18 639,    80 457,    1 208,    205,    1 003,,,    36,    1 004,    570,    434
    37,    106 820,    25 104,    81 716,    4 389,    4 077,    312,    99 969,    20 179,    79 790,    1 444,    262,    1 182,,,    37,    1 018,    586,    432
    38,    109 253,    26 834,    82 419,    4 444,    4 131,    313,    102 091,    21 819,    80 272,    1 663,    277,    1 386,,,    38,    1 055,    607,    448
    39,    95 794,    23 956,    71 838,    3 890,    3 626,    264,    89 334,    19 494,    69 840,    1 652,    292,    1 360,,,    39,    918,    544,    374
  40—44岁,    435 972,    114 914,    321 058,    17 700,    16 534,    1 166,    400 983,    93 345,    307 638,    12 496,    2 003,    10 493,,,  40-44岁,    4 793,    3 032,    1 761
