　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表5—1    省、自治区、直辖市分性别、婚姻状况的15岁及15岁以上人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,单位:人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地   区   别,15岁及15岁以上人口,,,未      婚,,,初婚有配偶,,,再婚有配偶,,,离      婚,,,丧      偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广西壮族自治区,435928,222965,212963,104960,63073,41887,298853,148592,150261,7697,4303,3394,3758,2039,1719,20660,4958,15702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海南省,96452,49528,46924,23938,14299,9639,66228,33093,33135,1648,938,710,611,332,279,4027,866,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市,246969,122420,124549,31128,19030,12098,188636,92760,95876,10087,5240,4847,3995,2086,1909,13123,3304,9819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川省,704380,352879,351501,115734,68743,46991,518789,256007,262782,25639,13739,11900,10576,5361,5215,33642,9029,24613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贵州省,274940,140102,134838,50356,31096,19260,199223,98597,100626,8929,5214,3715,3697,2016,1681,12735,3179,9556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
云南省,379218,192947,186271,75661,44658,31003,269392,134968,134424,11986,6627,5359,5643,2666,2977,16536,4028,12508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,20121,10225,9896,5741,3172,2569,12596,6389,6207,516,290,226,434,151,283,834,223,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西省,311743,159055,152688,54048,31642,22406,234558,118050,116508,8139,4271,3868,2752,1580,1172,12246,3512,8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甘肃省,150471,77866,72605,30686,18235,12451,110121,55763,54358,3059,1744,1315,1377,733,644,5228,1391,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青海省,41556,21026,20530,8931,5013,3918,28981,14466,14515,1535,866,669,751,340,411,1358,341,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,42485,21643,20842,8219,4633,3586,31767,15981,15786,1014,592,422,412,188,224,1073,249,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,153726,78935,74791,32091,19527,12564,101027,50169,50858,10949,6255,4694,4096,1805,2291,5563,1179,4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表5—1c    省、自治区、直辖市分性别、婚姻状况的15岁及15岁以上人口（乡村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,单位:人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地   区   别,15岁及15岁以上人口,,,未      婚,,,初婚有配偶,,,再婚有配偶,,,离      婚,,,丧      偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合计,55359995,28158287,27201708,10389240,6452893,3936347,39805618,19683946,20121672,1193458,512383,681075,379367,294610,84757,3592312,1214455,2377857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京市,245336,125838,119498,44932,26996,17936,178701,90741,87960,6364,2635,3729,1877,1234,643,13462,4232,9230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天津市,212480,106326,106154,32076,18325,13751,163174,81454,81720,4680,1852,2828,1141,832,309,11409,3863,7546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北省,3720736,1878878,1841858,776592,446701,329891,2642626,1316040,1326586,62404,23536,38868,22298,17917,4381,216816,74684,142132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山西省,1501432,774873,726559,280172,179135,101037,1079765,539065,540700,39894,15952,23942,12981,11067,1914,88620,29654,58966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内蒙古自治区,1003281,522487,480794,209136,129858,79278,713923,358742,355181,21297,8269,13028,7377,5918,1459,51548,19700,31848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽宁省,1486203,760771,725432,232856,144321,88535,1119642,560492,559150,37450,15478,21972,13525,9821,3704,82730,30659,52071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉林省,981934,506259,475675,176497,107227,69270,718033,360101,357932,25615,11031,14584,10150,7613,2537,51639,20287,31352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黑龙江省,1256647,646294,610353,222732,133475,89257,928929,464938,463991,31439,14084,17355,11871,9025,2846,61676,24772,36904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海市,163064,80719,82345,19654,11714,7940,126594,63345,63249,4209,1958,2251,1309,877,432,11298,2825,8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江苏省,3210244,1576027,1634217,460598,275120,185478,2441537,1196220,1245317,57038,22298,34740,17143,13881,3262,233928,68508,165420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浙江省,1883945,954074,929871,314847,199599,115248,1382790,690837,691953,38814,14011,24803,14063,11777,2286,133431,37850,95581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽省,2994337,1506121,1488216,523081,323898,199183,2210047,1083434,1126613,46081,17050,29031,16036,13711,2325,199092,68028,131064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建省,1377029,696468,680561,306274,184464,121810,950825,470436,480389,21877,9381,12496,8221,6760,1461,89832,25427,64405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江西省,1755837,881769,874068,286786,188342,98444,1296090,629635,666455,42424,18923,23501,9635,8093,1542,120902,36776,84126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山东省,4360674,2174654,2186020,823886,466940,356946,3162447,1570781,1591666,70808,27657,43151,20150,16829,3321,283383,92447,190936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河南省,5024192,2543812,2480380,975554,583467,392087,3643823,1806123,1837700,67403,26346,41057,28424,23925,4499,308988,103951,205037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北省,2183671,1115114,1068557,345729,228240,117489,1614752,794567,820185,51299,22168,29131,12596,10533,2063,159295,59606,99689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南省,3140575,1632642,1507933,584384,391246,193138,2239024,1111199,1127825,72671,31020,41651,22633,19018,3615,221863,80159,141704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广东省,2516672,1256886,1259786,689521,396690,292831,1626474,797392,829082,25681,11114,14567,11808,9893,1915,163188,41797,121391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广西壮族自治区,2148795,1133832,1014963,555746,368750,186996,1405221,692724,712497,28421,12592,15829,13067,11063,2004,146340,48703,97637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海南省,300238,158074,142164,82020,53264,28756,194462,96634,97828,4540,2123,2417,1682,1383,299,17534,4670,12864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市,1299664,664709,634955,165047,119099,45948,982309,483917,498392,39027,14094,24933,8782,7021,1761,104499,40578,63921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川省,4055447,2061037,1994410,572734,391053,181681,3028967,1488386,1540581,106567,41746,64821,32115,23505,8610,315064,116347,198717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贵州省,1772730,923863,848867,340245,225744,114501,1269688,624691,644997,40609,20617,19992,11015,9058,1957,111173,43753,67420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
云南省,2246500,1164977,1081523,452712,293601,159111,1583677,784612,799065,58538,29784,28754,15589,10499,5090,135984,46481,89503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,132386,65178,67208,47626,25721,21905,68680,34260,34420,2086,1129,957,3635,874,2761,10359,3194,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西省,1709452,874418,835034,312973,197972,115001,1238078,610515,627563,40050,17712,22338,11633,9667,1966,106718,38552,68166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甘肃省,1323416,675045,648371,245829,152744,93085,964790,475148,489642,22905,10713,12192,9030,7085,1945,80862,29355,51507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青海省,225005,114833,110172,49314,30226,19088,149895,73877,76018,8695,4473,4222,3578,1764,1814,13523,4493,9030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,251489,127908,123581,53507,31219,22288,180408,89471,90937,5588,2947,2641,1461,981,480,10525,3290,7235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,876584,454401,422183,206180,127742,78438,500247,244169,256078,108984,59690,49294,24542,12986,11556,36631,9814,26817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表5—2    全国分年龄、性别、初婚年龄的人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
年   龄   别,初                  婚                年                龄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,合      计,,,15岁以下,,,15      岁,,,16      岁,,,17      岁,,,18      岁,,,19      岁,,,20      岁,,,21      岁,,,22      岁,,,23      岁,,,24      岁,,,25      岁,,,26      岁,,,27      岁,,,28      岁,,,29      岁,,,30岁及以上,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
总      计,72000436,34838613,37161823,192248,46465,145783,512303,95199,417104,1156333,200247,956086,2272013,442501,1829512,3854792,925113,2929679,5718429,1768704,3949725,8668555,3132570,5535985,8387170,3544106,4843064,9655484,4982024,4673460,8513810,4417912,4095898,6885375,3943401,2941974,5290301,3341198,1949103,3522533,2384992,1137541,2321010,1675837,645173,1522042,1148159,373883,1001407,776476,224931,2526631,2013709,512922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19岁,70128,13549,56579,1244,229,1015,4918,718,4200,11364,1813,9551,19841,3658,16183,22838,4794,18044,9896,2328,7568,27,9,18,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
15岁,383,85,298,178,49,129,204,35,169,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
16岁,1558,289,1269,205,39,166,768,140,628,583,110,473,2,          ,2,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
17岁,5556,1027,4529,240,45,195,1059,166,893,2489,470,2019,1765,345,1420,3,1,2,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
18岁,20243,3440,16803,317,51,266,1517,206,1311,4272,605,3667,8457,1477,6980,5675,1100,4575,5,1,4,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
19岁,42388,8708,33680,304,45,259,1370,171,1199,4019,627,3392,9617,1836,7781,17160,3693,13467,9891,2327,7564,27,9,18,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24岁,2642991,883516,1759475,4001,892,3109,12904,2088,10816,32714,5422,27292,72443,14146,58297,146435,32397,114038,282893,65400,217493,556999,111395,445604,536806,163543,373263,584010,297977,286033,335148,151193,183955,78578,39027,39551,60,36,24,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
20岁,130523,23396,107127,465,72,393,1862,227,1635,4967,704,4263,11742,2006,9736,25280,5032,20248,43830,9380,34450,42343,5967,36376,34,8,26,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
21岁,265226,53087,212139,539,106,433,2156,330,1826,5508,924,4584,11560,2174,9386,25250,5421,19829,55150,12134,43016,116730,20570,96160,48270,11404,36866,63,24,39,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
22岁,478630,138070,340560,678,142,536,2564,407,2157,6485,1033,5452,14229,2737,11492,27119,5900,21219,56319,12519,43800,134579,26356,108223,147756,42433,105323,88802,46490,42312,99,53,46,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
23岁,709249,254872,454377,856,196,660,2834,497,2337,6905,1197,5708,15715,3167,12548,29592,6792,22800,55267,13345,41922,122581,26127,96454,164111,51733,112378,220953,113308,107645,90377,38486,51891,58,24,34,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
24岁,1059363,414091,645272,1463,376,1087,3488,627,2861,8849,1564,7285,19197,4062,15135,39194,9252,29942,72327,18022,54305,140766,32375,108391,176635,57965,118670,274192,138155,136037,244672,112654,132018,78520,39003,39517,60,36,24,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29岁,8821260,4008114,4813146,6038,1192,4846,24520,3943,20577,67224,12586,54638,156685,36136,120549,310868,84897,225971,544194,159595,384599,952129,275394,676735,1127671,426005,701666,1519430,792209,727221,1435059,681767,753292,1127220,584626,542594,800279,465116,335163,436577,270469,166108,213223,142725,70498,82306,58403,23903,17829,13044,4785,8,7,1
25岁,1297297,537684,759613,1237,232,1005,4670,753,3917,9490,1741,7749,21478,4550,16928,42815,10466,32349,81904,21355,60549,156901,38935,117966,180310,61475,118835,263230,133741,129489,270283,125255,145028,194815,99270,95545,70123,39888,30235,41,23,18,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
26岁,1604699,701478,903221,1280,254,1026,5140,811,4329,13302,2452,10850,25018,5509,19509,50816,13057,37759,94400,25989,68411,180972,48356,132616,214246,77152,137094,286855,147994,138861,276243,129561,146682,233632,119917,113715,169207,97711,71496,53547,32686,20861,41,29,12,          ,          ,          ,          ,          ,          ,          ,          ,          
27岁,1800445,821029,979416,1192,233,959,4950,824,4126,14711,2850,11861,32402,7576,24826,55417,15212,40205,103966,29911,74055,188463,54164,134299,228829,86781,142048,308331,161252,147079,281790,132941,148849,227406,116940,110466,192449,111216,81233,121304,74932,46372,39206,26177,13029,29,20,9,          ,          ,          ,          ,          ,          
28岁,1991826,931838,1059988,1197,239,958,5172,812,4360,15355,2835,12520,39373,9274,30099,76445,21756,54689,116048,35280,80768,208850,63586,145264,244228,95626,148602,325569,171796,153773,301299,145009,156290,229939,120348,109591,185365,108304,77061,134072,83087,50985,82867,55395,27472,26029,18477,7552,18,14,4,          ,          ,          
29岁,2126993,1016085,1110908,1132,234,898,4588,743,3845,14366,2708,11658,38414,9227,29187,85375,24406,60969,147876,47060,100816,216943,70353,146590,260058,104971,155087,335445,177426,158019,305444,149001,156443,241428,128151,113277,183135,107997,75138,127613,79741,47872,91109,61124,29985,56248,39906,16342,17811,13030,4781,8,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34岁,11302292,5525199,5777093,9394,2361,7033,28581,5182,23399,76936,14138,62798,195607,43759,151848,438971,118623,320348,852728,272663,580065,1435478,508855,926623,1589908,689924,899984,1810996,965897,845099,1469066,753021,716045,1075235,600712,474523,800535,494717,305818,538949,353074,185875,364379,251313,113066,250271,179386,70885,168458,123636,44822,196800,147938,48862
30岁,2388515,1151486,1237029,1689,351,1338,6302,977,5325,16649,2934,13715,42491,9701,32790,94075,26296,67779,181019,59011,122008,287289,98846,188443,280685,118237,162448,366603,195532,171071,322437,158574,163863,251503,135574,115929,200656,120345,80311,130388,82053,48335,90200,60207,29993,64823,45261,19562,39377,28308,11069,12329,9279,3050
31岁,2205162,1072941,1132221,1670,422,1248,5579,1066,4513,15707,2988,12719,39623,9185,30438,86782,24299,62483,167714,54406,113308,286041,102069,183972,307234,132568,174666,318264,169861,148403,284216,142387,141829,214296,117608,96688,166876,102282,64594,114852,74488,40364,75311,51298,24013,52043,37102,14941,37533,27372,10161,31421,23540,7881
32岁,2467698,1210624,1257074,1980,471,1509,6048,1136,4912,16889,3149,13740,43915,9831,34084,97437,26226,71211,184470,59550,124920,316147,113855,202292,367269,161386,205883,403503,215105,188398,292023,149495,142528,229380,128463,100917,171651,106610,65041,116603,77188,39415,80166,55415,24751,52662,37780,14882,36966,27213,9753,50589,37751,12838
33岁,1964959,964788,1000171,1671,409,1262,5190,920,4270,12943,2417,10526,34022,7522,26500,77783,20437,57346,149782,47240,102542,254076,90461,163615,292020,128039,163981,336040,179905,156135,259557,136668,122889,163986,93164,70822,126593,79709,46884,84069,56325,27744,57099,40132,16967,38840,28326,10514,25678,18951,6727,45610,34163,11447
34岁,2275958,1125360,1150598,2384,708,1676,5462,1083,4379,14748,2650,12098,35556,7520,28036,82894,21365,61529,169743,52456,117287,291925,103624,188301,342700,149694,193006,386586,205494,181092,310833,165897,144936,216070,125903,90167,134759,85771,48988,93037,63020,30017,61603,44261,17342,41903,30917,10986,28904,21792,7112,56851,43205,13646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39岁,10144163,5046327,5097836,7862,2042,5820,23428,4518,18910,60274,10192,50082,152180,28326,123854,334173,74903,259270,647025,181480,465545,1142291,391575,750716,1443036,619377,823659,1744959,904339,840620,1473791,784861,688930,1081651,632266,449385,732606,468372,264234,441640,301137,140503,276388,198429,77959,176452,131296,45156,116277,88611,27666,290130,224603,65527
35岁,2272920,1129459,1143461,2167,563,1604,6907,1400,5507,13909,2461,11448,35414,7196,28218,75208,18987,56221,154784,47631,107153,282353,100714,181639,341827,148359,193468,389374,204462,184912,310633,165758,144875,229183,133082,96101,154083,98566,55517,85928,58385,27543,60739,43463,17276,40468,30138,10330,27881,21109,6772,62062,47185,14877
36岁,2235645,1107268,1128377,1836,521,1315,5327,1039,4288,15604,2761,12843,33101,6193,26908,75006,17389,57617,139451,40338,99113,256997,89000,167997,333696,143365,190331,393255,203984,189271,316734,167248,149486,228803,132779,96024,157624,100231,57393,95961,65419,30542,54763,39440,15323,38660,28910,9750,25908,19952,5956,62919,48699,14220
37岁,2606925,1302864,1304061,1692,449,1243,5092,1008,4084,15212,2430,12782,40938,7478,33460,81265,17628,63637,163329,45152,118177,278280,96491,181789,371436,160711,210725,470470,243542,226928,388996,208245,180751,276333,161525,114808,185689,118570,67119,115519,79084,36435,70514,50925,19589,40240,30223,10017,28619,22014,6605,73301,57389,15912
38岁,1958076,979484,978592,1378,345,1033,3867,685,3182,10375,1699,8676,29608,5239,24369,71364,14604,56760,122677,31622,91055,217744,72585,145159,256969,111155,145814,328776,171027,157749,298053,161287,136766,216984,129495,87489,144060,93169,50891,89071,61104,27967,55773,40254,15519,34664,25677,8987,19672,15026,4646,57041,44511,12530
39岁,1070597,527252,543345,789,164,625,2235,386,1849,5174,841,4333,13119,2220,10899,31330,6295,25035,66784,16737,50047,106917,32785,74132,139108,55787,83321,163084,81324,81760,159375,82323,77052,130348,75385,54963,91150,57836,33314,55161,37145,18016,34599,24347,10252,22420,16348,6072,14197,10510,3687,34807,26819,7988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44岁,7703866,3890234,3813632,7337,1449,5888,20248,3216,17032,46662,6933,39729,101604,16487,85117,194201,37477,156724,332966,86939,246027,579216,188495,390721,760291,280198,480093,1093032,483544,609488,1216601,591644,624957,1108374,615867,492507,806580,506644,299936,506996,349778,157218,313881,232996,80885,195405,150994,44411,122703,97054,25649,297769,240519,57250
40岁,1371003,688258,682745,1224,227,997,3863,557,3306,7333,1045,6288,15635,2597,13038,34077,6697,27380,68022,18073,49949,137413,43725,93688,166398,62460,103938,217348,105028,112320,198083,102813,95270,168385,98416,69969,129488,83826,45662,79173,54724,24449,48479,35187,13292,29691,22033,7658,19305,14519,4786,47086,36331,10755
41岁,1237817,629438,608379,1050,234,816,2924,520,2404,6632,1062,5570,14426,2396,12030,26761,5258,21503,51450,13392,38058,96468,31582,64886,153796,56627,97169,197143,88941,108202,196502,99488,97014,154886,88953,65933,117621,76594,41027,77995,55110,22885,48515,36451,12064,29138,22524,6614,17959,14263,3696,44551,36043,8508
42岁,1621986,825129,796857,1483,314,1169,3841,628,3213,9345,1422,7923,20429,3475,16954,38320,7392,30928,62413,16199,46214,111292,36228,75064,155490,56796,98694,259963,112179,147784,266376,129434,136942,228226,127983,100243,159237,101660,57577,105412,74005,31407,68719,51833,16886,42019,32936,9083,25587,20394,5193,63834,52251,11583
43岁,1812047,916522,895525,1661,318,1343,4965,809,4156,11304,1661,9643,25157,4010,21147,46431,8881,37550,75773,19587,56186,117540,38332,79208,154211,56195,98016,231673,97762,133911,322057,153295,168762,275217,150703,124514,198702,123655,75047,119534,82270,37264,76248,57045,19203,48985,38490,10495,30385,24519,5866,72204,58990,13214
44岁,1661013,830887,830126,1919,356,1563,4655,702,3953,12048,1743,10305,25957,4009,21948,48612,9249,39363,75308,19688,55620,116503,38628,77875,130396,48120,82276,186905,79634,107271,233583,106614,126969,281660,149812,131848,201532,120909,80623,124882,83669,41213,71920,52480,19440,45572,35011,10561,29467,23359,6108,70094,56904,13190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49岁,8201288,4103498,4097790,8773,1220,7553,34170,4276,29894,98828,12743,86085,227572,35346,192226,397385,80766,316619,528178,155296,372882,708751,270728,438023,709412,294443,414969,838812,392156,446656,896562,440314,456248,942579,509991,432588,904564,539165,365399,661280,426987,234293,433321,304783,128538,267094,199506,67588,160785,124894,35891,383222,310884,72338
45岁,1780522,898258,882264,2131,377,1754,7273,1187,6086,14721,2148,12573,33989,5390,28599,59219,11582,47637,90353,24997,65356,134980,47960,87020,147236,56455,90781,181426,79905,101521,215623,100938,114685,249047,130398,118649,253792,151462,102330,146206,96560,49646,86075,62354,23721,48742,37472,11270,30923,24559,6364,78786,64514,14272
46岁,1772992,888197,884795,1858,323,1535,7350,1078,6272,20304,2947,17357,38142,6103,32039,71308,13978,57330,97724,27392,70332,142432,51336,91096,151803,59977,91826,188061,84956,103105,193535,92635,100900,214566,113514,101052,217468,126940,90528,171102,110604,60498,91271,64931,26340,53794,40749,13045,31359,24618,6741,80915,66116,14799
47岁,1608521,801797,806724,1676,220,1456,7069,794,6275,21962,2829,19133,48308,7836,40472,71903,14657,57246,103224,30203,73021,138236,52184,86052,141740,58442,83298,169673,78870,90803,177573,86884,90689,170416,92473,77943,166528,98973,67555,136548,86777,49771,97093,67996,29097,50762,37897,12865,30627,23730,6897,75183,61032,14151
48岁,1652289,826532,825757,1611,159,1452,6952,720,6232,23545,2910,20635,57808,9048,48760,100446,20967,79479,112091,34642,77449,157972,63453,94519,143480,62751,80729,168618,82272,86346,175117,89371,85746,173757,97126,76631,146380,88148,58232,119421,76804,42617,90962,62864,28098,62846,46426,16420,32746,25489,7257,78537,63382,15155
