表3-2省自治区直辖市的市各民族人口数(第二种口径),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江西省,    5 253 414,    2 725 831,    2 527 583,    5 239 295,    2 718 388,    2 520 907,    618,    352,    266,    6 895,    3 450,    3 445,,,山东省,    560,    331,    229,    159,    110,    49,    661,    410,    251,    250,    82,    168,    904,    603,    301,,,山东省,    164,    86,    78,    1 689,    789,    900,    12 024,    6 289,    5 735,    322,    226,    96,    62,    31,    31,,,山东省,    170,    68,    102,    352,    206,    146,    140,    6,    134,      2,  2,-,    40,    8,    32,,,江西省,    8,    2,    6,    6,    3,    3,-,-,-,    1 225,    709,    516,    9,   5,    4,,,山东省,    96,    6,    90,    21,    14,    7,    4,    4,-,    26,    10,    16,    1,-,    1,    2,    1,    1,    24,    10,    14,,,山东省,    37,    12,    25,    18,    11,    7,    7,    2,    5,    2,-,    2,-,-,-,    2,    1,    1,    6,    4,    2,,,山东省,    96,    49,    47,    1,-,    1,    2,-,    2,-,-,-,-,-,-,    1,    1,-,    20,    8,    12,,,山东省,    15,    6,    9,-,-,-,-,-,-,-,-,-,    11,    3,    8,    2,    2,-,-,-,-,,,江西省,-,-,-,-,-,-,    6,    2,    4,    1,-,    1,    1,-,    1,    15,    11,    4,    5,    1,    4
山东省,    16 626 609,    8 539 944,    8 086 665,    16 437 092,    8 445 427,    7 991 665,    1 845,    973,    872,    169 561,    84 048,    85 513,,,河南省,    599,    333,    266,    334,    203,    131,    572,    333,    239,    156,    83,    73,    1 514,    817,    697,,,河南省,    199,    110,    89,    877,    414,    463,    14 421,    7 126,    7 295,    253,    148,    105,    95,    48,    47,,,河南省,    243,    98,    145,    887,    511,    376,    19,    6,    13,     2,     2,-,    32,    6,    26,,,山东省,    22,    13,    9,       12,-,    12,    29,-,    29,    45,    34,    11,    52,    27,    25,,,河南省,    58,    4,    54,    25,    13,    12,    1,    1,-,    29,    15,    14,    1,    1,-,-,-,-,    45,    18,    27,,,河南省,    29,    15,    14,    7,    5,    2,    11,    8,    3,    5,    2,    3,    2,-,    2,    1,    1,-,    23,    11,    12,,,河南省,    142,    74,    68,-,-,-,    3,    2,    1,-,-,-,-,-,-,-,-,-,    10,    4,    6,,,河南省,    2,    2,-,-,-,-,-,-,-,    2,-, 2,    1,-,    1,    5,      2,    3,    1,-,    1,,,山东省,    5,    3,    2,    5,    4,    1,-,-,-,-,-,-,-,-,-,    34,    21,    13,    14,    3,    11
河南省,    8 805 093,    4 626 001,    4 179 092,    8 533 827,    4 492 563,    4 041 264,    5 813,    3 050,    2 763,    244 551,    119 817,    124 734,,,湖北省,    597,    313,    284,    209,    158,    51,    5 888,    3 386,    2 502,    343,    189,    154,    4 123,    2 468,    1 655,,,湖北省,    310,    183,    127,    628,    334,    294,    8 566,    4 575,    3 991,    1 467,    883,    584,    667,    440,    227,,,湖北省,    410,    250,    160,    60 697,    32 439,    28 258,    11,    6,    5,    9,    6,    3,    39,    24,    15,,,河南省,    20,    10,    10,    22,    12,    10,    11,    1,    10,    36,    20,    16,    38,    21,    17,,,湖北省,    16,    12,    4,    76,    45,    31,    3,    3,-,    78,    52,    26,    1,-,    1,    2,    2,-,    56,    33,    23,,,湖北省,    17,    8,    9,    66,    40,    26,    26,    18,    8,    2,    1,    1,    3,-,    3,    19,    10,    9,    41,    24,    17,,,湖北省,    146,    72,    74,    1,    1,-,    1,    1,-,-,-,-,    1,    1,-,    1,-,    1,    3,    1,    2,,,湖北省,-,-,-,-,-,-,-,-,-,-,-,-,    28,    14,    14,    4,    2,   2,-,-,-,,,河南省,    7,    6,    1,    5,    4,    1,    2,    1,    1,    1,-,    1,-,-,-,    146,    79,    67,    8,    1,    7
湖北省,    11 716 870,    6 045 132,    5 671 738,    11 587 615,    5 976 648,    5 610 967,    2 180,    1 188,    992,    41 569,    20 681,    20 888,,,湖南省,    366,    202,    164,    942,    491,    451,    31 036,    17 400,    13 636,    261,    169,    92,    3 122,    1 868,    1 254,,,湖南省,    236,    131,    105,    278,    133,    145,    3 892,    2 083,    1 809,    7 494,    4 579,    2 915,    3 629,    2 207,    1 422,,,湖南省,    7 198,    3 921,    3 277,    297 389,    156 931,    140 458,    23,    18,    5,    3,-,    3,    33,    21,    12,,,湖北省,    182,    138,    44,    30,    17,    13,    3,    2,    1,    603,    395,    208,    56,    30,    26,,,湖南省,    5,    3,    2,    47,    25,    22,    1,    1,-,    46,    28,    18,    1,    1,-,-,-,-,    50,    30,    20,,,湖南省,    3,    3,-,    65,    37,    28,    2,-,    2,    3,    2,    1,    4,    2,    2,    17,    8,    9,    26,    15,    11,,,湖南省,    59,    30,    29,-,-,-,    2,    2,-,-,-,-,-,-,-,-,-,-,    3,    3,-,,,湖南省,-,-,-,-,-,-,    2,    1,    1,    1,-,    1,    9,    5,    4,-,-,-,-,-,-,,,湖北省,    5,    1,    4,    6,    4,    2,-,-,-,-,-,-,-,-,-,    52,    33,    19,    14,    1,    13
湖南省,    7 656 233,    3 995 097,    3 661 136,    7 262 403,    3 785 703,    3 476 700,    654,    356,    298,    36 609,    18 474,    18 135,,,广东省,    323,    101,    222,    223,    173,    50,    2 099,    1 095,    1 004,    268,    167,    101,    26 305,    11 365,    14 940,,,广东省,    497,    286,    211,    433,    210,    223,    5 877,    3 009,    2 868,    1 627,    518,    1 109,    3 352,    1 901,    1 451,,,广东省,    367,    233,    134,    1 933,    997,    936,    135,    63,    72,    4,    4,-,    262,    39,    223,,,湖南省,    126,    95,    31,    4,    4,-,    19,    10,    9,    67,    41,    26,    23,    12,    11,,,广东省,    85,    8,    77,    50,    32,    18,    9,    6,    3,    25,    9,    16,    7,    1,    6,    3,    1,    2,    39,    12,    27,,,广东省,    5,    1,    4,    132,    54,    78,    2,    2,-,    8,    2,    6,    1,    1,-,    37,    22,    15,    42,    29,    13,,,广东省,    58,    29,    29,    6,    2,    4,    3,    1,    2,-,-,-,    1,-,    1,    1,-,    1,    8,    2,    6,,,广东省,    11,    5,    6,    2,    2,-,-,-,-,-,-,-,    65,    28,    37,-,-,-,    2,    1,    1,,,湖南省,    1,    1,-,-,-,-,    7,    4,    3,    4,    3,    1,-,-,-,    52,    43,    9,    16,    1,    15
广东省,    15 638 670,    8 014 627,    7 624 043,    15 575 907,    7 984 282,    7 591 625,    811,    441,    370,    7 982,    3 967,    4 015,,,广西壮族自治区,    35,    20,    15,    9,    6,    3,    4 769,    2 668,    2 101,    207,    108,    99,  552 928,  290 359,  262 569,,,广西壮族自治区,    502,    258,    244,    147,    67,    80,    3 799,    1 886,    1 913,    5 593,    2 999,    2 594,    20 473,11 407,    9 066,,,广西壮族自治区,    142,    74,    68,    697,    416,    281,    6,    3,    3,-,-,-,    55,    24,    31,,,广东省,    1 290,    779,    511,    25,    13,    12,    26,    9,    17,    8 114,    4 620,    3 494,    22,    13,    9,,,广西壮族自治区,    3,    1,    2,    433,    205,    228,-,-,-,    22,    12,    10,    2,    1,    1,-,-,-,    21,    14,    7,,,广西壮族自治区,    4,    1,    3,    5 178,    2 456,    2 722,    3,    1,    2,-,-,-,-,-,-,  1 048,    562,    486,    30,    21,    9,,,广西壮族自治区,    43,    23,    20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    2,-,    2,,,广西壮族自治区,-,-,-,-,-,-,-,-,-,-,-,-,    601,    270,    331,-,-,-,-,-,-,,,广东省,-,-,-,-,-,-,-,-,-,    1,    1,-,    4,-,    4,    153,    85,    68,    28,    6,    22
广西壮族自治区,    3 181 640,    1 659 064,    1 522 576,    2 566 554,    1 336 179,    1 230 375,    352,    175,    177,    17 487,    8 621,    8 866,,,海南省,    11,    4,    7,    4,    3,    1,    3 059,    1 507,    1 552,    7,        4,    3,    3 048,    1 757,    1 291,,,海南省,    31,    15,    16,    74,    38,    36,    267,    149,    118,    111,    62,    49,    173,    83,    90,,,海南省,    9,    4,    5,    98,    63,    35,    2,-,     2,    1,-,    1,    31,    12,    19,,,广西壮族自治区,    304,    143,    161,    18,    13,    5,-,-,-,    41,    21,    20,    34,    18,    16,,,海南省,-,-,-,    2,    2,-,-,-,-,    1,-,    1,-,-,-,-,-,-,    7,    3,    4,,,海南省,-,-,-,-,-,-,    2,    1,    1,    2,-,    2,    1,    1,-,    4,    4,-,    2,-,    2,,,海南省,    8,    3,    5,-,-,-,-,-,-,    1,    1,-,-,-,-,-,-,-,    2,    1,    1,,,海南省,-,-,-,-,-,-,-,-,-,-,-,-,    5,    1,    4,    1,-,    1,-,-,-,,,广西壮族自治区,    2,    2,-,-,-,-,-,-,-,    1,-,    1,    1,-,    1,    54,    26,    28,    40,    4,    36
海南省,    826 943,    434 829,    392 114,    643 084,    341 257,    301 827,    76,    46,    30,    5 111,    2 562,    2 549,,,四川省,    4 400,    2 106,    2 294,    162,    97,    65,    5 273,    3 051,    2 222,    52 922,    26 388,    26 534,    2 193,    1 272,    921,,,四川省,    909,    553,    356,    460,    248,    212,    8 840,    4 678,    4 162,    817,    516,    301,    201,    129,    72,,,四川省,    2 512,    1 399,    1 113,    8 067,    4 960,    3 107,    365,    80,    285,    46,    33,    13,    1 982,    786,    1 196,,,海南省,    171 021,    86 838,    84 183,        2,    2,-,-,-,-,    90,    51,    39,    6,-,    6,,,四川省,    123,    16,    107,    131,    76,    55,    12,    8,    4,    1 077,    601,    476,    10,-,    10,    7,    5,    2,    114,    61,    53,,,四川省,    32,    18,    14,    29,    14,    15,    1 787,    927,    860,    35,    5,    30,    13,    6,    7,    8,    5,    3,    183,    133,    50,,,四川省,    156,    84,    72,    6,    3,    3,    51,    23,    28,-,-,-,    10,    2,    8,    1,-,    1,    20,    8,12,,,四川省,    4,    3,    1,-,-,-,-,-,-,-,-,-,    14,    8,    6,    3,    3,-,    8,    5,3,,,海南省,-,-,-,    1,-,    1,-,-,-,-,-,-,-,-,-,    587,    355,    232,    1,-,    1
四川省,    15 532 724,    8 090 463,    7 442 261,    15 401 730,    8 023 220,    7 378 510,    2 420,    1 336,    1 084,    32 815,    16 322,    16 493,,,贵州省,    157,    65,    92,    21,    14,    7,    223 703,  120 028,  103 675,  149 662,    77 950,    71 712,    5 900,    3 411,    2 489,,,贵州省,    173 062,    91 196,    81 866,    118,    51,    67,    5 926,    2 947,    2 979,    35 398,    20 687,    14 711,    648,    382,    266,,,贵州省,    19 669,    10 628,    9 041,    26 427,    15 498,    10 929,    63,    36,    27,-,-,-,    162,    83,    79,,,四川省,    133,    70,    63,    1 871,    946,    925,    336,    15,    321,    55,    35,    20,    29,    12,    17,,,贵州省,    6,    3,    3,    7 994,    4 522,    3 472,    67,    36,    31,    129,    65,    64,    421,    244,    177,-,-,-,    327,    201,    126,,,贵州省,    4,    2,    2,    310,    196,    114,    107,    64,    43,-,-,-,    11,    7,    4,    62,    35,    27,  13 836,  7 855,  5 981,,,贵州省,    70,    37,    33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    3,    3,-,,,贵州省,-,-,-,    4,    1,    3,-,-,-,-,-,-,    372,    201,    171,-,-,-,    83,    50,    33,,,四川省,-,-,-,    8,    2,    6,    7,    1,    6,-,-,-,    26,    2,    24,    278,    169,    109,    33,    23,    10
贵州省,    4 369 747,    2 297 566,    2 072 181,    3 652 169,    1 912 109,    1 740 060,    2 280,    1 303,    977,    18 171,    9 513,    8 658,,,云南省,    922,    581,    341,    28,    19,    9,    16 931,    9 142,    7 789,  116 579,    61 548,    55 031,    6 459,    3 965,    2 494,,,云南省,    1 029,    663,    366,    147,    69,    78,    2 379,    1 280,    1 099,    539,    334,    205,    330,    212,    118,,,云南省,71 867,    38 347,    33 520,    698,    453,    245,    3 280,    2 192,    1 088,-,-,-,    3 668,    2 066,    1 602,,,贵州省,    5 758,    3 175,    2 583,    44,    27,    17,    14,    8,    6,    66,    36,    30,    43,    20,    23,,,云南省,    461,    302,    159,    112,    80,    32,    14,    11,    3,    5 165,  2 854,  2 311,    365,    218,    147,-,-,-,    504,    310,    194,,,云南省,    6,    2,    4,    34,    25,    9,    18,    6,    12,    91,    66,    25,    4,    3,    1,    5,    3,    2,    79,    50,    29,,,云南省,    20,    10,    10,    80,    60,    20,    116,    76,    40,-,-,-,    72,    50,    22,-,-,-,    9,    2,    7,,,云南省,-,-,-,    30,    20,    10,-,-,-,-,-,-,    62,    29,    33,-,-,-,    31,    18,    13,,,贵州省,-,-,-,    2,-,    2,-,-,-,    1,    1,-,-,-,-, 26 476,  14 876,  11 600,    1,-,    1
云南省,    2 401 251,    1 263 586,    1 137 665,    2 103 316,    1 105 076,    998 240,    1 324,    769,    555,    62 684,    31 445,    31 239,,,西藏自治区,    123 592,    60 968,    62 624,    7,    6,    1,    29,    20,    9,    83,    75,    8,    39,    23,    16,,,西藏自治区,    14,    11,    3,    6,    3,    3,    107,    54,    53,    10,    5,    5,    2,    2, -,,,西藏自治区,    26,    16,    10,    45,    24,    21,    22,    22,-,    2,    2,-,    5,    4,    1,,,云南省,    1 17,    66,    51,    1 074,    746,    328,    469,    338,    131,    49,    27,    22,    13,    8,    5,,,西藏自治区,-,-,-,    1,    1,-,    54,    48,    6,    39,    16,    23,    1,    1,-,-,-,-,    39,    23,    16,,,西藏自治区,-,-,-,-,-,-,    7,    6,    1,-,-,-,    5,    5,-,-,-,-,    1,    1,-,,,西藏自治区,-,-,-,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,-,-,-,    1,-,    1,    1,    1,-,-,-,-,-,-,-,,,云南省,-,-,-,    3,    3,-,-,-,-,-,-,-,    41,    32,    9,    13,    7,    6,    14,    3,    11
西藏自治区,    170 028,    91 768,    78 260,    43 294,    28 754,    14 540,    61,    31,    30,    2 448,    1 608,    840,,,陕西省,    758,    426,    332,    540,    340,    200,    280,    169,    111,    103,    65,    38,    727,    463,    264,,,陕西省,    132,    87,    45,    851,    419,    432,    9 051,    4 624,    4 427,    130,    79,    51,    73,    47,    26,,,陕西省,    186,    109,    77,    527,    322,    205,    3,     2,    1,    102,    62,    40,    9,    6,    3,,,西藏自治区,    1,    1,-,-,-,-,-,-,-,-,-,-,    1,-,    1,,,陕西省,-,-,-,    4,    3,    1,    8,    7,    1,    22,       13,    9,-,-,-,    5,    4,    1,    66,    43,    23,,,陕西省,    20,    10,    10,    28,    15,    13,    20,    15,    5,-,-,-,    16,    9,    7,    4,    3,    1,    15,    11,    4,,,陕西省,    216,    120,    96,-,-,-,    1,    1,-,    2,    2,-,-,-,-,    3,    3,-,    29,    11,    18,,,陕西省,    4,    3,    1,-,-,-,-,-,-,    11,    2,    9,    4,    3,    1,    1,    1,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,    61,    26,    35,    14,    2,    12,-,-,-,    9,    8,    1,-,-,-
陕西省,    4 973 611,    2 610 269,    2 363 342,    4 886 369,    2 566 459,  2 319 910,    1 631,    912,    719,    71 579,    35 355,    36 224,,,甘肃省,    2 599,    1 524,    1 075,    746,    431,    315,    232,    121,    111,    72,    44,    28,    605,    334,    271,,,甘肃省,    60,    38,    22,    505,    251,    254,    12 385,    6 286,    6 099,    84,    43,    41,    58,    36,    22,,,甘肃省,    86,    50,    36,    381,    210,    171,    21,    20,    1,    170,    101,    69,    13,    12,    1,,,陕西省,    6,    5,    1,    2,    2,-,-,-,-,    45,    25,    20,    13,    5,    8,,,甘肃省,-,-,-,    9,    6,    3,    3 054,    1 859,  1 195,    14,    8,    6,-,-,-,    13,    11,    2,    473,    292,    181,,,甘肃省,    47,    16,    31,    4,    3,    1,    14,    6,    8,-,-,-,    287,    166,    121,    1,    1,-,    9,    5,    4,,,甘肃省,    337,    169,    168,-,-,-,-,-,-,    2,    1,    1,-,-,-,    6,    4,    2,    36,    14,    22,,,甘肃省,    5,    2,    3,-,-,-,    209,    122,    87,    636,    329,    307,-,-,-,    1,-,    1,-,-,-,,,陕西省,-,-,-,-,-,-,    2,    1,    1,-,-,-,-,-,-,    11,    5,    6,     2,    1,    1
甘肃省,    3 896 880,    2 054 619,    1 842 261,    3 720 324,    1 963 229,  1 757 095,    2 076,    1 048,    1 028,    151 227,    77 797,    73 430,,,青海省,    9 845,    5 544,    4 301,    34,    17,    17,    184,    102,    82,    57,    23,    34,    331,    159,    172,,,青海省,    19,    11,    8,    222,    98,    124,    5 413,    2 779,    2 634,    51,    23,    28,    39,    24,    15,,,青海省,    56,    39,    17,    487,    282,    205,    1,-,    1,    26,    17,    9,    2,    1,    1,,,甘肃省,    18,    10,    8,    2,    1,    1,-,-,-,    35,    12,    23,    11,    7,    4,,,青海省,    1,-,    1,    7,    3,    4,    352,    230,    122,    10,    4,    6,-,-,-,-,-,-,  2 906,  1 706,  1 200,,,青海省,    3,    1,    2,    5,    3,    2,    2,-,    2,-,-,-,  1 461,    846,    615,-,-,-,    4,    2,    2,,,青海省,    93,    47,    46,-,-,-,-,-,-,    1,    1,-,-,-,-,-,-,-,    21,    9,    12,,,青海省,    2,-,    2,-,-,-,    42,    22,    20,    12,    5,    7,-,-,-,-,-,-,-,-,-,,,甘肃省,    2,-,   2,-,-,-,    1,-,    1,-,-,-,-,-,-,    6,-,    6,    4,-,    4
青海省,    811 286,    426 427,    384 859,    693 072,    364 717,    328 355,    4 653,    2 361,    2 292,    91 846,    47 335,    44 511,,,宁夏回族自治区,    83,    59,    24,    47,    25,    22,    116,    53,    63,    49,    26,    23,    225,    120,    105,,,宁夏回族自治区,    31,    15,    16,    288,    133,    155,    12 130,    6 034,    6 096,    51,    19,    32,    9,    6,    3,,,宁夏回族自治区,    8,    4,    4,    237,    123,    114,    6,    3,    3,    9,    2,    7,-,-,-,,,青海省,    2,    1,    1,-,-,-,-,-,-,    17,    11,    6,    4,    2,    2,,,宁夏回族自治区,-,-,-,-,-,-,    85,    49,    36,    6,    3,    3,-,-,-,    1,-,    1,    33,    23,    10,,,宁夏回族自治区,    6,    2,    4,-,-,-,    2,    1,    1,-,-,-,    21,    17,    4,    10,    3,    7,-,-,-,,,宁夏回族自治区,    141,    63,    78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    19,    8,    11,,,宁夏回族自治区,-,-,-,-,-,-,    2,    2,-,    12,    9,    3,-,-,-,-,-,-,-,-,-,,,青海省,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,    1,-,    2,    1,    1
宁夏回族自治区,    800 517,    416 621,    383 896,    661 428,    345 141,    316 287,    1 590,    745,    845,    123 824,    63 898,    59 926,,,新疆维吾尔自治区,    772,    441,    331,    608 996,    306 566,    302 430,    1 664,    864,    800,    258,    137,    121,    2 458,    1 236,    1 222,,,新疆维吾尔自治区,    324,    186,    138,    681,    303,    378,    12 773,    6 447,    6 326,    454,    265,    189,    186,    101,    85,,,新疆维吾尔自治区,    226,    116,    110,    3 313,    1 743,    1 570,    14,     7,    7,    73 962,    38 530,    35 432,    17,    10,  7,,,宁夏回族自治区,-,-,-,-,-,-,-,-,-,    25,    18,    7,    15,    11,    4,,,新疆维吾尔自治区,-,-,-,    52,    29,    23,    1 653,    858,    795,    19,    10,    9,    5,    4,    1,  6 839,  3 651,  3 188,    300,    151,    149,,,新疆维吾尔自治区,    1 614,    774,    840,    34,    17,    17,    72,    37,    35,-,-,-,    498,    276,    222,    10,    6,    4,    26,    14,    12,,,新疆维吾尔自治区,    6 828,    3 284,    3 544,-,-,-,-,-,-,    462,    310,    152,-,-,-,  5 478,  2 771,  2 707,  5 480,  2 507,  2 973,,,新疆维吾尔自治区,    5,    1,    4,-,-,-,    78,    43,    35,    121,    57,    64,    10,    5,    5,  1 325,    646,    679,-,-,-,,,宁夏回族自治区,    2,    2,-,    5,    3,    2,-,-,-,-,-,-,-,-,-,    1,    1,-,-,-,-
新疆维吾尔自治区,    3 689 754,    1 911 348,    1 778 406,    2 768 749,    1 445 935,    1 322 814,    16 278,    8 104,    8 174,    167 467,    84 776,    82 691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新疆维吾尔自治区,    31,    18,    13,    2,    1,    1,-,-,-,    80,    44,    36,    39,    20,    19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新疆维吾尔自治区,-,-,-,    1,-,    1,-,-,-,-,-,-,-,-,-,    27,    11,    16,    73,    36,    37
