表3-33全国各民族分年龄的死亡人口数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  45,    37 614,    23 340,    14 274,    163.51,    34 043,    21 238,    12 805,    165.86,    181,    114,    67,    170.15,    229,    123,    106,    116.04,,,  45,    258,    140,    118,    118.64,    369,    162,    207,    78.26,    286,    174,    112,  155.36,    352,    205,    147, 139.46,    589,    388,    201,  193.03,,,  45,    122,    72,    50,    144.00,    87,    54,    33,    163.64,    225,    145,    80,  181.25,    96,    56,    40,  140.00,    84,    55,    29,  189.66,,,45-49岁,    270,    146,    124,    117.74,    1 273,    763,    510,    149.61,    295,    167,    128,  130.47,    365,    220,    145,  151.72,    185,    119,    66, 180.30,,,  45,    44,    27,    17,    158.82,    23,    12,    11,    109.09,    21,    12,    9,  133.33,    21,    12,    9,  133.33,-,-,-,-,,,  45,    28,    12,    16,    75.00,    10,    9,    1,    900.00,    15,    5,    10,  50.00,    18,    11,    7,  157.14,    8,    5,    3,  166.67,,,  45,    3,    2,    1,    200.00,    6,    3,    3,  100.00,    7,    4,    3,  133.33,    2,    2,-,    0.00,    11,    10,    1, 1000．00,,,  45,    6,    5,    1,  500.00,-,-,-,-,    3,    1,    2,  50．00,    18,    12,    6,  200.00,    3,    1,    2,  50.00,,,  45,    4,   2,    2,    100.00,-,-,-,-,    2,    2,-,-,    3,    2,    1,  200.00,-,-,-,-,,,  45,-,-,-,-,     2,    1,    1,    100.00,-,-,-,-,    1,-,    1,-,-,-,-,-,,,45-49岁,    3,    2,    1,  200．00,    1,    1,-,-,    3,    2,    1, 200.00,    10,    6,    4,150,-,-,-,-,,
  46,    37 705,    23 225,    14 480,    160.39,    34 071,    21 017,    1 3 054,    161.00,    176,    119,    57,    208.77,    246,    128,    118,    108.47,,,  46,    268,    158,    1 10,    143.64,    226,    116,    110,    105.45,    307,    188,    119,  157.98,    380,    211,    169, 124.85,    577,    364,    213,  170.89,,,  46,    161,    109,    52,    209.62,    107,    68,    39,    174.36,    252,    169,    83,  203.61,    94,    59,    35,  168.57,    111,    77,    34,  226.47,,,  45,    42,    20,    22,    90.91,    214,    133,    81,    164.20,    50,    31,    19,  163.16,    67,    39,    28,  139.29,    31,    21,    10, 210.00,,,  46,    50,    38,    12,    316.67,    35,    22,    13,    169.23,    18,    12,    6,  200.00,    22,    14,    8,  175.00,-,-,-,-,,,  46,    25,    16,    9,    177.78,    9,    5,    4,    125.00,    15,    5,    10,  50.00,    11,    4,    7,    57.14,    9,    5,    4,  125.00,,,  46,    5,    4,    1,    400.00,    5,    3,    2,  150.00,    8,    5,    3,  167.67,    5,    4,    1, 400.00,    3,    2,    1, 200.00,,,  46,    3,    3,-,-,    4,    4,-,-,    3,    2,    1,  200.00,    19,    8,    11,    72.73,    4,    2,    2, 100.00,,,  46,    1,-,    1,-,-,-,-,-,    1,    1,-,-,    1,-,    1,-,-,-,-,-,,,  46,-,-,-,-,    1,    1,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,,,  45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  47,    41 071,    25 203,    15 868,    158.83,    37 063,    22 735,    14 328,    158.68,    191,    1 19,    72,    165.28,    310,    182,    128,    142.19,,,  47,    276,    168,    108,    155.56,    280,    148,    132,    112.12,    351,    201,    150,  134.00,    431,    255,    176, 144.89,    668,    454,    214,  212.15,,,  47,    146,    90,    56,    160.71,    104,    76,    28,    271.43,    279,    181,    98,  184.69,    79,    50,    29,  172.41,    102,    70,    32,  218.75,,,  46,    65,    38,    27,    140.74,    242,    140,    102,    137.25,    49,    28,    21,  133.33,    55,    34,    21,  161.90,    36,    24,    12, 200.00,,,  47,    53,    38,    15,    253.33,    40,    15,    25,    60.00,    19,    7,    12,    58.33,    20,    14,    6,  233.33,-,-,-,-,,,  47,    31,    17,    14,    121.43,    14,    10,    4,    250.00,    22,    14,    8, 175.00,    11,    6,    5,  120.00,    9,    6,    3,  200.00,,,  47,    10,    5,    5,    100.00,    11,    5,    6,    83.33,    6,    5,    1,  500.00,    1,    1,-,    0.00,    6,    3,    3, 100.00,,,  47,    4,    2,    2,  100．00,    1,-,    1,-,    1,    1,-,-,    29,    18,    11, 163.64,    5,    3,    2, 150.00,,,  47,-,-,-,-,    1,-,    1,-,    3,-,    3,-,3,    2,    1,  200.00,-,-,-,-,,,  47,-,-,-,-,    1,    1,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,,,  46,    1,    1,-,-,    1,    1,-,-,-,-,-,-,    2,    2,-,-,-,-,-,-,,
  48,    45 389,    27 849,    17 540,    158.77,    41 224,    25 356,    15 868,    159.79,    249,    152,    97,    156.70,    320,    192,    128,    150.00,,,  48,    315,    168,    147,    114.29,    224,    124,    100,    124．00,    374,    222,    152,  146.05,    397,    238,    159, 149.69,    649,    401,    248,  161.69,,,  48,    149,    99,    50,    198.00,    115,    78,    37,    210．81,    286,    174,    112,  155.36,    109,    63,    46,  136.96,    114,    71,    43,  165.12,,,  47,    50,    27,    23,    117.39,    247,    158,    89,    177.53,    67,    35,    32,  109.38,    52,    34,    18,  188.89,    36,    25,    11, 227.27,,,  48,    49,    37,    12,    308.33,    29,    16,    13,    123.08,    34,    19,    15,  126.67,    19,    16,    3,  533.33,-,-,-,-,,,  48,    21,    12,    9,    133.33,    20,    15,    5,    300.00,    10,    3,    7,    42.86,    11,    6,    5,  120．00,    7,    5,    2,  250.00,,,  48,    5,    2,    3,    66.67,    10,    10,-,-,    9,    6,    3,  200.00,    6,    4,    2, 200.00,    17,    9,    8, 113.50,,,  48,    3,    3,-,-,    5,    3,    2,  150.00,    4,    2,    2,  100.00,    21,    11,    10, 110.00,    5,    5,-,-,,,  48,    1,    1,-,-,    1,-,1,-,-,-,-,-,-,-,-,-,    1,    1,-,-,,,  48,-,-,-,-,    1,    1,-,-,    1,    1,-,-,    1,    1,-,-,-,-,-,-,,,  47,-,-,-,-,-,-,-,-,-,-,-,-,    2,-,    2,-,-,-,-,-,,
  49,    50 407,    30 850,    19 557,    157.74,    45 365,    27 888,    17 477,    159.57,    271,    161,    1 10,    146.36,    337,    216,    121,    178.51,,,  49,    372,    214,    158,    135.44,    633,    307,    326,    94.17,    376,    221,    155,  142.58,    392,    231,    161, 143.48,    829,    487,    342,  142.40,,,  49,    173,    112,    61,    183.61,    144,    98,    46,    213.04,    301,    174,    127,  137.01,    119,    69,    50,  138.00,    117,    75,    42,  178.57,,,  48,    60,    30,    30,    100．00,    280,    157,    123,    127.64,    59,    35,    24,  145.83,    101,    54,    47,  114.89,    37,    25,    12, 208.33,,,  49,    65,    48,    17,    282.35,    42,    21,    21,    100.00,    48,    28,    20,  140.00,    30,    18,    12,  150.00,-,-,-,-,,,  49,    41,    26,    15,    173.33,    16,    10,    6,    166.67,    18,    8,    10,    80.00,    16,    11,    5,  220.00,    13,    7,    6,  116.67,,,  49,    7,    4,    3,  133.33,    8,    6,    2,    300.00,    12,    7,    5,  140.00,    3,    3,-,    0.00,    11,    8,    3, 267.67,,,  49,    6,    5,    1,  500.00,    3,    1,    2,    50.00,    4,    3,    1,  300．00,    30,    21,    9, 233.33,    5,    3,    2, 150.00,,,  49,    2,    1,    1,    100.00,    2,    2,-,-,    2,    1,    1, 100.00,    3,    1,    2,  50．00,    1,    1,-,-,,,  49,-,-,-,-,    1,    1,-,-,    2,    1,    1,  100.00,    1,    1,-,-,-,-,-,-,,,  48,    2,    1,    1,  100.00,-,-,-,-,    1,-,    1,-,    3,    2,    1,200,-,-,-,-,,
50-54岁,    316 068,    195 824,    120 244,    162.86,    288 722,    179 517,    109 205,    164.39,    1 752,    1 051,    701,    149.93,    2 018,    1 163,    855,    136.02,,,50-54岁,    1 785,    1 019,    766,    133.03,    2 120,    1 131,    989,    114.36,    2 229,    1 287,    942,  136.62,    2 564,    1 521,    1 043, 145.83,  4 289,    2 709,    1 580,  171.46,,,50-54岁,    815,    487,    328,    148.48,    946,    636,    310,    205.16,  2 042,    1 266,    776,  163.14,    767,    456,    311,  146.62,    626,  404,    222,  181.98,,,  49,    53,    31,    22,    140.91,    290,    175,    115,    152.17,    70,    38,    32,  118.75,    90,    59,    31,  190.32,    45,    24,    21, 114.29,,,50-54岁,    376,    266,    110,    241.82,    200,    107,    93,    11 5.05,    165,    74,    91,    81.32,    177,    122,    55,  221.82,-,-,-,-,,,50-54岁,    185,    1 19,    66,    180.30,    113,    60,    53,    113.21,    91,    56,    35, 160.00,    86,    40,    46,    86.96,    53,    29,    24,  120.83,,,50-54岁,    38,    17,    21,    80.95,    61,    37,    24,    154.17,    71,    44,    27,  163.96,    40,    30,    10, 300.00,    47,    30,    17, 176.47,,,50-54岁,    32,    18,    14,  128.57,    17,    13,    4,  325.00,    14,    9,    5,  180．00,    105,    62,    43, 144.19,    28,    17,    11, 154.55,,,50-54岁,    13,    8,    5,    160．00,    5,    3,    2,    150.00,    10,    6,    4, 150.00,    9,    6,    3,  200.00,    5,    2,    3,    66.67,,,50-54岁,    5,    3,    2,    1 50.00,    15,    8,    7,    114.29,    6,    2,    4,    50.00,    3,    2,    1,200,   2,    1,    1,  100.00,,,  49,-,-,-,-,-,-,-,-,    2,    2,-,-,    3,    2,    1, 200.00,-,-,-,-,,
  50,    51 597,    31 955,    19 642,    162.69,    46 723,    29 098,    17 625,    165.10,    277,    149,    128,    116.41,    333,    179,    154,    116.23,,,  50,    331,    183,    148,23.65,    479,    252,    227,    111.01,    376,    217,    159,  136.48,    428,    255,    173, 147.40,    767,    472,    295,  160．00,,,  50,    151,    96,    55,    174.55,    171,    112,    59,    189.83,    351,    232,    119,  194.96,    132,    71,    61,  116.39,    112,    71,    41,  173.17,,,50-54岁,    432,    252,    180,    140.00,    1 678,    976,    702,    139.03,    431,    257,    174,  147.70,    374,    216,    158,  136.71,    313,    185,    128, 144.53,,,  50,    76,    55,    21,    261.90,    40,    20,    20,    100.00,    43,    19,    24,    79.17,    26,    17,    9,  188.89,-,-,-,-,,,  50,    44,    28,    16,    175.00,    22,    15,    7,    214.29,    23,    16,    7, 228.57,    15,    5,    10,    50．00,    4,    2,    2,  100.00,,,  50,    5,    5,   -,-,    10,    8,    2,    400.00,    15,    9,    6,  150.00,    2,    2,-,    0.00,    14,    10,    4, 250.00,,,  50,    8,    6,    2,  300.00,-,-,-,-,    2,    2,-,-,    15,    9,    6, 150.00,    4,    4,-,-,,,  50,    2,    1,    1,    100．00,-,-,-,-,    1,    1,-,-,    2,    2,   -,-,-,-,-,-,,,  50,    2,    1,    1,    100.00,    2,    1,    1,    100.00,    2,-,    2,-,-,-,-,-,    1,    1,-,-,,,50-54岁,    1,    1,-,-,    1,    1,-,-,    1,-,    1,-,    4,    1,    3,  33.33,    1,-,    1,-,,
  51,    58 564,    36 342,    22 222,    163.54,    53 277,    33 157,    20 120,    164.80,    356,    236,    120,    196.67,    395,    230,    165,    139.39,,,  51,    363,    204,    159,    128.30,    324,    187,    137,    136.50,    437,    244,    193,  126.42,507,    289,    218, 132.57,    834,    526,    308,  170.78,,,  51,    175,    97,    78,    124.36,    196,    132,    64,    206.25,    379,    246,    133,  184.96,    138,    81,    57,  142.11,    96,    54,    42,  128.57,,,  50,    63,    37,    26,    142.31,    274,    156,    118,    132.20,    82,    47,    35,  134.29,    74,    44,    30,  146.67,    51,    24,    27,    88.89,,,  51,    73,    51,    22,    231.82,    39,    27,    12,    225.00,    22,    12,    10,  120.00,    28,    20,    8,  250.00,-,-,-,-,,,  51,    28,    19,    9,    211.11,    22,    9,    13,    69.23,    19,    8,    11,    72.73,    21,    13,    8,  162.50,    15,    9,    6,  150.00,,,  51,    6,    4,   2,  200.00,    16,    10,    6,    166.67,    15,    9,    6,  150.00,    11,    10,    1, 1000.00,    14,    9,    5, 180.00,,,  51,    7,    3,    4,    75.00,    6,    4,    2,  200.00,    4,    3,    1,  300.00,    31,    18,    13, 138.46,    3,    1,    2,  50.00,,,  51,    1,-,    1,-,    2,    1,    1,    100．00,    2,    1,    1, 100.00,    2,    1,    1,  100.00,    2,-,    2,-,,,  51,-,-,-,-,    4,    2,  2,    100.00,-,-,-,-,    1,    1,-,-,    1,-,    1,-,,,  50,-,-,-,-,-,-,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,,
  52,    62 845,    39 136,    23 709,    165.07,    57 519,    35 888,    21 631,    165.91,    368,    216,    152,    142.11,    414,    251,    163,    153.99,,,  52,    349,    196,    153,    128.10,    310,    166,    144,    115.28,    458,    276,    182,  151.65,    486,    302,    184, 164.13,    810,    531,    279,  190.32,,,  52,    161,    101,    60,168.33,    177,    122,    55,    221.82,    408,    233,    175,  133.14,    163,    104,    59,  176.27,    139,    99,    40,  247.50,,,  51,    75,    46,    29,    158.62,    350,    207,    143,    144.76,    83,    55,    28,  196.43,    79,    46,    33,  139.39,    66,    37,    29,  127.59,,,  52,    75,    52,    23,    226.09,    44,    26,    18,    144.44,    30,    11,    19,    57.89,    38,    25,    13,  192.31,-,-,-,-,,,  52,    39,    26,    13,    200.00,    22,    9,    13,    69.23,    15,    11,    4,  275.00,    16,    8,    8,  100．00,    10,    4,    6,    66.67,,,  52,    5,    2,    3,    66.67,    15,    8,    7,    114.29,    12,    10,    2,  500.00,    6,    6,-,    0.00,    9,    6,    3, 200.00,,,  52,    5,    3,    2,  150.00,    4,    3,    1,  300.00,    3,    3,-,-,    17,    10,    7, 142.86,    8,    6,    2, 300.00,,,  52,    5,    2,     3,    66.67,    1,    1,-,-,    2,    1,    1, 100.00,    2,    1,    1,  100.00,    2,  2,-,-,,,  52,    2,   2,-,-,    2,    2,-,-,    3,    1,    2,    50.00,    1,    1,-,-,-,-,-,-,,,  51,-,-,-,-,    1,    1,-,-,-,-,-,-,    2,    1,    1,  100.00,    1,-,    1,-,,
  53,    68 838,    42 556,    26 282,    161.92,    63 185,    39 135,    24 050,    162.72,    338,    205,    133,    154.14,    414,    236,    178,    132.58,,,  53,    374,    229,    145,    157.93,    326,    184,    142,    129.58,    506,    292,    214,  136.45,    577,    346,    231, 149.78,    922,    589,    333,  176.88,,,  53,    160,    98,    62,    158.06,    196,    136,    60,    226.67,    420,    259,    161,  160.87,    170,    104,    66,  157.58,    133,    88,    45,  195.56,,,  52,    89,    55,    34,    161.76,    344,    205,    139,    147.48,    88,    53,    35,  151.43,    75,    46,    29,  158.62,    59,    32,    27,  118.52,,,  53,    76,    53,    23,    230.43,    43,    19,    24,    79.17,    29,    13,    16,    81.25,    38,    30,    8,  375.00,-,-,-,-,,,  53,    34,    20,    14,    142.86,    22,    11,    11,    100.00,    13,    10,    3,  333.33,    14,    5,    9,    55.56,    9,    5,    4,  125．00,,,  53,    8,    3,    5,    60.00,    12,    8,    4,    200.00,    10,    6,    4,  150．00,    7,    3,    4,  75.00,    5,    4,    1, 400.00,,,  53,    4,    3,    1,  300.00,    3,    3,-,-,    3,-,    3,-,    25,    17,    8, 212.50,    6,    3,    3, 100.00,,,  53,    2,    2,-,-,     2,    1,    1,    100．00,    1,    1,-,-,    1,-,    1,-,-,-,-,-,,,  53,    1,-,    1,-,    5,    2,   3,    66.67,    1,    1,-,-,-,-,-,-,-,-,-,-,,,  52,    1,    1,-,-,-,-,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,,
  54,    74 224,    45 835,    28 389,    161.45,    68 018,    42 239,    25 779,    163.85,    413,    245,    168,    145.83,    462,    267,    195,    136.92,,,  54,    368,    207,    161,    128.57,    681,    342,    339,    100.88,    452,    258,    194,  132.99,    566,    329,    237, 138.82,    956,    591,    365,  161.92,,,  54,    168,    95,    73,    130.14,    206,    134,    72,    186.11,    484,    296,    188,  157.45,    164,    96,    68,  141.18,    146,    92,    54,  170.37,,,  53,    109,    66,    43,    153.49,    370,    212,    158,    134.18,    91,    48,    43,  111.63,    71,    46,    25,  184.00,    61,    41,    20,  205．00,,,  54,    76,    55,    21,    261.90,    34,    15,    19,    78.95,    41,    19,    22,    86.36,    47,    30,    17,  176.47,-,-,-,-,,,  54,    40,    26,    14,    185.71,    25,    16,    9,    177.78,    21,    11,    10,  110.00,    20,    9,    11,    81.82,    15,    9,    6,  150.00,,,  54,    14,    3,    11,    27.27,    8,    3,    5,    60.00,    19,    10,    9,  111.11,    14,    9,    5,  180.00,    5,    1,    4,  25.00,,,  54,    8,    3,    5,    60.00,    4,    3,    1,  300.00,    2,    1,    1,  100.00,    17,    8,    9,    88.89,    7,    3,    4,    75.00,,,  54,    3,    3,-,-,-,-,-,-,    4,    2,    2, 100．00,    2,    2,-,-,    1,-,    1,-,,,  54,-,-,-,-,    2,    1,    1,    100.00,-,-,-,-,    1,-,    1,-,-,-,-,-,,,  53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
55-59岁,    461 670,    289 263,    172 407,    167.78,    426 200,    268 304,    157 896,    169.92,    2 125,    1 304,    821,    158.83,    2 928,    1 752,    1 176,    148.98,,,55-59岁,    2 255,    1 264,    991,    127.55,    3 119,    1 566,    1 553,    100.84,    2 939,    1 755,    1 184,  148.23,    2 966,    1 689,    1 277, 132.26,    5 145,    3 172,    1 973,  160.77,,,55-59岁,1063,    628,    435,    144.37,    1 085,    709,    376,    188.56,    3 020,    1 916,  1 104,  173.55,    969,    600,    369,  162.60,    803,    518,    285,  181.75,,,  54,    96,    48,    48,    100．00,    340,    196,    144,    136.11,    87,    54,    33,  163.64,    75,    34,    41,    82.93,    76,    51,    25,  204．00,,,55-59岁,    456,    291,    165,    176.36,    265,    147,    118,    124.58,    198,    103,    95,  108.42,    277,    184,    93,  197.85,    3,    1,    2,    50.00,,,55-59岁,    221,    123,    98,    125.51,    146,    92,    54,    170.37,    109,    58,    51,  113.73,    130,    70,    60,  116.67,    44,    19,    25,  76.00,,,55-59岁,    45,    21,    24,    87.50,    99,    60,    39,153.85,    68,    41,    27,  152.85,    53,    35,    18,  194.44,    46,    26,    20,  130.00,,,55-59岁,    52,    34,    18,    188.89,    22,    9,    13,    69.23,    22,    14,    8,  175.00,    137,    71,    66,  107.58,    48,    27,    21,  128.57,,,55-59岁,    13,    5,    8,    62.50,    14,  7,    7,    100．00,    12,    5,    7,  71.43,    17,    10,    7,  142.86,    5,    2,    3,    66.67,,,55-59岁,    2,    1,    1,    100.00,    18,    14,    4,    350.00,    11,    6,    5,  120.00,    3,    1,    2,    50.00,    2,    1,    1,  100.00,,,  54,-,-,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,-,-,-,-,,
  55,    79 560,    49 659,    29 901,    166.08,    73 291,    45 905,    27 386,    167.62,    41 1,    255,    156,    163.46,    498,    305,    193,    158.03,,,  55,    404,    236,    168,    140.48,    585,    297,    288,    103.13,    496,    305,    191,  159.69,    528,    319,    209, 152.63,    919,    560,    359,  155.99,,,  55,    180,    112,    68,    164.71,    214,    146,    68,    214.71,    515,    320,    195,  164.10,    172,    101,    71,  142.25,    141,    101,    40,  252.50,,,55-59岁,    600,    346,    254,    136.22,    2 239,    1 287,    952,    135.19,    555,    335,    220,  152.27,    510,    280,    230,  121.74,    389,    225,    164,  137.20,,,  55,    78,    48,    30,    160.00,    55,    33,    22,    150.00,    34,    15,    19,    78.95,    45,    30,    15,  200.00,    1,-,    1,-,,,  55,    42,    27,    15,    180.00,    25,    20,    5,    400.00,    17,    8,    9,    88.89,    23,    15,    8,  187.50,    10,    5,    5, 100．00,,,  55,    7,    3,    4,    75.00,    18,    14,    4,    350.00,    17,    4,    13,    31.77,    8,    5,    3,  167.67,    5,    3,    2,  150.00,,,  55,    6,    2,    4,    50.00,    6,    2,    4,    50.00,    4,    2,    2,  100.00,    26,    14,    12,  116.67,    8,    2,    6,  33.33,,,  55,    5,    1,    4,    25.00,    1,-,    1,-,    3,    2,    1,  200.00,    3,    2,    1,  200.00,-,-,-,-,,,  55,-,-,-,-,    3,    3,-,-,    1,-,    1,-,    1,    1,-,-,-,-,-,-,,,55-59岁,    1,    1,-,-,    3,    2,    1,  200.00,    3,    1,    2,  50.00,    5,    3,    2,  150.00,    1,-,    1,-,,
  56,    87 973,    55 408,    32 565,    170.15,    81 615,    51 624,    29 991,    172.13,    407,    235,    172,    136.63,    553,    328,    225,    145.78,,,  56,    413,    236,    177,    133.33,    351,    169,    182,    92.86,    531,    311,    220,  141.36,    547,    333,    214, 155.61,    939,    588,    351,  167.52,,,  56,    199,    108,    91,    118.68,    235,    150,    85,    176.47,    557,    368,    189,  194.71,    186,    119,    67,  177.61,    140,    92,    48,  191.67,,,  55,    103,    60,    43,    139.53,    362,    215,    147,    146.26,    90,    51,    39,  130.77,    91,    49,    42,  116.67,    72,    40,    32,  125.00,,,  56,    65,    45,    20,    225．00,    35,    18,    17,    105.88,    25,    15,    10,  150.00,    59,    41,    18,  227.78,-,-,-,-,,,  56,    37,    18,    19,    94.74,    29,    20,    9,    222.22,    21,    11,    10,  110.00,    27,    15,    12,  125.00,    6,    2,    4,  50.00,,,  56,    11,    8,    3,  266.67,    17,    9,    8,    112.50,    13,    5,    8,    63.50,    8,    4,    4,  100.00,    5,    2,    3,  67.67,,,  56,    9,    6,    3,  200．00,    4,-,    4,-,    5,    3,    2,  150.00,    27,    13,    14,    92.86,    10,    7,    3,  233.33,,,  56,    3,    3,-,-,    5,    1,    4,    25.00,    2,-,    2,-,    1,    1,-,-,-,-,-,-,,,  56,-,-,-,-,    2,    1,    1,    100.00,    2,    1,    1,  100.00,    2,-,    2,-,-,-,-,-,,,  55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  57,    88 560,    55 268,    33 292,    166.01,    81 938,    51 389,    30 549,    168.22,    406,    256,    150,    170.67,    515,    286,    229,    124.89,,,  57,    408,    224,    184,    121.74,    461,    235,    226,    103.98,    543,    311,    232,  134.05,    590,    322,    268, 120.15,    982,    614,    368,  166.85,,,  57,    210,117,    93,    125.81,    214,    145,    69,    210.14,    539,    328,    211,  155.45,    209,    136,    73,  186.30,    160,    100,    60,  166.67,,,  56,    100,    57,    43,    132.56,    441,    248,    193,    128.50,    106,    69,    37,  186.49,    115,    57,    58,    98.28,    65,    41,    24,  170.83,,,  57,    103,    67,    36,    186.11,    47,    21,    26,    80.77,    32,    24,    8,  300.00,    58,    38,    20,  190.00,-,-,-,-,,,  57,    43,    25,    18,    138.89,    36,    15,    21,    71.43,    22,    9,    13,  69.23,    28,    16,    12,  133.33,    9,    3,    6,  50．00,,,  57,    5,    4,    1,  400.00,    21,    17,    4,    425.00,    9,    8,    1, 800．00,    7,    7,-,  0．00,    11,    5,    6,  83.33,,,  57,    6,    2,    4,    50.00,    5,    4,    1,  400.00,    3,    2,    1,  200.00,    16,    10,    6,  166.67,    7,    4,    3,  133.33,,,  57,    2,    1,    1,  100．00,    3,    1,    2,    50.00,    1,    1,-,-,    6,    3,    3,  100.00,    1,-,    1,-,,,  57,    1,-,    1,-,    3,    3,-,-,    1,    1,-,-,-,-,-,-,    2,    1,    1,  100.00,,,  56,-,-,-,-,    1,-,    1,-,    1,-,    1,-,-,-,-,-,-,-,-,-,,
  58,    92 294,    57 953,    34 341,    168.76,    85 383,    53 823,    31 560,    170.54,    395,    239,    156,    153.21,    627,    402,    225,    178.67,,,  58,    454,    255,    199,    128.14,    405,    206,    199,    103.52,    616,    364,    252,  144.44,    633,    358,    275, 130.18,    1 039,    640,    399,  160.40,,,  58,    223,    148,    75,    197.33,    196,    125,    71,    176.06,    611,    393,    218,  180.28,    184,    111,    73,  152.05,    154,    95,    59,  161.02,,,  57,    131,    81,    50,    162.00,    436,    248,    188,    131.91,    106,    58,    48,  120.83,    97,    55,    42,  130.95,    84,    46,    38,  121.05,,,  58,    83,    56,    27,    207.41,    57,    35,    22,    159.09,44,    21,    23,  9 1.30,    51,    31,    20,  155.00,-,-,-,-,,,  58,    42,    21,    21,    100.00,    26,    17,    9,    188.89,    23,    15,    8,  187.50,    28,    12,    16,  75.00,    6,    1,    5,  20.00,,,  58,    10,    3,    7,    42.86,    21,    9,    12,    75.00,    15,    14,    1, 1400.00,    15,    8,    7,  114.29,    9,    4,    5,  80．00,,,  58,    14,    11,    3,    366.67,    2,-,    2,-,    6,    4,    2,  200.00,    19,    9,    10,  90.00,    8,    4,    4,  100.00,,,  58,    1,-,    1,-,    2,    2,-,-,    1,-,    1,-,    1,    1,-,-,    2,    1,    1, 100．00,,,  58,-,-,-,-,    5,    3,     2,    150.00,    2,    2,-,-,-,-,-,-,-,-,-,-,,,  57,-,-,-,-,-,-,-,-,    1,-,    1,-,    2,    1,    1,  100.00,-,-,-,-,,
  59,    113 283,    70 975,    42 308,    167.76,    103 973,    65 563,    38 410,    170.69,    506,    319,    187,    170.59,    735,    431,    304,    141.78,,,  59,    576,    313,    263,    119.01,    1 317,    659,    658,    100.15,    753,    464,    289,  160.55,    668,    357,    31 1, 114.79,    1 266,    770,    496,  155.24,,,  59,    251,    143,    108,    132.41,    226,    143,    83,    172.29,    798,    507,    291,  174.23,    218,    133,    85,  156.47,    208,    130,    78,  166.67,,,  58,    113,    65,    48,    135.42,    432,    244,    188,    129.79,    118,    69,    49,  140.82,    97,    54,    43,  125.58,    74,    45,    29,  155.17,,,  59,    127,    75,    52,    144.23,    71,    40,    31,    129.03,    63,    28,    35,  80.00,    64,    44,    20,  220.00,  2,    1,    1,  100.00,,,  59,    57,    32,    25,    128.00,    30,    20,    10,    200.00,    26,    15,    11,  136.36,    24,    12,    12,  100.00,    13,    8,    5,  160.00,,,  59,    12,    3,    9,    33.33,    22,    11,    11,    100.00,    14,    10,    4,  250.00,    15,    11,    4,  275.00,    16,    12,    4, 300．00,,,  59,    17,13,    4,    325．00,    5,    3,    2,  150．00,    4,    3,    1,  300．00,    49,    25,    24, 104.17,    15,    10,    5,  200．00,,,  59,    2,-,    2,-,    3,    3,-,-,    5,    2,    3,    66.67,    6,    3,    3,  100.00,    2,    1,    1, 100.00,,,  59,    1,    1,-,-,    5,    4,    1,    400.00,    5,    2,    3,    66.67,-,-,-,-,-,-,-,-,,,  58,    1,    1,-,-,    2,    2,-,-,    1,    1,-,-,    2,    1,    1,  100.00,    1,-,    1,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  59,    153,    83,    70,    118.57,    568,    332,    236,    140.68,    135,    88,    47,  187.23,    110,    65,    45,  144.44,    94,    53,    41,  129.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  59,-,-,-,-,-,-,-,-,-,-,-,-,    1,    1,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
