表3-33全国各民族分年龄的死亡人口数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  22,    31 052,    17 222,    13 830,    124.53,    27 760,    15 371,    12 389,    124.07,    139,    88,    51,    172.55,    265,    155,    110,    140.91,,,  23,    222,    114,    108,    105.56,    216,    102,    114,    89.47,    372,    194,    178,  108.99,    353,    191,    162,  117.90,    459,    266,    193,  137.82,,,  21,    140,    73,    67,    108.96,    63,    40,    23,    173.91,    234,    128,    106,  120.75,  100,    60,    40,  150.00,    90,    54,    36,  150.00,,,  23,    57,    27,    30,    90.00,    306,    144,    162,    88.89,    91,    47,    44,  106.82,    48,    25,    23,  108.70,    37,    17,    20,    85.00,,,  23,    30,    17,    13,    130.77,    35,    18,    17,    105.88,    32,    12,    20,    60.00,    15,    7,    8,    87.50,    1,    1,-,-,,,  23,    24,    17,    7,  242.86,    16,    9,    7,  128.57,    12,    10,    2, 500.00,    15,    8,     7, 114.29,    6,    4,    2, 200.00,,,  23,    5,    3,    2,  150.00,    12,    7,    5,  140.00,    7,    4,    3, 133.33,    5,    4,    1, 400.00,    9,    7,    2, 350.00,,,  23,    5,    4,    1,  400.00,    2,    1,    1,  100.00,    2,    1,    1, 100.00,    22,    15,    7, 214.29,    1,    1,-,-,,,  23,    3,    1,    2,    50.00,-,-,-,-,    1,-,    1,-,-,-,-,-,-,-,-,-,,,  23,-,-,-,-,    1,-,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,  23,-,-,-,-,-,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,,
  23,    33 030,    18 123,    14 907,    121.57,    29 660,    16 304,    13 356,  122.07,    127,    74,    53,    139.62,    221,    1 17,    104,    112.50,,,  24,    242,    124,    118,    105.08,    354,    152,    202,    75.25,    357,    193,    164,  117.68,    357,    201,    156,  128.85,    476,    293,    183,  160.11,,,  22,    111,    69,    42,    164.29,    58,    43,    15,    286.67,    216,    130,    86,  151.16,    83,    57,    26,  219.23,    82,    49,    33,  148.48,,,  24,    54,    33,    21,    157.14,    291,    150,    141,    106.38,    80,    36,    44,    81.82,    66,    37,    29,  127.59,    50,    25,    25,  100.00,,,  24,    43,    27,    16,    168.75,    44,    20,    24,    83.33,    23,    6,    17,    35.29,    17,    10,    7,  142.86,-,-,-,-,,,  24,    38,    22,    16,  137.50,    9,    6,    3,  200.00,    20,    14,    6, 233.33,    13,    8,    5, 160.00,    7,    3,    4,  75.00,,,  24,    9,    4,    5,    80.00,    9,    4,    5,    80.00,    8,    6,    2, 300.00,    5,    3,    2, 150.00,    7,    3,    4,  75.00,,,  24,    4,    1,    3,    33.33,    4,    2,    2,  100.00,    3,    3,-,-,    18,    10,    8, 125.00,    6,    3,    3, 100.00,,,  24,    1,    1,-,-,    2,    2,-,-,-,-,-,-,    3,    3,-,-,    1,-,    1,-,,,  24,-,-,-,-,    4,    4,-,-,    1,    1,-,-,-,-,-,-,    1,-,    1,-,,,  24,-,-,-,-,-,-,-,-,    4,    2,    2, 100.00,-,-,-,-,    1,-,    1,-,,
  24,    33 653,    18 552,    15 101,    122.85,    29 945,    16 497,    13 448,    122.67,    172,    102,    70,    145.71,    256,    141,    115,    122.61,,,25-29岁,    923,    469,    454,    103.30,    1 089,    493,    596,    82.72,    1 192,    643,    549,  117.12,    1 255,    683,    572,  119.41,  1 844,    1 166,    678,  171.98,,,  23,    110,    63,    47,    134.04,    51,    25,    26,    96.15,    220,    126,    94,  134.04,    101,    66,    35,  188.57,    85,    44,    41,  107.32,,,25-29岁,    206,    101,    105,    96.19,    989,    534,    455,    117.36,    268,    129,    139,    92.81,    246,    136,    110,  123.64,    159,    90,    69,  130.43,,,25-29岁,    150,    84,    66,    127.27,    128,    63,    65,    96.92,    110,    48,    62,    77.42,    92,    52,    40,  130.00,-,-,-,-,,,25-29岁,    145,    73,    72,  101.39,    49,    32,    17,  188.24,    49,    28,    21, 133.33,    40,    24,    16, 150.00,    19,    14,    5, 280.00,,,25-29岁,    36,    13,    23,    56.52,    33,    16,    17,    94.12,    27,    17,    10, 170.00,    16,    10,    6, 166.67,    25,    12,    13,  92.31,,,25-29岁,    20,    7,    13,    53.85,    11,    5,    6,    83.33,    11,    7,    4, 175.00,    69,    37,    32, 115.63,    15,    9,    6, 150.00,,,25-29岁,    9,    4,    5,    80.00,    5,    2,    3,    66.67,    7,    4,    3, 133.33,    7,    2,    5,  40.00,    1,    1,-,-,,,25-29岁,    4,    3,    1,  300.00,    8,    7,    1,  700.00,-,-,-,-,    3,    1,   2,  50.00,    1,    1,-,-,,,25-29岁,    1,    1,-,-,    3,    3,-,-,    5,    2,    3,  66.67,    1,    1,-,-,-,-,-,-,,
25-29岁,    130 619,    73 845,    56 774,    130.07,    117 039,    66 261,    50 778,    130.49,    687,    383,    304,    125.99,    1 045,    623,    422,    147.63,,,  25,    254,    129,    125,    103.20,    290,138,    152,    90.79,    369,191,    178,  107.30,    361,    189,    172,  109.88,    473,    289,    184,  157.07,,,  24,    139,    84,    55,    152.73,    63,    45,    18,    250.00,    218,    140,    78,  179.49,    103,    61,    42,  145.24,    88,    50,    38,  131.58,,,  25,    55,    24,    31,    77.42,    273,    142,    131,    108.40,    65,    29,    36,    80.56,    64,    33,    31,  106.45,    35,    19,    16,  118.75,,,  25,    32,    20,    12,    166.67,    26,    11,    15,    73.33,    22,    11,    11,  100.00,    24,    15,    9,  166.67,-,-,-,-,,,  25,    27,    15,    12,  125.00,    12,    10,    2,  500.00,    10,    6,    4, 150.00,    11,    6,    5, 120.00,    1,    -,    1,   -,,,  25,    9,    2,    7,    28.57,    6,    2,    4,    50.00,    7,    5,    2, 250.00,    3,    1,    2,  50.00,    6,    2,    4,  50.00,,,  25,    3,    1,2,    50.00,    3,    1,    2,    50.00,    5,    2,    3,  66.67,    21,    11,    10, 110.00,    3,    1,    2,  50.00,,,  25,    2,    1,    1,  100.00,-,-,-,-,    2,    1,    1, 100.00,    3,-,    3,-,-,-,-,-,,,  25,    1,    1,-,-,    4,    4,-,-,-,-,-,-,-,-,-,-,    1,    1,-,-,,,  25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  25,    32 759,    18 093,    14 666,    123.37,    29 174,    16 123,    13 051,    123.54,    153,    82,    71,    115.49,    293,    173,    120,    144.17,,,  26,    216,    112,    104,    107.69,    179,    76,    103,    73.79,    326,    180,    146,  123.29,    290,    156,    134,  116.42,    459,    296,    163,  181.60,,,25-29岁,    409,    221,    188,    117.55,    296,    189,    107,    176.64,    1 074,    651,    423,  153.90,    350,    219,    1 31,  167.18,    336,    191,    145,  131.72,,,  26,    58,    31,    27,    114.81,    283,    153,    130,    117.69,    74,    33,    41,    80.49,    48,    29,    19,  152.63,    40,    21,    19,  110.53,,,  26,    45,    25,    20,    125.00,    29,    11,    18,    61.11,    28,    12,    16,    75.00,    26,    12,    14,    85.71,-,-,-,-,,,  26,    32,    15,    17,    88.24,    13,    10,    3,  333.33,    13,    7,    6, 116.67,    13,    8,5, 160.00,    4,    3,    1, 300.00,,,  26,    6,    3,    3,  100.00,    15,    5,    10,    50.00,    8,    5,    3, 166.67,    9,     7,   2, 350.00,    2,    1,    1, 100.00,,,  26,    5,    2,    3,    66.67,    5,    3,    2,  150.00,    1,    1,-,-,    24,    14,    10, 140.00,    6,    3,    3, 100.00,,,  26,    2,    1,    1,  100.00,    1,    1,-,-,    1,    1,-,-,    1,    1,-,-,    1,    1,-,-,,,  26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,  26,    1,    1,-,-,    1,    1,-,-,    2,    1,    1, 100.00,-,-,-,-,-,-,-,-,,
  26,    34 205,    19 375,    14 830,    130.65,    30 866,    17 506,    13 360,    131.03,    163,    93,    70,    132.86,    251,    148,    103,    143.69,,,  27,    177,    84,    93,    90.32,    207,    100,    107,    93.46,    243,    137,    106,  129.25,    276,    155,    121,  128.10,    410,    263,    147,  178.91,,,  25,    101,    56,    45,    124.44,    65,    41,    24,    170.83,    239,    149,    90,  165.56,    118,    79,    39,  202.56,    99,    54,    45,  120.00,,,  27,    44,    22,    22,    100.00,    235,    129,    106,    121.70,    65,    35,    30,  116.67,    46,    29,    17,  170.59,    32,    20,    12,  166.67,,,  27,    34,    20,    14,    142.86,    26,    14,    12,    116.67,    23,    9,    14,    64.29,    10,    7,    3,  233.33,-,-,-,-,,,  27,    25,    12,    1 3,    92.31,    11,    5,    6,    83.33,    14,    11,    3, 366.67,    5,    3,    2, 150.00,    6,    5,    1, 500.00,,,  27,    8,    3,    5,    60.00,    5,    5,-,-,    1,    -,    1,-,    3,    2,    1, 200.00,    10,    7,    3, 233.33,,,  27,    2,-,    2,-,    1,-,    1,-,    4,    4,-,-,    18,    8,    10,  80.00,    2,    1,    1, 100．00,,,  27,-,-,-,-,    1,-,    1,-,    1,-,    1,-,    2,    1,    1, 100.00,-,-,-,-,,,  27,-,-,-,-,    2,    1,    1,  100.00,-,-,-,-,    2,    1,    1, 100.00,-,-,-,-,,,  27,-,-,-,-,    2,    2,-,-,    2,-,    2,-,    1,    1,-,-,-,-,-,-,,
  27,    28 121,    15 966,    12 155,    131.35,    25 235,    14 316,    10 919,    131.11,    162,    92,    70,    131.43,    226,    135,    91,    148.35,,,  28,    136,    75,    61,    122.95,    146,    64,    82,    78.05,    130,    64,    66,    96.97,    176,    99,    77,  128.57,    229,    140,    89,  157.30,,,  26,    117,    61,    56,    108.93,    65,    41,    24,    170.83,    275,    164,    111,  147.75,    102,    58,    44,  131.82,    72,    42,    30,  140.00,,,  28,    21,    9,    12,    75.00,    116,    69,    47,    146.81,    37,    20,    17,  117.65,    46,        23,    23,  100.00,    27,    16,    11,  145.45,,,  28,    20,    11,    9,    122.22,    21,    12,    9,    133.33,    17,    5,    12,    41.67,    16,    7,    9,    77.78,-,-,-,-,,,  28,    29,    18,    11,  163.64,    7,    3,    4,    75.00,    6,    3,    3, 100.00,    4,    3,    1, 300.00,    4,    3,    1, 300.00,,,  28,    4,     -,    4,-,-,-,-,-,    3,    1,2,  50.00,-,-,-,-,    2,    1,    1, 100.00,,,  28,    6,    3,    3,  100.00,    2,    1,    1,  100.00,-,-,-,-,    2,    1,    1, 100.00,    4,    4,-,-,,,  28,    2,-,    2,-,    1,    1,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,,,  28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,  28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  28,    16 939,    9 694,    7 245,    133.80,    15 176,    8 706,    6 470,    134.56,    87,    46,    41,    112.20,    124,    76,    48,    158.33,,,  29,    140,    69,    71,    97.18,    267,    115,    152,    75.66,    124,    71,    53,  133.96,    152,    84,    68,  123.53,    273,    178,    95,  187.37,,,  27,    82,    46,    36,    127.78,    77,    46,    31,    148.39,    208,    129,    79,  163.29,    69,    46,    23,  200.00,    78,    41,    37,  110.81,,,  29,    28,    15,    13,    115.38,    82,    41,    41,    100.00,    27,    12,    15,    80.00,    42,    22,    20,  110.00,    25,    14,    11,  127.27,,,  29,    19,    8,    11,    72.73,    26,    15,    11,    136.36,    20,    11,    9,  122.22,    16,    11,    5,  220.00,-,-,-,-,,,  29,    32,    13,    19,    68.42,    6,    4,    2,  200.00,    6,    1,    5,  20.00,    7,    4,    3, 133.33,    4,    3,    1, 300.00,,,  29,    9,    5,    4,  125.00,    7,    4,    3,  133.33,    8,    6,    2, 300.00,    1,-,    1,-,    5,    1,    4,    25．00,,,  29,    4,    1,    3,  33.33,-,-,-,-,    1,-,    1,-,    4,    3,    1, 300.00,-,-,-,-,,,  29,    3,    2,    1,  200.00,    2,-,    2,-,    2,    1,    1, 100.00,    1,-,    1,-,-,-,-,-,,,  29,    3,    2,    1,  200.00,    2,    2,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,,,  29,-,-,-,-,-,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,,
  29,    18 595,    10 717,    7 878,    136.04,    16 588,    9 610,    6 978,    137.72,    122,    70,    52,    134.62,    151,    91,    60,    151.67,,,,,,,,,,,,,,,,,,,,,,,,,,  28,    55,    31,    24,    129.17,    38,    29,    9,    322.22,    150,    93,    57,  163.16,    39,    24,    15,  160.00,    45,    24,    21,  114.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  29,    54,    27,    27,    100.00,    51,    32,    19,    168.42,    202,    116,    86,  134.88,    22,    12,    10,  120.00,     42,    30,    12,  250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,表3--33全国各民族分年龄的死亡人口数(1989．7．1--1990．6．30)(续10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
单位：人,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,,  单位：人,,,,,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,,  单位：人,,,,,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    合计,,,,    汉族,,,,    蒙古族,,,,    回族,,,,,,,    藏族,,,,    维吾尔族苗族,,,,,,,,    彝族,,,,    壮族,,,,,,,    布依族,,,,    朝鲜族,,,,    满族,,,,    侗族,,,,    瑶族,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    黎族,,,,    傈僳族,,,,    佤族,,,,    畲族,,,,    高山族,,,,,,,    拉祜族,,,,    水族,,,,    东乡族,,,,    纳西族,,,,    景颇族,,,,,,,    柯尔克孜族,,,,    土族,,,,    达斡尔族,,,,    仫佬族,,,,    羌族,,,,,,,    布朗族,,,,    撒拉族,,,,    毛南族,,,,    仡佬族,,,,    锡伯族,,,,,,,    阿昌族,,,,    普米族,,,,    塔吉克族,,,,    怒族,,,,    乌孜别克族,,,,,,,    俄罗斯族,,,,    鄂温克族,,,,    德昂族,,,,    保安族,,,,    裕固族,,,,,,,    京族,,,,    塔塔尔族,,,,    独龙族,,,,    鄂伦春族,,,,    赫哲族,,,,,
    年龄别,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,,    白族,,,,    土家族,,,,    哈尼族,,,,    哈萨克族,,,,    傣族,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,,  年龄别,,,,,,,,,,,,,,,,,,,,,,
,  合计,    男,    女,  性别比,  小计,    男,    女,性别比,小计,    男,    女,性别比,小计,    男,    女,性别比,,,,小计,    男,    女,  性别比,  小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,年龄别,,,,,,,,,,,,,,,,,,,,,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,,小计,    男,    女,性别比,小计,    男,    女,  性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,
30-34岁,    133 916,    79 592,    54 324,    146.51,    120 886,    72 123,    48 763,    147.91,    641,    390,    251,    155.38,    848,    495,    353,    140.23,,,30-34岁,    831,    417,    414,    100.72,    1 038,    467,    571,    81.79,    1 140,    628,    512,  122.66,    1 059,    603,    456, 132.24, 2 129,    1 312,    817,  160.59,,,30-34岁,    425,    239,    186,    128.49,    344,    241,    103,    233.98,    1 084,    677,    407,  166.34,    360,    208,    152,  136.84,    356,    214,    142,  150.70,,,,小计,    男,    女,性别比,小计,    男,    女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,小计,  男,  女,性别比,,,30-34岁,    122,    68,    54,    125.93,    153,    83,    70,    118.57,    98,    42,    56,    75.00,    85,    63,    22,  286.36,-,-,-,-,,,30-34岁,    103,    46,    57,    80.70,    52,    26,    26,    100.00,    37,    21,    16,  131.25,    35,    18,    17,  105.88,    19,    14,    5,  280.00,,,30-34岁,    13,    5,    8,    62.50,    30,    20,    10,  200.00,    32,    25,    7,  357.14,    11,    5,    6,    83.33,    34,    21,    13, 162.54,,,30-34岁,    22,    9,    13,    69.23,    3,    1,    2,    50.00,    7,    5,    2, 250.00,    58,    36,    22, 163.64,    14,    9,    5, 180.00,,,30-34岁,    5,    1,    4,  25.00,-,-,-,-,    4,-,    4,-,    13,    9,    4,  225.00,    1,    1,-,-,,,30-34岁,    2,    2,-,-,    7,  5,    2,    250.00,    4,    3,    1,  300.00,-,-,-,-,    4,    2,    2,  100.00,,,,,,,,,,,,,,,,,,,,,,,,,
  30,    20 422,    12 134,    8 288,    146.40,    18 414,    11 037,    7 377,    149.61,    109,    66,    43,    153.49,    123,    62,    61,    101.64,,,  30,    158,    73,    85,    85.88,    214,    88,    126,    69.84,    155,    91,    64,  142.19,    138,    69,    69, 100.00,    300,    176,    124,  141.94,,,  30,    56,    22,    34,    64.71,    72,    51,    21,    242.86,    174,    112,    62,  180.65,    41,    20,    21,    95.24,    59,    32,    27,  118.52,,,30-34岁,    184,    112,    72,    155.56,    886,    496,    390,    127.18,    237,    130,    107,  121.50,    248,    144,    104,  138.46,    140,    89,    51,  174.51,,,  30,    21,    12,    9,    133.33,    28,    16,    12,    133.33,    17,    5,    12,    41.67,    16,    11,    5,  220.00,-,-,-,-,,,  30,    25,    12,    13,    92.31,    6,    1,    5,    20.00,    5,    4,    1,  400.00,    4,    3,    1,  300.00,    4,    3,    1,  300.00,,,  30,    1,    1,-,-,    3,    2,    1,  200．00,    8,    5,    3,  167.67,    2,-,    2,    0.00,    3,    2,    1, 200.00,,,  30,    4,    3,    1,  300.00,-,-,-,-,    1,    1,-,-,    11,    4,    7,  57.14,    3,    3,-,-,,,  30,    1,-,    1,-,-,-,-,-,    1,-,    1,-,    4,    3,    1,  300.00,-,-,-,-,,,  30,-,-,-,-,    2,    1,    1,    100.00,    1,-,    1,-,-,-,-,-,   2,    2,-,-,,,30-34岁,    3,    3,-,-,-,-,-,-,    3,    1, 2,  50.00,-,-,-,-,    2,    1,    1,  100.00,,
  31,    25 163,    14 999,    10 164,    147.57,    22 561,    13 494,    9 067,    148.83,    147,    89,    58,    153.45,    165,    95,    70,    135.71,,,  31,    166,    88,    78,    112.82,    195,    97,    98,    98.98,    215,    119,    96,  123.96,    210,    121,    89, 135.96,    399,    255,    144,  177.08,,,  31,    82,    50,    32,    156.25,    78,    54,    24,    225．00,    214,    130,    84,  154.76,    82,    44,    38,  115.79,    71,    37,    34,  108.82,,,  30,    15,    9,    6,    150.00,    97,    63,    34,    185.29,    30,    15,    15,  100.00,    52,    28,    24,  116.67,    27,    15,    12,  125.00,,,  31,    31,    16,    15,    106.67,    30,    13,    17,    76.47,    19,    7,    12,    58.33,    14,    10,    4,  250.00,-,-,-,-,,,  31,    28,    12,    16,    75.00,    8,    5,    3,    166.67,    7,    3,    4,    75.00,    6,    -,    6,    -,    4,    3,    1,  300.00,,,  31,    4,    1,    3,    33.33,    7,    5,    2,  250.00,    10,    9,    1,  900.00,    1,-,    1,    0.00,    10,    5,    5, 100．00,,,  31,    5,    4,    1,  400.00,    1,-,    1,-,    1,    1,-,-,    11,    8,    3,  266.67,    1,    1,-,-,,,  31,    3,    1,    2,  50．00,-,-,-,-,    2,-,    2,-,    2,  2,-,-,-,-,-,-,,,  31,-,-,-,-,    2,    1,    1,    100.00,    1,    1,-,-,-,-,-,-,-,-,-,-,,,  30,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  32,    29 240,    17 540,    11 700,    149.91,    26 537,    15 934,    10 603,    150.28,    130,    85,    45,    188.89,    168,    98,    70,    140.00,,,  32,    173,    94,79,    118.99,    152,    72,    80,    90.00,    252,    141,    111,  127.03,    227,    137,    90, 152.22,    480,    312,    168,  185.71,,,  32,    86,    46,    40,    115．00,    67,    51,    16,    318.75,    217,    140,    77,  181.82,    76,    43,    33,  130.30,    80,    46,    34,  135.29,,,  31,    31,    23,    8,    287.50,    179,    99,    80,    123.75,    52,    27,    25,  108.00,    51,    35,    16,  218.75,    39,    25,    14,  178.57,,,  32,    18,    10,    8,    125.00,    29,    15,    14,    107.14,    26,    13,    13,  100.00,    18,    15,    3,  500．00,-,-,-,-,,,  32,    15,    6,    9,    66.67,    11,    7,    4,    175.00,    9,    4,    5,    80.00,    8,    5,    3,  166.67,    3,    3,    -,  -,,,  32,    4,    1,    3,    33.33,    3,    -,    3,-,    4,    3,    1,  300.00,    3,    1,    2,  50.00,    5,    3,    2, 150.00,,,  32,    3,-,    3,-,    1,    1,-,-,    3,    2,    1, 200.00,    10,    6,    4,  150.00,    3,    1,    2,  50.00,,,  32,    1,-,    1,-,-,-,-,-,    1,-,    1,-,    3,    1,    2,    50.00,-,-,-,-,,,  32,    2,    2,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,  31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
  33,    28 181,    16 644,    11 537,    144.27,    25 429,    15 056,    10 373,    145.1 5,    115,    71,    44,    161.36,    188,    118,    70,    168.57,,,  33,    172,    79,    93,    84.95,    164,    80,    84,    95.24,    256,    132,    124,  106.45,    253,    152,    101, 150.50,    460,    270,    190,  142.11,,,  33,    88,    49,    39,    125.64,    65,    43,    22,    195.45,    229,    145,    84,  172.62,    81,    53,    28,  189.29,    80,    57,    23,  247.83,,,  32,    39,    22,    17,    129.41,    225,    125,    100,    125．00,    48,    26,    22,  118.18,    45,    30,    15,  200.00,    29,    23,    6,  383.33,,,  33,    32,    17,    15,    113.33,    31,    18,    13,    138.46,    15,    7,    8,    87.50,    19,    13,    6,  216.67,-,-,-,-,,,  33,    18,    9,    9,    100.00,    14,    6,    8,    75.00,    4,    3,    1,  300.00,    4,    3,    1,  300.00,    4,    3,    1,  300.00,,,  33,-,-,-,-,    7,    6,    1,  600.00,    6,    6,    -,    0．00,    3,    2,    1, 200.00,    8,    5,    3, 167.67,,,  33,    6,    2,    4,    50.00,-,-,-,-,    2,    1,    1, 100．00,    15,    10,    5,  200．00,    3,    1,    2,  50．00,,,  33,-,-,-,-,-,-,-,-,-,-,-,-,    3,    2,    1,  200.00,    1,    1,-,-,,,  33,-,-,-,-,-,-,-,-,    2,    2,-,-,-,-,-,-,    1,-,    1,-,,,  32,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,    1,-,-,,
