表3-18全国各民族的行业门类人口数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,    单位：人,,,,,,,,,,,,,,,,,,    单位：人,,,,,,,,,,,,,,,
    单位：人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,    Ⅳ、建筑业,,,    Ⅴ、交通运输、邮电通讯业,,,    Ⅵ、商业、公共饮食业、,,,Ⅶ、房地产管理、公用事业、,,,,,,,,,  Ⅸ、教育、文化艺术和广播电视事业,,,  Ⅹ、科学研究和综合技术服务事业,,,    Ⅺ、金融、保险业,,,Ⅻ、国家机关、政党机关和社会团体,,,    ⅩⅢ、其他行业,,
,    合计,,,    Ⅰ、农、林、牧、渔、水利业,,,    Ⅱ、工业,,,    Ⅲ、地质普查和勘探业,,,,,  民族别,,,,,,,      物资供销和仓储业,,,    居民服务和咨询服务业,,,Ⅷ、卫生、体育和社会福利事业,,,,,    民族别,,,,,,,,,,,,,,,
    民族别,,,,,,,,,,,,,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,小计,    男,    女
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,,,,,,,,,,,,,,,,,,,总计,15 102 055,  8 846 725,  6 255 330,  1 450 491,    914 083,  536 408, 2 132 142, 1 289 832,  842 310,12 952 647,10 019 017, 2 933 630,  115 991,  82 566, 33 425
怒族,    14 121,    7 247,    6 874,    12 995,    6 451,    6 544,    130,    99,    31,    1,    1,    -,,,俄罗斯族,    202,    142,    60,    413,    300,    113,    616,    255,    361,    225,    93,    132,    269,    86,    183,,,乌孜别克族,    617,    304,    313,    10,    7,    3,    45,    23,    22,    370,    259,    111,    1,-,    1
乌孜别克族,    5 364,    3 575,    1 789,    1 906,    1 292,    614,    945,    603,    342,    9,    6,    3,,,鄂温克族,    88,    66,    22,    178,    135,    43,    589,    288,    301,    86,    36,    50,    336,    94,    242,,,俄罗斯族,    574,    203,    371,    60,    26,    34,    77,    31,    46,    472,    276,    196,    1,    1,-
俄罗斯族,    5 711,    3 031,    2 680,    1 043,    656,    387,    1 717,    937,    780,    42,    25,    17,,,德昂族,    6,    5,    1,    22,    16,    6,    36,    18,    18,    1,    1,    -,    21,    13,    8,,,鄂温克族,    814,    325,    489,    44,    24,    20,    118,    62,    56,    1 175,    783,    392,    8,    5,    3
鄂温克族,    9 572,    5 882,    3 690,    5 388,    3 608,    1 780,    743,    452,    291,    5,    4,    1,,,保安族,    22,    18,    4,    19,    18,    1,    120,    80,    40,    19,    1 1,    8,    26,    14,    12,,,德昂族,    78,    55,    23,    2,    1,    1,    8,    5,    3,    78,    65,    13,-,-,-
德昂族,    7 666,    4 004,    3 662,    7 343,    3 777,    3 566,    71,    48,    23,   -,  -,   -,,,裕固族,    18,    15,    3,    74,    63,    11,    144,    74,    70,    52,    18,    34,    63,    33,    30,,,保安族,    83,    56,    27,    4,    2,    2,    12,    12,    -,    178,    153,    25,-,-,-
保安族,    6 863,    3 579,    3 284,    6 114,    2 984,    3 130,    266,    231,    35,    -, -,    -,,,京族,    73,    52,    21,    154,    114,    40,    697,    276,    421,    95,    28,    67,    112,44,    68,,,裕固族,    178,    110,    68,    6,    3,    3,    47,    31,    16,    363,    279,    84,    3,    3,-
裕固族,    6 672,    3 501,    3 171,    5 479,    2 718,    2 761,    240,    150,    90,    5,    4,    1,,,塔塔尔族,    27,    22,    5,    61,    53,    8,    122,    65,    57,    24,    15,    9,    97,    38,    59,,,京族,    281,    182,    99,    11,    10,    1,    49,    27,    22,    336,    267,    69,-,-,-
京族,    9 353,    4 427,    4 926,    6 818,    3 026,    3 792,    719,    396,    323,    8,    5,    3,,,独龙族,    10,    10,    -,    37,    30,    7,    36,    16,    20,    4,    1,    3,    30,    13,    17,,,塔塔尔族,    290,    145,    145,    13,    7,    6,    23,    11,    12,    155,    118,    37,    1,    1,-
塔塔尔族,    1 955,    1 208,    747,    940,    612,    328,    194,    11 5,    79,    8,    6,    2,,,鄂伦春族,    35,    26,    9,    64,    49,    15,    239,    101,    138,    46,    18,    28,    109,    30,    79,,,独龙族,    70,    46,    24,    6,    3,    3,    10,    7,    3,    71,    55,    16,-,-,-
独龙族,    2 881,    1 371,    1 510,    2 571,    1 164,    1 407,    36,    26,    10,   -,    -,  -,,,赫哲族,    36,    26,    10,    78,    52,    26,    154,    68,    86,    31,    15,    16,    53,    17,    36,,,鄂伦春族,    248,    73,    175,    6,    3,    3,    30,    16,    14,    438,    284,    154,    3,    2,    1
鄂伦春族,    2 494,    1 451,    1 043,    993,    692,    301,    282,    157,    125,    1,    -,    1,,,门巴族,    2,    1,    1,    12,    10,    2,    24,    9,    15,    10,    4,    6,    51,    18,    33,,,赫哲族,    132,    46,    86,    8,    6,    2,    31,    14,    17,    204,    141,    63,-,-,-
赫哲族,    1 768,    1 052,    716,    781,    532,    249,    259,    134,    125,    1,    1,  -,,,珞巴族,    2,    1,    1,    14,    12,    2,    8,    5,    3,    4,    1,    3,    22,    4,    18,,,门巴族,    77,    37,    40,    3,    1,    2,    8,    3,    5,    184,    140,    44,-,-,-
门巴族,    3 567,    1 846,    1 721,    3 159,      1 596,    1 563,    35,    26,    9,    2,    1,    1,,,基诺族,    12,    6,    6,    68,    56,    12,    196,    86,    110,    29,    16,    13,    37,    21,    16,,,珞巴族,    30,    19,    11,-,-,-,-,-,-,    47,    33,    14,-,-,-
珞巴族,    1 229,    622,    607,    1 095,    541,    554,    7,    6,    1,     -,   -,    -,,,其他未识别的民族,    763,    692,    71,    1 259,    1 137,    122,    3 160,    1 791,    1 369,    351,    209,    142,    833,    504,    329,,,基诺族,    236,    137,    99,    22,    13,    9,    26,    23,    3,    182,    149,    33,-,-,-
基诺族,    9 328,    4 878,    4 450,    8 285,    4 231,    4 054,    235,    140,    95,    -,    -,   -,,,外国人加入中国籍,    15,    10,    5,    17,    10,    7,    95,    28,    67,    24,    13,    11,    30,    6,    24,,,其他未识别的民族,    4 834,    3 923,    911,    36,    28,    8,    368,    294,    74,    3 548,    3 028,    520,    1,    1,-
其他未识别的民族,    398 221,    207 515,    190 706,    377 024,    191 122,    185 902,    6 007,    4 757,    1 250,    37,    29,    8,,,,,,,,,,,,,,,,,,,,,外国人加入中国籍,    72,    24,    48,    5,    2,    3,    4,    2,    2,    34,    17,    17,    3,    3,-
外国人加入中国籍,    1 138,    470,    668,    667,    260,    407,    166,    90,    76,    6,    5,    1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
