,,,,,,,,,,,,,,,,    藏族,,,    维吾尔族,,,    苗族,,,    彝族,,,    壮族,,,,,,    布依族,,,    朝鲜族,,,    满族,,,    侗族,,,    瑶族,,,,,,    白族,,,    土家族,,,    哈尼族,,,    哈萨克族,,,    傣族,,,,,,    拉祜族,,,    水族,,,    东乡族,,,    纳西族,,,    景颇族,,,    柯尔克孜族,,,    土族,,,,,,    达斡尔族,,,    仫佬族,,,    羌族,,,    布朗族,,,    撒拉族,,,    毛南族,,,    仡佬族,,,,,,    锡伯族,,,    阿昌族,,,    普米族,,,    塔吉克族,,,    怒族,,,    乌孜别克族,,,    俄罗斯族,,,,,,    鄂温克族,,,    德昂族,,,    保安族,,,    裕固族,,,    京族,,,    塔塔尔族,,,    独龙族,,,,,,    鄂伦春族,,,    赫哲族,,,    门巴族,,,    珞巴族,,,    基诺族,,,  其他木识别的民族,,,  外国人加入中国籍,,
,    总人口数,,,    汉族,,,    蒙古族,,,    回族,,,,,    地区别,,,,,,,,,,,,,,,,,,    地区别,,,,,,,,,,,,,,,,,,    地区别,,,,,,,,,,,,,,,,,,  地区别,,,,,,,,,,,,,,,,,,,,,,,,地区别,,,,,,,,,,,,,,,,,,,,,,,,地区别,,,,,,,,,,,,,,,,,,,,,,,,地区别,,,,,,,,,,,,,,,,,,,,,,,,地区别,,,,,,,,,,,,,,,,,,,,,
    地区别,,,,,,,,,,,,,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,,,,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,,,,小计,  男,  女,小计,  男,  女,小计,  男,  女,  小计,  男,  女,小计,  男,  女,小计,  男,  女,小计,  男,  女,,,,小计,  男,  女,小计,  男,  女,小计,  男,  女,  小计,  男,  女,小计,  男,  女,小计,  男,  女,小计,  男,  女,,,,小计,  男,  女,小计,  男,  女,小计,  男,  女,  小计,  男,  女,小计,  男,  女,小计,  男,  女,小计,  男,  女,,,,小计,  男,  女,小计,  男,  女,小计,  男,  女,  小计,  男,  女,小计,  男,  女,小计,  男,  女,小计,  男,  女,,,,小计,  男,  女,小计,  男,  女,小计,  男,  女,  小计,  男,  女,小计,  男,  女,小计,  男,  女,小计,  男,  女
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女,  小计,    男,    女,,,总计,    173 274,    91 011,    82 263,    502 803,    251 411,    251 392,  286 932,  154 295,    132 637,    215 281,  121 382,    93 899,  909 982,    496 344,  413 638,,,总计,    78 387,    43 578,    34 809,    300 146,    146 927,    153 219,  990 971,  500 143,  490 828,  153 726,    82 658,    71 068,    84 179,    45 708,    38 471,,,总计,    108 733,    59 131,    49 602,    267 580,    142 085,    125 495,    39 301,    21 590,    17 711,    81 441,    41 239,    40 202,    67 701,    33 424,  34 277,,,总计,  10 338,    5 117,    5 221,  14 496,    7 892,    6 604,    2 973,    1 981,    992,  32 482, 16 846, 15 636,  5 299,  2 612,  2 687,  8 440,  4 328,  4 112,  9 905,  5 632, 4 273,,,总计,  30 870,  15 305,  15 565,  17 815,    9 081,    8 734,  11 768,    6 319,  5 449,    1 764,  1 004,    760,  4 868,  2 763,  2 105,  6 490,  3 416,  3 074, 16 567,  8 740, 7 827,,,总计,  16 568,    8 366,    8 202,    947,    565,    382,    1 191,    740,    451,    1 912,  1 080,    832,  1 388,    745,    643,    3 578,  1 830,  1 748,  3 063,  1 442,  1 621,,,总计,    7 694,    3 731,    3 963,    341,    197,    144,    604,    374,    230,    1 349,    676,    673,  3 483,  1 675,  1 808,    751,    395,    356,    392,    193,    199,,,总计,    1 959,    892,    1 067,    730,    337,    393,    295,    137,    158,    98,    44,    54,  1 479,    767,    712, 28 501, 15 405, 13 096,    383,    82,  301
湖北省,    3 798 272,    1 996 547,    1 801 725,    3 716 555,    1 952 018,    1 764 537,    496,    275,    221,    10 534,    5 240,    5 294,,,湖南省,    21,    9,    12,    322,    150,    172,  88 585,    46 460,    42 125,    106,    75,    31,    1 429,    718,    711,,,湖南省,    95,    52,    43,    20,    8,    12,    865,    440,    425,    32 651,    17 983,    14 668,    13 142,    7 287,    5 855,,,湖南省,    6 444,    3 308,    3 136,    99 296,    51 420,    47 876,    13,    6,    7,-,-,-,    16,    10,    6,,,湖南省,-,-,-,    16,    10,    6,-,-,-,    10,    4,    6,    1,    1,-,-,-,-,    6,    4,    2,,,湖南省,-,-,-,    38,    22,    16,    3,    3,-,-,-,-,-,-,-,    13,    6,    7,    27,    16,    11,,,湖南省,    16,    9,    7,    2,-,    2,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,-,,,湖南省,-,-,-,-,-,-,-,-,-,-,-,-,    7,    4,    3,-,-,-,-,-,-,,,湖南省,    3,-,    3,-,-,-,-,-,-,-,-,-,-,-,-,    23,    16,    7,    7,-,    7
湖南省,    3 281 998,    1 762 715,    1 519 283,    3 032 081,    1 631 291,    1 400 790,    212,    112,    100,    6 419,    3 228,    3 191,,,广东省,    112,    37,    75,    14,    6,    8,    877,    496,    381,    175,    97,    78,    11 376,    5 500,    5 876,,,广东省,    145,    58,    87,    57,    32,    25,    681,    380,    301,    398,    197,    201,    6 737,    3 562,    3 175,,,广东省,    68,    30,    38,    739,    452,    287,    6,    1,    5,-,-,-,    13,-,    13,,,广东省,    14,    2,    12,    13,    8,    5,    2,    2,-,    4,    2,    2,    1,-,    1,-,-,-,    21,    21,-,,,广东省,    3,-,    3,    36,    15,    21,    3,    2,    1,-,-,-,-,-,-,    20,    9,    11,    19,    6,    13,,,广东省,    4,    3,    1,-,-,-,    5,    2,    3,-,-,-,-,-,-,-,-,-,    3,-,     3,,,广东省,    1,-,    1,-,-,-,-,-,-,    1,-,    1,    57,    20,    37,-,-,-,    1,    1,-,,,广东省,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,    19,    9,    10,    12,    2,    10
广东省,    7 454 811,    3 905 626,    3 549 185,    7 430 764,    3 893 346,    3 537 418,    214,    129,    85,    410,    212,    198,,,广西壮族自治区,    46,    23,    23,    18,    9,    9,    12 662,    6 787,    5 875,    859,    469,    390,  832 253,  454 992,  377 261,,,广西壮族自治区,    1 600,    822,    778,    45,    22,    23,    1 504,    797,    707,    13 530,    7 071,    6 459,    59 673,    32 321,    27 352,,,广西壮族自治区,    85,    43,    42,    336,    215,    121,    4,-,    4,-,-,-,    61,    36,    25,,,广西壮族自治区,    6,    2,    4,    2 302,    1 147,    1 155,-,-,-,    7,    7,-,    1,-,    1,-,-,-,    20,    12,    8,,,广西壮族自治区,    7,    4,    3,  17 485,    8 906,    8 579,    14,    5,    9,-,-,-,-,-,-,  6 354,  3 343,  3 011,    185,    88,    97,,,广西壮族自治区,    24,    13,    11,    2,    2,-,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,,,广西壮族自治区,-,-,-,-,-,-,-,-,-,-,-,-,  3 077,  1 482,  1 595,-,-,-,-,-,-,,,广西壮族自治区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    44,    34,    10,    88,    6,    82
广西壮族自治区,    3 098 831,    1 674 824,    1 424 007,    2 140 978,    1 153 382,    987 596,    242,    135,    107,    4 725,    2 365,    2 360,,,海南省,    21,    9,    12,    3,    2,    1,    1 395,    728,    667,    17,    6,    11,    1 974,    1 049,    925,,,海南省,    37,    24,    13,    23,    14,    9,    160,    78,    82,    30,    22,    8,    119,    65,    54,,,海南省,    2,    1,    1,    33,    19,    14,    1,-,    1,-,-,-,    75,    32,    43,,,海南省,-,-,-,    14,    8,    6,-,-,-,-,-,-,-,-,-,-,-,-,    8,    3,    5,,,海南省,    5,    5,-,    3,    1,    2,    2,    1,    1,-,-,-,-,-,-,    6,    4,    2,-,-,-,,,海南省,-,-,-,-,-,-,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,,,海南省,-,-,-,-,-,-,-,-,-,-,-,-,    5,    2,    3,    1,    1,-,-,-,-,,,海南省,-,-,-,    2,-,    2,-,-,-,-,-,-,-,-,-,    88,    48,    40,    4,    1,    3
海南省,    743 458,    407 028,    336 430,    689 416,    378 774,    310 642,    24,    10,    14,    123,    69,    54,,,四川省,    47 949,    25 522,    22 427,    17,    11,    6,    18 865,    10 124,    8 741,    31 651,    19 256,    12 395,    689,    394,    295,,,四川省,    416,    250,    166,    112,    54,    58,    2 227,    1 120,    1 107,    305,    173,    132,    77,    52,    25,,,四川省,    602,    325,    277,    54 813,    29 339,    25 474,    18,    10,    8,    1,    1,-,    122,    52,    70,,,四川省,    2,-,    2,    26,    18,    8,    6,    5,    1,    237,    119,    118,    6,    4,    2,1,1,-,    21,    17,    4,,,四川省,    12,    6,    6,    18,    12,    6,  11 472,    6 161,  5 311,    1,-,    1,    7,    6,    1,    2,    1,    1,    89,    75,    14,,,四川省,    42,    24,    18,    6,    5,    1,    4,    2,   2,-,-,-,-,-,-,-,-,-,    2,-,    2,,,四川省,    1,    1,-,-,-,-,-,-,-,-,-,-,    14,    9,    5,-,-,-,     2,    1,    1,,,四川省,-,-,-,-,-,-,    5,    3,2,-,-,-,-,-,-,    45,    25,    20,    14,    5,    9
四川省,    6 099 416,    3 302 650,    2 796 766,    5 905 171,    3 197 093,    2 708 078,    1 402,    750,    652,    22 780,    11 518,    11 262,,,贵州省,    103,    48,    55,    12,    6,    6,  129 574,    70 658,    58 916,    22 384,    12 065,    10 319,    5 814,    3 178,    2 636,,,贵州省,    72 978,    40 523,    32 455,    69,    31,    38,    1 986,    1 011,    975,  103 738,    55 425,    48 313,    1 384,    704,    680,,,贵州省,    7 305,    3 845,    3 460,    48 198,    25 054,    23 144,    42,    20,    22,-,-,-,        96,    35,    61,,,贵州省,    4,    2,    2,  11 473,    6 334,    5 139,    74,    37,    37,    37,    17,    20,    92,    46,    46,-,-,-,    115,    66,    49,,,贵州省,    2,    1,    1,    160,    87,    73,    120,    58,    62,    1,    1,-,    4,    2,    2,    63,    28,    35, 16 075,  8 454,  7 621,,,贵州省,    38,    20,    18,-,-,-,    1,-,    1,-,-,-,    4,    1,    3,-,-,-,    1,    1,-,,,贵州省,    1,-,    1,    3,-,    3,-,-,-,-,-,-,    174,    86,    88,-,-,-,    1,    1,-,,,贵州省,    3,    3,-,    1,    1,-,-,-,-,    7,    2,    5,-,-,-,  27 019,  14 644,  12 375,    1,-,    1
贵州省,    1 861 914,    984 617,    877 297,    1 395 403,    733 089,    662 314,    2 264,    1 181,    1 083,    10 339,    5 368,    4 971,,,云南省,    9 302,    4 929,    4 373,    6,    4,    2,  25 443,    13 801,11 642,    159 128,    88 896,    70 232,    49 837,    27 226,    22 611,,,云南省,    2 227,    1 329,    898,    81,    32,    49,    1 557,    789,    768,    570,    352,    218,    2 457,    1 421,    1 036,,,云南省,    93 461,    51 206,    42 255,    745,    480,    265,    39 106,    21 517,    17 589,-,-,-,    67 220,    33 233,    33 987,,,云南省,  10 261,    5 100,    5 161,    535,    293,    242,    8,    8,-,  32 032, 16 624, 15 408,  5 191,  2 559,  2 632,    2,    1,    1,    724,    431,    293,,,云南省,-,-,-,    17,    14,    3,    32,    21,    11,    1 755,  1 001,    754,    3,    1,    2,    12,    10,    2,    124,    74,    50,,,云南省,    17,    8,    9,    925,    546,    379,    1 170,    730,    440,    1,    1,-,  1 380,    743,    637,-,-,-,-,-,-,,,云南省,-,-,-,    336,    197,    139,-,-,-,-,-,-,    100,    43,    57,-,-,-,    387,    189,    198,,,云南省,    1,    1,-,    2,    1,    1,-,-,-,    1,    1,-,  1 476,    765,    711,    445,    227,    218,    10,    3,   7
云南省,    3 111 018,    1 660 929,    1 450 089,    2 500 734,    1 332 366,    1 168 368,    1 897,    1 072,    825,    70 906,    36 037,    34 869,,,西藏自治区,    63 216,    32 136,    31 080,    1,    1,-,    21,    12,    9,     7,    7,-,    5,    3,    2,,,西藏自治区,-,-,-,    4,    1,    3,    22,    12,    10,       7,    5,    2,    1,    1,-,,,西藏自治区,    29,    23,    6,    38,    23,    15,    3,    3,-,-,-,-,    2,    2,-,,,西藏自治区,-,-,-,-,-,-,-,-,-,    34,    22,    12,-,-,-,-,-,-,    54,    50,    4,,,西藏自治区,-,-,-,-,-,-,    4,    4,-,-,-,-,    8,    5,    3,-,-,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,    1,    1,-,    1,    1,-,    1,    1,-,-,-,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,    2,    2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,    288,    134,    154,    85,    41,    44,-,-,-,    697,    330,    367,-,-,-
西藏自治区,    82 896,    44 993,    37 903,    18 026,    11 899,    6 127,    10,    5,    5,    328,    268,    60,,,陕西省,    449,    219,    230,    14,    6,    8,    114,    58,    56,    32,    20,    12,    220,    128,    92,,,陕西省,    19,    11,    8,    149,    66,    83,    3 076,    1 560,    1 516,    106,    64,    42,    18,    10,    8,,,陕西省,    27,    11,    16,    203,    117,    86,    1,-,    1,-,-,-,    7,    2,    5,,,陕西省,    2,    1,    1,-,-,-,    2,    1,    1,    4,    1,    3,-,-,-,-,-,-,    23,    16,    7,,,陕西省,    3,    1,    2,-,-,-,    1,    1,-,-,-,-,    2,    1,    1,    1,    1,-,    2,    2,-,,,陕西省,    113,    54,    59,-,-,-,    2,    1,    1,-,-,-,-,-,-,-,-,-,    6,    2,    4,,,陕西省,-,-,-,-,-,-,-,-,-,-,-,-,    3,    1, 2,-,-,-,-,-,-,,,陕西省,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,    1,-
陕西省,    2 107 029,    1 200 474,    906 555,    2 075 424,    1 184 558,    890 866,    713,    381,    332,    26 267,    13 164,    13 103,,,甘肃省,    16 178,    9 180,    6 998,    53,    24,    29,    71,    37,    34,    25,    12,    13,    172,    95,    77,,,甘肃省,    13,    6,    7,    36,    16,    20,    2 480,    1 242,    1 238,    15,    9,    6,    12,    5,    7,,,甘肃省,    9,    4,    5,    101,    53,    48,-,-,-,    934,    487,    447,-,-,-,,,甘肃省,-,-,-,    1,    1,-,    2 200,    1 475,    725,    3,    3,-,-,-,-,-,-,-,    800,    450,    350,,,甘肃省,    5,    1,    4,    3,    1,    2,    6,    3,    3,-,-,-,    417,    237,    180,    4,    3,    1,-,-,-,,,甘肃省,    30,    21,    9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,    1,-,,,甘肃省,    5,    3,   2,-,-,-,    304,    207,    97,    1 301,    656,    645,-,-,-,-,-,-,-,-,-,,,甘肃省,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,-,    1
甘肃省,    1 024 745,    572 828,    451 917,    952 993,    533 694,    419 299,    1 591,    833,    758,    44 973,    24 063,    20 910,,,青海省,    34 944,    18 403,    16 541,    35,    16,    19,    54,    30,    24,    18,    8,    10,    147,    85,    62,,,青海省,    19,    12,    7,    39,    15,    24,    1 921,    982,    939,    6,    4,     2,    27,    14,    13,,,青海省,    29,    20,    9,    139,    104,    35,-,-,-,    7,    4,    3,-,-,-,,,青海省,-,-,-,    1,    1,-,    290,    243,    47,    5,    3,    2,-,-,-,-,-,-,  7 881,  4 430,  3 451,,,青海省,    11,    8,    3,-,-,-,    12,    6,    6,-,-,-,  4 244,  2 405,  1 839,-,-,-,-,-,-,,,青海省,    20,    12,    8,-,-,-,-,-,-,-,-,-,-,-,-,    3,    3,-,    9,    5,    4,,,青海省,-,-,-,-,-,-,    281,    157,    124,    14,    4,    10,-,-,-,-,-,-,-,-,-,,,青海省,    1,-,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
青海省,    355 106,    192 937,    162 169,    258 468,    141 332,    117 136,    4 448,    2 232,    2 216,    42 018,    22 388,    19 630,,,宁夏回族自治区,    86,    58,    28,    10,    5,    5,    75,    39,    36,    6,    1,    5,    130,    62,    68,,,宁夏回族自治区,    17,    10,    7,    32,    17,    15,    3 260,    1 560,    1 700,    19,    15,    4,    13,  7,    6,,,宁夏回族自治区,    15,    7,    8,    75,    39,    36,-,-,-,-,-,-,    1,-,    1,,,宁夏回族自治区,-,-,-,-,-,-,    25,    17,    8,-,-,-,-,-,-,-,-,-,    38,    21,    17,,,宁夏回族自治区,-,-,-,-,-,-,    5,    1,    4,-,-,-,    23,    16,    7,-,-,-,-,-,-,,,宁夏回族自治区,    26,    13,    13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    2,-,    2,,,宁夏回族自治区,-,-,-,-,-,-,    6,    5,    1,    12,    8,    4,-,-,-,-,-,-,-,-,-,,,宁夏回族自治区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宁夏回族自治区,    410 259,    220 546,    189 713,    323 044,    173 651,    149 393,    447,    217,    230,    82 861,    44 758,    38 103,,,新疆维吾尔自治区,    187,    122,    65,    501 925,    250 992,    250 933,    193,    89,    104,    25,    12,    13,    645,    356,    289,,,新疆维吾尔自治区,    39,    16,    23,    141,    76,    65,    2 510,    1 276,    1 234,    52,    24,    28,    74,    34,    40,,,新疆维吾尔自治区,    29,    20,    9,    347,    179,    168,-,-,-,    80 475,    40 738,    39 737,-,-,-,,,新疆维吾尔自治区,-,-,-,-,-,-,    345,    186,    159,    9,    7,    2,    1,-,    1,  8 130,  4 169,  3 961,    52,    33,    19,,,新疆维吾尔自治区,    170,    90,    80,    3,-,    3,    15,    8,    7,-,-,-,    151,    87,    64,-,-,-,-,-,-,,,新疆维吾尔自治区,    7 108,    3 532,    3 576,-,-,-,-,-,-,    1 908,  1 076,    832,-,-,-,  3 575,  1 827,  1 748,  1 171,    529,    642,,,新疆维吾尔自治区,-,-,-,-,-,-,    5,    1,    4,    19,    7,    12,-,-,-,    744,    392,    352,-,-,-,,,新疆维吾尔自治区,    1,    1,-,    3,    2,    1,-,-,-,-,-,-,-,-,-,    18,    9,    9,    17,    8,    9
新疆维吾尔自治区,    1 235 804,    635 976,    599 828,    559 877,    296 722,    263 155,    15 091,    7 462,    7 629,    50 722,    25 876,    24 846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
