表3-4省自治区直辖市的县各民族人口数(第二种口径),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广东省,    39 736 260,    20 231 007,    19 505 253,  39 467 753,  20 122 381,  19 345 372,    104,    63,    41,    494,    212,    282,,,广西壮族自治区,    130,    40,    90,    26,    7,    19,    408 982,  207 465,    201 517,    6 167,    3 079,    3 088, 12 830 295, 6 556 294, 6 274 001,,,广西壮族自治区,    9 512,    3 723,    5 789,    54,    35,    19,    611,    310,    301,  268 418,    137 783,  130 635,  1 247 321,  648 605,  598 716,,,,,,,,,,,,,,,,,,,,,广西壮族自治区,    2 388,    1 380,    1 008,    19,    8,    11,    15,    3,    12,    63,    37,    26,    112,    59,    53,,,广西壮族自治区,    5,    3,    2,  10 548,    5 518,    5 030,    4,-,    4,    4,    1,    3,    3,    1,    2,    1,-,    1,    83,    39,    44,,,广西壮族自治区,    9,    6,    3, 134 420,  68 724,  65 696,    3,    1,    2,    3,-,    3,    2,-,    2,  63 724, 33 018, 30 706,  2 397,  1 239,  1 158,,,广西壮族自治区,    8,    4,    4,    3,    2,    1,    12,    7,    5,-,-,-,    6,    3,    3,-,-,-,    1,-,    1,,,广西壮族自治区,-,-,-,-,-,-,    1,-,   1,-,-,-,  12 728,  6 321,  6 407,    1,    1,-,    5,    1,    4,,,广西壮族自治区,    1,-,    1,-,-,-,-,-,-,-,-,-,-,-,-,    59,    13,    46,    368,    11,    357
广西壮族自治区,    35 964 413,    18 822 292,    17 142 121,  20 959 586,  11 145 188,    9 814 398,    137,    63,    74,    4 962,    2 603,    2 359,,,海南省,    69,    36,    33,    3,    1,    2,    47 222,    23 474,    23 748,    28,    15,    13,    26 367,    12 979,    13 388,,,海南省,    48,    31,    17,    102,    48,    54,    200,    109,    91,    339,    189,    150,    1 856,    1 008,    848,,,,,,,,,,,,,,,,,,,,,海南省,    799 695,    404 916,    394 779,    9,    7,    2,    7,    3,    4,    1 18,    66,    52,    24,    13,    11,,,海南省,-,-,-,    7,    6,    1,-,-,-,    3,-,    3,-,-,-,-,-,-,    19,    11,    8,,,海南省,-,-,-,    56,    29,    27,    5,    3,    2,    1,-,    1,    1,-,    1,    10,    3,    7,    1,    1,-,,,海南省,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,海南省,-,-,-,-,-,-,-,-,-,-,-,-,    149,    30,    119,    1,-,    1,-,-,-,,,海南省,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  1 047,    532,    515,    52,    2,    50
海南省,    4 987 675,    2 577 003,    2 410 672,    4 108 994,    2 132 845,    1 976 149,    59,    21,    38,    440,    204,    236,,,四川省,  1 035 409,    508 026,    527 383,    30,    9,    21,    509 722,  272 448,  237 274, 1 702 767,  854 586,  848 181,    1 757,    709,    1 048,,,四川省,    6 025,    2 709,    3 316,    71,    32,    39,    1 128,    599,    529,    1 590,    725,    865,    147,    53,    94,,,,,,,,,,,,,,,,,,,,,四川省,    119,    28,    91,    14 298,    7 020,    7 278,    614,    52,    562,    44,    22,    22,    81,    32,    49,,,四川省,    364,    28,    336,    257,    48,    209,    12,    7,    5,    7 281,  3 582,  3 699,    9,-,    9,    3,    1,    2,    129,    15,    114,,,四川省,    1,    1,-,    52,    22,    30, 183 040,  92 474, 90 566,    121,    16,    105,    20,    3,    17,    5,    1,    4,    547,    164,    383,,,四川省,    11,    4,    7,    14,    2,    12,    47,    5,    42,-,-,-,    61,    9,    52,   2,    1,    1,    3,-,   3,,,四川省,    2,-,    2,    2,-,    2,-,-,-,-,-,-,    28,    3,    25,-,-,-,    33,-,    33,,,四川省,    1,-,    1,    8,-,    8,-,-,-,    8,    3,    5,    80,    9,    71,    575,    196,    379,    1,-,    1
四川省,    85 586 170,  44 152 532,    41 433 638,    81 021 168,  41 827 724,  39 193 444,    23 481,    11 938,    11 543,    52 690,    26 505,    26 185,,,贵州省,    417,    250,    167,    9,    5,    4,  3 313 474, 1 712 548,  1 600 926,  535 229,  275 441,  259 788,    26 496,    13 169,    13 327,,,贵州省,  2 234 610,  1 133 223,  1 101 387,    43,    20,    23,    8 932,    4 593,    4 339,  1 260 660,  664 350,    596 310,    28 442,    15 062,    13 380,,,,,,,,,,,,,,,,,,,,,贵州省,    70 907,    36 601,    34 306,    54,    25,    29,    40,    11,    29,    207,    135,    72,    21,    11,    10,,,贵州省,    9,-,    9, 303 637, 156 391, 147 246,    439,    183,    256,    37,    16,    21,    13,    8,    5,-,-,-,  1 722,    861,    861,,,贵州省,    1,-,    1,    857,    383,    474,    792,    466,    326,    8,    3,    5,-,-,-,    494,    237,    257, 400 715, 214 575,186 140,,,贵州省,    16,    9,    7,    1,-,    1,    1,-,    1,-,-,-,    2,-,    2,-,-,-,-,-,-,,,贵州省,-,-,-,    21,    14,    7,-,-,-,-,-,-,    325,    153,    172,-,-,-,    16,    5,    11,,,贵州省,-,-,-,    2,    1,    1,    1,-,    1,-,-,-,    1,-,    1, 683 969, 352 606, 331 363,    1,-,    1
贵州省,    26 159 390,  13 486 627,    12 672 763,    16 101 184,    8 280 074,  7 821 110,    19 563,    10 802,    8 761,    98 608,    50 733,    47 875,,,云南省,    101 111,    49 826,    51 285,    4,    3,    1,    853 330,  434 165,  419 165, 3 784 620,  1 922 320,  1 862 300,  954 580,  484 620,  469 960,,,云南省,    30 845,    15 725,    15 120,    43,    23,    20,    3 108,    1 791,    1 317,    395,    246,    149,    169 935,    86 517,    83 418,,,,,,,,,,,,,,,,,,,,,云南省,    321,    160,    161,    539 727,    273 459,    266 268,  333 887,  169 125,    164 762,    200,    112,    88,    20,    8,    12,,,云南省, 397 582, 203 832, 193 750,    7 324,    3 682,    3 642,    15,    9,    6,  228 253, 114 320, 113 933, 112 856, 55 149, 57 707,    12,    9,    3,    935,    463,    472,,,云南省,    3,    2,    1,    18,    9,    9,    32,    10,    22,    80 030, 40 896,  39 134,    5,    3,    2,-,-,-,  3 046,  1 608,  1 438,,,云南省,-,-,-,  26 614,  13 210,  13 404,  28 047,  14 174,  13 873,-,-,-,  25 215,  12 715,  12 500,    1,-,    1,-,-,-,,,云南省,-,-,-,  15 031,    7 481,    7 550,-,-,-,-,-,-,    130,    45,    85,    5,   2,    3,  5 121,  2 495,  2 626,,,云南省,-,-,-,-,-,-,-,-,-,    2,-,2,  16 334,  8 267,  8 067,  5 714,  2 949,  2 765,    24,    6,    18
云南省,    31 460 318,  16 071 385,    15 388 933,    20 010 483,  10 273 514,    9 736 969,    9 927,    5 155,    4 772,    387 971,    195 868,    192 103,,,西藏自治区,  1 909 910,    941 715,    968 195,    6,    6,-,    24,    12,    12,    32,    20,    12,    9,    3,    6,,,西藏自治区,    5,    2,    3,    1,-,    1,    42,    23,    19,    6,    4,    2,-,-,-,,,,,,,,,,,,,,,,,,,,,西藏自治区,-,-,-,    34,    18,    16,-,-,-,-,-,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,-,-,-,    1 260,    596,    664,-,-,-,-,-,-,    10,    4,    6,,,西藏自治区,-,-,-,-,-,-,    5,    5,-,-,-,-,    1,    1,-,-,-,-,-,-,-,,,西藏自治区,    2,    1,    1,-,-,-,    17,    6,    11,    4,    2,    2,    355,    163,    192,-,-,-,-,-,-,,,西藏自治区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    2,    1,    1,    21,    13,    8,,,西藏自治区,-,-,-,-,-,-,    7 072,    3 549,  3 523,    2 149,  1 065,  1 084,-,-,-,  2 316,  1 163,  1 153,      2,    1,    1
西藏自治区,    1 943 105,    962 151,    980 954,    19 517,    13 577,    5 940,    33,    16,    17,    180,    122,    58,,,陕西省,    112,    28,    84,    29,    8,    21,    230,    132,    98,    56,    16,    40,    437,    242,    195,,,陕西省,    12,    5,    7,    139,    64,    75,    1 491,    751,    740,    48,    25,    23,    6,    1,5,,,,,,,,,,,,,,,,,,,,,陕西省,    4,    3,   1,    15,    8,    7,    2,    1,    1,    34,    24,    10,-,-,-,,,陕西省,     2,-,    2,-,-,-,    7,    4,    3,    10,    6,    4,-,-,-,-,-,-,    16,    8,    8,,,陕西省,    6,    2,    4,-,-,-,    1,-,    1,-,-,-,    3,-,    3,-,-,-,    1,    1,-,,,陕西省,    33,14,    19,-,-,-,    2,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,,,陕西省,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,-,    4,    2,2,-,-,-,,,陕西省,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    19,    11,    8,-,-,-
陕西省,    25 801 646,    13 259 311,    12 542 335,    25 764 057,  13 239 656,  12 524 401,    645,    316,    329,    34 032,    17 877,    16 155,,,甘肃省,    348 229,    171 837,    176 392,    139,    60,    79,    49,    23,    26,    14,    7,    7,    42,    25,    17,,,甘肃省,    2,    1,    1,    20,    10,    10,    1 836,    1 009,    827,    11,    5,    6,    4,    1,    3,,,,,,,,,,,,,,,,,,,,,甘肃省,    5,    1,    4,    1,-,    1,    2,    1,    1,    8,    4,    4,-,-,-,,,甘肃省,-,-,-,-,-,-, 306 648, 156 862, 149 786,-,-,-,-,-,-,-,-,-, 20 106, 10 399,  9 707,,,甘肃省,-,-,-,-,-,-,    40,    17,    23,-,-,-,  6 036,  3 241,  2 795,-,-,-,    1,    1,-,,,甘肃省,        2,-,    2,-,-,-,-,-,-,-,-,-,-,-,-,    1,-,    1,     2,    1,    1,,,甘肃省,-,-,-,-,-,-,  10 042,    5 068,  4 974,    9 864,  4 938,  4 926,    1,-,    1,-,-,-,-,-,-,,,甘肃省,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
甘肃省,    17 449 460,    8 964 458,    8 485 002,    15 840 290,    8 147 353,    7 692 937,    4 468,    2 223,    2 245,    899 468,    460 314,    439 154,,,青海省,    867 371,    428 447,    438 924,    53,    22,    31,    143,    75,    68,    31,    14,    17,    193,    105,    88,,,青海省,    15,    12,    3,    47,    28,    19,    1 193,    603,    590,    7,    5,    2,    21,    11,    10,,,,,,,,,,,,,,,,,,,,,青海省,    1,-,    1,-,-,-,    1,    1,-,    9,    8,    1,    8,    1,    7,,,青海省,-,-,-,    3,    2,    1,    833,    550,    283,    4,    3,    1,    2,    1,    1,-,-,-, 152 676, 77 799, 74 877,,,青海省,    5,    2,    3,    3,    2,    1,    38,    31,    7,-,-,-,  71 113,  35 493, 35 620,-,-,-,-,-,-,,,青海省,    19,    8,    11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,    1,-,,,青海省,-,-,-,-,-,-,    279,    135,    144,    72,    34,    38,-,-,-,-,-,-,-,-,-,,,青海省,    7,    5,    2,-,-,-,-,-,-,-,-,-,-,-,-,    7,    5,    2,    2,    1,    1
青海省,    3 290 560,    1 690 819,    1 599 741,    1 627 372,    854 971,    772 401,    62 409,    31 999,    30 410,    505 902,    260 057,    245 845,,,宁夏回族自治区,    29,    11,    18,    13,    2,    11,    22,    9,    13,    3,    1,    2,    15,    9,    6,,,宁夏回族自治区,    5,    3,2,    5,    4,    1,    1 173,    625,    548,    16,    11,    5,-,-,-,,,,,,,,,,,,,,,,,,,,,宁夏回族自治区,-,-,-,-,-,-,-,-,-,    2,    1,    1,-,-,-,,,宁夏回族自治区,-,-,-,-,-,-,    2 488,    1 351,  1 137,-,-,-,-,-,-,-,-,-,    50,    23,    27,,,宁夏回族自治区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,宁夏回族自治区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,宁夏回族自治区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,宁夏回族自治区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宁夏回族自治区,    3 444 669,    1 752 303,    1 692 366,    2 121 905,    1 079 794,    1 042 111,    244,    105,    139,    1 318 651,    670 330,    648 321,,,新疆维吾尔自治区,    1 276,    653,    623,  6 080 924,    3 116 226,  2 964 698,    776,    428,    348,    129,    67,    62,    3 076,    1 588,    1 488,,,新疆维吾尔自治区,    109,    59,    50,    146,    75,    71,    3 302,    1 833,    1 469,    140,    87,    53,    199,    96,    103,,,,,,,,,,,,,,,,,,,,,新疆维吾尔自治区,    103,    92,    11,    5,    3,    2,    3,    1,    2,    24,    15,    9,    3,    3,-,,,新疆维吾尔自治区,-,-,-,    8,    6,    2,  54 692,  28 452, 26 240,    9,    6,    3,-,-,-, 126 871, 64 442, 62 429,    365,    189,    176,,,新疆维吾尔自治区,    3 621,    1 888,    1 733,    16,    6,    10,    46,    21,    25,-,-,-,  3 057,  1 563,  1 494,-,-,-,-,-,-,,,新疆维吾尔自治区,  19 292,    9 941,    9 351,-,-,-,    9,    4,    5,    30 827,  15 563,  15 264,-,-,-,  5 662,  3 088,  2 574,  1 414,    683,    731,,,新疆维吾尔自治区,    23,    12,    11,-,-,-,    399,    228,    171,    138,    64,    74,    1,    1,-,  2 852,  1 523,  1 329,    8,    2,    6,,,新疆维吾尔自治区,-,-,-,    5,    2,    3,-,-,-,    1,-,    1,-,-,-,    58,    31,    27,    79,    48,    31
新疆维吾尔自治区,    10 231 325,    5 275 871,    4 955 454,    2 366 783,    1 244 657,    1 122 126,    106 652,    54 834,    51 818,    464 723,    239 418,    225 305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
