,
现役军人的文化程度构成情况,
,
    文化程度,    人数
总计,"    4,238,210"
大学毕业,"    147,146"
大学肆业,"    34,008"
高中,"    1,864,195"
初中,"    2,104,604"
小学,"    88,257"
,
注：以上三个表均系1982年数字。,
