表6—30 省、自治区、直辖市的县不在业人口数(第二口径),,,,,,,,,,,,,,,,,,,,,,,,,,,
内蒙古自治区,    2 193 446,    648 427,    1 545 019,    412 684,    227 159,    185 525,  1 182 520,    58 361,  1 124 159,    32 182,    17 355,    14 827,,,辽宁省,    33 055,    16 729,    16 326,    164 329,    148 784,    15 545,    668 816,    356 848,    311 968,    85 413,    55 096,    30 317
辽宁省,    3 439 260,    953 925,    2 485 335,    603 842,    325 605,    278 237,  1 860 361,    39 230,  1 821 131,    23 444,    11 633,    11 811,,,吉林省,    19 052,    9 897,    9 155,    55 684,    50 695,    4 989,    475 673,    276 568,    199 105,    102 318,    59 023,    43 295
吉林省,    2 612 865,    646 116,    1 966 749,    396 262,    215 132,    181 130,  1 555 080,    30 544,  1 524 536,    8 796,    4 257,    4 539,,,黑龙江省,    37 018,    18 530,    18 488,    161 536,    131 390,    30 146,    561 635,    323 272,    238 363,  126 276,    76 011,    50 265
黑龙江省,    3 807 165,    925 365,    2 881 800,    611 221,    333 260,    277 961,  2 297 287,    36 857,2 260 430,    12 192,    6 045,    6 147,,,上海市,    3 664,    1 935,    1 729,    147 064,    95 461,    51 603,    146 124,    43 649,    102 475,    5 869,    3 608,    2 261
上海市,    623 257,    262 069,    361 188,    130 956,    71 406,    59 550,    187 926,    45 184,    142 742,    1 654,    826,    828,,,江苏省,    70 621,    37 599,    33 022,    468 772,    384 008,    84 764,  1 429 207,    607 757,    821 450,    69 217,    42 514,    26 703
江苏省,    6 453 069,    2 568 722,    3 884 347,    1 358 699,    854 983,    503 716,  2 994 372,    601 755,  2 392 617,    62 181,    40 106,    22 075,,,浙江省,    17 876,    9 873,    8 003,    174 848,    150 072,    24 776,    819 054,    414 811,    404 243,    183 485,    108 593,    74 892
浙江省,    4 637 325,    1 079 545,    3 557 780,    340 673,    215 419,    125 254,  2 955 338,    92 497,  2 862 841,    146 051,    88 280,    57 771,,,安徽省,    33 857,    16 306,    17 551,    187 491,    165 759,    21 732,  1 056 730,    450 258,    606 472,    93 763,    69 962,    23 801
安徽省,    4 725 031,    1 763 191,    2 961 840,    1 126 373,    769 081,    357 292,  2 151 227,    240 258,  1 910 969,    75 590,    51 567,    24 023,,,福建省,    29 004,    14 927,    14 077,    135 144,    113 083,22 061,    842 135,    411 492,    430 643,    172 384,    80 224,    92 160
福建省,    4 150 270,    1 064 128,    3 086 142,    475 301,    328 739,    146 562,  2 459 477,    90 858,  2 368 619,    36 825,    24 805,    12 020,,,江西省,    58 657,    27 311,    31 346,    194 798,    162 297,    32 501,    780 282,    360 692,    419 590,    116 123,    79 909,    36 214
江西省,    3 660 430,    1 326 574,    2 333 856,    718 958,    518 631,    200 327,  1 745 760,    145 747,  1 600 013,    45 852,    31 987,    13 865,,,山东省,    43 268,    18 508,    24 760,    334 261,    319 135,    15 126,  1 811 591,    886 734,    924 857,    45 708,    29 653,    16 055
山东省,    7 318 171,    2 668 171,    4 650 000,    1 727 974,    1 080 050,    647 924,  3 313 248,    308 988,  3 004 260,    42 121,    25 103,    17 018,,,河南省,    68 190,    33 126,    35 064,    309 177,    286 10 1,    23 076,  2 129 716,    902 728,  1 226 988,    162 781,    72 932,    89 849
河南省,    7 766 655,    2 765 395,    5 001 260,    1 940 508,    1 168 132,    772 376,  3 098 004,    269 552,  2 828 452,    58 279,    32 824,    25 455,,,湖北省,    30 662,    15 436,    15 226,    162 914,    138 425,    24 489,    928 085,    438 255,    489 830,    146 664,    109 100,    37564
湖北省,    4 210 783,    1 610 699,    2 600 084,    862 127,    560 260,    301 867,  2 050 403,    329 928,  1 720 475,    29 928,    19 295,    10 633,,,湖南省,    59 600,    27 163,    32437,    324 920,    297 832,    27 088,  1 534 800,    715 433,    819 367,    95 617,    58 745,    36 872
湖南省,    6 488 417,    2 415 780,    4 072 637,    1 436 504,    922 854,    513 650,  2 919 210,    320 189,  2 599 021,    117 766,    73 564,    44 202,,,广东省,    60 387,    32 629,    27 758,    271 209,    214409,    56 800,    971 613,    381 486,    590 127,    170 965,    103 944,    67 021
广东省,    5 623 369,    2 075 975,    3 547 394,    1 254 690,    823 298,    431 392,  2 849 584,    490 615,  2 358 969,    44 921,    29 594,    15 327,,,广西壮族自治区,    36 650,    18 599,    18 051,    117 034,    91 468,    25 566,    666 101,    284 938,    381 163,    63 346,    45 157,    18 189
广西壮族自治区,    3 762 237,    1 694 199,    2 068 038,    1 076 196,    699 673,    376 523,  1 752 359,    522 208,  1 230 151,    50 551,    32 156,    18 395,,,海南省,    10 497,    5 641,    4 856,    103 514,    55 947,    47 567,    144 491,    50 376,    94 115,    55 587,    32 539,    23 048
海南省,    691 598,    315 812,    375 786,    204 210,    127 970,    76 240,    159 055,    34 385,    124 670,    14 244,8954,    5 290,,,四川省,    80 397,    37 357,    43 040,    528 672,    478 487,    50 185,  2 287 126,  1 037 606,  1 249 520,    131 136,    90 643,    40 493
四川省,    9 305 031,    4 110 736,    5 194 295,    2 527 208,    1 583 700,    943 508,  3 556 521,    763 407,  2 793 114,    193 971,    119 536,    74435,,,贵州省,    14 941,    7 871,    7 070,    70 754,    62 234,    8 520,    757 580,    350 325,    407 255,    40 594,    25 561,    15 033
贵州省,    2 493 307,    1 211 755,    1 281 552,    737 085,    509 738,    227 347,    750 344,    171 998,    578 346,    122 009,    84028,    37 981,,,云南省,    20 259,    10 122,    10 137,    156 897,    124 412,    32 485,    781 330,    358 720,    422 610,    48 272,    38 338,    9 934
云南省,    3 055 783,    1 379 097,    1 676 686,    873 652,    546 642,    327 010,    1 113 301,    263 215,    850 086,    62 072,    37 648,    24424,,,西藏自治区,    1 472,    810,    662,    7 945,    4 982,    2 963,    80 431,    32 933,    47 498,    7 111,    4 571,    2 540
西藏自治区,    248 103,    70 347,    177 756,    11 356,    7 334,    4 022,    139 521,    19 610,    119 911,    267,    107,    160,,,陕西省,    20 076,    9 981,    10 095,    120 204,    112 591,    7 613,    906 659,    462 179,    444 480,    36 394,    19 428,    16 966
陕西省,    3 691 147,    1 231 847,    2 459 300,    803 623,    470 985,    332 638,  1 748 555,    125 151,  1 623 404,    55 636,    31 532,    24 104,,,甘肃省,    10 930,    5 345,    5 585,    36 191,    33 504,    2 687,    380 106,    177 967,    202 139,    18 256,    12 686,    5 570
甘肃省,    1 839 055,    823 756,    1 015 299,    641 195,    415 489,    225 706,    713 339,    153 387,    559 952,    39 038,    25 378,    13 660,,,青海省,    8 916,    4 549,    4 367,    13 069,    11 441,    1 628,    90 626,    37 464,    53 162,    11 444,    9 266,    2 178
青海省,    363 777,    147 751,    216 026,    92 661,    52 117,    40 544,    134 738,    26 347,    108 391,    12 323,    6 567,    5 756,,,宁夏回族自治区,    5 501,    2 408,    3 093,    11 151,    8 838,    2 313,    75 178,    35 730,    39 448,    6 179,    4 799,    1 380
宁夏回族自治区,    382 565,    177 918,    204 647,    155 980,    93 989,    61 991,    116 715,    24 896,    91 819,    11 861,    7 258,    4 603,,,新疆维吾尔自治区,    22 189,    11 919,    10 270,    120 692,    72956,    47 736,    242150,    104278,137 872,    75 129,    51 283,    23 846
新疆维吾尔自治区,    1 155 049,    452 797,    702 252,    306 114,    155 872,    150 242,    353 739,    39 696,    314 043,    35 036,    16 793,    18 243,,,,,,,,,,,,,,,
