表6—30 省、自治区、直辖市的县不在业人口数(第二口径),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,        单位：人,,,,,,,,,,,,
    单位：人,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,    市镇待业,,,    离休退休退职,,,    丧失工作能力,,,    其它,,
,    不在业人口,,,    在校学生,,,    料理家务,,,    待升学,,,,,    地区别,,,,,,,,,,,,
    地区别,,,,,,,,,,,,,,,,    小计,    男,    女,    小计,    男,    女,  小计,    男,    女,  小计,    男,    女
,    合计,    男,    女,    小计,    男,    女,  小计,    男,    女,  小计,    男,    女,,,总计,    839 644,    415 515,    424 129,    4 892 074,  4 194 828,    697 246,  24 002 855,  11 176 065,  12826790,  2 305 350,  1 420 449,    884 901
总计,    106 628 441,    37 683 065,    68 945 376,    22 803 810,  14 149 882,  8 653 928,  50 311 950,  5 429 983,  44 881 967,  1 472 758,    896 343,    576 415,,,北京市,    2 201,    1 027,    1 174,    32 511,    27 482,    5 029,    127 197,    59 987,    67 210,    9 284,    6 024,    3 260
北京市,    595 920,    168 595,    427 325,    117 355,    59 067,    58 288,    298 700,    10 911,    287 789,    8 672,    4 097,    4 575,,,天津市,    1 142,    572,    570,    16 592,    15 692,    900,    105 665,    49 760,    55 905,    5 730,    3 461,    2 269
天津市,    487 835,    124 311,    363 524,    86 403,    45 862,    40 541,    270 333,    7 988,    262 345,    1 970,    976,    994,,,河北省,    13 427,    5 929,    7 498,    265 937,    249 865,    16 072,  2 012 430,    938 715,  1 073 715,    72 516,    42 932,    29 584
河北省,    6 992 499,    2 035 104,    4 957 395,    1 196 618,    653 683,    542 935,  3 380 428,    118 641,  3 261 787,    51 143,    25 339,    25 804,,,山西省,    18 546,    9 502,    9 044,    139 705,    133 856,    5 849,    777 231,    390 355,    386 876,    61 470,    31 180,    30 290
山西省,    3 855 022,    964 958,    2 890 064,    577 382,    313 752,    263 630,  2 204 505,    47 580,  2 156 925,    76 183,    38 733,    37 450,,,内蒙古自治区,    7 589,    3 914,    3 675,    59 059,    53 622,    5 437,    413 093,    234 749,    178 344,    86 319,    53 267,    33 052
