,,,,,,,,,,,,
    表11——3全国按现住地和1985年7月1日常住地类型分性别、职业的迁入人口数,,,,,,,,,,,,
省内单位：人,,,,,,,,,,,,
,,,,,,,,,,,,
,    1985年7月1日常住地类 型,,,,,,,,,,,
  职业和,,,,,,,,,,,,
,    合计,,,    城市,,,    镇,,,    乡村,,
  现住地,,,,,,,,,,,,
,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女
  河南省,    18 443,    16 593,    1 850,    10 282,    9 122,    1 160,    3 190,    2 876,    314,    4 971,    4 595,    376
  湖北省,    10 921,    9 957,    964,    4 557,    4 146,    411,    4 134,    3 751,    383,    2 230,    2 060,    170
  湖南省,    16 282,    14 867,    1 415,    7 366,    6 713,    653,    5 016,    4 626,    390,    3 900,    3 528,    372
  广东省,    26 577,    24 271,    2 306,    8 902,    7 902,    1 000,    9 257,    8 500,    757,    8 418,    7 869,    549
  广西壮族自治区,    12 180,    11 031,    1 149,    3 482,    3 166,    316,    6 275,    5 659,    616,    2 423,    2 206,    217
  海南省,    2 736,    2 531,    205,    722,    668,    54,    1 365,    1 256,    109,    649,    607,    42
  四川省,    22 548,    20 389,    2 159,    8 797,    7 925,    872,    8 625,    7 775,    850,    5 126,    4 689,    437
  贵州省,    4 589,    4 076,    513,    1 576,    1 407,    169,    2 168,    1 914,    254,    845,    755,    90
  云南省,    9 285,    8 716,    569,    2 716,    2 549,    167,    4 498,    4 210,    288,    2 071,    1 957,    114
  西藏自治区,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——
  陕西省,    10 354,    9 674,    680,    3 696,    3 440,    256,    4 099,    3 874,    225,    2 559,    2 360,    199
  甘肃省,    6 237,    5 814,    423,    2 717,    2 503,    214,    2 383,    2 245,    138,    1 137,    1 066,    71
  青海省,    2 919,    2 729,    190,    773,    724,    49,    1 517,    1 412,    105,    629,    593,    36
  宁夏回族自治区,    1 712,    1 573,    139,    699,    638,    61,    804,    741,    63,    209,    194,    15
  新疆维吾尔自治区,    7 262,    6 606,    656,    3 285,    2 980,    305,    2 446,    2 231,    215,    1 531,    1 395,    136
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
    表11——3全国按现住地和1985年7月1日常住地类型分性别、职业的迁入人口数(续03),,,,,,,,,,,,
省内单位：人,,,,,,,,,,,,
,,,,,,,,,,,,
,    1985年7月1日常住地类 型,,,,,,,,,,,
  职业和,,,,,,,,,,,,
,    合计,,,    城市,,,    镇,,,    乡村,,
  现住地,,,,,,,,,,,,
,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女
办事人员和有关人员,    646 493,    524 107,    122 386,    248 117,    199 010,    49 107,    194 810,    151 150,    43 660,    203 566,    173 947,    29 619
北京市,    4 875,    4 082,    793,    1 129,    812,    317,    878,    644,    234,    2 868,    2 626,    242
天津市,    1 666,    1 418,    248,    391,    315,    76,    410,    321,    89,    865,    782,    83
河北省,    25 319,    20 654,    4 665,    11 584,    9 509,    2 075,    6 203,    4 851,    1 352,    7 532,    6 294,    1 238
山西省,    16 804,    13 391,    3 413,    8 239,    6 512,    1 727,    4 546,    3 594,    952,    4 019,    3 285,    734
内蒙古自治区,    20 880,    17 756,    3 124,    9 348,    7 959,    1 389,    7 204,    5 915,    1 289,    4 328,    3 882,    446
辽宁省,    20 576,    16 776,    3 800,    9 525,    7 736,    1 789,    5 774,    4 485,    1 289,    5 277,    4 555,    722
吉林省,    15 353,    12 472,    2 881,    6 814,    5 684,    1 130,    6 362,    4 970,    1 392,    2 177,    1 818,    359
黑龙江省,    21 206,    17 470,    3 736,    10 410,    8 737,    1 673,    7 519,    5 989,    1 530,    3 277,    2 744,    533
上海市,    7 655,    5 920,    1 735,    1 994,    1 487,    507,    2 200,    1 548,    652,    3 461,    2 885,    576
江苏省,    29 084,    24 427,    4 657,    10 484,    8 780,    1 704,    6 656,    5 472,    1 184,    11 944,    10 175,    1 769
浙江省,    22 012,    18 288,    3 724,    7 953,    6 638,    1 315,    6 762,    5 347,    1 415,    7 297,    6 303,    994
安徽省,    20 529,    17 035,    3 494,    9 877,    8 346,    1 531,    5 357,    4 255,    1 102,    5 295,    4 434,    861
福建省,    25 586,    21 022,    4 564,    11 303,    9 055,    2 248,    7 653,    6 221,    1 432,    6 630,    5 746,    884
江西省,    18 726,    15 022,    3 704,    7 714,    6 423,    1 291,    5 405,    4 061,    1 344,    5 607,    4 538,    1 069
山东省,    37 284,    31 291,    5 993,    16 266,    13 461,    2 805,    11 493,    9 634,    1 859,    9 525,    8 196,    1 329
河南省,    33 960,    26 835,    7 125,    18 022,    14 303,    3 719,    5 650,    4 321,    1 329,    10 288,    8 211,    2 077
湖北省,    25 950,    21 145,    4 805,    9 117,    7 225,    1 892,    8 239,    6 423,    1 816,    8 594,    7 497,    1 097
湖南省,    30 528,    23 837,    6 691,    12 666,    9 764,    2 902,    8 011,    5 955,    2 056,    9 851,    8 118,    1 733
广东省,    73 018,    57 378,    15 640,    18 436,    13 265,    5 171,    23 087,    17 538,    5 549,    31 495,    26 575,    4 920
广西壮族自治区,    22 415,    18 404,    4 011,    5 892,    4 649,    1 243,    8 496,    6 441,    2 055,    8 027,    7 314,    713
海南省,    6 011,    4 734,    1 277,    1 114,    857,    257,    2 835,    2 146,    689,    2 062,    1 731,    331
四川省,    66 338,    52 176,    14 162,    23 378,    17 957,    5 421,    19 983,    14 593,    5 390,    22 977,    19 626,    3 351
贵州省,    10 789,    8 608,    2 181,    3 736,    2 987,    749,    3 719,    2 663,    1 056,    3 334,    2 958,    376
云南省,    25 741,    21 420,    4 321,    6 871,    5 503,    1 368,    9 913,    7 858,    2 055,    8 957,    8 059,    898
西藏自治区,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——
陕西省,    23 906,    19 688,    4 218,    9 074,    7 506,    1 568,    7 589,    5 992,    1 597,    7 243,    6 190,    1 053
甘肃省,    13 121,    10 854,    2 267,    5 494,    4 457,    1 037,    3 493,    2 677,    816,    4 134,    3 720,    414
青海省,    6 389,    5 132,    1 257,    2 114,    1 700,    414,    2 783,    2 130,    653,    1 492,    1 302,    190
宁夏回族自治区,    3 285,    2 498,    787,    1 405,    1 121,    284,    1 259,    888,    371,    621,    489,    132
新疆维吾尔自治区,    17 487,    14 374,    3 113,    7 767,    6 262,    1 505,    5 331,    4 218,    1 113,    4 389,    3 894,    495
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
省内单位：人,,,,,,,,,,,,
,,,,,,,,,,,,
,    1985年7月1日常住地类 型,,,,,,,,,,,
  职业和,,,,,,,,,,,,
,    合计,,,    城市,,,    镇,,,    乡村,,
  现住地,,,,,,,,,,,,
,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女
商业工作人员,    1 030 492,    584 800,    445 692,    114 653,    67 335,    47 318,    207 328,    109 742,    97 586,    708 511,    407 723,    300 788
北京市,    2 196,    1 033,    1 163,    467,    247,    220,    427,    186,    241,    1 302,    600,    702
天津市,    844,    468,    376,    113,    81,    32,    182,    99,    83,    549,    288,    261
河北省,    32 013,    18 304,    13 709,    3 961,    2 425,    1 536,    4 726,    2 464,    2 262,    23 326,    13 415,    9 911
山西省,    16 361,    9 595,    6 766,    3 047,    1 630,    1 417,    3 625,    2 010,    1 615,    9 689,    5 955,    3 734
内蒙古自治区,    19 360,    11 378,    7 982,    2 699,    1 451,    1 248,    4 185,    1 963,    2 222,    12 476,    7 964,    4 512
辽宁省,    38 499,    20 802,    17 697,    4 307,    2 414,    1 893,    9 126,    4 529,    4 597,    25 066,    13 859,    11 207
