,,,,,,,,
香港地区人口文化程度,,,,,,,,
    单位：人,,,,,,,,
,,,,,,,,
,  未受教育／,,,,,,  理工学院／,
    总计,,  小学,  初中,  高中,    大学预科,    中学毕业,,  大学
,  幼儿园,,,,,,  工业学院,
"4,986,560","    1,101,279","    1,831,133","    870,921","    798,1 24","    1 35,556","    69,700","    54,053","    125,794"
