8岁,299587,158261,141326,298681,157805,140876,696,346,350,74,38,36,101,52,49,35,20,15,5,2,3,3,1,2,2,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          
9岁,310417,163455,146962,309324,162874,146450,798,432,366,106,49,57,158,81,77,31,19,12,276,141,135,260,132,128,15,9,6,1,          ,1,          ,          ,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-14岁,1061306,560384,500922,1035337,548220,487117,19936,9238,10698,1493,735,758,4352,2095,2257,188,96,92,894319,459044,435275,875463,449468,425995,13476,6648,6828,1698,906,792,3558,1956,1602,124,66,58
10岁,383143,201319,181824,381255,200357,180898,1395,714,681,166,83,83,290,145,145,37,20,17,2883,1418,1465,2820,1390,1430,52,24,28,5,2,3,4,1,3,2,1,1
11岁,359471,188665,170806,356613,187213,169400,2093,1070,1023,197,106,91,524,252,272,44,24,20,36564,17719,18845,36245,17571,18674,267,126,141,21,9,12,28,13,15,3,          ,3
12岁,215646,115647,99999,211379,113653,97726,3093,1469,1624,273,133,140,871,377,494,30,15,15,180450,90444,90006,179000,89697,89303,1168,595,573,124,72,52,145,74,71,13,6,7
13岁,73818,39726,34092,66600,36451,30149,5485,2424,3061,393,179,214,1306,655,651,34,17,17,342599,176341,166258,338112,174054,164058,3120,1580,1540,433,214,219,898,472,426,36,21,15
14岁,29228,15027,14201,19490,10546,8944,7870,3561,4309,464,234,230,1361,666,695,43,20,23,331823,173122,158701,319286,166756,152530,8869,4323,4546,1115,609,506,2483,1396,1087,70,38,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19岁,75674,32497,43177,765,421,344,65594,27736,37858,3115,1468,1647,5960,2753,3207,240,119,121,850688,423487,427201,286317,154610,131707,533478,251834,281644,12484,6978,5506,17991,9844,8147,418,221,197
15岁,11934,5335,6599,626,348,278,9597,4161,5436,511,223,288,1167,581,586,33,22,11,219938,117253,102685,188229,100968,87261,26386,13137,13249,1826,1039,787,3429,2066,1363,68,43,25
16岁,12977,5434,7543,111,59,52,11155,4601,6554,530,239,291,1126,506,620,55,29,26,136616,71071,65545,63290,34802,28488,67129,32775,34354,2384,1337,1047,3747,2119,1628,66,38,28
17岁,14812,6201,8611,17,10,7,12968,5349,7619,622,294,328,1147,525,622,58,23,35,145226,70193,75033,22693,12250,10443,116341,54593,61748,2548,1440,1108,3561,1868,1693,83,42,41
18岁,18634,8110,10524,8,3,5,16462,7096,9366,769,369,400,1349,623,726,46,19,27,186795,88503,98292,9172,4975,4197,170403,79619,90784,3092,1740,1352,4011,2117,1894,117,52,65
19岁,17317,7417,9900,3,1,2,15412,6529,8883,683,343,340,1171,518,653,48,26,22,162113,76467,85646,2933,1615,1318,153219,71710,81509,2634,1422,1212,3243,1674,1569,84,46,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24岁,120358,51457,68901,          ,          ,          ,107595,45847,61748,4645,2070,2575,7836,3422,4414,282,118,164,883301,427465,455836,60,34,26,854442,411896,442546,13412,7304,6108,14864,7951,6913,523,280,243
20岁,18696,8107,10589,          ,          ,          ,16724,7210,9514,749,349,400,1183,530,653,40,18,22,156637,74694,81943,31,19,12,151278,71806,79472,2344,1279,1065,2894,1537,1357,90,53,37
21岁,21018,9156,11862,          ,          ,          ,18847,8198,10649,745,355,390,1381,589,792,45,14,31,173829,83131,90698,11,5,6,167961,80053,87908,2689,1418,1271,3079,1605,1474,89,50,39
22岁,23291,10027,13264,          ,          ,          ,20820,8931,11889,901,428,473,1518,643,875,52,25,27,175561,85258,90303,8,4,4,169868,82163,87705,2681,1468,1213,2893,1569,1324,111,54,57
23岁,24985,10684,14301,          ,          ,          ,22350,9529,12821,957,399,558,1620,728,892,58,28,30,174482,85414,89068,8,5,3,168929,82352,86577,2618,1452,1166,2824,1551,1273,103,54,49
24岁,32368,13483,18885,          ,          ,          ,28854,11979,16875,1293,539,754,2134,932,1202,87,33,54,202792,98968,103824,2,1,1,196406,95522,100884,3080,1687,1393,3174,1689,1485,130,69,61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29岁,256743,108602,148141,          ,          ,          ,228940,96579,132361,10533,4553,5980,16745,7250,9495,525,220,305,1214069,600160,613909,          ,          ,          ,1176477,579284,597193,18190,10067,8123,18747,10477,8270,655,332,323
25岁,38778,16277,22501,          ,          ,          ,34583,14429,20154,1560,692,868,2553,1119,1434,82,37,45,211774,103297,108477,          ,          ,          ,205093,99672,105421,3193,1726,1467,3357,1823,1534,131,76,55
26岁,45634,19122,26512,          ,          ,          ,40832,17072,23760,1803,768,1035,2910,1243,1667,89,39,50,230768,112605,118163,          ,          ,          ,223179,108416,114763,3592,1984,1608,3873,2150,1723,124,55,69
27岁,50997,21453,29544,          ,          ,          ,45451,19046,26405,2144,923,1221,3300,1443,1857,102,41,61,245394,121187,124207,          ,          ,          ,237766,116875,120891,3676,2071,1605,3807,2165,1642,145,76,69
28岁,57652,24513,33139,          ,          ,          ,51438,21877,29561,2344,979,1365,3756,1612,2144,114,45,69,258111,128467,129644,          ,          ,          ,250319,124136,126183,3841,2132,1709,3823,2141,1682,128,58,70
29岁,63682,27237,36445,          ,          ,          ,56636,24155,32481,2682,1191,1491,4226,1833,2393,138,58,80,268022,134604,133418,          ,          ,          ,260120,130185,129935,3888,2154,1734,3887,2198,1689,127,67,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34岁,356592,155614,200978,          ,          ,          ,316162,138005,178157,15938,6869,9069,23725,10447,13278,767,293,474,1313497,665884,647613,          ,          ,          ,1273217,643424,629793,20092,11219,8873,19513,10903,8610,675,338,337
30岁,73525,31820,41705,          ,          ,          ,65598,28400,37198,3021,1308,1713,4747,2051,2696,159,61,98,289922,146160,143762,          ,          ,          ,281568,141455,140113,4165,2371,1794,4044,2265,1779,145,69,76
31岁,72202,31452,40750,          ,          ,          ,64185,27929,36256,3110,1326,1784,4761,2134,2627,146,63,83,263491,133083,130408,          ,          ,          ,255443,128580,126863,4033,2250,1783,3874,2182,1692,141,71,70
32岁,79561,35044,44517,          ,          ,          ,70511,31068,39443,3611,1579,2032,5268,2338,2930,171,59,112,286100,144849,141251,          ,          ,          ,277276,139971,137305,4413,2449,1964,4250,2343,1907,161,86,75
33岁,62542,27288,35254,          ,          ,          ,55198,24124,31074,2967,1245,1722,4251,1864,2387,126,55,71,218226,111651,106575,          ,          ,          ,211186,107723,103463,3478,1930,1548,3452,1948,1504,110,50,60
34岁,68762,30010,38752,          ,          ,          ,60670,26484,34186,3229,1411,1818,4698,2060,2638,165,55,110,255758,130141,125617,          ,          ,          ,247744,125695,122049,4003,2219,1784,3893,2165,1728,118,62,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39岁,258308,108060,150248,          ,          ,          ,228012,95668,132344,12218,4979,7239,17396,7167,10229,682,246,436,1105568,573018,532550,          ,          ,          ,1077582,557168,520414,14499,8174,6325,12914,7368,5546,573,308,265
35岁,63308,27744,35564,          ,          ,          ,55952,24535,31417,2895,1239,1656,4319,1915,2404,142,55,87,262437,134542,127895,          ,          ,          ,255057,130371,124686,3796,2140,1656,3452,1962,1490,132,69,63
36岁,56445,23798,32647,          ,          ,          ,49897,21150,28747,2594,1045,1549,3806,1548,2258,148,55,93,258440,132584,125856,          ,          ,          ,251671,128763,122908,3532,1976,1556,3115,1782,1333,122,63,59
37岁,62620,26078,36542,          ,          ,          ,55361,23079,32282,2984,1239,1745,4107,1697,2410,168,63,105,292711,151696,141015,          ,          ,          ,285718,147718,138000,3687,2096,1591,3155,1804,1351,151,78,73
38岁,47660,19157,28503,          ,          ,          ,41914,16917,24997,2357,925,1432,3258,1272,1986,131,43,88,187909,99310,88599,          ,          ,          ,183358,96751,86607,2295,1304,991,2161,1199,962,95,56,39
39岁,28275,11283,16992,          ,          ,          ,24888,9987,14901,1388,531,857,1906,735,1171,93,30,63,104071,54886,49185,          ,          ,          ,101778,53565,48213,1189,658,531,1031,621,410,73,42,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44岁,290749,119027,171722,          ,          ,          ,252446,103694,148752,16025,6302,9723,21421,8696,12725,857,335,522,816017,436073,379944,          ,          ,          ,799902,426586,373316,8668,5020,3648,7030,4231,2799,417,236,181
40岁,41172,17145,24027,          ,          ,          ,35957,15022,20935,2127,882,1245,2976,1196,1780,112,45,67,143528,76096,67432,          ,          ,          ,140589,74348,66241,1555,925,630,1300,772,528,84,51,33
41岁,43879,18156,25723,          ,          ,          ,38218,15877,22341,2370,921,1449,3155,1299,1856,136,59,77,132554,71067,61487,          ,          ,          ,129747,69430,60317,1475,826,649,1258,768,490,74,43,31
42岁,62221,26054,36167,          ,          ,          ,53886,22615,31271,3439,1393,2046,4705,1971,2734,191,75,116,174408,94243,80165,          ,          ,          ,170976,92245,78731,1860,1050,810,1481,899,582,91,49,42
43岁,71926,29010,42916,          ,          ,          ,62172,25207,36965,4206,1580,2626,5329,2139,3190,219,84,135,189482,101328,88154,          ,          ,          ,185755,99114,86641,2007,1173,834,1624,985,639,96,56,40
44岁,71551,28662,42889,          ,          ,          ,62213,24973,37240,3883,1526,2357,5256,2091,3165,199,72,127,176045,93339,82706,          ,          ,          ,172835,91449,81386,1771,1046,725,1367,807,560,72,37,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49岁,472557,198316,274241,          ,          ,          ,415695,175900,239795,24638,9583,15055,30850,12328,18522,1374,505,869,895585,476840,418745,          ,          ,          ,877225,466208,411017,10345,5947,4398,7456,4377,3079,559,308,251
45岁,85379,35031,50348,          ,          ,          ,74373,30642,43731,4739,1855,2884,6029,2442,3587,238,92,146,193056,103019,90037,          ,          ,          ,189462,100898,88564,1927,1102,825,1557,959,598,110,60,50
46岁,94780,39351,55429,          ,          ,          ,83223,34744,48479,4969,1938,3031,6320,2582,3738,268,87,181,201683,106938,94745,          ,          ,          ,197865,104720,93145,2143,1257,886,1562,895,667,113,66,47
47岁,95271,40280,54991,          ,          ,          ,84153,35826,48327,4899,1942,2957,5957,2414,3543,262,98,164,177241,93957,83284,          ,          ,          ,173564,91847,81717,2113,1236,877,1455,820,635,109,54,55
48岁,103996,44408,59588,          ,          ,          ,91840,39648,52192,5216,2036,3180,6628,2601,4027,312,123,189,175264,93556,81708,          ,          ,          ,171354,91310,80044,2235,1270,965,1556,912,644,119,64,55
49岁,93131,39246,53885,          ,          ,          ,82106,35040,47066,4815,1812,3003,5916,2289,3627,294,105,189,148341,79370,68971,          ,          ,          ,144980,77433,67547,1927,1082,845,1326,791,535,108,64,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54岁,462555,202614,259941,          ,          ,          ,409809,181434,228375,23465,9514,13951,27708,11093,16615,1573,573,1000,492230,265380,226850,          ,          ,          ,477609,257030,220579,8557,4821,3736,5632,3280,2352,432,249,183
50岁,98229,42367,55862,          ,          ,          ,86689,37784,48905,5076,1977,3099,6138,2492,3646,326,114,212,139977,75565,64412,          ,          ,          ,136831,73726,63105,1802,1036,766,1224,732,492,120,71,49
51岁,103542,44793,58749,          ,          ,          ,91373,39893,51480,5473,2247,3226,6353,2536,3817,343,117,226,111484,60217,51267,          ,          ,          ,108600,58535,50065,1688,978,710,1096,644,452,100,60,40
52岁,91433,40194,51239,          ,          ,          ,80907,35919,44988,4634,1886,2748,5568,2267,3301,324,122,202,83095,44581,38514,          ,          ,          ,80508,43089,37419,1505,865,640,1009,584,425,73,43,30
53岁,90468,40312,50156,          ,          ,          ,80487,36322,44165,4414,1803,2611,5263,2079,3184,304,108,196,80192,43117,37075,          ,          ,          ,77290,41453,35837,1748,978,770,1083,643,440,71,43,28
54岁,78883,34948,43935,          ,          ,          ,70353,31516,38837,3868,1601,2267,4386,1719,2667,276,112,164,77482,41900,35582,          ,          ,          ,74380,40227,34153,1814,964,850,1220,677,543,68,32,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59岁,322515,142488,180027,          ,          ,          ,286825,127813,159012,16185,6655,9530,18072,7464,10608,1433,556,877,296929,160742,136187,          ,          ,          ,284426,154022,130404,7648,4022,3626,4489,2469,2020,366,229,137
55岁,68538,29943,38595,          ,          ,          ,61038,26945,34093,3366,1337,2029,3879,1560,2319,255,101,154,69814,37852,31962,          ,          ,          ,67064,36288,30776,1665,936,729,1014,583,431,71,45,26
56岁,65559,29181,36378,          ,          ,          ,58240,26153,32087,3299,1375,1924,3767,1551,2216,253,102,151,64300,34902,29398,          ,          ,          ,61575,33417,28158,1687,889,798,969,550,419,69,46,23
57岁,58859,25978,32881,          ,          ,          ,52294,23246,29048,2970,1226,1744,3317,1393,1924,278,113,165,56096,30203,25893,          ,          ,          ,53680,28946,24734,1462,740,722,883,471,412,71,46,25
58岁,62817,27580,35237,          ,          ,          ,56045,24815,31230,3072,1263,1809,3384,1390,1994,316,112,204,54484,29301,25183,          ,          ,          ,52126,28071,24055,1454,730,724,824,454,370,80,46,34
59岁,66742,29806,36936,          ,          ,          ,59208,26654,32554,3478,1454,2024,3725,1570,2155,331,128,203,52235,28484,23751,          ,          ,          ,49981,27300,22681,1380,727,653,799,411,388,75,46,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64岁,344883,158535,186348,          ,          ,          ,301464,139680,161784,20864,8810,12054,20133,8973,11160,2422,1072,1350,201378,117200,84178,          ,          ,          ,191677,111870,79807,6176,3320,2856,3088,1723,1365,437,287,150
60岁,70581,31766,38815,          ,          ,          ,62488,28400,34088,3793,1533,2260,3891,1664,2227,409,169,240,49194,27258,21936,          ,          ,          ,47000,26136,20864,1345,639,706,762,429,333,87,54,33
61岁,63463,28092,35371,          ,          ,          ,55836,24864,30972,3644,1481,2163,3589,1575,2014,394,172,222,39217,21880,17337,          ,          ,          ,37448,20969,16479,1144,580,564,560,288,272,65,43,22
62岁,72405,32698,39707,          ,          ,          ,63376,28822,34554,4339,1807,2532,4168,1833,2335,522,236,286,40819,23688,17131,          ,          ,          ,38914,22638,16276,1232,679,553,588,318,270,85,53,32
63岁,68427,32192,36235,          ,          ,          ,59399,28184,31215,4317,1878,2439,4181,1907,2274,530,223,307,36453,22053,14400,          ,          ,          ,34638,21013,13625,1160,651,509,561,327,234,94,62,32
64岁,70007,33787,36220,          ,          ,          ,60365,29410,30955,4771,2111,2660,4304,1994,2310,567,272,295,35695,22321,13374,          ,          ,          ,33677,21114,12563,1295,771,524,617,361,256,106,75,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65岁及以上,611943,358933,253010,          ,          ,          ,506650,300642,206008,51089,27851,23238,45005,25097,19908,9199,5343,3856,277867,202557,75310,          ,          ,          ,257725,188319,69406,13373,9355,4018,5007,3460,1547,1762,1423,339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表3—2b    全国分年龄、性别、学业完成情况的6岁及6岁以上小学和初中人口（镇）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
年   龄   别,小             学,,,,,,,,,,,,,,,,,,初             中,,,,,,,,,,,,,,,,,
,合      计,,,在      校,,,毕      业,,,肄      业,,,辍      学,,,其      他,,,合      计,,,在      校,,,毕      业,,,肄      业,,,辍      学,,,其      他,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
总      计,4388910,2115308,2273602,1673528,897500,776028,2344393,1053728,1290665,152579,67200,85379,202210,88891,113319,16200,7989,8211,5533422,2910917,2622505,850135,448562,401573,4508526,2363966,2144560,85881,48533,37348,84369,47077,37292,4511,2779,1732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-9岁,854827,459945,394882,852040,458452,393588,1925,1032,893,367,197,170,334,171,163,161,93,68,382,203,179,362,192,170,18,10,8,2,1,1,          ,          ,          ,          ,          ,          
6岁,167677,90630,77047,167207,90381,76826,328,172,156,53,27,26,20,7,13,69,43,26,1,          ,1,1,          ,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
7岁,217724,117390,100334,217107,117050,100057,441,246,195,92,48,44,52,26,26,32,20,12,1,1,          ,          ,          ,          ,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
8岁,226657,121814,104843,225938,121438,104500,503,265,238,96,49,47,95,49,46,25,13,12,2,1,1,1,          ,1,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
9岁,242769,130111,112658,241788,129583,112205,653,349,304,126,73,53,167,89,78,35,17,18,378,201,177,360,192,168,16,8,8,2,1,1,          ,          ,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-14岁,842380,448413,393967,819909,438207,381702,16334,7282,9052,1558,791,767,4430,2054,2376,149,79,70,633537,329194,304343,616810,320750,296060,11977,5913,6064,1634,868,766,3030,1616,1414,86,47,39
10岁,302401,161039,141362,300767,160202,140565,1089,572,517,189,98,91,326,153,173,30,14,16,3992,1959,2033,3935,1920,2015,51,35,16,2,2,          ,4,2,2,          ,          ,          
11岁,265429,141246,124183,263166,140089,123077,1443,760,683,210,117,93,583,266,317,27,14,13,32637,16312,16325,32371,16173,16198,218,112,106,24,15,9,22,12,10,2,          ,2
12岁,166485,89190,77295,162946,87574,75372,2368,1065,1303,276,138,138,862,394,468,33,19,14,125974,64039,61935,124815,63431,61384,888,474,414,122,58,64,137,69,68,12,7,5
13岁,76070,40550,35520,69839,37861,31978,4539,1888,2651,402,212,190,1258,569,689,32,20,12,236464,123046,113418,232689,121186,111503,2541,1258,1283,419,204,215,789,383,406,26,15,11
14岁,31995,16388,15607,23191,12481,10710,6895,2997,3898,481,226,255,1401,672,729,27,12,15,234470,123838,110632,223000,118040,104960,8279,4034,4245,1067,589,478,2078,1150,928,46,25,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19岁,71625,30637,40988,1579,841,738,60774,25416,35358,3040,1456,1584,6029,2797,3232,203,127,76,647022,323652,323370,232835,127551,105284,389833,182883,206950,9541,5227,4314,14517,7852,6665,296,139,157
15岁,12547,5723,6824,1206,637,569,9496,4186,5310,550,267,283,1255,608,647,40,25,15,170756,91535,79221,140105,76089,64016,25870,12733,13137,1618,911,707,3120,1784,1336,43,18,25
16岁,12833,5549,7284,286,158,128,10764,4534,6230,556,268,288,1194,564,630,33,25,8,122258,63836,58422,60655,33503,27152,56550,27508,29042,1911,1074,837,3093,1726,1367,49,25,24
17岁,13796,5755,8041,53,26,27,11949,4919,7030,609,274,335,1144,511,633,41,25,16,111210,54571,56639,21236,11809,9427,85081,40094,44987,1934,1060,874,2902,1580,1322,57,28,29
18岁,16890,7048,9842,23,14,9,14827,6087,8740,707,335,372,1288,585,703,45,27,18,130917,61711,69206,8011,4568,3443,117591,54343,63248,2236,1185,1051,2998,1577,1421,81,38,43
19岁,15559,6562,8997,11,6,5,13738,5690,8048,618,312,306,1148,529,619,44,25,19,111881,51999,59882,2828,1582,1246,104741,48205,56536,1842,997,845,2404,1185,1219,66,30,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24岁,109144,43101,66043,          ,          ,          ,97133,37932,59201,4341,1864,2477,7417,3200,4217,253,105,148,601194,283709,317485,128,69,59,580352,272872,307480,9529,5031,4498,10796,5549,5247,389,188,201
20岁,17155,6987,10168,          ,          ,          ,15200,6130,9070,675,292,383,1239,544,695,41,21,20,107945,49913,58032,99,55,44,103838,47809,56029,1753,926,827,2175,1082,1093,80,41,39
21岁,19270,7668,11602,          ,          ,          ,17049,6682,10367,812,368,444,1364,595,769,45,23,22,117330,54794,62536,18,8,10,113151,52652,60499,1850,964,886,2240,1141,1099,71,29,42
22岁,21392,8502,12890,          ,          ,          ,19107,7514,11593,845,360,485,1388,605,783,52,23,29,119489,56384,63105,9,5,4,115227,54123,61104,1992,1085,907,2187,1134,1053,74,37,37
23岁,22580,8881,13699,          ,          ,          ,20102,7819,12283,852,372,480,1573,673,900,53,17,36,118887,56856,62031,1,1,          ,114905,54779,60126,1884,968,916,2016,1063,953,81,45,36
24岁,28747,11063,17684,          ,          ,          ,25675,9787,15888,1157,472,685,1853,783,1070,62,21,41,137543,65762,71781,1,          ,1,133231,63509,69722,2050,1088,962,2178,1129,1049,83,36,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29岁,215179,83743,131436,          ,          ,          ,192645,74615,118030,8361,3319,5042,13650,5573,8077,523,236,287,799956,391343,408613,          ,          ,          ,774470,377646,396824,12447,6679,5768,12550,6783,5767,489,235,254
25岁,32807,12778,20029,          ,          ,          ,29359,11290,18069,1266,523,743,2093,926,1167,89,39,50,141166,67694,73472,          ,          ,          ,136555,65231,71324,2205,1193,1012,2309,1223,1086,97,47,50
26岁,39256,15157,24099,          ,          ,          ,35146,13487,21659,1529,597,932,2487,1037,1450,94,36,58,155338,74759,80579,          ,          ,          ,150262,72050,78212,2494,1342,1152,2482,1323,1159,100,44,56
27岁,42465,16639,25826,          ,          ,          ,38102,14825,23277,1671,687,984,2601,1082,1519,91,45,46,161215,78705,82510,          ,          ,          ,155902,75870,80032,2563,1373,1190,2662,1416,1246,88,46,42
28岁,47593,18531,29062,          ,          ,          ,42653,16561,26092,1812,716,1096,3014,1205,1809,114,49,65,169457,83867,85590,          ,          ,          ,164348,81134,83214,2515,1320,1195,2489,1359,1130,105,54,51
29岁,53058,20638,32420,          ,          ,          ,47385,18452,28933,2083,796,1287,3455,1323,2132,135,67,68,172780,86318,86462,          ,          ,          ,167403,83361,84042,2670,1451,1219,2608,1462,1146,99,44,55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34岁,309429,122366,187063,          ,          ,          ,274617,108499,166118,13356,5263,8093,20684,8311,12373,772,293,479,855157,430719,424438,          ,          ,          ,826800,415883,410917,14229,7322,6907,13583,7249,6334,545,265,280
30岁,62275,24648,37627,          ,          ,          ,55463,21940,33523,2603,1027,1576,4038,1611,2427,171,70,101,187242,94265,92977,          ,          ,          ,181575,91210,90365,2775,1469,1306,2780,1525,1255,112,61,51
31岁,60816,24191,36625,          ,          ,          ,54014,21461,32553,2635,1066,1569,4025,1606,2419,142,58,84,167210,83793,83417,          ,          ,          ,161736,80949,80787,2812,1421,1391,2563,1375,1188,99,48,51
32岁,68737,27350,41387,          ,          ,          ,61120,24282,36838,2871,1108,1763,4584,1899,2685,162,61,101,184181,92897,91284,          ,          ,          ,177909,89606,88303,3216,1668,1548,2935,1567,1368,121,56,65
33岁,55632,21809,33823,          ,          ,          ,49176,19250,29926,2446,967,1479,3867,1538,2329,143,54,89,145001,73563,71438,          ,          ,          ,139910,70971,68939,2470,1248,1222,2518,1298,1220,103,46,57
34岁,61969,24368,37601,          ,          ,          ,54844,21566,33278,2801,1095,1706,4170,1657,2513,154,50,104,171523,86201,85322,          ,          ,          ,165670,83147,82523,2956,1516,1440,2787,1484,1303,110,54,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39岁,238655,87458,151197,          ,          ,          ,210056,77295,132761,11258,3941,7317,16617,6006,10611,724,216,508,689911,348891,341020,          ,          ,          ,669254,338065,331189,10471,5418,5053,9749,5183,4566,437,225,212
35岁,57457,22114,35343,          ,          ,          ,50768,19509,31259,2581,974,1607,3957,1590,2367,151,41,110,171354,85936,85418,          ,          ,          ,165819,83109,82710,2780,1429,1351,2645,1336,1309,110,62,48
36岁,51887,19576,32311,          ,          ,          ,45778,17335,28443,2441,906,1535,3521,1290,2231,147,45,102,162111,81004,81107,          ,          ,          ,157056,78445,78611,2556,1259,1297,2410,1255,1155,89,45,44
37岁,57041,20696,36345,          ,          ,          ,50277,18334,31943,2659,917,1742,3929,1389,2540,176,56,120,176453,88824,87629,          ,          ,          ,171402,86111,85291,2589,1378,1211,2357,1286,1071,105,49,56
38岁,46022,16144,29878,          ,          ,          ,40311,14277,26034,2251,718,1533,3302,1102,2200,158,47,111,121090,62427,58663,          ,          ,          ,117657,60555,57102,1769,936,833,1575,899,676,89,37,52
39岁,26248,8928,17320,          ,          ,          ,22922,7840,15082,1326,426,900,1908,635,1273,92,27,65,58903,30700,28203,          ,          ,          ,57320,29845,27475,777,416,361,762,407,355,44,32,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44岁,262456,99848,162608,          ,          ,          ,225593,86298,139295,14787,5287,9500,21108,7950,13158,968,313,655,389796,217747,172049,          ,          ,          ,378904,211368,167536,5757,3336,2421,4877,2900,1977,258,143,115
40岁,36843,13699,23144,          ,          ,          ,31813,11855,19958,1988,706,1282,2909,1091,1818,133,47,86,72292,38942,33350,          ,          ,          ,70332,37843,32489,988,540,448,922,530,392,50,29,21
41岁,38631,14754,23877,          ,          ,          ,33227,12767,20460,2160,743,1417,3117,1202,1915,127,42,85,63895,35324,28571,          ,          ,          ,62085,34273,27812,963,543,420,798,481,317,49,27,22
42岁,55401,21249,34152,          ,          ,          ,47657,18399,29258,3074,1113,1961,4469,1676,2793,201,61,140,82769,46464,36305,          ,          ,          ,80529,45143,35386,1164,686,478,1022,609,413,54,26,28
43岁,66296,25323,40973,          ,          ,          ,56742,21843,34899,3899,1375,2524,5408,2020,3388,247,85,162,90424,51495,38929,          ,          ,          ,87819,49951,37868,1418,839,579,1137,677,460,50,28,22
44岁,65285,24823,40462,          ,          ,          ,56154,21434,34720,3666,1350,2316,5205,1961,3244,260,78,182,80416,45522,34894,          ,          ,          ,78139,44158,33981,1224,728,496,998,603,395,55,33,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49岁,396930,163971,232959,          ,          ,          ,344429,144032,200397,21974,8199,13775,28909,11229,17680,1618,511,1107,365439,217106,148333,          ,          ,          ,353246,209602,143644,6660,4111,2549,5199,3209,1990,334,184,150
45岁,75998,30042,45956,          ,          ,          ,65441,26039,39402,4368,1619,2749,5879,2297,3582,310,87,223,83491,48515,34976,          ,          ,          ,80932,46957,33975,1387,848,539,1099,670,429,73,40,33
46岁,82463,33559,48904,          ,          ,          ,71448,29381,42067,4589,1705,2884,6101,2382,3719,325,91,234,81176,47526,33650,          ,          ,          ,78592,45976,32616,1382,831,551,1131,679,452,71,40,31
47岁,80000,33498,46502,          ,          ,          ,69535,29455,40080,4313,1684,2629,5809,2236,3573,343,123,220,71269,42269,29000,          ,          ,          ,68797,40707,28090,1354,838,516,1062,693,369,56,31,25
48岁,85232,36088,49144,          ,          ,          ,74359,31992,42367,4668,1720,2948,5885,2262,3623,320,114,206,71830,43619,28211,          ,          ,          ,69259,42049,27210,1449,899,550,1048,628,420,74,43,31
49岁,73237,30784,42453,          ,          ,          ,63646,27165,36481,4036,1471,2565,5235,2052,3183,320,96,224,57673,35177,22496,          ,          ,          ,55666,33913,21753,1088,695,393,859,539,320,60,30,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54岁,342483,153173,189310,          ,          ,          ,297919,135390,162529,19182,7559,11623,23889,9631,14258,1493,593,900,220622,136550,84072,          ,          ,          ,211817,131041,80776,4959,3053,1906,3600,2286,1314,246,170,76
