　　,,,,,,,,,,,,,,,,,,,,,,,,
表6—1    省、自治区、直辖市分性别、孩次的出生人口（1999.11.1-2000.10.31）,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,    
,,,,,,,,,,,,,,,,,,,,,,,,单位:人
地   区   别,出   生   人   数,,,,第     一     孩,,,,第     二     孩,,,,第     三     孩,,,,第     四     孩,,,,第五孩及五孩以上,,,
,合计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比
,,,,,,,,,,,,,,,,,,,,,,,,
福建省,18297,10119,8178,123.73,12744,6644,6100,108.92,5022,3115,1907,163.35,460,312,148,210.81,59,39,20,195.00,12,9,3,300.00
江西省,32670,19104,13566,140.82,20593,10962,9631,113.82,9925,6696,3229,207.37,1703,1140,563,202.49,320,222,98,226.53,129,84,45,186.67
山东省,55461,29541,25920,113.97,36225,18569,17656,105.17,18352,10430,7922,131.66,797,485,312,155.45,63,41,22,186.36,24,16,8,200.00
,,,,,,,,,,,,,,,,,,,,,,,,
河南省,81961,46681,35280,132.32,49098,24849,24249,102.47,28815,19047,9768,194.99,3490,2380,1110,214.41,440,321,119,269.75,118,84,34,247.06
湖北省,22483,12782,9701,131.76,15105,7849,7256,108.17,6801,4556,2245,202.94,465,308,157,196.18,86,53,33,160.61,26,16,10,160.00
湖南省,39863,22625,17238,131.25,24048,12600,11448,110.06,14195,9003,5192,173.40,1357,856,501,170.86,213,138,75,184.00,50,28,22,127.27
广东省,34598,20401,14197,143.70,17819,9502,8317,114.25,10359,6718,3641,184.51,3877,2531,1346,188.04,1573,1023,550,186.00,969,627,342,183.33
广西壮族自治区,35875,20163,15712,128.33,20475,10600,9875,107.34,10771,6571,4200,156.45,3243,2077,1166,178.13,963,642,321,200.00,423,273,150,182.00
海南省,5538,3146,2392,131.52,2747,1401,1346,104.09,1628,996,632,157.59,776,495,281,176.16,260,177,83,213.25,127,77,50,154.00
,,,,,,,,,,,,,,,,,,,,,,,,
重庆市,15092,8249,6843,120.55,9731,5095,4636,109.90,4548,2623,1925,136.26,688,456,232,196.55,95,57,38,150.00,30,18,12,150.00
四川省,50099,27202,22897,118.80,32485,17045,15440,110.40,13643,7835,5808,134.90,2965,1729,1236,139.89,689,409,280,146.07,317,184,133,138.35
贵州省,48003,24488,23515,104.14,22835,10434,12401,84.14,15621,8542,7079,120.67,6437,3718,2719,136.74,2055,1188,867,137.02,1055,606,449,134.97
云南省,53973,28464,25509,111.58,26687,13528,13159,102.80,21243,11524,9719,118.57,4075,2289,1786,128.16,1218,695,523,132.89,750,428,322,132.92
西藏自治区,3231,1611,1620,99.44,1019,502,517,97.10,858,435,423,102.84,541,273,268,101.87,299,149,150,99.33,514,252,262,96.18
,,,,,,,,,,,,,,,,,,,,,,,,
陕西省,19795,11163,8632,129.32,12737,6561,6176,106.23,6251,4053,2198,184.39,661,458,203,225.62,111,71,40,177.50,35,20,15,133.33
甘肃省,20509,11236,9273,121.17,11716,5824,5892,98.85,7266,4458,2808,158.76,1200,743,457,162.58,233,152,81,187.65,94,59,35,168.57
青海省,5200,2650,2550,103.92,2660,1288,1372,93.88,1712,937,775,120.90,521,258,263,98.10,155,82,73,112.33,152,85,67,126.87
宁夏回族自治区,6481,3400,3081,110.35,3128,1606,1522,105.52,1986,1076,910,118.24,816,423,393,107.63,338,177,161,109.94,213,118,95,124.21
新疆维吾尔自治区,19347,9985,9362,106.65,9687,4948,4739,104.41,5490,2810,2680,104.85,2831,1481,1350,109.70,844,465,379,122.69,495,281,214,131.31
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,
表6—2    省、自治区、直辖市按活产子女数分的15—50岁妇女人数,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,    ,,,,,,,,,,,,,,,,
,,,,,,,,单位:人,,,,,,,,,,,,,,,,
地   区   别,15-50岁 ,活产0个  ,活产1个  ,活产2个  ,活产3个  ,活产4个  ,活产5个及 ,平均每个妇女,,,,,,,,,,,,,,,,
,妇女人数  ,,,,,,5个以上  ,活产子女数,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
合计,33547666,8968768,11388217,8522977,3290419,981114,396171,1.33,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
北京市,409172,143572,207142,51342,6282,713,121,0.81,,,,,,,,,,,,,,,,
天津市,295374,82614,156348,47473,7680,1060,199,0.95,,,,,,,,,,,,,,,,
河北省,1923856,556692,546352,582307,190408,39741,8356,1.29,,,,,,,,,,,,,,,,
山西省,889883,219412,223091,287143,121552,30593,8092,1.49,,,,,,,,,,,,,,,,
内蒙古自治区,690367,179107,250413,170209,64363,19486,6789,1.30,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
辽宁省,1251409,302568,658778,240539,40965,7107,1452,1.04,,,,,,,,,,,,,,,,
吉林省,768303,195425,356782,158277,43021,11504,3294,1.13,,,,,,,,,,,,,,,,
黑龙江省,1043276,255973,486339,210411,66299,18729,5525,1.16,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
上海市,478700,141069,288716,43521,4608,683,103,0.82,,,,,,,,,,,,,,,,
江苏省,2038270,463971,1006588,423371,113298,24232,6810,1.14,,,,,,,,,,,,,,,,
浙江省,1341092,338521,562969,338243,78855,17888,4616,1.17,,,,,,,,,,,,,,,,
安徽省,1525670,360973,463245,432635,196386,56651,15780,1.46,,,,,,,,,,,,,,,,
福建省,940675,284812,246799,231557,124612,40315,12580,1.39,,,,,,,,,,,,,,,,
江西省,945088,199576,252003,274680,144746,51791,22292,1.64,,,,,,,,,,,,,,,,
山东省,2610295,751988,944754,663821,192573,45243,11916,1.18,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
河南省,2463422,653773,687170,704433,322670,77592,17784,1.41,,,,,,,,,,,,,,,,
湖北省,1431394,330203,474694,431224,145682,37503,12088,1.39,,,,,,,,,,,,,,,,
湖南省,1571189,380244,495550,463954,175094,43865,12482,1.39,,,,,,,,,,,,,,,,
广东省,2459745,1017151,493050,496405,283321,113162,56656,1.25,,,,,,,,,,,,,,,,
广西壮族自治区,1077093,342237,236121,240470,152717,70195,35353,1.52,,,,,,,,,,,,,,,,
海南省,191359,63112,38146,40070,29060,13428,7543,1.55,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
重庆市,704425,127405,329637,188164,47331,9497,2391,1.27,,,,,,,,,,,,,,,,
四川省,2015785,398131,872223,553585,148062,32714,11070,1.29,,,,,,,,,,,,,,,,
贵州省,853298,206638,189293,213420,145182,62816,35949,1.74,,,,,,,,,,,,,,,,
云南省,1113549,283819,263980,359972,123689,50836,31253,1.54,,,,,,,,,,,,,,,,
