　　,,,,,,,,,,,,,,,,
表1-1    省、自治区、直辖市的户数、人口数和性别比,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,单位:人，%
,户      数,,,人                     口                     数,,,,,,,,,,,,家庭户
地   区   别,合计,家庭户,集体户,合                计,,,,家    庭    户,,,,集    体    户,,,,平均每
,,,,合计,男,女,性别比,小计,男,女,性别比,小计,男,女,性别比,户人数
,,,,,,,,,,,,,,,,
河北省,1327292,1320539,6753,4914926,2502923,2412003,103.77,4881567,2482111,2399456,103.44,33359,20812,12547,165.87,3.70
山西省,552291,548561,3730,2078816,1075895,1002921,107.28,2065506,1065280,1000226,106.50,13310,10615,2695,393.88,3.77
内蒙古自治区,375840,373788,2052,1299354,676604,622750,108.65,1291750,671144,620606,108.14,7604,5460,2144,254.66,3.46
,,,,,,,,,,,,,,,,
辽宁省,557929,556497,1432,1869431,962789,906642,106.19,1863534,958688,904846,105.95,5897,4101,1796,228.34,3.35
吉林省,357078,356207,871,1251906,646151,605755,106.67,1248618,643885,604733,106.47,3288,2266,1022,221.72,3.51
黑龙江省,460865,460115,750,1603108,824476,778632,105.89,1600109,822291,777818,105.72,2999,2185,814,268.43,3.48
,,,,,,,,,,,,,,,,
上海市,65127,63031,2096,187339,93180,94159,98.96,179010,88248,90762,97.23,8329,4932,3397,145.19,2.84
江苏省,1222259,1213447,8812,4104652,2057435,2047217,100.50,4069503,2038069,2031434,100.33,35149,19366,15783,122.70,3.35
浙江省,761625,750819,10806,2357042,1203708,1153334,104.37,2310695,1175572,1135123,103.56,46347,28136,18211,154.50,3.08
安徽省,1173206,1170691,2515,4149345,2132524,2016821,105.74,4136542,2123664,2012878,105.50,12803,8860,3943,224.70,3.53
福建省,505233,492949,12284,1880354,964605,915749,105.34,1827130,931341,895789,103.97,53224,33264,19960,166.65,3.71
江西省,702172,693428,8744,2519745,1299843,1219902,106.55,2500222,1285678,1214544,105.86,19523,14165,5358,264.37,3.61
山东省,1704040,1698534,5506,5613385,2835442,2777943,102.07,5588196,2820621,2767575,101.92,25189,14821,10368,142.95,3.29
,,,,,,,,,,,,,,,,
河南省,1834531,1829262,5269,6923363,3578022,3345341,106.96,6902657,3563620,3339037,106.73,20706,14402,6304,228.46,3.77
湖北省,870220,866438,3782,3016476,1562801,1453675,107.51,3003267,1553465,1449802,107.15,13209,9336,3873,241.05,3.47
湖南省,1232171,1228615,3556,4166276,2184024,1982252,110.18,4153346,2175020,1978326,109.94,12930,9004,3926,229.34,3.38
广东省,900353,847952,52401,3628333,1855009,1773324,104.61,3340895,1710497,1630398,104.91,287438,144512,142926,101.11,3.94
广西壮族自治区,791292,789180,2112,3005893,1605174,1400719,114.60,2997679,1599357,1398322,114.38,8214,5817,2397,242.68,3.80
海南省,99593,99036,557,431179,229246,201933,113.53,428852,227483,201369,112.97,2327,1763,564,312.59,4.33
,,,,,,,,,,,,,,,,
重庆市,565953,565132,821,1762219,911455,850764,107.13,1759823,909478,850345,106.95,2396,1977,419,471.84,3.11
四川省,1655089,1650094,4995,5468135,2812354,2655781,105.90,5445870,2797010,2648860,105.59,22265,15344,6921,221.70,3.30
贵州省,672563,671436,1127,2617368,1372960,1244408,110.33,2612066,1368816,1243250,110.10,5302,4144,1158,357.86,3.89
云南省,797243,791969,5274,3140350,1638625,1501725,109.12,3117028,1621586,1495442,108.44,23322,17039,6283,271.19,3.94
西藏自治区,40719,40369,350,196716,97701,99015,98.67,194996,96356,98640,97.68,1720,1345,375,358.67,4.83
,,,,,,,,,,,,,,,,
陕西省,626164,621342,4822,2362065,1225033,1137032,107.74,2345735,1213650,1132085,107.20,16330,11383,4947,230.10,3.78
甘肃省,436546,432059,4487,1874394,966287,908107,106.41,1858738,953994,904744,105.44,15656,12293,3363,365.54,4.30
青海省,72047,71429,618,322892,165202,157690,104.76,320037,162998,157039,103.79,2855,2204,651,338.56,4.48
宁夏回族自治区,86942,86354,588,369528,189168,180360,104.88,367292,187426,179866,104.20,2236,1742,494,352.63,4.25
新疆维吾尔自治区,311004,308769,2235,1267900,654296,613604,106.63,1257352,646534,610818,105.85,10548,7762,2786,278.61,4.07
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,
表1—2    全国分年龄、性别的人口,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,单位:人，%,,,,,,,,,
年   龄   别,人  口  数        ,,,占总人口数的百分比,,,性别比,,,,,,,,,
,合计,男,女,小计,男,女,,,,,,,,,,
,,,,,,,,,,,,,,,,
总      计,118067424,60456195,57611229,100.00,51.20,48.80,104.94,,,,,,,,,
,,,,,,,,,,,,,,,,
0-4岁,6633994,3621095,3012899,5.62,3.07,2.55,120.19,,,,,,,,,
0岁,1304731,709234,595497,1.11,0.60,0.50,119.10,,,,,,,,,
1岁,1112588,611338,501250,0.94,0.52,0.42,121.96,,,,,,,,,
2岁,1355619,743656,611963,1.15,0.63,0.52,121.52,,,,,,,,,
3岁,1393113,760380,632733,1.18,0.64,0.54,120.17,,,,,,,,,
4岁,1467943,796487,671456,1.24,0.67,0.57,118.62,,,,,,,,,
,,,,,,,,,,,,,,,,
5-9岁,8849575,4747454,4102121,7.50,4.02,3.47,115.73,,,,,,,,,
5岁,1638136,886149,751987,1.39,0.75,0.64,117.84,,,,,,,,,
6岁,1604132,864664,739468,1.36,0.73,0.63,116.93,,,,,,,,,
7岁,1765095,946827,818268,1.49,0.80,0.69,115.71,,,,,,,,,
8岁,1851542,990396,861146,1.57,0.84,0.73,115.01,,,,,,,,,
9岁,1990670,1059418,931252,1.69,0.90,0.79,113.76,,,,,,,,,
,,,,,,,,,,,,,,,,
10-14岁,12305301,6431160,5874141,10.42,5.45,4.98,109.48,,,,,,,,,
10岁,2569854,1357411,1212443,2.18,1.15,1.03,111.96,,,,,,,,,
11岁,2472865,1291875,1180990,2.09,1.09,1.00,109.39,,,,,,,,,
12岁,2410029,1256558,1153471,2.04,1.06,0.98,108.94,,,,,,,,,
13岁,2577953,1340275,1237678,2.18,1.14,1.05,108.29,,,,,,,,,
14岁,2274600,1185041,1089559,1.93,1.00,0.92,108.76,,,,,,,,,
,,,,,,,,,,,,,,,,
15-19岁,9386104,4849391,4536713,7.95,4.11,3.84,106.89,,,,,,,,,
15岁,1943506,1015190,928316,1.65,0.86,0.79,109.36,,,,,,,,,
16岁,1889981,982449,907532,1.60,0.83,0.77,108.26,,,,,,,,,
17岁,1823537,942499,881038,1.54,0.80,0.75,106.98,,,,,,,,,
18岁,2053485,1054906,998579,1.74,0.89,0.85,105.64,,,,,,,,,
19岁,1675595,854347,821248,1.42,0.72,0.70,104.03,,,,,,,,,
,,,,,,,,,,,,,,,,
20-24岁,8273394,4137717,4135677,7.01,3.50,3.50,100.05,,,,,,,,,
20岁,1577583,793101,784482,1.34,0.67,0.66,101.10,,,,,,,,,
21岁,1653694,824478,829216,1.40,0.70,0.70,99.43,,,,,,,,,
22岁,1646384,820908,825476,1.39,0.70,0.70,99.45,,,,,,,,,
23岁,1585598,793871,791727,1.34,0.67,0.67,100.27,,,,,,,,,
24岁,1810135,905359,904776,1.53,0.77,0.77,100.06,,,,,,,,,
,,,,,,,,,,,,,,,,
25-29岁,10591466,5321530,5269936,8.97,4.51,4.46,100.98,,,,,,,,,
25岁,1862322,930557,931765,1.58,0.79,0.79,99.87,,,,,,,,,
26岁,2041424,1021449,1019975,1.73,0.87,0.86,100.14,,,,,,,,,
27岁,2128239,1070841,1057398,1.80,0.91,0.90,101.27,,,,,,,,,
28岁,2241851,1128908,1112943,1.90,0.96,0.94,101.43,,,,,,,,,
29岁,2317630,1169775,1147855,1.96,0.99,0.97,101.91,,,,,,,,,
,,,,,,,,,,,,,,,,
30-34岁,11826354,5970285,5856069,10.02,5.06,4.96,101.95,,,,,,,,,
30岁,2550109,1284992,1265117,2.16,1.09,1.07,101.57,,,,,,,,,
31岁,2320512,1170089,1150423,1.97,0.99,0.97,101.71,,,,,,,,,
32岁,2573754,1301217,1272537,2.18,1.10,1.08,102.25,,,,,,,,,
33岁,2035766,1026502,1009264,1.72,0.87,0.85,101.71,,,,,,,,,
34岁,2346213,1187485,1158728,1.99,1.01,0.98,102.48,,,,,,,,,
,,,,,,,,,,,,,,,,
35-39岁,10387211,5263432,5123779,8.80,4.46,4.34,102.73,,,,,,,,,
35岁,2337032,1186514,1150518,1.98,1.00,0.97,103.13,,,,,,,,,
36岁,2291966,1157568,1134398,1.94,0.98,0.96,102.04,,,,,,,,,
37岁,2665641,1355364,1310277,2.26,1.15,1.11,103.44,,,,,,,,,
38岁,1999635,1016736,982899,1.69,0.86,0.83,103.44,,,,,,,,,
39岁,1092937,547250,545687,0.93,0.46,0.46,100.29,,,,,,,,,
,,,,,,,,,,,,,,,,
40-44岁,7869404,4044735,3824669,6.67,3.43,3.24,105.75,,,,,,,,,
40岁,1400533,715125,685408,1.19,0.61,0.58,104.34,,,,,,,,,
41岁,1263898,653567,610331,1.07,0.55,0.52,107.08,,,,,,,,,
42岁,1658844,859669,799175,1.40,0.73,0.68,107.57,,,,,,,,,
43岁,1850440,952735,897705,1.57,0.81,0.76,106.13,,,,,,,,,
44岁,1695689,863639,832050,1.44,0.73,0.70,103.80,,,,,,,,,
,,,,,,,,,,,,,,,,
45-49岁,8378990,4272751,4106239,7.10,3.62,3.48,104.06,,,,,,,,,
45岁,1819523,935274,884249,1.54,0.79,0.75,105.77,,,,,,,,,
46岁,1810940,924153,886787,1.53,0.78,0.75,104.21,,,,,,,,,
47岁,1643537,835214,808323,1.39,0.71,0.68,103.33,,,,,,,,,
48岁,1688726,861392,827334,1.43,0.73,0.70,104.12,,,,,,,,,
49岁,1416264,716718,699546,1.20,0.61,0.59,102.45,,,,,,,,,
,,,,,,,,,,,,,,,,
50-54岁,6207936,3200020,3007916,5.26,2.71,2.55,106.39,,,,,,,,,
50岁,1426559,731975,694584,1.21,0.62,0.59,105.38,,,,,,,,,
51岁,1380543,712960,667583,1.17,0.60,0.57,106.80,,,,,,,,,
52岁,1182853,609534,573319,1.00,0.52,0.49,106.32,,,,,,,,,
53岁,1153368,598505,554863,0.98,0.51,0.47,107.87,,,,,,,,,
54岁,1064613,547046,517567,0.90,0.46,0.44,105.70,,,,,,,,,
,,,,,,,,,,,,,,,,
55-59岁,4559485,2359115,2200370,3.86,2.00,1.86,107.21,,,,,,,,,
55岁,984187,506065,478122,0.83,0.43,0.40,105.84,,,,,,,,,
56岁,956283,496367,459916,0.81,0.42,0.39,107.93,,,,,,,,,
57岁,867692,448634,419058,0.73,0.38,0.35,107.06,,,,,,,,,
58岁,870524,450727,419797,0.74,0.38,0.36,107.37,,,,,,,,,
59岁,880799,457322,423477,0.75,0.39,0.36,107.99,,,,,,,,,
,,,,,,,,,,,,,,,,
60-64岁,4094725,2126000,1968725,3.47,1.80,1.67,107.99,,,,,,,,,
60岁,894935,465094,429841,0.76,0.39,0.36,108.20,,,,,,,,,
61岁,745333,385427,359906,0.63,0.33,0.30,107.09,,,,,,,,,
62岁,848181,444412,403769,0.72,0.38,0.34,110.07,,,,,,,,,
63岁,798005,415680,382325,0.68,0.35,0.32,108.72,,,,,,,,,
64岁,808271,415387,392884,0.68,0.35,0.33,105.73,,,,,,,,,
,,,,,,,,,,,,,,,,
65-69岁,3443845,1738167,1705678,2.92,1.47,1.44,101.90,,,,,,,,,
65岁,771663,389358,382305,0.65,0.33,0.32,101.84,,,,,,,,,
66岁,714264,360703,353561,0.60,0.31,0.30,102.02,,,,,,,,,
67岁,740307,378267,362040,0.63,0.32,0.31,104.48,,,,,,,,,
68岁,644046,322571,321475,0.55,0.27,0.27,100.34,,,,,,,,,
69岁,573565,287268,286297,0.49,0.24,0.24,100.34,,,,,,,,,
,,,,,,,,,,,,,,,,
70-74岁,2520433,1224214,1296219,2.13,1.04,1.10,94.44,,,,,,,,,
70岁,639117,316424,322693,0.54,0.27,0.27,98.06,,,,,,,,,
71岁,497069,243143,253926,0.42,0.21,0.22,95.75,,,,,,,,,
72岁,527845,256752,271093,0.45,0.22,0.23,94.71,,,,,,,,,
73岁,454906,218482,236424,0.39,0.19,0.20,92.41,,,,,,,,,
74岁,401496,189413,212083,0.34,0.16,0.18,89.31,,,,,,,,,
,,,,,,,,,,,,,,,,
75-79岁,1569283,706729,862554,1.33,0.60,0.73,81.93,,,,,,,,,
75岁,400093,186152,213941,0.34,0.16,0.18,87.01,,,,,,,,,
76岁,352311,160318,191993,0.30,0.14,0.16,83.50,,,,,,,,,
77岁,298752,133429,165323,0.25,0.11,0.14,80.71,,,,,,,,,
78岁,279133,123364,155769,0.24,0.10,0.13,79.20,,,,,,,,,
79岁,238994,103466,135528,0.20,0.09,0.11,76.34,,,,,,,,,
,,,,,,,,,,,,,,,,
80-84岁,782719,314090,468629,0.66,0.27,0.40,67.02,,,,,,,,,
80岁,225634,93380,132254,0.19,0.08,0.11,70.61,,,,,,,,,
81岁,171132,70302,100830,0.14,0.06,0.09,69.72,,,,,,,,,
82岁,151405,60160,91245,0.13,0.05,0.08,65.93,,,,,,,,,
83岁,127770,49954,77816,0.11,0.04,0.07,64.20,,,,,,,,,
84岁,106778,40294,66484,0.09,0.03,0.06,60.61,,,,,,,,,
,,,,,,,,,,,,,,,,
85-89岁,294863,102246,192617,0.25,0.09,0.16,53.08,,,,,,,,,
85岁,87529,31702,55827,0.07,0.03,0.05,56.79,,,,,,,,,
86岁,75105,26541,48564,0.06,0.02,0.04,54.65,,,,,,,,,
87岁,57085,19457,37628,0.05,0.02,0.03,51.71,,,,,,,,,
88岁,42695,14109,28586,0.04,0.01,0.02,49.36,,,,,,,,,
89岁,32449,10437,22012,0.03,0.01,0.02,47.42,,,,,,,,,
,,,,,,,,,,,,,,,,
90-94岁,75316,21406,53910,0.06,0.02,0.05,39.71,,,,,,,,,
90岁,27519,8338,19181,0.02,0.01,0.02,43.47,,,,,,,,,
91岁,17476,4937,12539,0.01,          ,0.01,39.37,,,,,,,,,
92岁,13431,3710,9721,0.01,          ,0.01,38.16,,,,,,,,,
93岁,9639,2594,7045,0.01,          ,0.01,36.82,,,,,,,,,
94岁,7251,1827,5424,0.01,          ,          ,33.68,,,,,,,,,
,,,,,,,,,,,,,,,,
95-99岁,15524,4327,11197,0.01,          ,0.01,38.64,,,,,,,,,
95岁,5424,1502,3922,          ,          ,          ,38.30,,,,,,,,,
96岁,3857,1024,2833,          ,          ,          ,36.15,,,,,,,,,
97岁,2737,785,1952,          ,          ,          ,40.22,,,,,,,,,
98岁,2101,622,1479,          ,          ,          ,42.06,,,,,,,,,
99岁,1405,394,1011,          ,          ,          ,38.97,,,,,,,,,
,,,,,,,,,,,,,,,,
100岁及以上,1502,331,1171,          ,          ,          ,28.27,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,
表1—2a    全国分年龄、性别的人口（城市）,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,单位:人，%,,,,,,,,,
年   龄   别,人  口  数        ,,,占总人口数的百分比,,,性别比,,,,,,,,,
,合计,男,女,小计,男,女,,,,,,,,,,
,,,,,,,,,,,,,,,,
总      计,27570985,13938482,13632503,100.00,50.55,49.45,102.24,,,,,,,,,
,,,,,,,,,,,,,,,,
0-4岁,1251780,666190,585590,4.54,2.42,2.12,113.76,,,,,,,,,
0岁,250758,133165,117593,0.91,0.48,0.43,113.24,,,,,,,,,
1岁,229141,122124,107017,0.83,0.44,0.39,114.12,,,,,,,,,
2岁,249964,133275,116689,0.91,0.48,0.42,114.21,,,,,,,,,
3岁,257303,136926,120377,0.93,0.50,0.44,113.75,,,,,,,,,
4岁,264614,140700,123914,0.96,0.51,0.45,113.55,,,,,,,,,
,,,,,,,,,,,,,,,,
5-9岁,1476674,781951,694723,5.36,2.84,2.52,112.56,,,,,,,,,
5岁,283905,150986,132919,1.03,0.55,0.48,113.59,,,,,,,,,
6岁,283567,150499,133068,1.03,0.55,0.48,113.10,,,,,,,,,
7岁,296446,157312,139134,1.08,0.57,0.50,113.07,,,,,,,,,
8岁,301124,159051,142073,1.09,0.58,0.52,111.95,,,,,,,,,
9岁,311632,164103,147529,1.13,0.60,0.54,111.23,,,,,,,,,
,,,,,,,,,,,,,,,,
10-14岁,1982621,1031398,951223,7.19,3.74,3.45,108.43,,,,,,,,,
10岁,387070,203284,183786,1.40,0.74,0.67,110.61,,,,,,,,,
11岁,397015,206877,190138,1.44,0.75,0.69,108.80,,,,,,,,,
12岁,397187,206620,190567,1.44,0.75,0.69,108.42,,,,,,,,,
13岁,419688,217465,202223,1.52,0.79,0.73,107.54,,,,,,,,,
14岁,381661,197152,184509,1.38,0.72,0.67,106.85,,,,,,,,,
,,,,,,,,,,,,,,,,
15-19岁,2508438,1228643,1279795,9.10,4.46,4.64,96.00,,,,,,,,,
15岁,366621,184541,182080,1.33,0.67,0.66,101.35,,,,,,,,,
16岁,437835,213955,223880,1.59,0.78,0.81,95.57,,,,,,,,,
17岁,518845,250061,268784,1.88,0.91,0.97,93.03,,,,,,,,,
18岁,644774,312962,331812,2.34,1.14,1.20,94.32,,,,,,,,,
19岁,540363,267124,273239,1.96,0.97,0.99,97.76,,,,,,,,,
,,,,,,,,,,,,,,,,
20-24岁,2412774,1202462,1210312,8.75,4.36,4.39,99.35,,,,,,,,,
20岁,494478,247642,246836,1.79,0.90,0.90,100.33,,,,,,,,,
21岁,513377,257859,255518,1.86,0.94,0.93,100.92,,,,,,,,,
22岁,479455,239928,239527,1.74,0.87,0.87,100.17,,,,,,,,,
23岁,440724,218413,222311,1.60,0.79,0.81,98.25,,,,,,,,,
24岁,484740,238620,246120,1.76,0.87,0.89,96.95,,,,,,,,,
,,,,,,,,,,,,,,,,
25-29岁,2803962,1395091,1408871,10.17,5.06,5.11,99.02,,,,,,,,,
25岁,497248,243673,253575,1.80,0.88,0.92,96.10,,,,,,,,,
26岁,533478,262812,270666,1.93,0.95,0.98,97.10,,,,,,,,,
27岁,571363,284051,287312,2.07,1.03,1.04,98.86,,,,,,,,,
28岁,590647,296528,294119,2.14,1.08,1.07,100.82,,,,,,,,,
29岁,611226,308027,303199,2.22,1.12,1.10,101.59,,,,,,,,,
,,,,,,,,,,,,,,,,
30-34岁,2887179,1468283,1418896,10.47,5.33,5.15,103.48,,,,,,,,,
30岁,652396,330316,322080,2.37,1.20,1.17,102.56,,,,,,,,,
31岁,594054,300651,293403,2.15,1.09,1.06,102.47,,,,,,,,,
32岁,634195,322661,311534,2.30,1.17,1.13,103.57,,,,,,,,,
33岁,465561,237787,227774,1.69,0.86,0.83,104.40,,,,,,,,,
34岁,540973,276868,264105,1.96,1.00,0.96,104.83,,,,,,,,,
,,,,,,,,,,,,,,,,
35-39岁,2718789,1402919,1315870,9.86,5.09,4.77,106.62,,,,,,,,,
35岁,570038,294594,275444,2.07,1.07,1.00,106.95,,,,,,,,,
36岁,598909,308292,290617,2.17,1.12,1.05,106.08,,,,,,,,,
37岁,729380,375981,353399,2.65,1.36,1.28,106.39,,,,,,,,,
38岁,511194,265495,245699,1.85,0.96,0.89,108.06,,,,,,,,,
39岁,309268,158557,150711,1.12,0.58,0.55,105.21,,,,,,,,,
,,,,,,,,,,,,,,,,
40-44岁,2168628,1116654,1051974,7.87,4.05,3.82,106.15,,,,,,,,,
40岁,409196,211497,197699,1.48,0.77,0.72,106.98,,,,,,,,,
41岁,367429,190582,176847,1.33,0.69,0.64,107.77,,,,,,,,,
42岁,463049,240336,222713,1.68,0.87,0.81,107.91,,,,,,,,,
43岁,490248,250894,239354,1.78,0.91,0.87,104.82,,,,,,,,,
44岁,438706,223345,215361,1.59,0.81,0.78,103.71,,,,,,,,,
,,,,,,,,,,,,,,,,
45-49岁,2032819,1027614,1005205,7.37,3.73,3.65,102.23,,,,,,,,,
45岁,455406,232768,222638,1.65,0.84,0.81,104.55,,,,,,,,,
46岁,454238,230259,223979,1.65,0.84,0.81,102.80,,,,,,,,,
47岁,395005,198789,196216,1.43,0.72,0.71,101.31,,,,,,,,,
48岁,391669,197181,194488,1.42,0.72,0.71,101.38,,,,,,,,,
49岁,336501,168617,167884,1.22,0.61,0.61,100.44,,,,,,,,,
,,,,,,,,,,,,,,,,
50-54岁,1412297,713672,698625,5.12,2.59,2.53,102.15,,,,,,,,,
50岁,333742,169511,164231,1.21,0.61,0.60,103.21,,,,,,,,,
51岁,315352,159113,156239,1.14,0.58,0.57,101.84,,,,,,,,,
52岁,265181,133116,132065,0.96,0.48,0.48,100.80,,,,,,,,,
53岁,259978,131720,128258,0.94,0.48,0.47,102.70,,,,,,,,,
54岁,238044,120212,117832,0.86,0.44,0.43,102.02,,,,,,,,,
,,,,,,,,,,,,,,,,
55-59岁,1011117,500793,510324,3.67,1.82,1.85,98.13,,,,,,,,,
55岁,214379,107068,107311,0.78,0.39,0.39,99.77,,,,,,,,,
56岁,206931,103178,103753,0.75,0.37,0.38,99.45,,,,,,,,,
57岁,190034,94282,95752,0.69,0.34,0.35,98.46,,,,,,,,,
58岁,197817,97033,100784,0.72,0.35,0.37,96.28,,,,,,,,,
59岁,201956,99232,102724,0.73,0.36,0.37,96.60,,,,,,,,,
,,,,,,,,,,,,,,,,
60-64岁,973177,480014,493163,3.53,1.74,1.79,97.33,,,,,,,,,
60岁,205431,100839,104592,0.75,0.37,0.38,96.41,,,,,,,,,
61岁,180871,88303,92568,0.66,0.32,0.34,95.39,,,,,,,,,
62岁,202604,99904,102700,0.73,0.36,0.37,97.28,,,,,,,,,
63岁,190350,94980,95370,0.69,0.34,0.35,99.59,,,,,,,,,
64岁,193921,95988,97933,0.70,0.35,0.36,98.01,,,,,,,,,
,,,,,,,,,,,,,,,,
65-69岁,812108,405244,406864,2.95,1.47,1.48,99.60,,,,,,,,,
65岁,183511,89654,93857,0.67,0.33,0.34,95.52,,,,,,,,,
66岁,171652,84869,86783,0.62,0.31,0.31,97.79,,,,,,,,,
67岁,175709,88598,87111,0.64,0.32,0.32,101.71,,,,,,,,,
68岁,148261,74449,73812,0.54,0.27,0.27,100.86,,,,,,,,,
69岁,132975,67674,65301,0.48,0.25,0.24,103.63,,,,,,,,,
,,,,,,,,,,,,,,,,
70-74岁,556278,276167,280111,2.02,1.00,1.02,98.59,,,,,,,,,
70岁,141816,72014,69802,0.51,0.26,0.25,103.17,,,,,,,,,
71岁,113617,56825,56792,0.41,0.21,0.21,100.06,,,,,,,,,
72岁,115140,56871,58269,0.42,0.21,0.21,97.60,,,,,,,,,
73岁,98823,48499,50324,0.36,0.18,0.18,96.37,,,,,,,,,
74岁,86882,41958,44924,0.32,0.15,0.16,93.40,,,,,,,,,
,,,,,,,,,,,,,,,,
75-79岁,323157,148839,174318,1.17,0.54,0.63,85.38,,,,,,,,,
75岁,82459,39196,43263,0.30,0.14,0.16,90.60,,,,,,,,,
76岁,72841,33788,39053,0.26,0.12,0.14,86.52,,,,,,,,,
77岁,61200,27795,33405,0.22,0.10,0.12,83.21,,,,,,,,,
78岁,57073,25715,31358,0.21,0.09,0.11,82.00,,,,,,,,,
79岁,49584,22345,27239,0.18,0.08,0.10,82.03,,,,,,,,,
,,,,,,,,,,,,,,,,
80-84岁,155912,64682,91230,0.57,0.23,0.33,70.90,,,,,,,,,
80岁,43566,18717,24849,0.16,0.07,0.09,75.32,,,,,,,,,
81岁,34499,14780,19719,0.13,0.05,0.07,74.95,,,,,,,,,
82岁,30255,12332,17923,0.11,0.04,0.07,68.81,,,,,,,,,
83岁,26050,10595,15455,0.09,0.04,0.06,68.55,,,,,,,,,
84岁,21542,8258,13284,0.08,0.03,0.05,62.17,,,,,,,,,
,,,,,,,,,,,,,,,,
85-89岁,62207,21992,40215,0.23,0.08,0.15,54.69,,,,,,,,,
85岁,17689,6579,11110,0.06,0.02,0.04,59.22,,,,,,,,,
86岁,15866,5736,10130,0.06,0.02,0.04,56.62,,,,,,,,,
87岁,12093,4190,7903,0.04,0.02,0.03,53.02,,,,,,,,,
88岁,9283,3106,6177,0.03,0.01,0.02,50.28,,,,,,,,,
89岁,7276,2381,4895,0.03,0.01,0.02,48.64,,,,,,,,,
,,,,,,,,,,,,,,,,
90-94岁,17190,4940,12250,0.06,0.02,0.04,40.33,,,,,,,,,
90岁,5987,1805,4182,0.02,0.01,0.02,43.16,,,,,,,,,
91岁,4088,1206,2882,0.01,          ,0.01,41.85,,,,,,,,,
92岁,3064,851,2213,0.01,          ,0.01,38.45,,,,,,,,,
93岁,2234,603,1631,0.01,          ,0.01,36.97,,,,,,,,,
94岁,1817,475,1342,0.01,          ,          ,35.39,,,,,,,,,
,,,,,,,,,,,,,,,,
95-99岁,3561,870,2691,0.01,          ,0.01,32.33,,,,,,,,,
95岁,1269,321,948,          ,          ,          ,33.86,,,,,,,,,
96岁,922,184,738,          ,          ,          ,24.93,,,,,,,,,
97岁,615,164,451,          ,          ,          ,36.36,,,,,,,,,
98岁,433,113,320,          ,          ,          ,35.31,,,,,,,,,
99岁,322,88,234,          ,          ,          ,37.61,,,,,,,,,
,,,,,,,,,,,,,,,,
100岁及以上,317,64,253,          ,          ,          ,25.30,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,
表1—2b    全国分年龄、性别的人口（镇）,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,单位:人，%,,,,,,,,,
年   龄   别,人  口  数        ,,,占总人口数的百分比,,,性别比,,,,,,,,,
,合计,男,女,小计,男,女,,,,,,,,,,
,,,,,,,,,,,,,,,,
总      计,15530377,7896435,7633942,100.00,50.85,49.15,103.44,,,,,,,,,
,,,,,,,,,,,,,,,,
0-4岁,861786,469320,392466,5.55,3.02,2.53,119.58,,,,,,,,,
0岁,169147,91799,77348,1.09,0.59,0.50,118.68,,,,,,,,,
1岁,150137,82207,67930,0.97,0.53,0.44,121.02,,,,,,,,,
2岁,174476,95231,79245,1.12,0.61,0.51,120.17,,,,,,,,,
3岁,179057,97370,81687,1.15,0.63,0.53,119.20,,,,,,,,,
4岁,188969,102713,86256,1.22,0.66,0.56,119.08,,,,,,,,,
,,,,,,,,,,,,,,,,
5-9岁,1111868,599070,512798,7.16,3.86,3.30,116.82,,,,,,,,,
5岁,209723,113843,95880,1.35,0.73,0.62,118.73,,,,,,,,,
6岁,207837,112277,95560,1.34,0.72,0.62,117.49,,,,,,,,,
7岁,222272,119753,102519,1.43,0.77,0.66,116.81,,,,,,,,,
8岁,227963,122444,105519,1.47,0.79,0.68,116.04,,,,,,,,,
9岁,244073,130753,113320,1.57,0.84,0.73,115.38,,,,,,,,,
,,,,,,,,,,,,,,,,
10-14岁,1498075,788790,709285,9.65,5.08,4.57,111.21,,,,,,,,,
10岁,307354,163498,143856,1.98,1.05,0.93,113.65,,,,,,,,,
11岁,298899,157962,140937,1.92,1.02,0.91,112.08,,,,,,,,,
12岁,293314,153616,139698,1.89,0.99,0.90,109.96,,,,,,,,,
13岁,315026,164826,150200,2.03,1.06,0.97,109.74,,,,,,,,,
14岁,283482,148888,134594,1.83,0.96,0.87,110.62,,,,,,,,,
,,,,,,,,,,,,,,,,
15-19岁,1307404,670162,637242,8.42,4.32,4.10,105.17,,,,,,,,,
15岁,253745,133758,119987,1.63,0.86,0.77,111.48,,,,,,,,,
16岁,266016,139590,126426,1.71,0.90,0.81,110.41,,,,,,,,,
17岁,269956,139832,130124,1.74,0.90,0.84,107.46,,,,,,,,,
18岁,294690,148751,145939,1.90,0.96,0.94,101.93,,,,,,,,,
19岁,222997,108231,114766,1.44,0.70,0.74,94.31,,,,,,,,,
,,,,,,,,,,,,,,,,
20-24岁,1152416,546868,605548,7.42,3.52,3.90,90.31,,,,,,,,,
