地   区   别,合计,本县、市、区,本省外县、市、区,  北京市  ,  天津市  ,  河北省  ,  山西省  ,  内蒙古自治区  ,  辽宁省  ,  吉林省  , 黑龙江省 ,  上海市  ,  江苏省  ,  浙江省  ,  安徽省  ,  福建省  ,  江西省  ,  山东省  ,  河南省  ,  湖北省  ,  湖南省  ,  广东省  , 广西壮族自治区,  海南省  ,  重庆市  ,  四川省  ,  贵州省  ,  云南省  ,西藏自治区,  陕西省  ,  甘肃省  ,  青海省  , 宁夏回族自治区, 新疆维吾尔自治区,港澳台或国外,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,          ,,,,,,,,,,,,,,,,,,          ,          ,          ,          ,          ,          , ,,,,,,,,,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,本乡镇街道,31日以前,—12月31日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合计,118067424,82609478,22991694,332796,1329095,1653163,2468857,3278986,3403355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京市,1316361,455613,505997,6478,32023,45249,70177,88712,112112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天津市,963298,441094,323936,4908,20658,32127,44660,48610,47305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北省,6618361,4959101,1189023,13812,55247,63076,96675,123545,117882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山西省,3185414,2272043,657134,8970,30967,37631,53348,65324,59997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内蒙古自治区,2265267,1324132,645579,8218,33703,42608,58878,75515,76634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽宁省,4089836,2401470,1213130,14819,57994,69902,98104,117070,117347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉林省,2475007,1637663,594204,10610,31443,34507,49134,60128,57318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黑龙江省,3335404,2022574,966490,9986,41967,49338,70668,87995,86386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海市,1582184,531640,525017,12850,60963,70873,109473,131758,139610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江苏省,7012033,4747779,1486782,16342,80632,104924,158721,205421,211432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浙江省,4487898,2925120,830499,14123,62335,78418,128741,191273,257389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽省,5659447,4352636,950931,9618,41313,49844,73035,93099,88971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建省,3179716,2208904,519455,8859,37918,48375,75269,118277,162659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江西省,3504684,2574933,651252,8684,32363,38562,57370,76183,65337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山东省,8911845,6561732,1633757,19960,87240,101634,153366,191863,162293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河南省,8963025,7053935,1417245,16843,64715,77279,106324,122847,103837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北省,5167741,3726353,972524,14964,52215,65896,101896,120293,113600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南省,5751206,4336562,1022144,15425,49440,55713,82968,99648,89306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广东省,8051569,4612764,1420713,36072,153697,214760,351131,595603,666829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广西壮族自治区,4157001,3210543,633318,10431,38233,46805,65190,78926,73555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海南省,717934,516315,131985,2512,8614,9374,14239,17664,17231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市,2672343,1919865,512129,6121,26763,34013,50315,61668,61469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川省,7497881,5448768,1439887,19949,70924,84459,124256,156559,153079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贵州省,3399918,2727354,456201,6008,24003,30163,44186,55500,56503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
云南省,4069260,3227719,490433,9377,37342,48911,70170,91430,93878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,243024,209681,19104,651,1726,1962,2762,3800,3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西省,3405553,2494479,659289,9641,29002,36533,52783,65530,58296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甘肃省,2448420,1834819,436804,6136,23103,27273,36036,42582,41667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青海省,473064,322168,103604,1785,5870,6872,8618,12057,12090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,543625,339442,137037,2003,7418,9189,12754,18968,16814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,1919105,1212277,446091,6641,29264,36893,47610,61138,79191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表7—3    全国按现住地、迁出地类型分的人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
地   区   别,合    计,省    内,,,,,北京市,,,,,天津市,,,,,河北省,,,,,  山西省  ,,,,,  内蒙古自治区  ,,,,,  辽宁省  ,,,,,  吉林省  ,,,,, 黑龙江省 ,,,,,  上海市  ,,,,,  江苏省  ,,,,,  浙江省  ,,,,,  安徽省  ,,,,,  福建省  ,,,,,  江西省  ,,,,,  山东省  ,,,,,  河南省  ,,,,,  湖北省  ,,,,,  湖南省  ,,,,,  广东省  ,,,,, 广西壮族自治区,,,,,  海南省  ,,,,,  重庆市  ,,,,,  四川省  ,,,,,  贵州省  ,,,,,  云南省  ,,,,,西藏自治区,,,,,  陕西省  ,,,,,  甘肃省  ,,,,,  青海省  ,,,,, 宁夏回族自治区,,,,, 新疆维吾尔自治区,,,,,港澳台
,,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,小计,乡,镇的居委会,镇的村委会,街道,或国外
,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合计,12466252,9142113,2302443,997747,2423808,3418115,19390,1031,1227,1339,15793,11320,1423,805,1400,7692,89896,36823,6729,26918,19426,34664,10883,3555,7885,12341,45290,16191,5731,9698,13670,39418,7671,3851,7539,20357,54098,13998,6837,13125,20138,95133,25928,11713,21642,35850,19734,863,1817,2201,14853,128180,50944,11540,43328,22368,105024,32033,10977,47099,14915,299612,142258,12082,128417,16855,65978,19845,6520,29902,9711,271585,111881,17601,121035,21068,91281,34589,6912,32007,17773,236742,119529,10726,84015,22472,219964,76735,17142,95330,30757,325574,124327,20823,154300,26124,53696,6184,9590,14599,23323,186504,62041,8876,103975,11612,13058,1976,2707,3649,4726,152552,58511,10051,67838,16152,415920,182728,21687,181999,29506,127782,54716,6199,57888,8979,41892,19171,2625,13561,6535,3624,578,644,297,2105,73149,28803,5818,22622,15906,57573,29298,3922,10482,13871,12606,3243,2742,1360,5261,9006,3510,976,1368,3152,22054,3252,3729,2206,12867,1840
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京市,354751,168111,13375,8117,16446,130173,          ,          ,          ,          ,          ,2262,419,127,253,1463,37381,18849,1906,12087,4539,6108,2093,493,1578,1944,5915,1798,748,967,2402,5406,1057,503,847,2999,4236,825,497,622,2292,7659,1426,1183,1035,4015,696,17,38,50,591,10347,4203,827,3610,1707,5934,1789,620,2408,1117,15039,7496,796,5384,1363,3093,946,242,1314,591,3870,1367,452,922,1129,14587,6009,881,4929,2768,23337,13735,814,6485,2303,8214,3016,614,2616,1968,3695,1036,446,796,1417,2263,256,285,511,1211,956,171,122,125,538,360,30,52,37,241,2799,1119,218,865,597,10670,5374,567,3243,1486,1131,292,116,238,485,755,156,101,107,391,160,31,32,15,82,4529,1686,291,1251,1301,2620,1097,188,497,838,511,44,90,67,310,647,110,82,63,392,1253,119,153,99,882,207
天津市,198268,147617,11263,3450,8564,124340,758,62,41,81,574,          ,          ,          ,          ,          ,11242,4308,889,3741,2304,1320,332,132,268,588,2217,678,207,438,894,1384,312,108,288,676,1704,455,185,371,693,3881,1698,328,855,1000,124,9,9,13,93,1962,563,247,648,504,1380,321,137,696,226,3634,1782,134,1516,202,786,168,83,428,107,447,149,33,145,120,7762,3682,325,3102,653,4016,2244,145,1271,356,1561,494,110,698,259,642,206,53,197,186,448,61,77,113,197,255,77,17,70,91,79,10,13,12,44,619,327,43,155,94,1896,973,96,660,167,196,74,12,53,57,93,39,8,12,34,78,12,2,12,52,845,316,62,276,191,630,259,34,154,183,105,20,17,5,63,212,39,21,25,127,341,40,49,48,204,34
河北省,470237,389777,112387,25062,108039,144289,2889,252,196,333,2108,2581,437,170,438,1536,          ,          ,          ,          ,          ,4034,1096,329,966,1643,6439,2307,731,1667,1734,3617,884,308,985,1440,4032,644,1110,791,1487,10757,2364,1388,2544,4461,124,5,10,9,100,2086,579,200,860,447,2662,681,258,1340,383,3390,1438,159,1465,328,915,176,78,471,190,684,195,88,211,190,5468,2006,323,2141,998,8008,4256,320,2635,797,3796,1453,236,1592,515,1169,411,106,423,229,745,89,74,239,343,702,235,51,288,128,107,5,11,8,83,1195,540,58,413,184,6297,2984,288,2424,601,1323,558,78,498,189,1017,537,45,311,124,79,12,5,16,46,3516,1565,219,1247,485,1444,549,107,292,496,461,67,71,53,270,257,72,17,57,111,654,58,104,69,423,12
山西省,256237,215136,76741,15525,44010,78860,512,21,35,25,431,341,24,36,37,244,4957,2117,305,1487,1048,          ,          ,          ,          ,          ,4669,3109,203,823,534,552,132,73,74,273,393,84,40,51,218,428,92,34,60,242,101,4,6,7,84,1052,304,105,388,255,1692,625,156,729,182,1838,834,84,790,130,710,219,65,318,108,284,106,32,83,63,1681,765,83,557,276,6447,3141,276,2161,869,2038,939,122,646,331,654,251,48,186,169,241,42,37,56,106,145,58,8,29,50,48,16,6,4,22,818,429,38,199,152,5630,3362,289,1533,446,603,360,40,162,41,688,442,34,128,84,63,10,2,33,18,3308,1609,199,1063,437,715,422,37,98,158,184,67,18,43,56,89,41,6,4,38,217,18,26,20,153,3
内蒙古自治区,295556,260105,101319,25480,25681,107625,511,63,42,47,359,346,55,41,44,206,5043,2734,330,1120,859,3584,2062,248,729,545,          ,          ,          ,          ,          ,3021,904,281,758,1078,2330,811,273,516,730,5732,2335,639,1618,1140,33,          ,8,2,23,716,322,60,225,109,784,223,86,399,76,704,346,60,251,47,367,101,30,178,58,305,163,17,78,47,1250,505,88,446,211,1208,736,82,274,116,410,164,34,147,65,197,63,26,53,55,112,10,10,13,79,48,21,4,11,12,9,          ,          ,          ,9,264,139,24,54,47,1362,797,90,391,84,94,47,8,23,16,106,76,6,13,11,21,8,12,          ,1,3180,2349,164,496,171,2412,1722,110,447,133,214,144,12,25,33,958,598,63,135,162,127,43,28,11,45,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽宁省,475236,396657,56014,22115,58288,260240,568,25,34,26,483,407,71,33,58,245,3078,1176,250,814,838,652,164,82,141,265,8551,3741,705,2512,1593,          ,          ,          ,          ,          ,13372,4349,1259,3799,3965,23015,9147,1997,5992,5879,196,15,7,18,156,2456,1019,220,828,389,2153,663,188,990,312,3358,1545,202,1394,217,939,254,128,384,173,621,255,77,167,122,6209,2473,356,2405,975,3929,2041,180,1220,488,1575,546,126,599,304,641,161,94,208,178,526,74,77,76,299,174,35,25,39,75,74,9,14,12,39,870,445,51,255,119,2976,1452,166,1009,349,248,44,26,69,109,119,46,15,21,37,59,23,24,2,10,815,224,89,199,303,384,75,40,54,215,152,16,14,6,116,142,13,11,33,85,275,37,43,17,178,45
吉林省,243140,215872,41081,19785,25656,129350,254,23,17,20,194,214,29,20,24,141,1231,358,95,377,401,343,71,41,79,152,2253,890,327,390,646,4316,1122,381,896,1917,          ,          ,          ,          ,          ,7422,2821,729,1525,2347,66,5,2,5,54,1145,361,117,367,300,733,205,94,238,196,868,337,49,342,140,438,137,48,129,124,226,42,38,45,101,3289,1323,241,1080,645,1007,403,86,183,335,768,208,39,350,171,258,63,24,65,106,212,27,22,22,141,115,21,15,17,62,72,9,14,2,47,152,31,26,43,52,899,380,63,295,161,99,24,15,14,46,103,27,13,18,45,13,8,1,          ,4,290,59,32,76,123,172,49,14,18,91,79,11,8,13,47,81,15,3,8,55,137,17,12,16,92,13
黑龙江省,346340,313833,69539,30228,37331,176735,294,14,26,29,225,203,23,18,37,125,1448,498,138,355,457,367,82,38,77,170,3830,1288,805,861,876,3711,1203,437,823,1248,7906,3497,815,2123,1471,          ,          ,          ,          ,          ,105,5,8,12,80,1721,673,181,578,289,941,292,133,334,182,1421,638,119,512,152,431,107,62,159,103,306,82,43,84,97,4758,1889,395,1665,809,1292,616,96,344,236,1028,331,92,392,213,359,123,46,82,108,246,25,34,42,145,130,25,21,29,55,51,4,12,11,24,273,73,57,74,69,765,317,82,227,139,159,38,22,43,56,95,20,14,23,38,15,1,5,9,          ,283,52,41,75,115,177,61,17,41,58,51,6,8,8,29,70,20,4,18,28,59,4,13,5,37,12
