天津市,9848731,5016375,4832356,9581775,4885974,4695801,11331,4616,6715,172357,84999,87358,1271,600,671,974,618,356,1582,767,815,780,357,423,4055,1256,2799,507,217,290,11041,5030,6011,56548,28548,28000,521,214,307,345,135,210,184,94,90,3677,2097,1580,20,7,13,34,19,15,24,8,16,54,25,29,10,8,2,42,21,21,78,47,31,34,14,20,7,2,5,36,15,21,51,29,22,29,16,13,6,4,2,13,6,7,159,86,73,353,157,196,47,20,27,20,10,10,8,5,3,32,25,7,40,7,33,63,36,27,343,169,174,,,,1,,1,30,15,15,3,3,,7,3,4,60,22,38,84,35,49,,,,1,1,,,,,1,,1,12,5,7,16,7,9,10,4,6,9,4,5,,,,4,2,2,4,,4,30,15,15,8,1,7
河北省,66684419,33936333,32748086,63781603,32463709,31317894,169887,83397,86490,542639,271936,270703,3096,1275,1821,1785,973,812,8088,2756,5332,3721,1149,2572,20832,4561,16271,4258,1073,3185,11783,5301,6482,2118711,1093798,1024913,2317,869,1448,1491,400,1091,946,197,749,6354,2900,3454,301,81,220,29,12,17,229,49,180,238,67,171,1355,94,1261,148,48,100,226,135,91,274,147,127,89,13,76,383,63,320,37,12,25,299,41,258,36,10,26,15,5,10,341,117,224,705,273,432,344,102,242,122,60,62,15,4,11,30,11,19,76,20,56,161,68,93,746,351,395,8,5,3,15,,15,35,14,21,33,3,30,2,1,1,102,50,52,127,42,85,6,1,5,,,,13,6,7,29,14,15,6,2,4,36,15,21,85,32,53,46,19,27,10,1,9,5,1,4,4,1,3,131,44,87,16,5,11
山西省,32471242,16800758,15670484,32368083,16751349,15616734,9446,3399,6047,61690,31152,30538,1544,678,866,1084,566,518,2805,1160,1645,2473,775,1698,2084,534,1550,912,375,537,1813,867,946,13665,7198,6467,632,318,314,202,88,114,353,120,233,2362,1301,1061,55,10,45,23,7,16,68,15,53,92,47,45,101,9,92,120,43,77,251,156,95,7,3,4,35,7,28,20,2,18,9,5,4,57,17,40,52,1,51,1,,1,236,116,120,92,39,53,35,9,26,159,109,50,6,2,4,8,4,4,8,,8,55,33,22,152,79,73,2,,2,11,2,9,94,42,52,9,2,7,3,1,2,8,1,7,24,8,16,2,,2,2,,2,8,3,5,4,1,3,,,,127,67,60,1,,1,2,2,,8,,8,2,,2,4,1,3,134,33,101,7,2,5
内蒙古自治区,23323347,12061615,11261732,18465586,9630944,8834642,3995349,1994916,2000433,209850,106491,103359,2062,906,1156,1259,685,574,2159,939,1220,2089,813,1276,1895,929,966,822,409,413,21859,10726,11133,499911,254193,245718,540,257,283,231,107,124,248,108,140,1678,823,855,92,30,62,20,10,10,96,34,62,449,176,273,145,42,103,206,82,124,94,53,41,144,69,75,35,13,22,54,23,31,118,74,44,31,17,14,28,10,18,153,84,69,437,211,226,77188,38535,38653,30,14,16,109,52,57,1,,1,26,20,6,15,6,9,20,12,8,3023,1549,1474,6,2,4,11,2,9,29,11,18,9,2,7,8,4,4,5020,2472,2548,26201,12851,13350,1,,1,7,4,3,27,14,13,13,4,9,6,1,5,190,91,99,3573,1702,1871,54,24,30,11,4,7,,,,1,,1,56,29,27,72,36,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽宁省,41824412,21323383,20501029,35105991,17873551,17232440,669972,335109,334863,264407,133155,131252,2017,953,1064,2407,1302,1105,3009,1626,1383,2641,1169,1472,3576,1812,1764,1214,569,645,241052,118885,122167,5385287,2779918,2605369,799,430,369,505,279,226,449,223,226,3757,2327,1430,157,83,74,121,51,70,104,46,58,615,304,311,152,20,132,129,60,69,200,121,79,305,143,162,14,6,8,44,21,23,8,5,3,86,40,46,24,18,6,45,22,23,171,102,69,1282,558,724,53,34,19,81,40,41,4,2,2,45,29,16,20,8,12,89,53,36,132615,69915,62700,2,1,1,16,9,7,46,15,31,3,1,2,1,1,,150,60,90,221,85,136,,,,,,,1,,1,6,3,3,9,3,6,169,80,89,161,63,98,82,33,49,,,,9,6,3,,,,36,19,17,53,15,38
吉林省,26802191,13720747,13081444,24348815,12473142,11875673,172026,82524,89502,125620,63542,62078,1615,721,894,1500,868,632,1531,785,746,2253,1068,1185,1655,864,791,1074,584,490,1145688,571437,574251,993112,521439,471673,519,272,247,220,127,93,298,161,137,933,517,416,212,78,134,89,46,43,60,34,26,157,71,86,30,13,17,5,1,4,45,24,21,99,53,46,12,5,7,14,8,6,,,,15,11,4,32,10,22,10,5,5,49,28,21,490,241,249,28,12,16,26,14,12,,,,9,4,5,3,2,1,90,51,39,3168,1649,1519,,,,19,7,12,3,2,1,,,,1,,1,64,37,27,75,32,43,,,,8,6,2,,,,1,,1,2,1,1,,,,125,50,75,190,107,83,11,6,5,5,1,4,21,13,8,117,57,60,47,17,30
黑龙江省,36237576,18520747,17716829,34465039,17588318,16876721,141495,67960,73535,124003,62634,61369,1655,766,889,1189,623,566,3173,1655,1518,2060,935,1125,2700,1432,1268,856,413,443,388458,195224,193234,1037080,565269,471811,940,552,388,358,209,149,278,142,136,2217,1265,952,78,26,52,48,19,29,23,15,8,83,32,51,18,8,10,73,42,31,112,73,39,61,34,27,,,,118,65,53,64,42,22,36,17,19,8,3,5,1473,727,746,113,62,51,43608,21670,21938,52,34,18,25,13,12,10,6,4,4,1,3,7,4,3,51,31,20,8886,5053,3833,3,2,1,17,10,7,73,40,33,4,2,2,1,1,,265,121,144,2706,1263,1443,3,1,2,7,4,3,28,16,12,36,20,16,11,7,4,55,28,27,3871,1851,2020,3910,1957,1953,,,,7,2,5,1,,1,67,37,30,59,11,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海市,16407734,8430262,7977472,16303862,8379320,7924542,6468,2654,3814,57514,28491,29023,1642,707,935,1701,1052,649,4808,2566,2242,1443,634,809,2923,1138,1785,976,517,459,5120,2369,2751,9087,4502,4585,1970,1011,959,798,410,388,506,244,262,5296,2942,2354,381,124,257,62,33,29,246,73,173,99,49,50,27,9,18,87,52,35,859,450,409,52,28,24,38,8,30,103,48,55,20,17,3,77,44,33,4,2,2,5,1,4,226,127,99,172,78,94,89,36,53,54,23,31,10,6,4,15,9,6,14,1,13,215,123,92,212,97,115,,,,5,2,3,24,11,13,3,2,1,5,2,3,76,31,45,41,10,31,,,,1,,1,6,3,3,6,3,3,5,2,3,19,11,8,18,6,12,14,6,8,86,40,46,4,2,2,7,2,5,225,134,91,8,,8
江苏省,73043577,36982038,36061539,72783674,36875556,35908118,14167,4771,9396,132582,66614,65968,2659,1073,1586,2213,1245,968,22246,5123,17123,8244,1960,6284,8934,2419,6515,8229,2062,6167,5048,2434,2614,11880,5699,6181,9528,2134,7394,1159,315,844,2300,453,1847,16539,6112,10427,2049,123,1926,73,33,40,1083,90,993,738,233,505,842,53,789,378,56,322,742,401,341,120,47,73,610,29,581,2775,1369,1406,35,15,20,256,61,195,60,4,56,30,15,15,706,237,469,103,45,58,167,41,126,215,82,133,180,10,170,51,18,33,54,19,35,721,307,414,207,94,113,42,5,37,66,9,57,39,16,23,66,5,61,5,1,4,67,30,37,57,13,44,9,,9,3,1,2,7,2,5,90,19,71,10,5,5,35,11,24,25,9,16,13,1,12,14,5,9,9,1,8,9,1,8,1402,550,852,12,2,10
浙江省,45930651,23581512,22349139,45535266,23383689,22151577,3604,1368,2236,19609,10500,9109,1084,456,628,785,537,248,53418,26882,26536,6344,2427,3917,18998,5263,13735,21457,9726,11731,1767,881,886,5089,2447,2642,17906,9524,8382,1928,808,1120,2659,920,1739,55310,31194,24116,883,94,789,19,6,13,540,77,463,1640,780,860,454,17,437,274,44,230,170993,88990,82003,79,44,35,306,17,289,1421,459,962,55,28,27,553,63,490,43,5,38,37,17,20,941,480,461,69,21,48,786,380,406,168,77,91,74,4,70,45,24,21,178,60,118,2179,1269,910,71,26,45,25,5,20,20,3,17,7,3,4,75,17,58,8,6,2,21,5,16,21,8,13,,,,,,,2,1,1,51,20,31,3,1,2,14,4,10,2,2,,17,5,12,8,3,5,4,2,2,5,1,4,3331,1820,1511,5,2,3
安徽省,58999948,30437820,28562128,58602112,30247912,28354200,14354,3730,10624,337521,169697,167824,2263,935,1328,1733,912,821,6995,1758,5237,5607,1683,3924,4331,1599,2732,3103,970,2133,2660,1292,1368,8688,4204,4484,1917,423,1494,406,108,298,761,117,644,2196,766,1430,679,55,624,24,7,17,373,43,330,225,57,168,102,15,87,305,86,219,1563,848,715,80,38,42,219,29,190,307,47,260,9,3,6,71,14,57,20,2,18,1,1,,223,59,164,93,42,51,47,14,33,87,37,50,33,7,26,26,15,11,26,9,17,199,73,126,93,52,41,5,1,4,36,8,28,98,46,52,13,1,12,4,2,2,22,11,11,17,4,13,1,,1,1,,1,2,1,1,28,15,13,10,6,4,99,41,58,13,7,6,8,2,6,4,,4,8,3,5,3,1,2,118,12,106,6,,6
福建省,34097947,17568535,16529412,33514147,17251899,16262248,6114,2741,3373,109880,61664,48216,1290,526,764,1080,611,469,22065,12925,9140,2615,1239,1376,10818,3909,6909,4206,2130,2076,1785,895,890,7094,3716,3378,5768,3452,2316,1226,560,666,608,302,306,29046,17638,11408,92,24,68,6,3,3,169,56,113,524,202,322,21,5,16,108,49,59,375193,201710,173483,416,218,198,26,4,22,353,227,126,15,10,5,49,22,27,31,4,27,7,2,5,890,515,375,24,12,12,131,69,62,99,53,46,10,4,6,13,7,6,86,29,57,618,411,207,53,20,33,3,,3,7,2,5,22,14,8,27,8,19,8,3,5,13,4,9,12,4,8,1,,1,3,2,1,3,1,2,67,18,49,,,,47,23,24,25,7,18,1,,1,24,10,14,26,12,14,4,,4,889,544,345,89,20,69
江西省,40397598,20990240,19407358,40271881,20924958,19346923,9010,2811,6199,9972,5091,4881,1649,760,889,1142,591,551,5414,2533,2881,2271,1013,1258,3046,1375,1671,1762,680,1082,1703,873,830,5075,2684,2391,1564,797,767,1198,596,602,337,119,218,1551,753,798,63,12,51,9,3,6,75,30,45,301,98,203,21,11,10,111,55,56,77650,43457,34193,134,84,50,12,1,11,77,33,44,8,3,5,31,11,20,12,8,4,8,,8,148,78,70,52,20,32,72,35,37,205,120,85,13,6,7,12,7,5,35,17,18,122,52,70,82,42,40,1,,1,5,4,1,57,24,33,26,13,13,6,3,3,4,1,3,5,2,3,3,,3,,,,1,1,,278,153,125,,,,16,4,12,5,3,2,,,,,,,1,,1,1,1,,353,211,142,8,3,5
山东省,89971789,45542060,44429729,89339046,45245932,44093114,23743,7104,16639,497597,248501,249096,2733,1045,1688,2386,1294,1092,6949,1813,5136,6208,1366,4842,5444,1520,3924,2426,860,1566,27795,13032,14763,33527,15658,17869,1245,508,737,468,109,359,2405,220,2185,2719,1262,1457,3041,103,2938,49,22,27,1797,98,1699,297,55,242,1919,91,1828,4693,269,4424,330,210,120,86,32,54,1403,69,1334,95,20,75,28,10,18,249,24,225,343,8,335,16,6,10,304,80,224,541,224,317,130,34,96,41,13,28,279,13,266,21,8,13,35,9,26,97,52,45,356,158,198,92,2,90,81,5,76,81,40,41,97,10,87,4,1,3,68,24,44,107,34,73,18,,18,3,,3,7,,7,7,,7,9,4,5,100,30,70,60,28,32,33,11,22,5,,5,7,3,4,17,4,13,131,29,102,21,3,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河南省,91236854,47046599,44190255,90093286,46468976,43624310,82170,44437,37733,953531,478488,475043,3953,1491,2462,4623,2542,2081,5425,2180,3245,5364,2026,3338,4888,2185,2703,2244,904,1340,4312,2126,2186,61705,35649,26056,1314,633,681,408,183,225,946,225,721,5122,2516,2606,425,44,381,38,9,29,500,67,433,241,79,162,212,28,184,1715,145,1570,134,70,64,946,626,320,1151,88,1063,80,32,48,29,13,16,186,40,146,85,6,79,15,7,8,419,175,244,144,68,76,41,15,26,75,48,27,77,10,67,92,61,31,19,4,15,115,64,51,292,142,150,15,3,12,29,8,21,73,32,41,4,2,2,10,2,8,54,24,30,17,7,10,9,3,6,2,,2,6,3,3,17,7,10,8,4,4,44,17,27,15,8,7,17,7,10,10,4,6,8,3,5,1,,1,171,53,118,22,10,12
湖北省,59508870,30982241,28526629,56911968,29614784,27297184,10887,4935,5952,77759,40114,37645,1648,803,845,1457,813,644,214266,117904,96362,2117,1152,965,7824,4480,3344,1214,683,531,2949,1620,1329,14540,7581,6959,69947,38418,31529,1569,856,713,7173,3940,3233,2177409,1140541,1036868,151,63,88,40,18,22,141,62,79,706,390,316,50,26,24,66,28,38,2523,1571,952,63,38,25,30,8,22,94,54,40,78,46,32,126,71,55,15,5,10,4,1,3,636,390,246,37,22,15,177,102,75,224,153,71,9,4,5,58,42,16,50,30,20,385,261,124,215,104,111,2,2,,12,6,6,36,20,16,4,3,1,,,,26,6,20,24,11,13,,,,3,1,2,4,3,1,42,29,13,2,1,1,21,7,14,7,1,6,9,3,6,4,2,2,5,2,3,1,,1,55,27,28,8,4,4
湖南省,63274173,32993704,30280469,56863479,29639115,27224364,15869,5384,10485,97368,50412,46956,2930,1339,1591,7939,4148,3791,1921495,998820,922675,4116,1793,2323,23559,12168,11391,3173,1241,1932,2693,1330,1363,8206,4112,4094,842123,448292,393831,704564,378435,326129,125597,65371,60226,2639534,1376741,1262793,1337,285,1052,110,54,56,587,102,485,862,430,432,145,45,100,803,260,543,2891,1736,1155,189,86,103,480,27,453,270,91,179,28,13,15,113,60,53,136,18,118,10,3,7,1097,570,527,116,56,60,719,389,330,73,34,39,100,9,91,272,126,146,52,20,32,397,241,156,93,44,49,29,1,28,22,8,14,105,58,47,29,18,11,22,8,14,25,7,18,34,17,17,15,6,9,6,4,2,3,1,2,46,25,21,16,8,8,66,36,30,8,4,4,5,3,2,7,2,5,15,9,6,13,2,11,172,86,86,10,1,9
广东省,85225007,43381720,41843287,83955870,42777757,41178113,20669,8215,12454,25307,12394,12913,7020,2859,4161,3057,1682,1375,120606,59446,61160,8700,4062,4638,570200,260335,309865,23237,11089,12148,10463,5309,5154,17972,9044,8928,55870,25767,30103,202667,102744,99923,5905,2983,2922,135431,68464,66967,1061,425,636,46,22,24,1256,293,963,6550,2292,4258,162,56,106,655,215,440,28053,15322,12731,142,71,71,350,26,324,1948,1028,920,61,34,27,144,79,65,261,107,154,15,7,8,4500,2385,2115,158,72,86,4814,2089,2725,340,164,176,98,35,63,89,46,43,1263,502,761,5782,2687,3095,322,151,171,40,13,27,32,10,22,95,41,54,38,15,23,42,22,20,50,21,29,249,82,167,7,1,6,5,2,3,9,,9,285,111,174,10,4,6,64,34,30,26,12,14,13,7,6,22,8,14,8,4,4,17,3,14,2860,1057,1803,91,15,76
广西壮族自治区,43854538,23239376,20615162,27024974,14471260,12553714,8651,2872,5779,32512,16433,16079,2194,998,1196,1550,753,797,462956,237672,225284,9712,5033,4679,14207143,7403064,6804079,20826,9484,11342,2008,1055,953,9576,4842,4734,303139,156153,146986,1471946,775032,696914,831,392,439,4630,2586,2044,214,90,124,49,27,22,847,339,508,2997,1535,1462,59,30,29,248,119,129,418,253,165,409,228,181,65,38,27,15476,8332,7144,98,48,50,52,25,27,95,46,49,9,5,4,438,237,201,60,23,37,170225,87729,82496,115,62,53,49,19,30,30,17,13,73578,39083,34495,3820,1961,1859,118,56,62,19,13,6,21,5,16,135,71,64,43,21,22,47,22,25,13,4,9,35,16,19,2,2,,2,1,1,48,21,27,20123,10256,9867,4,2,2,28,15,13,20,10,10,13,10,3,3,2,1,1,,1,5,1,4,1697,907,790,162,66,96
海南省,7559035,4002445,3556590,6245329,3319929,2925400,1888,680,1208,8372,4206,4166,450,202,248,354,175,179,61264,30891,30373,596,316,280,50507,26688,23819,1544,900,644,786,422,364,1694,846,848,1350,762,588,6984,3784,3200,222,101,121,3321,1900,1421,93,45,48,36,15,21,197,73,124,1172181,609534,562647,17,6,11,37,16,21,274,144,130,80,41,39,3,2,1,72,41,31,11,4,7,16,9,7,37,20,17,16,8,8,250,157,93,55,17,38,151,75,76,62,33,29,23,16,7,49,42,7,46,27,19,89,52,37,35,16,19,43,16,27,4,1,3,38,22,16,2,1,1,29,17,12,14,4,10,67,37,30,,,,,,,1,,1,123,39,84,9,3,6,17,7,10,1,,1,9,2,7,1,,1,1,,1,,,,162,99,63,23,2,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市,30512763,15841429,14671334,28539156,14812506,13726650,7846,3228,4618,10064,5019,5045,2292,931,1361,1194,572,622,502421,266237,236184,4531,1397,3134,2764,1380,1384,2401,772,1629,1044,525,519,3079,1620,1459,2585,1354,1231,474,192,282,1140,464,676,1424352,742694,681658,959,182,777,22,8,14,604,126,478,228,108,120,219,42,177,1445,770,675,92,56,36,60,26,34,459,51,408,120,52,68,25,13,12,217,80,137,16,5,11,2,1,1,220,81,139,47,20,27,111,38,73,365,168,197,261,33,228,36,13,23,15,5,10,1191,340,851,52,25,27,12,3,9,11,3,8,177,121,56,10,3,7,,,,12,4,8,22,9,13,6,1,5,3,1,2,3,,3,27,13,14,6,2,4,129,58,71,5,2,3,9,6,3,15,6,9,17,6,11,31,6,25,154,49,105,5,2,3
四川省,82348296,42561620,39786676,78229697,40472128,37757569,42316,19719,22597,109960,55504,54456,1269120,631389,637731,2158,1076,1082,147526,77078,70448,2122389,1089245,1033144,6905,3671,3234,8215,4063,4152,3137,1555,1582,13849,7064,6785,1940,959,981,742,362,380,7335,3441,3894,41246,22358,18888,1104,290,814,94,45,49,6642,2956,3686,316,111,205,18674,9294,9380,1475,170,1305,232,154,78,101,47,54,512,59,453,257,121,136,60,40,20,8725,4448,4277,79,10,69,14,5,9,646,350,296,73,38,35,116,64,52,300757,153012,147745,138,22,116,108,68,40,36,15,21,520,273,247,216,96,120,26,11,15,166,61,105,58,31,27,57,19,38,3,,3,48,21,27,18,10,8,11,1,10,16,8,8,4,1,3,38,20,18,7,4,3,51,22,29,8,4,4,14,5,9,113,40,73,5,1,4,48,4,44,150,45,105,25,12,13
贵州省,35247695,18464477,16783218,21911687,11470182,10441505,47531,26282,21249,168734,87683,81051,1787,864,923,1149,543,606,4299954,2247415,2052539,843554,441058,402496,52065,27061,25004,2798200,1449457,1348743,1192,610,582,21932,11392,10540,1628568,869205,759363,44392,23912,20480,187362,101312,86050,1430286,748222,682064,891,373,518,226,98,128,755,281,474,56082,29735,26347,120,45,75,148,58,90,44926,24009,20917,228,127,101,82,29,53,369723,194337,175386,412,186,226,294,135,159,413,222,191,17,8,9,2942,1531,1411,120,58,62,28435,15500,12935,1431,826,605,30,14,16,87,42,45,31240,16426,14814,559041,300372,258669,171,85,86,28,12,16,4,,4,16,5,11,21,9,12,1,1,,31,17,14,46,21,25,2,,2,3,2,1,1,1,,641,340,301,2,1,1,82,43,39,8,5,3,13,3,10,5,2,3,70,41,29,6,1,5,710486,374262,336224,22,16,6
云南省,42360089,22194343,20165746,28201274,14894380,13306894,28110,14549,13561,643238,326023,317215,128432,64352,64080,1161,815,346,1043535,547298,496237,4705658,2423233,2282425,1144021,598142,545879,54695,29667,25028,1693,884,809,12187,6537,5650,3498,2169,1329,190610,100176,90434,1505644,763316,742328,3907,2498,1409,1424990,749084,675906,199,91,108,1142139,573780,568359,1426,759,667,609768,316149,293619,383023,199783,183240,499,290,209,91,48,43,447631,233563,214068,12533,6742,5791,179,135,44,295464,148805,146659,130212,64712,65500,42,26,16,3157,1712,1445,152,84,68,244,150,94,506,380,126,90388,47279,43109,55,28,27,99,57,42,2835,1637,1198,130,65,65,33519,17083,16436,32923,16838,16085,17,10,7,27738,14467,13271,6,2,4,32,10,22,16,7,9,17804,8994,8810,7,5,2,10,7,3,508,196,312,12,8,4,5884,2934,2950,6,4,2,13,7,6,7,2,5,5,4,1,20685,10549,10136,7404,3786,3618,68,32,36
西藏自治区,2616329,1325371,1290958,158570,98589,59981,690,341,349,9031,6683,2348,2427168,1208765,1218403,701,394,307,389,246,143,287,199,88,192,106,86,437,192,245,51,22,29,153,88,65,66,34,32,26,20,6,722,505,217,303,215,88,24,19,5,8,7,1,14,10,4,3,1,2,17,9,8,7,4,3,6,2,4,,,,19,13,6,,,,111,91,20,1223,603,620,,,,,,,335,212,123,3,2,1,5,5,,20,15,5,16,7,9,228,157,71,,,,32,25,7,,,,,,,15,10,5,4,4,,408,209,199,1,1,,20,9,11,,,,1,,1,24,22,2,3,3,,,,,,,,6,3,3,,,,1,,1,8481,4255,4226,2691,1353,1338,,,,3817,1921,1896,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西省,35365072,18378759,16986313,35188651,18289425,16899226,6060,2913,3147,139232,70003,69229,3048,1407,1641,1187,661,526,1388,798,590,854,472,382,1987,1220,767,450,267,183,1620,820,800,15801,7930,7871,509,310,199,273,179,94,338,193,145,1721,1113,608,40,17,23,122,61,61,68,44,24,161,88,73,16,12,4,44,22,22,104,66,38,27,14,13,44,1,43,17,10,7,26,15,11,69,34,35,19,16,3,19,11,8,290,180,110,75,28,47,27,14,13,54,27,27,2,1,1,22,15,7,16,8,8,44,29,15,446,237,209,4,4,,4,4,,7,3,4,1,,1,6,5,1,69,28,41,11,7,4,,,,1,,1,23,8,15,9,7,2,1,1,,9,5,4,6,1,5,,,,9,3,6,4,1,3,1,,1,35,21,14,1,,1
甘肃省,25124282,13021654,12102628,22925063,11888144,11036919,15774,6485,9289,1184930,620249,564681,443228,222362,220866,2131,987,1144,1509,721,788,1722,772,950,1308,642,666,768,376,392,1565,804,761,17285,8958,8327,380,208,172,228,121,107,272,158,114,1341,754,587,40,20,20,2963,1453,1510,13,5,8,58,32,26,115,62,53,143,75,68,201,132,69,55,25,30,10,9,1,88,36,52,451622,231589,220033,28,9,19,11,6,5,13,7,6,30338,15410,14928,115,57,58,30,20,10,64,29,35,9,3,6,11784,6195,5589,77,35,42,18,7,11,312,166,146,1,,1,11,6,5,99,53,46,7,4,3,18,7,11,55,22,33,16,9,7,7,6,1,15170,7690,7480,12962,6567,6395,7,3,4,186,90,96,37,22,15,10,7,3,21,12,9,24,12,12,,,,1,,1,34,19,15,5,2,3
青海省,4822963,2489590,2333373,2606050,1364527,1241523,86301,43562,42739,753378,388789,364589,1086592,543708,542884,431,216,215,436,209,227,274,133,141,618,308,310,170,86,84,453,230,223,7788,4008,3780,148,98,50,105,55,50,242,149,93,978,534,444,3,1,2,407,213,194,4,2,2,9,4,5,58,39,19,6,2,4,20,8,12,22,9,13,7,5,2,20,9,11,2498,1564,934,17,8,9,,,,8,3,5,187562,96038,91524,47,17,30,23,7,16,86,50,36,22,6,16,87043,44393,42650,23,11,12,17,7,10,142,77,65,1,,1,12,6,6,15,7,8,4,4,,1,1,,48,26,22,12,4,8,9,5,4,635,337,298,140,72,68,,,,12,7,5,6,3,3,1,1,,15,7,8,11,6,5,5,3,2,3,1,2,23,14,9,2,1,1
宁夏回族自治区,5486393,2813517,2672876,3590563,1850231,1740332,4898,2054,2844,1862474,947187,915287,506,255,251,312,165,147,407,187,220,137,57,80,575,283,292,72,41,31,472,227,245,21962,10723,11239,128,67,61,63,38,25,39,17,22,758,362,396,12,8,4,69,25,44,11,2,9,24,13,11,1,,1,,,,88,60,28,15,10,5,,,,3,,3,2168,1191,977,7,3,4,1,1,,5,2,3,191,95,96,26,10,16,2,2,,28,20,8,,,,38,18,20,15,6,9,9,9,,216,94,122,,,,,,,,,,,,,2,1,1,21,9,12,4,1,3,,,,14,10,4,43,23,20,,,,2,1,1,,,,9,7,2,3,2,1,,,,,,,,,,,,,,,
新疆维吾尔自治区,18459511,9552181,8907330,7489919,3972142,3517777,149857,74450,75407,839837,431196,408641,6153,3124,3029,8345622,4243646,4101976,7006,3749,3257,1593,892,701,5642,2780,2862,977,555,422,1463,745,718,19493,9910,9583,946,560,386,723,369,354,409,216,193,15787,8495,7292,62,25,37,1245023,631268,613755,59,23,36,115,64,51,34,13,21,68,32,36,166,91,75,41,18,23,28,13,15,301,153,148,55841,29153,26688,73,34,39,27,15,12,158775,80687,78088,2837,1525,1312,5541,2813,2728,29,19,10,284,162,122,9,3,6,3762,1965,1797,9,3,6,110,70,40,34566,17416,17150,2,1,1,10,6,4,39493,20170,19323,18,8,10,12096,6371,5725,8935,4206,4729,72,37,35,14,9,5,571,311,260,302,153,149,12,4,8,4501,2360,2141,51,26,25,14,9,5,22,6,16,11,7,4,33,20,13,,,,109,53,56,58,30,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表1—6a    省、自治区、直辖市分性别、民族的人口(城市),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
