表1    总人口、户籍人口、少数民族人口比重、非农业户口人口比重、城乡人口、家庭户人口、家庭户类别（全部数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,总人口（人）,,,总人口,户籍人口（人）,少数民族人口比重,非农业户口人口比重,城乡人口（人）,,家庭户,,,,家庭户类别（户）,,,
,合计,男,女,性别比,,（%）,（%）,城镇,乡村,户数（户）,人口数（人）,户规模（人/户）,其中：一人户(户),一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,,,,,
黄南藏族自治州,214642,108393,106249,102.02,208304,92.46,15.65,30794,183848,46552,207087,4.45,5345,8771,23105,13674,1002
同仁县,77040,38703,38337,100.95,74931,91.16,22.74,18697,58343,17031,73528,4.32,1955,3126,8205,5257,443
尖扎县,51064,26000,25064,103.73,48806,85.94,17.42,12097,38967,12120,48189,3.98,1688,2906,6060,2953,201
泽库县,54288,27401,26887,101.91,53929,98.61,6.97,,54288,10987,53710,4.89,995,1645,5799,3361,182
河南蒙古族自治县,32250,16289,15961,102.06,30638,95.52,10.31,,32250,6414,31660,4.94,707,1094,3041,2103,176
海南藏族自治州,375426,191050,184376,103.62,387738,71.94,18.14,37329,338097,82459,361922,4.39,5603,10826,47475,22740,1418
共和县,111974,57666,54308,106.18,124421,68.11,30.58,34091,77883,26257,104727,3.99,2294,4436,15647,5835,339
同德县,48741,24798,23943,103.57,47988,90.20,12.98,,48741,8801,47200,5.36,633,1186,4069,3213,333
贵德县,91552,46388,45164,102.71,91136,50.76,12.76,3238,88314,22008,89342,4.06,1118,2366,13146,6233,263
兴海县,59580,30248,29332,103.12,59195,86.31,10.63,,59580,12480,58271,4.67,727,1333,7617,3362,168
贵南县,63579,31950,31629,101.01,64998,81.73,15.07,,63579,12913,62382,4.83,831,1505,6996,4097,315
果洛藏族自治州,137940,70863,67077,105.64,137913,93.41,14.18,12869,125071,31438,132658,4.22,4040,7446,17995,5752,245
玛沁县,35778,18494,17284,107.00,35224,86.20,25.83,12869,22909,8830,33764,3.82,1305,2342,4878,1531,79
班玛县,22088,11270,10818,104.18,23098,93.79,12.13,,22088,5024,21782,4.34,689,1201,2914,874,35
甘德县,25494,13020,12474,104.38,24858,97.62,7.22,,25494,5284,24574,4.65,543,1006,3119,1105,54
达日县,24354,12560,11794,106.49,24524,97.08,8.69,,24354,5594,23467,4.20,591,1319,3384,872,19
久治县,19336,9846,9490,103.75,18690,96.39,9.08,,19336,4067,18510,4.55,532,885,2130,1004,48
玛多县,10890,5673,5217,108.74,11519,92.91,18.27,,10890,2639,10561,4.00,380,693,1570,366,10
玉树藏族自治州,262661,131701,130960,100.57,270443,97.73,11.19,25960,236701,51734,255362,4.94,3826,7655,32996,10736,347
玉树县,77854,38891,38963,99.82,76881,95.58,19.24,25960,51894,16207,74601,4.60,1395,2776,10424,2931,76
杂多县,38654,19433,19221,101.10,38870,98.80,8.00,,38654,6898,38319,5.56,474,893,4484,1485,36
称多县,40391,20031,20360,98.38,43001,98.79,8.18,,40391,8247,38681,4.69,590,1223,5239,1719,66
治多县,24194,12060,12134,99.39,23891,97.50,10.17,,24194,5568,23819,4.28,500,1009,3602,919,38
囊谦县,57387,28991,28396,102.10,64451,99.11,5.83,,57387,9603,56175,5.85,477,919,5864,2722,98
曲麻莱县,24181,12295,11886,103.44,23349,98.08,9.21,,24181,5211,23767,4.56,390,835,3383,960,33
海西蒙古族藏族自治州,332094,179713,152381,117.94,332327,35.05,45.27,195093,137001,91765,306799,3.34,10833,23402,58521,9579,263
格尔木市,135897,73572,62325,118.05,96248,28.84,51.96,114330,21567,39448,126033,3.19,4331,10644,26015,2751,38
德令哈市,83585,45968,37617,122.20,125949,22.68,58.34,54622,28963,24249,74789,3.08,3551,7354,14800,2051,44
乌兰县,36015,18866,17149,110.01,37651,41.33,36.74,14582,21433,9883,34868,3.53,1128,2095,6470,1269,49
都兰县,57670,31462,26208,120.05,54179,47.43,24.13,11559,46111,14011,53164,3.79,1380,2547,8973,2422,69
天峻县,18927,9845,9082,108.40,18300,84.55,21.36,,18927,4174,17945,4.30,443,762,2263,1086,63
,,,,,,,,,,,,,,,,,
宁夏回族自治区,5486393,2813517,2672876,105.26,5446354,34.56,27.72,1780028,3706365,1396870,5338041,3.82,83266,236778,930425,223146,6521
银川市,1177613,605377,572236,105.79,977133,21.37,50.66,654261,523352,351373,1094761,3.12,33592,94093,220013,36529,738
城区,283829,143771,140058,102.65,254306,17.66,92.24,283829,,94267,261145,2.77,10276,29540,57599,7041,87
新城区,250627,127376,123251,103.35,207908,13.99,80.91,250627,,75790,211787,2.79,8104,23471,47871,4393,55
郊区,273031,144056,128975,111.69,152082,31.60,23.71,43906,229125,81633,258164,3.16,10775,25318,48353,7799,163
永宁县,191668,98685,92983,106.13,187100,17.91,17.39,25434,166234,50388,187226,3.72,2220,7820,33252,9059,257
贺兰县,178458,91489,86969,105.20,175737,25.70,17.64,50465,127993,49295,176439,3.58,2217,7944,32938,8237,176
石嘴山市,675378,350597,324781,107.95,674776,21.48,53.15,406841,268537,200676,653324,3.26,13112,43614,134895,21789,378
大武口区,133168,68511,64657,105.96,128547,9.37,85.52,133168,,41775,124889,2.99,3323,11130,27033,3561,51
石嘴山区,120739,62891,57848,108.72,125465,13.46,89.98,120739,,39265,117363,2.99,3394,10173,25697,3363,32
石炭井区,60389,31859,28530,111.67,69910,14.93,89.17,60389,,19059,58928,3.09,1714,4836,12854,1360,9
平罗县,257445,132886,124559,106.69,250046,32.53,22.06,69185,188260,72103,252954,3.51,3381,12351,49460,10081,211
陶乐县,29138,14994,14144,106.01,30145,27.83,18.36,5465,23673,7770,28844,3.71,358,1247,5578,932,13
惠农县,74499,39456,35043,112.59,70663,20.76,27.03,17895,56604,20704,70346,3.40,942,3877,14273,2492,62
吴忠市,1906041,975958,930083,104.93,1914454,35.31,21.39,563199,1342842,471943,1876792,3.98,19138,63573,323431,82461,2478
利通区,303567,154551,149016,103.71,293846,56.99,30.37,192615,110952,77906,296090,3.80,3617,12060,50694,14614,538
红寺堡区,51875,27358,24517,111.59,50093,61.47,2.26,25910,25965,11009,50372,4.58,184,725,8854,1407,23
中卫县,320474,163555,156919,104.23,323958,2.01,19.75,71230,249244,83744,318850,3.81,3510,11584,57208,14680,272
中宁县,249270,127140,122130,104.10,243003,8.44,17.09,21261,228009,61895,247454,4.00,2448,7939,41944,11707,305
盐池县,153584,79182,74402,106.42,151966,3.36,20.49,40357,113227,39339,151174,3.84,1843,6142,26359,6595,243
同心县,328741,166687,162054,102.86,361724,82.91,8.74,41428,287313,67733,327011,4.83,1080,4872,51245,11240,376
青铜峡市,248640,129121,119519,108.03,237496,15.33,30.65,105122,143518,67545,241939,3.58,3579,11131,45897,10245,272
灵武市,249890,128364,121526,105.63,252368,49.97,29.09,65276,184614,62772,243902,3.89,2877,9120,41230,11973,449
固原地区,1727361,881585,845776,104.23,1879991,47.82,8.99,155727,1571634,372878,1713164,4.59,17424,35498,252086,82367,2927
固原县,470741,239739,231002,103.78,509289,44.01,15.64,67013,403728,106936,462325,4.32,6237,12458,72053,21672,753
海原县,343960,175123,168837,103.72,377047,71.40,6.47,30416,313544,68566,343464,5.01,1255,4138,50738,13291,399
西吉县,403209,206083,197126,104.54,457354,52.16,5.56,20739,382470,78470,400850,5.11,1467,4321,53937,19481,731
隆德县,197160,101226,95934,105.52,207262,8.95,7.97,18574,178586,47511,195812,4.12,4149,6711,28720,11709,371
泾源县,81310,41146,40164,102.44,82636,96.90,8.84,6504,74806,19606,80880,4.13,1603,2970,12914,3606,116
彭阳县,230981,118268,112713,104.93,246403,28.82,6.49,12481,218500,51789,229833,4.44,2713,4900,33724,12608,557
,,,,,,,,,,,,,,,,,
新疆维吾尔族自治区,18459511,9552181,8907330,107.24,16579845,59.43,30.25,6247473,12212038,4793826,17764112,3.71,360254,1002543,3239784,541928,9571
乌鲁木齐市,2081834,1090387,991447,109.98,1488200,24.70,70.17,1738876,342958,635874,1826330,2.87,80116,216492,369575,49195,612
天山区,471432,238520,232912,102.41,382869,31.65,84.42,471432,,139191,410936,2.95,15701,41463,84644,12917,167
沙依巴克区,482235,253578,228657,110.90,359669,21.13,75.09,482235,,146262,421501,2.88,17761,48777,84739,12598,148
新市区,379220,200310,178910,111.96,285543,17.94,82.92,379220,,111173,309327,2.78,13912,38303,65052,7735,83
水磨沟区,180654,92723,87931,105.45,116117,19.06,81.17,180654,,59310,164727,2.78,7628,20556,34733,3978,43
头屯河区,130146,68715,61431,111.86,104383,24.50,64.83,104560,25586,43066,122059,2.83,4380,14233,26135,2665,33
南泉区,8815,4952,3863,128.19,13466,10.77,80.90,8815,,3339,8269,2.48,733,1512,1738,88,1
东山区,100796,52530,48266,108.83,80242,18.35,72.81,100796,,32296,90538,2.80,3494,10775,19884,1615,22
乌鲁木齐县,328536,179059,149477,119.79,145911,33.30,22.85,11164,317372,101237,298973,2.95,16507,40873,52650,7599,115
克拉玛依市,270232,143500,126732,113.23,218629,21.93,82.41,270232,,91353,249946,2.74,8079,29852,59132,2357,12
独山子区,50732,27031,23701,114.05,38776,24.10,81.43,50732,,17071,45265,2.65,1992,6305,10237,527,2
克拉玛依区,145452,76605,68847,111.27,118312,20.83,82.97,145452,,49954,136505,2.73,4227,16339,32289,1319,7
白碱滩区,64297,34513,29784,115.88,54969,21.91,84.82,64297,,21296,59470,2.79,1594,6318,14568,408,2
乌尔禾区,9751,5351,4400,121.61,6572,27.12,63.03,9751,,3032,8706,2.87,266,890,2038,103,1
吐鲁番地区,550731,283888,266843,106.39,493701,76.70,22.40,208428,342303,127894,533827,4.17,6520,18192,88133,21211,358
吐鲁番市,251652,129183,122469,105.48,221497,78.05,26.04,123379,128273,58361,243707,4.18,3037,8845,39617,9732,167
鄯善县,196929,102359,94570,108.24,171754,71.37,18.28,66265,130664,45741,188883,4.13,2697,6944,31057,7614,126
托克逊县,102150,52346,49804,105.10,100450,83.65,21.44,18784,83366,23792,101237,4.26,786,2403,17459,3865,65
哈密地区,492096,254129,237967,106.79,468660,31.05,47.16,253349,238747,145257,477535,3.29,9996,32925,99398,12746,188
哈密市,388714,201005,187709,107.08,353211,28.27,54.13,237332,151382,118694,375321,3.16,9080,29352,79761,9456,125
巴里坤哈萨克自治县,85964,44068,41896,105.18,97154,35.82,19.74,12995,72969,22049,85232,3.87,645,2823,16209,2960,57
伊吾县,17418,9056,8362,108.30,18295,69.50,27.50,3022,14396,4514,16982,3.76,271,750,3428,330,6
昌吉回族自治州,1503097,786932,716165,109.88,1354548,24.86,30.90,581464,921633,427580,1437724,3.36,27196,94894,283866,47825,995
昌吉市,387169,202275,184894,109.40,304806,22.54,47.52,232645,154524,116144,355972,3.06,10154,33579,72781,9644,140
阜康市,152965,80372,72593,110.72,136339,25.90,39.45,70959,82006,45402,147305,3.24,3209,11321,29526,4466,89
米泉市,180952,95368,85584,111.43,145613,35.69,29.77,101843,79109,51505,173532,3.37,3317,11072,34897,5433,103
呼图壁县,210643,110686,99957,110.73,196066,20.26,20.48,37902,172741,58188,199646,3.43,3261,12077,39804,6186,121
玛纳斯县,170533,89953,80580,111.63,151699,17.32,23.97,43003,127530,48206,164471,3.41,2859,9868,32489,5729,120
奇台县,204796,106346,98450,108.02,217432,24.11,20.97,43105,161691,56067,202635,3.61,2446,9276,38085,8480,226
吉木萨尔县,117867,61420,56447,108.81,122253,29.44,18.80,31633,86234,32178,116493,3.62,1338,5128,22206,4723,121
木垒哈萨克自治县,78172,40512,37660,107.57,80340,33.19,22.02,20374,57798,19890,77670,3.90,612,2573,14078,3164,75
博尔塔拉蒙古自治州,424040,219745,204295,107.56,351859,32.81,23.76,121478,302562,115546,414504,3.59,6766,22696,80626,11998,226
博乐市,224869,116506,108363,107.51,177167,32.03,30.34,76239,148630,62959,217676,3.46,4167,13895,43164,5782,118
精河县,133530,69259,64271,107.76,108099,29.92,14.71,32205,101325,35478,131851,3.72,1735,5942,25356,4108,72
温泉县,65641,33980,31661,107.32,66593,41.34,19.44,13034,52607,17109,64977,3.80,864,2859,12106,2108,36
巴音郭楞蒙古自治州,1056970,552524,504446,109.53,901701,42.50,34.00,373977,682993,302848,1006929,3.32,27975,79439,196871,26099,439
库尔勒市,381943,199344,182599,109.17,285368,30.16,51.97,226542,155401,117437,356032,3.03,12747,37022,72222,8083,110
轮台县,91986,47599,44387,107.24,81911,82.75,20.34,17126,74860,24120,90844,3.77,2134,4947,16710,2420,43
尉犁县,103681,54960,48721,112.81,87804,28.39,15.59,17787,85894,29904,96845,3.24,2849,8383,19187,2301,33
若羌县,28636,15643,12993,120.40,23488,41.73,27.29,7030,21606,8133,26910,3.31,862,2019,5457,647,10
且末县,55540,29122,26418,110.24,46788,74.97,29.29,14755,40785,14077,54130,3.85,1180,2617,10364,1085,11
焉耆回族自治县,117529,61959,55570,111.50,109741,53.71,33.13,34792,82737,31272,111708,3.57,2174,6722,20946,3530,74
和静县,161157,83836,77321,108.43,162075,45.75,22.36,30391,130766,45494,157598,3.46,3625,10957,29779,4666,92
和硕县,62970,32267,30703,105.09,52516,31.65,27.44,13023,49947,17937,60072,3.35,1501,4060,12132,1715,30
博湖县,53528,27794,25734,108.00,52010,33.81,18.21,12531,40997,14474,52790,3.65,903,2712,10074,1652,36
阿克苏地区,2141745,1114422,1027323,108.48,1904893,73.38,20.70,479719,1662026,529398,2083691,3.94,40816,98897,365151,64348,1002
阿克苏市,561822,295811,266011,111.20,433002,39.94,30.56,245602,316220,157845,529262,3.35,14819,40690,103913,13031,211
温宿县,219219,115111,104108,110.57,186768,72.28,16.39,31734,187485,54633,210979,3.86,4738,10831,37670,6051,81
库车县,388593,201066,187527,107.22,368763,88.78,21.77,73750,314843,90422,381145,4.22,6129,13922,62043,14198,259
沙雅县,202992,105620,97372,108.47,193501,86.01,16.61,32493,170499,47296,200185,4.23,3254,7276,33333,6600,87
新和县,139806,71548,68258,104.82,135723,93.47,14.72,14850,124956,33460,139370,4.17,2076,4699,23642,5048,71
拜城县,203665,105351,98314,107.16,188171,85.68,16.74,30140,173525,47581,201417,4.23,3473,7438,33460,6600,83
乌什县,177410,91203,86207,105.80,176876,93.81,11.56,17381,160029,40899,176803,4.32,3040,6046,29317,5453,83
阿瓦提县,209654,108585,101069,107.44,186031,76.68,16.61,27748,181906,49347,206834,4.19,2947,7194,36113,5938,102
柯坪县,38584,20127,18457,109.05,36058,95.31,20.49,6021,32563,7915,37696,4.76,340,801,5660,1429,25
克孜勒苏柯尔克孜自治州,439688,225067,214621,104.87,416136,93.59,20.85,74070,365618,94106,434505,4.62,4751,10444,67226,16137,299
阿图什市,200345,101867,98478,103.44,189906,91.90,24.66,41765,158580,41910,197394,4.71,1914,4452,29712,7638,108
阿克陶县,163024,83922,79102,106.09,153966,96.94,10.91,12917,150107,36056,162507,4.51,2003,4203,26239,5536,78
阿合奇县,34317,17638,16679,105.75,32866,90.66,26.09,8377,25940,6787,33307,4.91,248,614,4693,1426,54
乌恰县,42002,21640,20362,106.28,39398,91.00,37.28,11011,30991,9353,41297,4.42,586,1175,6582,1537,59
喀什地区,3405713,1743674,1662039,104.91,3258343,90.85,17.67,560656,2845057,776511,3355406,4.32,48821,111163,550266,112842,2240
喀什市,340640,172136,168504,102.16,289716,78.22,61.22,189266,151374,81262,318700,3.92,5846,15348,54349,11416,149
疏附县,345282,177099,168183,105.30,347166,98.47,7.07,12352,332930,73849,344918,4.67,3208,7219,52609,13842,179
疏勒县,284853,145252,139601,104.05,277105,93.04,10.16,22177,262676,65413,282570,4.32,4227,9082,45419,10716,196
英吉沙县,213338,109205,104133,104.87,212521,98.09,11.14,22510,190828,48012,212951,4.44,2932,5963,35170,6799,80
泽普县,181721,92193,89528,102.98,161717,79.38,27.13,46078,135643,45909,180086,3.92,3633,8458,32100,5210,141
莎车县,620329,316912,303417,104.45,602477,95.56,13.80,88148,532181,140732,614088,4.36,9703,20337,98889,21074,432
叶城县,370229,188577,181652,103.81,357683,94.24,14.95,61555,308674,80639,368813,4.57,4930,9969,58684,11699,287
麦盖提县,201810,102731,99079,103.69,182731,80.03,14.95,26640,175170,48911,201334,4.12,3170,7970,35041,5772,128
岳普湖县,129441,66139,63302,104.48,129548,93.28,10.64,13929,115512,29614,128465,4.34,1824,4075,20497,4928,114
伽师县,311733,159307,152426,104.51,313124,98.01,6.60,23394,288339,71046,310904,4.38,3811,8880,52639,9328,199
巴楚县,375883,198466,177417,111.86,354715,82.52,15.36,49495,326388,86064,362533,4.21,5335,13457,61755,10607,245
塔什库尔干塔吉克自治县,30454,15657,14797,105.81,29840,96.18,23.41,5112,25342,5060,30044,5.94,202,405,3114,1451,90
和田地区,1681310,862793,818517,105.41,1615238,96.67,12.07,242402,1438908,407675,1664629,4.08,33720,69019,295437,42648,571
和田市,186127,94034,92093,102.11,128874,82.99,46.17,101750,84377,46377,175560,3.79,4342,9568,32043,4692,74
和田县,261498,134799,126699,106.39,260346,99.24,3.06,46254,215244,61799,260813,4.22,5076,9882,44519,7292,106
墨玉县,405634,209070,196564,106.36,407212,98.71,4.52,15339,390295,97846,405110,4.14,7981,16271,71992,9460,123
皮山县,216024,110663,105361,105.03,215706,98.51,12.62,31612,184412,52824,215470,4.08,4444,9000,38451,5300,73
洛浦县,235716,121200,114516,105.84,233594,98.11,9.39,14676,221040,57015,234264,4.11,4865,9332,40448,7162,73
策勒县,132139,67592,64547,104.72,131206,97.97,11.39,10462,121677,33911,131293,3.87,3066,6364,24408,3090,49
于田县,212061,108769,103292,105.30,206919,98.31,9.39,15121,196940,49517,210234,4.25,3260,7079,37267,5105,66
民丰县,32111,16666,15445,107.91,31381,90.21,24.28,7188,24923,8386,31885,3.80,686,1523,6309,547,7
伊犁哈萨克自治州,285299,148740,136559,108.92,226717,5.38,31.98,109893,175406,91443,269036,2.94,8002,28730,55890,6737,86
奎屯市,285299,148740,136559,108.92,226717,5.38,31.98,109893,175406,91443,269036,2.94,8002,28730,55890,6737,86
伊犁地区,2082577,1069671,1012906,105.60,1980452,67.58,25.10,475937,1606640,487415,2045217,4.20,20833,64138,353001,68830,1446
伊宁市,357519,179862,177657,101.24,293413,61.23,67.01,256588,100931,92720,336547,3.63,6295,18323,63059,11137,201
伊宁县,385829,198905,186924,106.41,379137,81.52,11.12,13850,371979,83816,382974,4.57,2594,7584,62174,13779,279
察布查尔锡伯自治县,161834,83552,78282,106.73,149954,63.75,14.74,22592,139242,38579,160590,4.16,1663,5041,27448,5970,120
霍城县,333013,171564,161449,106.27,311377,54.73,17.41,41073,291940,84333,329674,3.91,3936,12844,59266,11892,331
巩留县,153100,78643,74457,105.62,147684,70.42,18.42,20102,132998,34221,152674,4.46,1081,3219,25703,5197,102
新源县,269842,141164,128678,109.70,274998,60.91,16.11,53619,216223,62427,262742,4.21,2417,8433,46936,6928,130
昭苏县,145027,73946,71081,104.03,144970,72.22,20.52,19548,125479,32605,144270,4.42,1208,3667,24197,4669,72
特克斯县,133900,68451,65449,104.59,135828,79.56,21.50,28428,105472,27603,133521,4.84,709,2130,20499,4852,122
尼勒克县,142513,73584,68929,106.75,143091,73.74,21.71,20137,122376,31111,142225,4.57,930,2897,23719,4406,89
塔城地区,892397,463175,429222,107.91,811142,41.41,29.19,281137,611260,232699,866570,3.72,12006,39135,165219,27772,573
塔城市,149210,76056,73154,103.97,127823,36.27,38.64,56472,92738,41502,143849,3.47,2407,8187,28817,4393,105
乌苏市,190359,100288,90071,111.34,164025,35.36,30.32,73609,116750,49077,182763,3.72,2581,7870,34695,6386,126
额敏县,178309,91780,86529,106.07,160442,45.38,25.77,41822,136487,46446,176677,3.80,2079,7475,33722,5131,118
沙湾县,188715,99274,89441,110.99,176893,31.25,19.97,54601,134114,49457,179888,3.64,2672,8879,33674,6756,148
托里县,79882,40692,39190,103.83,80303,72.46,30.31,26488,53394,18395,79345,4.31,665,2094,13828,2445,28
裕民县,48147,25009,23138,108.09,49617,40.74,26.72,11462,36685,12377,47716,3.86,569,1760,9285,1312,20
和布克赛尔蒙古自治县,57775,30076,27699,108.58,52039,53.23,42.17,16683,41092,15445,56332,3.65,1033,2870,11198,1349,28
阿勒泰地区,561667,288281,273386,105.45,559747,59.07,38.61,176970,384697,136171,551166,4.05,5780,21041,98018,16800,312
阿勒泰市,178510,91207,87303,104.47,178605,45.45,53.67,88591,89919,47446,173080,3.65,2580,9782,32656,4915,93
布尔津县,61633,31446,30187,104.17,61981,70.11,32.69,15927,45706,14233,61255,4.30,523,1693,10505,1999,36
富蕴县,80986,41407,39579,104.62,80695,75.43,37.16,22290,58696,18216,79981,4.39,643,2266,13370,2543,37
福海县,77830,40936,36894,110.96,76292,36.83,28.03,14599,63231,20137,75766,3.76,958,3622,14390,2077,48
