57.各种职业分性别人口数,,,,,,
,,,,,,
,,,,,,
      工和有关人员,"    4,201,379","    3,015,628","    1,185,751",    0．81,    0.58,    0.23
    (1)电气设备安装工、修理工,"    388,994","    272,219","    116,775",    0.07,    0.05,    0．02
    (2)电子设备安装工、修理工,"    60,405","    40,119","    20,286",    0.01,    0．01,-
    (3)电气、电子设备装配工,"    709,964","    190,113","    51 9,851",    0.14,    0.04,    0．10
    (4)电工,"    2,667,561","    2,302,693","    364,868",    0.51,    0.44,    0．07
    (5)电话、电报设备装修工,169479,"    139,261",30218,    0．03,    0．03,    0．01
    (6)其他电气、电子设备安装工、修理,,,,,,
      工、装配工和有关人员,"    204,976","    71,223","    133,753",    0．04,    0．01,    0.03
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,    占总合计数的百分比(％),,
    职业别,    合计,    男,    女,,,
,,,,    合计,    男,    女
(续),,,,,,
  17．广播电台(站)录音设备操作人员和电,,,,,,
    影放映员,"    279,920","    244,793","    35,127",    0．05,    0．05,    0.01
    (1)发射设备操作人员,"    32,014","    24,51 2","    7,502",    0.01,,
    (2)录音设备操作人员,"    7,511","    4,962","    2,549",,-,_
    (3)电影放映员,"    240,395","    215,319","    25,076",    0.05,    0.04,-
  18.管工、焊工、冷作工和金属构件安装工,"    3,01 4,886","    2,105,642","    909,244",    0.58,    0.40,    0．17
    (1)管工和管道工,"    563,702","    508,238","    55,464",    0.11,    0．10,    0．01
    (2)焊工,"    1,260,988","    844,304","    41 6,684",    0．24,    0.16,    0．08
    (3)冷作工,"    935,500","    531,717","    403,783",    0.18,    0．10,    0.08
    (4)金属构件制作和安装工,"    254,696","    221,383","    33,313",    0．05,    0.04,    0.01
  19.玻璃、陶瓷和搪瓷制品工人,"    908,665","    484,182","    424,483",    0.17,    0.09,    0．08
    (1)玻璃工,"    377,528","    172,91 8","    204,610",    0.07,    0．03,    0．04
    (2)陶瓷工,"    494,380","    293,41 9","    200,961",    0.09,    0．06,    0.04
    (3)搪瓷工,"    36,757","    1 7,84 5","    18,912",    0．01,-,-
  20．油漆工人,"    879,461","    434,18 7","    445,274",    0.17,    0.08,    0．09
    (1)油漆工,"    836,031","    416,145","    419,886",    0．16,    0.08,    0.08
    (2)其他油漆工,"    43,430","    18,042","    25,388",    0.01,-,-
  21.其他生产工人和有关人员,"    4,906,521","    3,043,077","    1,863,444",    0．94,    0．58,    0.36
    (1)水泥及其制品制造工人,"    694,123","    456,01","    238,112",    0.13,    0．09,    0．05
    (2)石棉及其制品制造工人,"    62,633","    1 4,1 73","    48,460",    0．01,-,    0.01
    (3)砖瓦、石灰制造工人,"    2,985,074","    2，152,636","    832,438",    0．57,    0．41,    0.16
    (4)耐火材料制造工人,"    103,155","    64,601","    38,554",    0.02,    0.01,    0.01
    (5)其他非金属矿物制品制造工人,"    97,782","    43,856","    53,926",    0．02,    0．01,    0.01
    (6)文教体育用品制造工人,"    93,507",30486,"    63,021",    0．02,    0.01,    0.01
    (7)珠宝、金银首饰加工工人,"    20,850","    7,472","        13,378",-,-,-
    (8)雕刻工艺品制作工人,"    87,553","    44,652","    42,901",    0.02,    0.01,    0．01
    (9)其他生产工人和有关人员,"    761,844","    229,190","    532,654",    0．15,    0．04,    0．10
  22.建筑工人,"    6,824,042","    5,641,274","    1,182,768",1.31,    1.08,    0．23
    (1)瓦工、抹灰工,"    4,235,983","    4,001,224","    234,759",    0．81,    0.77,    0．05
    (2)混凝土工,"    256,974","    187,851","    69,123",    0．05,    0.04,    0.01
    (3)钢筋工,"    264,596","    1 50,057","    114,539",    0.05,    0.03,    0．02
    (4)架子工,"    138,229","    134,736","    3,493",    0.03,    0．03,-
    (5)力工(壮工),"    1,809,448","    1,069,406","    740,042",    0.35,    0．21,    0．14
    (6)其他建筑工人,"    118,812","    98,000","    20,812",    0.02,    0.02,-
  23.动力设备操作工,"    1,727,964","    1,368,186","    359,778",    0.33,    0．26,    0.07
    (1)电设备运行工,"    292,019","    224,599","    67,420",    0．06,    0．04,    0．01
    (2)电力网值班运行工,"    1 30,631","    81,788","    48,843",    0.03,    0.02,    0.01
    (3)锅炉工,"    664,414","    609,591","    54,823",    0.13,    0．12,    0.01
    (4)其他动力设备操作工,"    640,900","    452,208","    188,692",    0.12,    0．09,    0.04
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,    占总合计数的百分比(％),,
    职业别,    合计,    男,    女,,,
,,,,    合计,    男,    女
    (续),,,,,,
  24.装卸工和育关设备操作工,"    3,651,646","    2,744,639","    907,007",    0．70,    0．53,    0．1 7
    (1)装卸搬运工,"    2,735,554","    2,079,259","    656,295",    0．52,    0．40,    0.13
    (2)起重机械操作工,"    532,101","    355,51 8","    1 76,583",    0.10,    0.07,    0.03
    (3)土建机械和有关设备操作工,"    291,561","    249,51 4","    42,047",    0．06,    0．05,    0.01
    (4)其他装卸工和有关设备操作工,"    92,430","    60,348","    32,082",    0.02,    0．01,    0.01
  25.运输设备操作工,6441673,5841031,"    600,642",    1.24,    1.12,    0．12
    (1)船员,"    1,183,1 00","    1,016,555","    166,545",    0.23,    0．19,    0.03
    (2)机车司机和司炉,"    1 75,722","    1 72,548","    3,1 74",    0.03,    0．03,-
    (3)铁路运输工人,"    733,804","    637,412","    96,392",    0．1 4,    0．12,    0．02
    (4)汽车司机,"    2,470,842","    2,394,021","    76,821",    0．47,    0.46,    0.01
    (5)机动车司机,"    192,554","    163,025","    29,529",    0．04,    0.03,    0．01
    (6)兽力车驭手,"    604,099","    595,228","    8,871",    0.12,    0.11,-
    (7)人力车工人,"    409,990",333667,"    76,323",    0．08,    0.06,    0．01
    (8)其他运输设备操作工和有关人员,"    671,562","    528,575",142987,    0.13,    0．10,    0．03
   26.检验、计量、试验、分析人员和有关人员,"    2,029,058","    727,135","    1,301,923",    0.39,    0．14,    0.25
    (1)检验员(工)、检查员(工),"    1,231,041","    466,617","    764,424",    0.24,    0．09,    0.1 5
    (2)计量员(工),"    104,650","    52,867","    51,783",    0.02,    0.01,    0．01
    (3)测试员(工)、试验员(工),"    152,457","    65,198",    87，259,    0．03,    0．01,    0．02
    (4)化验员(工)、分析员(工),"    540,910","    142,453","    398,457",    0．10,    0.03,    0.08
  27．其他生产工人、运输工人和有关人员,"    4,801,912","    2,582,006","    2，219,906",    0．92,    0．50,    0．43
    (1)水下作业员,"    7,390","    6,621",    769,-,-,-
    (2)测绘工人,"    129,210","    104,819","    24,391",    0．02,    0.02,-
    (3)包装工、打包工,"    856,019","    247,684","    608,335",    0.16,    0.05,    0.12
    (4)仓储工人,"    3,623,061","    2,121,776","    1,501，285",    0.69,    0．41,    0.29
    (5)其他生产工人、运输工人和有关人员,"    186,232","    101,106","    85,126",    0．04,    0．02,    0．02
八、不便分类的其他劳动者,"    458,342","    267,270",191072,    0.09,    0．05,    0.04
  1．不便分类的其他劳动者,"    458,342","    267,270","    191,072",    0．09,    0.05,    0．04
    (1)不便分类的其他劳动者,"    458,342","    267,270","    191,072",    0．09,    0．05,    0．04
