26.县、市的户数与人口数,,,,
,,,,
,,,,
,,    人口数,,
    县市名称,    户数,,,
,,    合计,    男,    女
  伊克昭盟,"    243,062","    1,076,41 3","    570,873","    505,540"
    东胜县,"    24,435","    107,744","    56,702","    51,042"
    达拉特旗,"    62,758","    271,911","    1 44,385","    127,526"
    准格尔旗,"    51,413","    216,198","    11 8,108","    98,090"
    鄂托克前旗,"    10,677","    55,870","    28,501","    27,369"
    鄂托克旗,"    21,566","    95,574","    50,298","    45,276"
    杭锦旗,"    27,346","    126,193","    66,919","    59,274"
    乌审旗,"    1 7,404","    81,040","    41,501","    39,539"
    伊金霍洛旗,"    27,463","    121,883","    64,459","    57,424"
  巴彦淖尔盟,"    294,109","    1,354,373","    707,691","    646,682"
    临河县,"    73,279","    344,441",178825,"    165,616"
    五原县,"    49,716","    227,724","    119,384","    108,340"
    磴口县,"    20,944","    94,703","    49,193","    45,510"
    乌拉特前旗,"    63,798","    283,706","    149,416","    134,290"
    乌拉特中旗,"    24,310","    110,434","    58,21 7","    52,217"
    乌拉特后旗,"    8,681","    38,856","    20,623","    18,233"
    杭锦后旗,"    53,381","    254,509","    132,033","    122,476"
  阿拉善盟,"    33,502","    145,728","    75,131","    70,597"
    阿拉善左旗,"    24,832","    110,362","    57,021","    53,341"
    阿拉善右旗,"    5,105","    21,362","    10,921","    10,441"
    额济纳旗,"    3,565","    14,004","    7,189","    6,81 5"
辽宁省,8557423,"    35,721,694","    18,225,145","    17,496,549"
  沈阳市,"    1,276,687","    5,11 5,236","    2,595,728","    2,519,508"
    沈阳市区,"    1,002,548","    4,003,405","    2,028,355","    1,975,050"
    新民县,"    154,040","    640,296","    326,570","    313,726"
    辽中县,"    120,099","    471,535","    240,803","    230,732"
  大连市,"    1,1 57,562",4685727,"    2,381，207","    2,304,520"
    大连市区,"    391,109","    1,478,978","    752,497","    726,481"
    金县,"    160,014","    582,264","    294,216","    288,048"
    新金县,"    184,086","    771,207","    392,244","    378,963"
    复县,"    222,480","    944,323","    482,446","    461,877"
    长海县,"    1 7,567","    72,113","    35,857","    36,256"
    庄河县,"    182,306","    836,842","    423,947","    412,895"
  鞍山市,"    601,544","    2,516,835","    1,282,964","    1,233,871"
    鞍山市区,"    284,495","    1,214,571","    61 7,259","    597,312"
    台安县,"    83,729","    345,753","    1 75,312","    1 70,441"
