表5—6 全国市6岁及6岁以上分年龄、性别和学业完成状况的各种文化程度人口数(第二口径),,,,,,,,,,,,,,,,,,,,,,,,
  11,    2 829 816,    1 469 007,    1 360 809,-,-,-,-,-,-,,,  12,    23,    6,    17,-,-,-,    352 674,    173 564,    179 110,    2 420 403,    1 263 675,    1 156 728
  12,    2 773 100,    1 437 245,    1 335 855,-,-,-,-,-,-,,,  13,    1 310,    542,    768,    2 451,    1 257,    1 194,    1 259 216,    633 500,    625 716,    1 479 041,    786 948,    692 093
  13,    2 742 018,    1 422 247,    1 319 771,-,-,-,-,-,-,,,  14,    6 825,    2 842,    3 983,    25 702,    13 138,    12 564,    2 059 189,    1 057 016,    1 002 173,    809 043,    429 067,    379 976
  14,    2 900 766,    1 502 067,    1 398 699,    7,    4,    3,-,-,-,,,15-19岁,  1 604 756,    758 066,    846 690,    4 369 835,    2 329 238,    2 040 597,    10 326 135,    5 459 126,    4 867 009,    2 921 091,    1 398 902,    1 522 189
15-19岁,    19 820 373,    10 289 519,    9 530 854,    321 526,    202 633,    118 893,    277 030,    141 554,    135 476,,,  15,    51 410,    21 838,    29 572,    189 198,    95 991,    93 207,    2 256 695,    1 177 561,    1 079 134,    553 656,    277 561,    276 095
  15,    3 050 978,    1 572 966,    1 478 012,    18,    15,    3,    1,     -,    1,,,  16,    212 311,    93 385,    118 926,    691 723,    356 129,    335 594,    2 012 038,    1 062 454,    949 584,    512 484,    243 866,    268 618
  16,    3 431 994,    1 757 670,    1 674 324,    1 632,    1 027,    605,    1 806,    809,    997,,,  17,    401 212,    184 926,    216 286,    1 138 771,    604 408,    534 363,    1 930 349,      1 018 803,    911 546,    560 169,    263 684,    296 485
  17,    4 063 240,    2 089 568,    1 973 672,    19 584,    11 663,    7 921,    13 155,    6 084,    7 071,,,  18,    467 851,    222 884,    244 967,    1 198 060,    648 303,    549 757,    1 955 027,    1 038 513,    916 514,    603 959,    285 161,    318 798
  18,    4 390 956,    2 288 416,    2 102 540,    94 846,    58 692,    36 154,    71 213,    34 863,    36 350,,,  19,    471 972,    235 033,    236 939,    1 152 083,    624 407,    527 676,    2 172 026,    1 161 795,    1 010 231,    690 823,    328 630,    362 193
  19,    4 883 205,    2 580 899,    2 302 306,    205 446,    131 236,    74 210,    190 855,    99 798,    91 057,,,20-24岁,  1 505 972,    788 339,    717 633,    4 702 486,    2 460 486,  2 242 000,    11 027 413,    5 878 830,    5 148 583,    3 444 087,    1 674 006,    1 770 081
20-24岁,    23 460 733,    12 524 253,    10 936 480,    1 410 089,    946 428,    463 661,    1 370 686,    776 164,    594 522,,,  20,    412 745,    213 274,    199 471,1 055 003,    564 194,    490 809,    2 231 644,    1 193 865,    1 037 779,    732 195,    351 564,    380 631
  20,    5 018 820,    2 677 865,    2 340 955,    286 368,    188 764,    97 604,    300 865,    166 204,    134 661,,,  21,    355 213,    183 485,    171 728,    1 077 331,    564 200,    513 131,    2 391 611,    1 271 318,    1 120 293,    779 640,    380 899,    398 741
  21,    5 306 436,    2 832 655,    2 473 781,    350 229,    233 007,    117 222,    352 412,    199 746,    152 666,,,  22,    268 684,    139 458,    129 226,    901 705,    470 763,    430 942,    2 156 406,    1 152 828,    1 003 578,    684 887,    337 872,    347 015
  22,    4 598 127,    2 465 277,    2 132 850,    304 606,    204 059,    100 547,    281 839,    160 297,    121 542,,,  23,    218 933,    116 991,    101 942,    739 771,    383 705,    356 066,    1 951 733,    1 041 019,    910 714,    610 191,    297 265,    312 926
  23,    3 955 324,    2 113 729,    1 841 595,    227 703,    155 255,    72 448,    206 993,    119 494,    87 499,,,  24,    250 397,    135 131,    115 266,    928 676,    477 624,    451 052,    2 296 019,    1 219 800,    1 076 219,    637 174,    306 406,    330 768
  24,    4 582 026,    2 434 727,    2 147 299,    241 183,    165 343,    75 840,    228 577,    130 423,    98 154,,,25—29岁,  1 170 965,    619 934,    551 031,    7 326 734,    3 666 300,    3 660 434,    9 581 158,    5 212 455,    4 368 703,    2 324 307,    1 050 554,    1 273 753
25—29岁,    22 643 232,    11 986 217,    10 657 015,    927 424,    652 701,    274 723,    1 312 644,    784 273,    528 371,,,  25,    271 843,    148 283,    123 560,    1 166 832,    595 053,    571 779,    2 329 098,    1 245 124,    1 083 974,    571 199,    270 344,    300 855
  25,    4 825 919,    2 569 449,    2 256 470,    235 134,    164 364,    70 770,    251 813,    146 281,    105 532,,,  26,    307 434,    163 252,    144 182,    1 645 946,    813 765,    832 181,    2 480 763,    1 338 543,    1 142 220,    544 785,    252 545,    292 240
  26,    5 561 521,    2 937 085,    2 624 436,    247 793,    173 314,    74 479,    334 800,    195 666,    139 134,,,  27,    307 841,    163 859,    143 982,    1 988 836,    988 497,  1 000 339,    2 468 029,    1 351 818,    1 116 211,    564 218,    251 021,    313 197
  27,    5 931 082,    3 144 044,    2 787 038,    234 670,    167 594,    67 076,    367 488,    221 255,    146 233,,,  28,    158 577,    82 355,    76 222,    1 261 902,    636 324,    625 578,    1 236 321,    688 968,    547 353,    347 480,    148 778,    198 702
  28,    3 324 593,    1 763 896,    1 560 697,    120 238,    85 285,    34 953,    200 075,    122 186,    77 889,,,  29,    125 270,    62 185,    63 085,    1 263 218,    632 661,    630 557,    1 066 947,    588 002,    478 945,    296 625,    127 866,    168 759
  29,    3 000 117,    1 571 743,    1 428 374,    89 589,    62 144,    27 445,    158 468,    98 885,    59 583,,,30-34岁,    761 315,    381 889,    379 426,    6 501 714,    3 389 025,  3 112 689,    7 792 761,    4 330 969,    3 461 792,    2 989 998,    1 319 836,    1 670 162
30-34岁,    19 287 769,    10 256 282,    9 031 487,    359 080,    251 780,    107 300,    882 901,    582 783,    300 118,,,  30,    134 516,    68 837,    65 679,    1 492 632,    766 764,    725 868,    1 349 094,    747 813,    601 281,    433 338,    192 476,    240 862
  30,    3 648 412,    1 935 975,    1 712 437,    80 231,    56 107,    24 124,    158 601,    103 978,    54 623,,,  31,    121 850,    62 302,    59 548,    1 307 201,    680 112,    627 089,    1 333 198,    743 680,    589 518,    482 987,    217 166,    265 821
  31,    3 440 875,    1 835 684,    1 605 191,    57 114,    39 773,    17 341,    138 525,    92 651,    45 874,,,  32,    162 363,    82 637,    79 726,    1 520 958,    787 695,    733 263,    1 737 758,    975 567,    762 191,    667 844,    296 553,    371 291
  32,    4 354 222,    2 323 730,    2 030 492,    73 635,    52 376,    21 259,    191 664,    128 902,    62 762,,,  33,    166 150,    82 854,    83 296,    1 222 599,    638 747,    583 852,    1 673 614,    929 340,    744 274,    679 390,    295 837,    383 553
  33,    4 014 162,    2 130 066,    1 884 096,    76 553,    53 960,    22 593,    195 856,    129 328,    66 528,,,  34,    176 436,    85 259,    91 177,    958 324,    515 707,    442 617,1 699 097,    934 569,    764 528,    726 439,    317 804,    408 635
  34,    3 830 098,    2 030 827,    1 799 271,    71 547,    49 564,    21 983,    198 255,    127 924,    70 331,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
表5—6全国市6岁及6岁以上分年龄、性别和学业完成状况的各种文化程度人口数(第二口径)(续01),,,,,,,,,,,,表5—6全国市6岁及6岁以上分年龄、性别和学业完成状况的各种文化程度人口数(第二口径)(续11),,,,,,,,,,,,
    单位：人,,,,,,,,,,,,    单位：人,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
    学业完成状况,    合计,,,    大学本科,,,    大学专科,,,,,    学业完成状况,    中专,,,    高中,,,    初中,,,    小学,,
    和年龄别,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,    和年龄别,  小计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女
35—39岁,    17 270 435,    9 225 459,    8 044 976,    242 786,    163 506,    79 280,    909 695,    591 256,    318 439,,,35—39岁,    853 717,    401 282,    452 435,    2 011 519,    1 160 486,    851 033,    8 512 116,    4 700 743,    3 811 373,    4 740 602,    2 208 186,    2 532 416
  35,    4 040 082,    2 150 312,    1 889 770,    65 445,    44 537,    20 908,    212 364,    136 161,    76 203,,,  35,    202 117,    94 581,    107 536,    744 540,    415 851,    328 689,    1 931 357,    1 061 866,    869 491,    884 259,    397 316,    486 943
  36,    3 772 596,    2 005 886,    1 766 710,    54 720,    36 487,    18 233,    201 830,    128 342,    73 488,,,  36,    192 950,    89 482,    103 468,    506 582,    290 184,    216 398,    1 882 194,    1 030 990,    851 204,    934 320,    430 401,    503 919
  37,    3 376 331,    1 801 404,    1 574 927,    44 088,    29 445,    14 643,    170 526,    110 661,    59 865,,,  37,    166 598,    77 980,    88 618,    326 772,    192 239,    134 533,    1 684 035,    927 439,    756 596,    984 312,    463 640,    520 672
  38,    3 226 090,    1 730 877,    1 495 213,    40 465,    27 194,    13 271,    166 419,    109 718,    56 701,,,  38,    158 164,    74 389,    83 775,    240 495,    144 818,    95 677,    1 612 176,    896 974,    715 202,    1 008 371,    477 784,    530 587
  39,    2 855 336,    1 536 980,    1 318 356,    38 068,    25 843,    12 225,    158 556,    106 374,    52 182,,,  39,    133 888,    64 850,    69 038,    193 130,    117 394,    75 736,    1 402 354,    783 474,    618 880,    929 340,    439 045,    490 295
40-44岁,    11 907 423,    6 506 145,    5 401 278,    282 130,    195 742,    86 388,    623 896,    429 691,    194 205,,,40-44岁,    991 726,    535 819,    455 907,    1 013 228,    588 386,    424 842,    4 376 020,    2 463 815,    1 912 205,    4 620 423,    2 292 692,    2 327 731
  40,    2 953 412,    1 609 944,    1 343 468,    43 109,    30 485,    12 624,    170 245,    116 443,    53 802,,,  40,    168 755,    87 610,    81 145,    216 256,    129 735,    86 521,    1 307 152,    737 091,    570 061,    1 047 895,      508 580,    539 315
  41,    2 418 452,    1 310 884,    1 107 568,    36 729,    26 736,    9 993,    133 362,    91 857,    41 505,,,  41,    225 594,  121 304,    104 290,    210 606,    120 810,    89 796,    866 428,    486 458,    379 970,    945 733,    463 719,    482 014
  42,    2 290 290,    1 249 625,    1 040 665,    39 105,    28 756,    10 349,    121 367,    84 296,    37 071,,,  42,    239 341,  132 662,    106 679,    210 352,    120 310,    90 042,    742 727,    415 022,    327 705,    937 398,    468 579,    468 819
  43,    2 227 258,    1 225 712,    1 001 546,    65 049,    44 106,    20 943,    107 846,    74 933,    32 913,,,  43,    204 461,  113 134,    91 327,    199 574,    115 293,    84 281,    743 890,    419 460,    324 430,    906 438,    458 786,    447 652
  44,    2 018 011,    1 109 980,    908 031,    98 138,    65 659,    32 479,    91 076,    62 162,    28 914,,,  44,    153 575,    81 109,    72 466,    176 440,    102 238,    74 202,    715 823,    405 784,    310 039,    782 959,    393 028,    389 931
45—49岁,    8 744 283,    4 839 730,    3 904 553,    486 774,    337 114,    149 660,    376 288,    263 423,    112 865,,,45—49岁,    788 014,    405 123,    382 891,    876 215,    523 193,    353 022,    2 833 770,    1 611 880,    1 221 890,    3 383 222,    1 698 997,    1 684 225
  45,    1 861 946,    1 023 310,    838 636,    93 989,    64 615,    29 374,    79 636,    54 766,    24 870,,,  45,    143 204,    71 280,    71 924,    175 397,    101 126,    74 271,    663 008,    376 575,    286 433,    706 712,    354 948,    351 764
  46,    1 732 025,    955 792,    776 233,    86 745,    60 153,    26 592,    73 634,    51 509,    22 125,,,  46,    150 663,    74 766,    75 897,    180 872,    106 432,    74 440,    591 009,    335 829,    255 180,    649 102,    327 103,    321 999
  47,    1 700 792,    936 284,    764 508,    89 180,    61 575,    27 605,    73 658,    51 566,    22 092,,,  47,    166 382,    85 059,    81 323,    184 663,    109 996,    74 667,    551 026,    310 619,    240 407,    635 883,    317 469,    318 414
  48,    1 726 962,    955 570,    771 392,    101 134,    69 394,    31 740,    74 394,    52 220,    22 174,,,  48,    168 005,    88 009,    79 996,    175 855,    106 838,    69 017,    528 424,    299 511,    228 913,    679 150,    339 598,    339 552
  49,    1 722 558,    968 774,    753 784,    115 726,    81 377,    34 349,    74 966,    53 362,    21 604,,,  49,    159 760,    86 009,    73 751,    159 428,    98 801,    60 627,    500 303,    289 346,    210 957,    712 375,    359 879,    352 496
50-54岁,    7 827 344,    4 564 519,    3 262 825,    575 499,        428 638,    146 861,    354 154,    259 826,    94 328,,,50—54岁,    685 156,    407 429,    277 727,    601 866,    399 650,    202 216,    1 947 264,    1 193 724,    753 540,    3 663 405,    1 875 252,    1 788 153
  50,    1 661 284,    936 387,    724 897,    125 501,    90 047,    35 454,    75 426,    53 487,    21 939,,,  50,    150 554,    82 589,    67 965,    141 421,    89 014,    52 407,    449 671,    260 266,    189 405,    718 711,    360 984,    357 727
  51,    1 586 720,    899 767,    686 953,    125 312,    93 041,    32 271,    73 447,    52 956,    20 491,,,  51,    143 899,    82 894,    61 005,    124 217,    79 913,    44 304,    398 562,    233 981,    164 581,    721 283,    356 982,    364 301
  52,    1 589 066,    927 490,    661 576,    122 872,    92 988,    29 884,    72 485,    53 645,    18 840,,,  52,    143 077,    87 073,    56 004,    119 100,    79 479,    39 621,    382 907,    234 665,    148 242,    748 625,    379 640,    368 985
  53,    1 520 875,    910 522,    610 353,    108 664,    82 162,    26 502,    67 975,    50 814,    17 161,,,  53,    131 404,    81 691,    49 713,    110 983,    76 518,    34 465,    363 095,    232 943,    130 152,    738 754,    386 394,    352 360
  54,    1 469 399,    890 353,    579 046,    93 150,    70 400,    22 750,    64 821,    48 924,    15 897,,,  54,    116 222,    73 182,    43 040,    106 145,    74 726,    31 419,    353 029,    231 869,    121 160,    736 032,    391 252,    344 780
55—59岁,    5 900 023,    3 904 382,    1 995 641,    289 573,    219 808,    69 765,    239 599,    186 464,    53 135,,,55—59岁,    316 804,    208 515,    108 289,    467 866,    347 673,    120 193,    1 476 311,    1 077 865,    398 446,    3 109 870,    1 864 057,    1 245 813
  55,    1 367 003,    849 641,    517 362,    76 228,    57 421,    18 807,    59 595,    45 293,    14 302,,,  55,    95 126,    60 592,    34 534,    100 999,    73 103,    27 896,    334 116,    228 295,    105 821,    700 939,    384 937,    316 002
  56,    1 291 959,    836 770,    455 189,    64 409,    48 796,    15 613,    53 729,    41 593,    12 136,,,  56,    76 856,    50 449,    26 407,    98 778,    72 904,    25 874,    322 448,    229 975,    92 473,    675 739,    393 053,    282 686
  57,    1 207 066,    803 435,    403 631,    56 122,    42 259,    13 863,    47 815,    37 262,    10 553,,,  57,    60 866,    40 509,    20 357,    96 368,    71 792,    24 576,    303 673,    223 411,    80 262,    642 222,    388 202,    254 020
  58,    1 047 640,    720 520,    327 120,    48 881,    37 471,    11 410,    41 555,    32 882,    8 673,,,  58,    46 018,    31 069,    14 949,    87 933,    66 375,    21 558,    264 925,    200 883,    64 042,    558 328,    351 840,    206 488
  59,    986 355,    694 016,    292 339,    43 933,    33 861,    10 072,    36 905,    29 434,    7 471,,,  59,    37 938,    25 896,    12 042,    83 788,    63 499,    20 289,    251 149,    195 301,    55 848,    532 642,    346 025,    186 617
60—64岁,    3 835 364,    2744 118,    1 091 246,    158 266,    125 205,    33 061,    122 221,    98 893,    23 328,,,60-64岁,    100 958,    66 547,    34 411,    316 026,    239 965,    76 061,    935 989,    736 628,    199 361,    2 201 904,    1 476 880,    725 024
  60,    953 150,    672 462,    280 688,    40 799,    31 708,    9 091,    34 095,    27 356,    6 739,,,  60,    31 509,    21 266,    10 243,    80 927,    61 410,    19 517,    239 691,    186 641,    53 050,    526 129,    344 081,    182 048
  61,    814 810,    577 625,    237 185,    34 833,    27 290,    7 543,    27 431,    22 164,    5 267,,,  61,    23 104,    15 346,    7 758,    68 446,    51 962,    16 484,    199 983,    156 300,    43 683,    461 013,    304 563,    156 450
  62,    784 868,    562 138,    222 730,    31 926,    25 426,    6 500,    24 515,    19 840,    4 675,,,  62,    19 780,    12 951,    6 829,    64 565,    49 146,    15 419,    190 200,    150 076,    40 124,    453 882,    304 699,    149 183
  63,    665 240,    482 089,    183 151,    26 710,    21 450,    5 260,    19 501,    15 939,    3 562,,,  63,    14 543,    9 433,    5 110,    53 472,    40 557,    12 915,    159 467,    126 720,    32 747,    391 547,    267 990,    123 557
  64,    617 296,    449 804,    167 492,        23 998,    19 331,    4 667,    16 679,    13 594,    3 085,,,  64,    12 022,    7 551,    4 471,    48 616,    36 890,    11 726,    146 648,    116 891,    29 757,    369 333,    255 547,    113 786
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
表5—6全国市6岁及6岁以上分年龄、性别和学业完成状况的各种文化程度人口数(第二口径)(续02),,,,,,,,,,,,表5—6全国市6岁及6岁以上分年龄、性别和学业完成状况的各种文化程度人口数(第二口径)(续12),,,,,,,,,,,,
    单位：人,,,,,,,,,,,,    单位：人,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
    学业完成状况,    合计,,,    大学本科,,,    大学专科,,,,,    学业完成状况,    中专,,,    高中,,,    初中,,,    小学,,
    和年龄别,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,    和年龄别,  小计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女
,,,,,,,,,,,,65岁及以上,    67 094,    37 327,    29 767,    310 337,    232 959,    77 378,    912 855,    736 330,    176 525,    2 913 146,    2 141 222,    771 924
65岁及以上,    4 456 324,    3 354 396,    1 101 928,    158 608,    128 966,    29 642,    94 284,    77 592,    16 692,,,在校,  1 948 608,  1 017 771,    930 837,    3 324 469,    1 797 490,    1 526 979,    7 317 688,    3 807 324,    3 510 364,    19 343 186,    10 145 788,    9 197 398
在校,    34 467 761,    18 390 563,    16 077 198,    1 390 605,    937 000,    453 605,    1 143 205,    685 190,    458 015,,,6—9岁,    7,    2,    5,-,-,-,-,-,-,    9 382 525,    4 873 013,    4 509 512
6—9岁,    9 382 532,    4 873 015,    4 509 517,-,-,-,-,-,-,,,  6,    3,-,    3,-,-,-,-,-,-,    841 215,    436 934,    404 281
  6,    841 218,    436 934,    404 284,-,-,-,-,-,-,,,  7,    1,-,    1,-,-,-,-,-,-,    2 607 614,    1 351 563,    1 256 051
  7,    2 607 615,    1 351 563,    1 256 052,-,-,-,-,-,-,,,  8,    -,-,    -,-,-,-,-,-,-,    3 381 781,    1 757 765,    1 624 016
  8,    3 381 781,    1 757 765,    1 624 016,-,-,-,-,-,-,,,  9,    3,    2,    1,-,-,-,-,-,-,    2 551 915,    1 326 751,    1 225 164
  9,    2 551 918,    1 326 753,    1 225 165,-,-,-,-,-,-,,,10—14岁,    8 075,    3 349,    4 726,    27 567,    14 079,    13 488,    3 569 542,    1 814 152,    1 755 390,    9 662 969,    5 096 487,    4 566 482
10—14岁,    13 268 160,    6 928 071,    6 340 089,    7,    4,    3,-,-,-,,,  10,    7,    2,    5,-,-,-,       -,      -,     -,    2 765 121,    1 439 792,    1 325 329
  10,    2 765 128,    1 439 794,    1 325 334,-,-,-,-,-,-,,,  11,    9,    4,    5,-,-,-,    48 678,    24 298,    24 380,    2 731 622,    1 421 699,    1 309 923
  11,    2 780 309,    1 446 001,    1 334 308,-,-,-,-,-,-,,,  12,    23,    6,    17,-,-,-,    348 965,    171 823,    177 142,    2 277 873,    1 196 236,    1 081 637
  12,    2 626 861,    1 368 065,    1 258 796,-,-,-,-,-,-,,,  13,    1 285,    530,    755,    2 339,    1 197,    1 142,    1 236 469,    622 505,    613 964,    1 308 297,    709 859,    598 438
  13,    2 548 390,    1 334 091,    1 214 299,-,-,-,-,-,-,,,  14,    6 751,    2 807,    3 944,    25 228,    12 882,    12 346,    1 935 430,    995 526,    939 904,    580 056,    328 901,    251 155
  14,    2 547 472,    1 340 120,    1 207 352,    7,    4,    3,-,-,-,,,15—19岁,  1 407 640,    683 895,    723 745,    3 041 499,    1 628 272,    1 413 227,    3 727 371,    1 980 966,    1 746 405,    296 664,    175 676,    120 988
15-19岁,    9 055 589,    4 805 918,    4 249 671,    320 234,    201 879,    118 355,    262 181,    135 230,    126 951,,,  15,    50 890,    21 608,    29 282,    184 713,    93 513,    91 200,    1 865 979,    976 336,    889 643,    212 194,    125 369,    86 825
  15,    2 313 795,    1 216 841,    1 096 954,    18,    15,    3,    1,     -,    1,,,  16,    209 180,    92 040,  117 140,    657 812,    337 498,    320 314,    1 172 530,    624 138,    548 392,    63 462,    37 958,    25 504
  16,    2 106 217,    1 093 380,    1 012 837,    1 562,    988,    574,    1 671,    758,    913,,,  17,    386 315,    179 153,  207 162,    979 315,    517 792,    461 523,    488 542,    266 944,    221 598,    15 701,    9 288,    6 413
  17,    1 901 768,    990 552,    911 216,    19 469,    11 592,    7 877,    12 426,    5 783,    6 643,,,  18,    413 285,    203 024,  210 261,    779 416,    426 843,    352 573,    150 045,    84 710,    65 335,    4 031,    2 338,    1 693
  18,    1 509 701,    809 120,    700 581,    94 591,    58 557,    36 034,    68 333,    33 648,    34 685,,,  19,    347 970,    188 070,  159 900,    440 243,    252 626,    187 617,    50 275,    28 838,    21 437,    1 276,    723,    553
  19,    1 224 108,    696 025,    528 083,    204 594,    130 727,    73 867,    179 750,    95 041,    84 709,,,20—24岁,    476 899,    295 339,  181 560,    250 054,    151 874,    98 180,    19 663,    11 562,    8 101,    644,    393,    251
20—24岁,    2 504 601,    1 598 861,    905 740,    1 000 112,    680 466,    319 646,    757 229,    459 227,    298 002,,,  20,    232 711,    139 639,    93 072,    166 496,    100 231,    66 265,    14 060,    8 287,    5 773,    395,    243,    152
  20,    961 658,    585 695,    375 963,    283 244,    186 960,    96 284,    264 752,    150 335,    114 417,,,  21,    134 516,    85 913,    48 603,    58 455,    35 905,    22 550,    3 700,    2 180,    1 520,    143,    84,    59
  21,    780 676,    498 515,    282 161,    332 135,    222 235,      109 900,    251 727,    152 198,    99 529,,,  22,    63 994,    41 403,    22 591,    18 235,    11 435,    6 800,    1 242,    708,    534,    59,    39,    20
  22,    455 895,    302 293,    153 602,    234 836,    161 121,    73 715,    137 529,    87 587,    49 942,,,  23,    28 440,    18 120,    10 320,    4 959,    3 099,    1 860,    443,    260,    183,    31,    23,    8
  23,    196 727,    136 072,    60 655,    100 398,    72 890,    27 508,    62 456,    41 680,    20 776,,,  24,    17 238,    10 264,    6 974,    1 909,    1 204,    705,    218,    127,    91,    16,    4,    12
  24,    109 645,    76 286,    33 359,    49 499,    37 260,    12 239,    40 765,    27 427,    13 338,,,25—29岁,    38 443,    23 841,    14 602,    3 126,    1 880,    1 246,    432,    252,    180,    77,    43,    34
25—29岁,    187 836,    134 975,    52 861,    56 531,    44 092,    12 439,    89 227,    64 867,    24 360,,,  25,    13 065,    7 933,    5 132,    858,    534,    324,    157,    95,    62,    19,    13,    6
  25,    66 901,    47 324,    19 577,    22 692,    17 617,    5 075,    30 110,    21 132,    8 978,,,  26,    10 471,    6 627,    3 844,    664,    375,    289,    129,    80,    49,    23,    11,    12
  26,    51 411,    37 040,    14 371,    14 935,    11 669,    3 266,    25 189,    18 278,    6 911,,,  27,    8 433,    5 255,    3 178,    677,    424,    253,    81,    45,    36,    13,    5,    8
  27,    39 877,    29 359,    10 518,    11 088,    8 799,    2 289,    19 585,    14 831,    4 754,,,  28,    3 813,    2 406,    1 407,    523,    304,    219,    36,    19,    17,    15,    9,    6
  28,    18 209,    13 228,    4 981,    4 923,    3 847,    1 076,    8 899,    6 643,    2 256,,,  29,    2 661,    1 620,    1 041,    404,    243,    161,    29,    13,    16,    7,    5,    2
  29,    11 438,    8 024,    3 414,    2 893,    2 160,    733,    5 444,    3 983,    1 461,,,30—34岁,    12 014,    7 516,    4 498,    1 556,    977,    579,    228,    133,    95,    62,    27,    35
30—34岁,    46 498,    33 078,    13 420,    9 616,    7 449,    2 167,    23 022,    16 976,    6 046,,,  30,    2 790,    1 713,    1 077,    373,    241,    132,    26,    19,    7,    5,    1,    4
  30,    10 737,    7 636,    3 101,    2 290,    1 788,    502,    5 253,    3 874,    1 379,,,  31,    2 459,    1 506,    953,    327,    205,    122,    32,    19,    13,    9,    5,    4
  31,    9 154,    6 475,    2 679,    1 705,    1 309,    396,    4 622,    3 431,    1 191,,,  32,    2 773,    1 706,    1 067,    337,    206,    131,    28,    17,    11,    13,    7,    6
  32,    10 436,    7 393,    3 043,    2 151,    1 684,    467,    5 134,    3 773,    1 361,,,  33,    2 234,    1 458,    776,    301,    192,    109,    94,    49,    45,    22,    7,    15
  33,    8 967,    6 436,    2 531,    1 894,    1 468,    426,    4 422,    3 262,    1 160,,,  34,    1 758,    1 133,    625,    218,    133,    85,      48,    29,    19,    13,    7,    6
  34,    7 204,    5 138,    2 066,    1 576,    1 200,    376,    3 591,    2 636,    955,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
    单位:人,,,,,,,,,,,,      单位：人,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
    学业完成状况,    合计,,,    大学本科,,,    大学专科,,,,,    学业完成状况,    中专,,,    高中,,,    初中,,,    小学,,
    和年龄别,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,    和年龄别,  小计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女
35—39岁,    17 409,    12 710,    4 699,    3 133,    2 358,    775,    9 153,    6 944,    2 209,,,35—39岁,    4 374,    2 962,      1 412,    485,    294,    191,    203,    123,    80,    61,    29,    32
  35,    6 114,    4 417,    1 697,    1 160,    885,    275,    3 132,    2 350,    782,,,  35,    1 557,    1 036,      521,    185,    108,    77,    66,    30,    36,    14,    8,    6
